step,time_unix,learning_rate_discriminator,learning_rate_generator,runtime/checkpoint_save_time_ms,runtime/checkpoint_size_mb,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_resolution,train_discriminator_loss_total,train_generator_loss,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_generator_loss_period_adversarial,train_generator_loss_resolution_adversarial,train_generator_loss_total,train_loss,val_loss,val_validation_loss_mel,val_validation_loss_total
105,1783411192.8509479,4.9999978167718076e-05,4.9999978167718076e-05,,,0.30415040254592896,0.28828126192092896,0.15869140625,0.30415040254592896,30.68759536743164,8.563502311706543,12.933881759643555,0.3648027181625366,3.793750047683716,6.208333492279053,30.68759536743164,30.68759536743164,,,
110,1783411193.5282772,4.999997603894716e-05,4.999997603894716e-05,,,0.2794433534145355,0.2635253965854645,0.1591796875,0.2794433534145355,30.679637908935547,8.71423053741455,13.245200157165527,0.3586632311344147,3.862499952316284,6.3854169845581055,30.679637908935547,30.679637908935547,,,
115,1783411194.206233,4.99999738111637e-05,4.99999738111637e-05,,,0.3137857913970947,0.2967773377895355,0.1700846403837204,0.3137857913970947,30.273530960083008,8.51223373413086,13.620870590209961,0.3541259467601776,3.7875001430511475,6.7604169845581055,30.273530960083008,30.273530960083008,,,
120,1783411194.8816829,4.999997148436772e-05,4.999997148436772e-05,,,0.4108073115348816,0.3946289122104645,0.1617838591337204,0.4108073115348816,29.013181686401367,7.758251190185547,13.95545482635498,0.3490511476993561,3.46875,6.833333492279053,29.013181686401367,29.013181686401367,,,
125,1783411195.5541227,4.999996905855922e-05,4.999996905855922e-05,,,0.2757324278354645,0.2587890625,0.16943359375,0.2757324278354645,30.257884979248047,8.689403533935547,13.41192626953125,0.3490786552429199,3.875,6.4375,30.257884979248047,30.257884979248047,,,
130,1783411196.233025,4.999996653373823e-05,4.999996653373823e-05,,,0.31554362177848816,0.29804688692092896,0.1749674528837204,0.31554362177848816,30.268789291381836,8.839588165283203,13.46632194519043,0.34593209624290466,3.893749952316284,6.21875,30.268789291381836,30.268789291381836,,,
135,1783411196.9137168,4.999996390990473e-05,4.999996390990473e-05,,,0.31295573711395264,0.2965331971645355,0.1642252653837204,0.31295573711395264,29.513389587402344,8.221620559692383,12.980814933776855,0.3465958535671234,3.75,6.46875,29.513389587402344,29.513389587402344,,,
140,1783411197.589784,4.999996118705874e-05,4.999996118705874e-05,,,0.3382975161075592,0.3192382752895355,0.1905924528837204,0.3382975161075592,29.706836700439453,8.60069751739502,12.663809776306152,0.3424112796783447,3.8531250953674316,5.78125,29.706836700439453,29.706836700439453,,,
145,1783411198.2685242,4.999995836520027e-05,4.999995836520027e-05,,,0.2824056148529053,0.2640136778354645,0.1839192807674408,0.2824056148529053,28.802734375,8.094544410705566,11.442713737487793,0.3379250168800354,3.815624952316284,5.4166669845581055,28.802734375,28.802734375,,,
150,1783411198.9495962,4.999995544432933e-05,4.999995544432933e-05,,,0.3362467586994171,0.3199218809604645,0.1632487028837204,0.3362467586994171,29.047019958496094,8.254592895507812,12.379805564880371,0.3380385935306549,3.7562501430511475,5.864583492279053,29.047019958496094,29.047019958496094,,,
155,1783411199.6289632,4.999995242444594e-05,4.999995242444594e-05,,,0.2879394590854645,0.2723144590854645,0.15625,0.2879394590854645,29.837133407592773,8.802434921264648,14.176573753356934,0.3355175852775574,3.84375,6.75,29.837133407592773,29.837133407592773,,,
160,1783411200.304859,4.99999493055501e-05,4.99999493055501e-05,,,0.3467610776424408,0.32890626788139343,0.1785481870174408,0.3467610776424408,28.763914108276367,8.292652130126953,12.345599174499512,0.3322276175022125,3.690624952316284,5.958333492279053,28.763914108276367,28.763914108276367,,,
165,1783411200.981286,4.9999946087641836e-05,4.9999946087641836e-05,,,0.29000651836395264,0.2730468809604645,0.1695963591337204,0.29000651836395264,29.71919822692871,8.813529014587402,13.453601837158203,0.33314576745033264,3.96875,6.0,29.71919822692871,29.71919822692871,,,
170,1783411201.6615202,4.999994277072116e-05,4.999994277072116e-05,,,0.31220704317092896,0.29326173663139343,0.189453125,0.31220704317092896,28.68320083618164,8.347865104675293,12.508185386657715,0.32692450284957886,3.7906250953674316,5.8229169845581055,28.68320083618164,28.68320083618164,,,
175,1783411202.339471,4.999993935478808e-05,4.999993935478808e-05,,,0.31025391817092896,0.2919921875,0.1826171875,0.31025391817092896,30.3399658203125,9.500295639038086,13.592684745788574,0.33231914043426514,3.909374952316284,6.1666669845581055,30.3399658203125,30.3399658203125,,,
180,1783411203.022909,4.9999935839842604e-05,4.9999935839842604e-05,,,0.33338215947151184,0.3153320252895355,0.1805013120174408,0.33338215947151184,28.27617645263672,7.949833869934082,12.20767593383789,0.32801735401153564,3.7875001430511475,5.5729169845581055,28.27617645263672,28.27617645263672,,,
185,1783411203.7016091,4.999993222588476e-05,4.999993222588476e-05,,,0.27967122197151184,0.26171875,0.1795247495174408,0.27967122197151184,28.7808780670166,8.449482917785645,12.243650436401367,0.32814234495162964,3.7875001430511475,5.53125,28.7808780670166,28.7808780670166,,,
190,1783411204.3808043,4.9999928512914545e-05,4.9999928512914545e-05,,,0.30569660663604736,0.2881835997104645,0.1751302182674408,0.30569660663604736,28.609790802001953,8.32624626159668,12.349143981933594,0.32341864705085754,3.9281251430511475,5.6666669845581055,28.609790802001953,28.609790802001953,,,
195,1783411205.0608094,4.999992470093198e-05,4.999992470093198e-05,,,0.32076823711395264,0.3038085997104645,0.1695963591337204,0.32076823711395264,28.729398727416992,8.559306144714355,13.154155731201172,0.32223355770111084,3.7593750953674316,5.9479169845581055,28.729398727416992,28.729398727416992,,,
200,1783411205.7366145,4.999992078993709e-05,4.999992078993709e-05,,,0.3758300840854645,0.35664063692092896,0.19189453125,0.3758300840854645,27.776660919189453,7.933563232421875,11.49836540222168,0.31816044449806213,3.8218750953674316,5.5416669845581055,27.776660919189453,27.776660919189453,,,
205,1783411206.4136937,4.999991677992988e-05,4.999991677992988e-05,,,0.36868488788604736,0.3482421934604645,0.2044270932674408,0.36868488788604736,28.09798812866211,8.171197891235352,11.598917961120605,0.32213476300239563,3.7250001430511475,5.458333492279053,28.09798812866211,28.09798812866211,,,
210,1783411207.1011727,4.999991267091036e-05,4.999991267091036e-05,,,0.34127604961395264,0.3216796815395355,0.1959635466337204,0.34127604961395264,28.457839965820312,8.335077285766602,12.996527671813965,0.3181755542755127,3.9156250953674316,5.895833492279053,28.457839965820312,28.457839965820312,,,
215,1783411207.789994,4.999990846287855e-05,4.999990846287855e-05,,,0.3160644769668579,0.29619142413139343,0.19873046875,0.3160644769668579,28.960182189941406,8.899867057800293,13.272845268249512,0.31557196378707886,3.9375,5.9479169845581055,28.960182189941406,28.960182189941406,,,
220,1783411208.4759045,4.99999041558345e-05,4.99999041558345e-05,,,0.34077149629592896,0.32246094942092896,0.18310546875,0.34077149629592896,28.405590057373047,8.563090324401855,12.91727066040039,0.31480881571769714,3.8187501430511475,5.65625,28.405590057373047,28.405590057373047,,,
225,1783411209.1618946,4.9999899749778175e-05,4.9999899749778175e-05,,,0.3777506649494171,0.357421875,0.2032877653837204,0.3777506649494171,27.863807678222656,8.076154708862305,11.567172050476074,0.31860411167144775,3.746875047683716,5.46875,27.863807678222656,27.863807678222656,,,
230,1783411209.846557,4.999989524470962e-05,4.999989524470962e-05,,,0.31692707538604736,0.29541015625,0.2151692807674408,0.31692707538604736,28.399099349975586,8.535815238952637,12.147482872009277,0.3159859776496887,3.893749952316284,5.3541669845581055,28.399099349975586,28.399099349975586,,,
235,1783411210.5275993,4.9999890640628855e-05,4.9999890640628855e-05,,,0.3075357973575592,0.2874999940395355,0.2003580778837204,0.3075357973575592,28.481063842773438,8.367987632751465,13.236869812011719,0.3192780911922455,3.8218750953674316,6.0,28.481063842773438,28.481063842773438,,,
240,1783411211.2052624,4.999988593753588e-05,4.999988593753588e-05,,,0.3523763120174408,0.33154296875,0.2083333432674408,0.3523763120174408,28.165790557861328,8.515159606933594,12.248881340026855,0.3100859820842743,3.9156250953674316,5.5625,28.165790557861328,28.165790557861328,,,
245,1783411211.884253,4.999988113543074e-05,4.999988113543074e-05,,,0.3448893427848816,0.32304689288139343,0.2184244841337204,0.3448893427848816,27.403091430664062,8.163290023803711,10.623531341552734,0.3089664578437805,3.78125,4.927083492279053,27.403091430664062,27.403091430664062,,,
250,1783411212.5626862,4.999987623431343e-05,4.999987623431343e-05,,,0.3525227904319763,0.3294921815395355,0.2303059995174408,0.3525227904319763,27.051441192626953,8.055254936218262,11.91137981414795,0.30099180340766907,3.7281250953674316,5.3229169845581055,27.051441192626953,27.051441192626953,,,
255,1783411213.243822,4.9999871234183986e-05,4.9999871234183986e-05,,,0.3168945610523224,0.29619142413139343,0.20703125,0.3168945610523224,28.424089431762695,8.743535041809082,12.454048156738281,0.31119775772094727,3.8843750953674316,5.46875,28.424089431762695,28.424089431762695,,,
260,1783411213.9237847,4.9999866135042425e-05,4.9999866135042425e-05,,,0.36127930879592896,0.3409179747104645,0.20361328125,0.36127930879592896,26.763713836669922,7.566494941711426,11.843623161315918,0.3064662516117096,3.6781251430511475,5.4375,26.763713836669922,26.763713836669922,,,
265,1783411214.603683,4.9999860936888756e-05,4.9999860936888756e-05,,,0.2586425840854645,0.23876953125,0.19873046875,0.2586425840854645,29.456157684326172,9.705883026123047,12.827108383178711,0.3059689998626709,4.140625,5.583333492279053,29.456157684326172,29.456157684326172,,,
270,1783411215.2815795,4.999985563972301e-05,4.999985563972301e-05,,,0.33629557490348816,0.3138671815395355,0.2242838591337204,0.33629557490348816,27.30605697631836,8.101691246032715,12.212698936462402,0.30346694588661194,3.809375047683716,5.177083492279053,27.30605697631836,27.30605697631836,,,
275,1783411215.9612453,4.999985024354521e-05,4.999985024354521e-05,,,0.34728190302848816,0.3262695372104645,0.2101237028837204,0.34728190302848816,27.095943450927734,7.816745758056641,12.35114860534668,0.3061184883117676,3.7093751430511475,5.59375,27.095943450927734,27.095943450927734,,,
280,1783411216.6433525,4.9999844748355366e-05,4.9999844748355366e-05,,,0.3639485836029053,0.3423828184604645,0.2156575620174408,0.3639485836029053,26.44367218017578,7.639867305755615,11.091185569763184,0.2997198700904846,3.715625047683716,4.9166669845581055,26.44367218017578,26.44367218017578,,,
285,1783411217.3237197,4.999983915415351e-05,4.999983915415351e-05,,,0.361572265625,0.34199219942092896,0.19580078125,0.361572265625,28.04041290283203,8.569927215576172,11.911869049072266,0.30754926800727844,3.903125047683716,5.364583492279053,28.04041290283203,28.04041290283203,,,
290,1783411218.0048392,4.999983346093965e-05,4.999983346093965e-05,,,0.4722493588924408,0.447265625,0.2498372495174408,0.4722493588924408,25.851810455322266,7.2086100578308105,11.092269897460938,0.29945865273475647,3.5375001430511475,5.208333492279053,25.851810455322266,25.851810455322266,,,
295,1783411218.6879668,4.9999827668713825e-05,4.9999827668713825e-05,,,0.33875328302383423,0.31718751788139343,0.2156575620174408,0.33875328302383423,27.97881317138672,8.614691734313965,12.200765609741211,0.3057703971862793,3.840625047683716,5.4375,27.97881317138672,27.97881317138672,,,
300,1783411219.3723886,4.9999821777476044e-05,4.9999821777476044e-05,,,0.36324870586395264,0.3408203125,0.2242838591337204,0.36324870586395264,27.129627227783203,8.209571838378906,11.358396530151367,0.30039000511169434,3.7750000953674316,4.9166669845581055,27.129627227783203,27.129627227783203,,,
305,1783411220.052788,4.9999815787226346e-05,4.9999815787226346e-05,,,0.39173176884651184,0.3671875,0.2454427182674408,0.39173176884651184,26.84072494506836,7.8603363037109375,10.941627502441406,0.3027726113796234,3.778125047683716,4.833333492279053,26.84072494506836,26.84072494506836,,,
310,1783411220.7343771,4.9999809697964744e-05,4.9999809697964744e-05,,,0.33133137226104736,0.306640625,0.2469075620174408,0.33133137226104736,26.857351303100586,7.951205730438232,11.819326400756836,0.29995936155319214,3.7093751430511475,5.1666669845581055,26.857351303100586,26.857351303100586,,,
315,1783411221.4140851,4.999980350969126e-05,4.999980350969126e-05,,,0.3684244751930237,0.3436523377895355,0.2477213591337204,0.3684244751930237,27.039051055908203,8.234623908996582,11.203765869140625,0.29756224155426025,3.799999952316284,4.9375,27.039051055908203,27.039051055908203,,,
320,1783411222.093368,4.999979722240593e-05,4.999979722240593e-05,,,0.46560871601104736,0.4419921934604645,0.2361653745174408,0.46560871601104736,25.385971069335938,7.220550537109375,11.08478832244873,0.288719117641449,3.5562500953674316,5.083333492279053,25.385971069335938,25.385971069335938,,,
325,1783411222.7702916,4.9999790836108765e-05,4.9999790836108765e-05,,,0.4022460877895355,0.376220703125,0.26025390625,0.4022460877895355,26.722030639648438,7.866418361663818,11.152620315551758,0.2978411316871643,3.8531250953674316,4.84375,26.722030639648438,26.722030639648438,,,
330,1783411223.4473562,4.9999784350799805e-05,4.9999784350799805e-05,,,0.45869141817092896,0.43583986163139343,0.228515625,0.45869141817092896,25.608051300048828,7.005721569061279,11.54542064666748,0.2976591885089874,3.5250000953674316,5.28125,25.608051300048828,25.608051300048828,,,
335,1783411224.1295667,4.999977776647908e-05,4.999977776647908e-05,,,0.3810384273529053,0.3565429747104645,0.2449544370174408,0.3810384273529053,26.563486099243164,7.755901336669922,10.444972038269043,0.29723528027534485,3.887500047683716,5.0,26.563486099243164,26.563486099243164,,,
340,1783411224.8105145,4.99997710831466e-05,4.99997710831466e-05,,,0.3730306029319763,0.34648439288139343,0.2654622495174408,0.3730306029319763,26.526439666748047,7.947118282318115,11.906442642211914,0.291044682264328,3.7750000953674316,5.1666669845581055,26.526439666748047,26.526439666748047,,,
345,1783411225.491193,4.999976430080238e-05,4.999976430080238e-05,,,0.40677082538604736,0.3785156309604645,0.2825520932674408,0.40677082538604736,25.82882308959961,7.530738353729248,10.507231712341309,0.2896636128425598,3.7250001430511475,4.875,25.82882308959961,25.82882308959961,,,
350,1783411226.1711159,4.999975741944648e-05,4.999975741944648e-05,,,0.41476237773895264,0.3896484375,0.2511393427848816,0.41476237773895264,26.242555618286133,7.947386264801025,11.533068656921387,0.2906293570995331,3.581249952316284,4.8229169845581055,26.242555618286133,26.242555618286133,,,
355,1783411226.850214,4.99997504390789e-05,4.99997504390789e-05,,,0.3583984375,0.3331054747104645,0.2529296875,0.3583984375,27.217937469482422,8.314957618713379,11.458990097045898,0.2970091700553894,3.887500047683716,5.0416669845581055,27.217937469482422,27.217937469482422,,,
360,1783411227.528371,4.999974335969968e-05,4.999974335969968e-05,,,0.4157552123069763,0.39042970538139343,0.2532552182674408,0.4157552123069763,25.976837158203125,7.5771331787109375,11.54410457611084,0.2908676564693451,3.6468751430511475,5.09375,25.976837158203125,25.976837158203125,,,
365,1783411228.210485,4.9999736181308846e-05,4.9999736181308846e-05,,,0.36152344942092896,0.33320313692092896,0.283203125,0.36152344942092896,26.529747009277344,8.058660507202148,10.659662246704102,0.29217395186424255,3.78125,4.7604169845581055,26.529747009277344,26.529747009277344,,,
370,1783411228.8892758,4.999972890390641e-05,4.999972890390641e-05,,,0.34208986163139343,0.3155273497104645,0.265625,0.34208986163139343,26.586139678955078,8.156147956848145,10.922079086303711,0.2910248339176178,3.7750000953674316,4.6666669845581055,26.586139678955078,26.586139678955078,,,
375,1783411229.5683358,4.999972152749242e-05,4.999972152749242e-05,,,0.3324218988418579,0.30644533038139343,0.259765625,0.3324218988418579,26.549192428588867,8.012807846069336,10.795881271362305,0.2918408513069153,3.846874952316284,4.770833492279053,26.549192428588867,26.549192428588867,,,
380,1783411230.2405741,4.999971405206692e-05,4.999971405206692e-05,,,0.44804689288139343,0.4195312559604645,0.28515625,0.44804689288139343,25.40808868408203,7.21429967880249,10.973570823669434,0.2888559401035309,3.5875000953674316,5.1041669845581055,25.40808868408203,25.40808868408203,,,
385,1783411230.9114187,4.999970647762991e-05,4.999970647762991e-05,,,0.3418782651424408,0.31689453125,0.2498372495174408,0.3418782651424408,27.611263275146484,8.749629974365234,11.832687377929688,0.29412567615509033,3.940624952316284,5.020833492279053,27.611263275146484,27.611263275146484,,,
390,1783411236.1776416,4.999969880418143e-05,4.999969880418143e-05,,,0.38473308086395264,0.35859376192092896,0.2613932490348816,0.38473308086395264,25.816818237304688,7.564004421234131,11.531431198120117,0.2884880602359772,3.621875047683716,4.958333492279053,25.816818237304688,25.816818237304688,,,
390,1783411238.9647782,,,,,,,,,,,,,,,,,12.731124992370605,0.28291388988494875,12.731124992370605
390,1783411240.3390234,,,1370.1348609999968,690.209620475769,,,,,,,,,,,,,,,
390,1783411241.8916912,,,1548.650366000004,690.209620475769,,,,,,,,,,,,,,,
395,1783411242.7150261,4.9999691031721516e-05,4.9999691031721516e-05,,,0.4228515923023224,0.39189454913139343,0.3095703125,0.4228515923023224,25.940906524658203,7.699571132659912,10.875259399414062,0.2869596481323242,3.762500047683716,4.78125,25.940906524658203,25.940906524658203,,,
400,1783411243.3949156,4.999968316025019e-05,4.999968316025019e-05,,,0.43818360567092896,0.4130859375,0.2509765625,0.43818360567092896,25.365135192871094,7.364003658294678,11.818521499633789,0.2848728597164154,3.515625,4.84375,25.365135192871094,25.365135192871094,,,
405,1783411244.0738935,4.999967518976749e-05,4.999967518976749e-05,,,0.4333333373069763,0.4033203125,0.3001302182674408,0.4333333373069763,25.397308349609375,7.4959716796875,10.538833618164062,0.28200358152389526,3.690624952316284,4.6666669845581055,25.397308349609375,25.397308349609375,,,
410,1783411244.7490816,4.999966712027346e-05,4.999966712027346e-05,,,0.4121907353401184,0.3851562440395355,0.2703450620174408,0.4121907353401184,25.485931396484375,7.671121120452881,10.446653366088867,0.2838157117366791,3.5531251430511475,4.453125,25.485931396484375,25.485931396484375,,,
415,1783411245.4280357,4.999965895176811e-05,4.999965895176811e-05,,,0.4423665404319763,0.4146484434604645,0.2771809995174408,0.4423665404319763,24.8192195892334,7.051558017730713,10.652300834655762,0.2819984555244446,3.549999952316284,4.625,24.8192195892334,24.8192195892334,,,
420,1783411246.1047268,4.9999650684251475e-05,4.9999650684251475e-05,,,0.40149742364883423,0.37480470538139343,0.2669270932674408,0.40149742364883423,26.155277252197266,8.068625450134277,11.787474632263184,0.2831849455833435,3.684375047683716,4.802083492279053,26.155277252197266,26.155277252197266,,,
425,1783411246.780288,4.999964231772359e-05,4.999964231772359e-05,,,0.41149091720581055,0.38457033038139343,0.2692057490348816,0.41149091720581055,24.888607025146484,7.119744777679443,11.320757865905762,0.2801693081855774,3.559375047683716,4.6979169845581055,24.888607025146484,24.888607025146484,,,
430,1783411247.4586706,4.99996338521845e-05,4.99996338521845e-05,,,0.4023437798023224,0.37333986163139343,0.2900390625,0.4023437798023224,24.60986328125,6.959752559661865,9.867816925048828,0.28342118859291077,3.4625000953674316,4.46875,24.60986328125,24.60986328125,,,
435,1783411248.1368434,4.999962528763422e-05,4.999962528763422e-05,,,0.43323567509651184,0.4053710997104645,0.2786458432674408,0.43323567509651184,25.185054779052734,7.321824550628662,11.337600708007812,0.28144189715385437,3.6000001430511475,4.645833492279053,25.185054779052734,25.185054779052734,,,
440,1783411248.8149989,4.9999616624072786e-05,4.9999616624072786e-05,,,0.45844727754592896,0.4312500059604645,0.27197265625,0.45844727754592896,25.572736740112305,7.5856828689575195,11.216255187988281,0.2853659987449646,3.546875,4.770833492279053,25.572736740112305,25.572736740112305,,,
445,1783411249.5182636,4.999960786150025e-05,4.999960786150025e-05,,,0.3708333373069763,0.3416992127895355,0.2913411557674408,0.3708333373069763,26.2911376953125,8.139815330505371,11.064966201782227,0.28400540351867676,3.8062500953674316,4.583333492279053,26.2911376953125,26.2911376953125,,,
450,1783411250.1975398,4.9999598999916624e-05,4.9999598999916624e-05,,,0.39187824726104736,0.3658203184604645,0.2605794370174408,0.39187824726104736,25.703224182128906,7.796863079071045,11.343938827514648,0.2828029692173004,3.5531251430511475,4.927083492279053,25.703224182128906,25.703224182128906,,,
455,1783411250.8760545,4.9999590039321954e-05,4.9999590039321954e-05,,,0.38644206523895264,0.36015626788139343,0.2628580927848816,0.38644206523895264,26.76849365234375,8.323370933532715,10.796382904052734,0.2883070707321167,3.940624952316284,4.5104169845581055,26.76849365234375,26.76849365234375,,,
460,1783411251.5540376,4.9999580979716295e-05,4.9999580979716295e-05,,,0.4260091185569763,0.400390625,0.2561849057674408,0.4260091185569763,25.422260284423828,7.593438625335693,10.251260757446289,0.2838320732116699,3.565624952316284,4.65625,25.422260284423828,25.422260284423828,,,
465,1783411252.2315495,4.999957182109966e-05,4.999957182109966e-05,,,0.39326173067092896,0.3642578125,0.2900390625,0.39326173067092896,25.335128784179688,7.428244113922119,10.00723648071289,0.2834702432155609,3.700000047683716,4.5,25.335128784179688,25.335128784179688,,,
470,1783411252.9080255,4.999956256347209e-05,4.999956256347209e-05,,,0.39892578125,0.37177735567092896,0.271484375,0.39892578125,24.890836715698242,7.271811008453369,10.65338134765625,0.28051018714904785,3.481250047683716,4.4947919845581055,24.890836715698242,24.890836715698242,,,
475,1783411253.5861855,4.999955320683362e-05,4.999955320683362e-05,,,0.3769368529319763,0.3490234315395355,0.2791341245174408,0.3769368529319763,25.693675994873047,7.643776893615723,10.497343063354492,0.2839619815349579,3.7562501430511475,4.65625,25.693675994873047,25.693675994873047,,,
480,1783411254.2656536,4.9999543751184283e-05,4.9999543751184283e-05,,,0.43614909052848816,0.40888673067092896,0.2726237177848816,0.43614909052848816,25.60548210144043,7.597463130950928,10.613162994384766,0.282658189535141,3.7593750953674316,4.677083492279053,25.60548210144043,25.60548210144043,,,
485,1783411254.9459724,4.999953419652414e-05,4.999953419652414e-05,,,0.4520670771598816,0.42304688692092896,0.2902018427848816,0.4520670771598816,25.145355224609375,7.274674415588379,10.479269981384277,0.28284358978271484,3.621875047683716,4.7291669845581055,25.145355224609375,25.145355224609375,,,
