step,split,time_unix,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial_period,train_generator_loss_adversarial_resolution,train_generator_loss_amplitude,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_generator_loss_phase,train_generator_loss_spectrum,train_discriminator_loss,train_discriminator_loss_total,train_discriminator_loss_period,train_discriminator_loss_resolution,val_loss,val_loss_total,val_loss_amplitude,val_loss_mel,val_loss_phase,val_loss_spectrum
85,train,1783152168.7413993,573.0326538085938,573.0326538085938,573.0326538085938,8.109375,17.40625,1.626427412033081,7.00645112991333,97.53028106689453,0.9044797420501709,4.09609842300415,1.1461255550384521,5.66107177734375,5.66107177734375,5.6103515625,0.5072021484375,,,,,,
90,train,1783152169.139057,587.8267822265625,587.8267822265625,587.8267822265625,8.984375,29.40625,1.7878422737121582,7.018155574798584,122.88163757324219,0.817948579788208,4.095829486846924,1.487596035003662,8.47039794921875,8.47039794921875,8.404296875,0.6610107421875,,,,,,
95,train,1783152169.5275803,556.84375,556.84375,556.84375,6.09375,22.40625,1.4709033966064453,5.713090419769287,105.96229553222656,0.7871694564819336,4.0885186195373535,1.0867458581924438,8.565234184265137,8.565234184265137,8.46484375,1.00390625,,,,,,
100,train,1783152169.9569743,572.2860717773438,572.2860717773438,572.2860717773438,7.9296875,18.78125,1.6221009492874146,8.35455322265625,97.53129577636719,0.917827308177948,4.096932888031006,1.0190240144729614,4.575482368469238,4.575482368469238,4.5439453125,0.31536865234375,,,,,,
105,train,1783152170.343178,553.4945678710938,553.4945678710938,553.4945678710938,8.8359375,21.90625,1.4646546840667725,7.169989585876465,93.23967742919922,0.7217934131622314,4.083677291870117,0.9608058929443359,5.83544921875,5.83544921875,5.78955078125,0.458984375,,,,,,
110,train,1783152170.7359245,563.5308837890625,563.5308837890625,563.5308837890625,9.421875,22.625,1.4710391759872437,6.802786827087402,110.77745819091797,0.8208068609237671,4.094139575958252,1.0709455013275146,6.859448432922363,6.859448432922363,6.8212890625,0.381591796875,,,,,,
115,train,1783152171.124524,552.7259521484375,552.7259521484375,552.7259521484375,9.2265625,24.96875,1.4055840969085693,4.307194709777832,108.37559509277344,0.7480994462966919,4.078324317932129,1.0554780960083008,7.183325290679932,7.183325290679932,7.135009765625,0.483154296875,,,,,,
120,train,1783152171.5198503,555.7564086914062,555.7564086914062,555.7564086914062,9.09375,23.8125,1.3885351419448853,7.064214706420898,115.50041961669922,0.7481563687324524,4.088438034057617,1.033611536026001,5.905505180358887,5.905505180358887,5.85546875,0.5003662109375,,,,,,
125,train,1783152171.9092326,558.8295288085938,558.8295288085938,558.8295288085938,8.0078125,22.28125,1.421111822128296,8.907827377319336,119.3247299194336,0.7472168803215027,4.086581230163574,1.0760183334350586,4.394274711608887,4.394274711608887,4.3662109375,0.2806396484375,,,,,,
130,train,1783152172.3029368,544.0217895507812,544.0217895507812,544.0217895507812,7.453125,23.6875,1.453812599182129,6.352132320404053,67.1321792602539,0.7233161926269531,3.9838175773620605,1.2391023635864258,8.260546684265137,8.260546684265137,7.9140625,3.46484375,,,,,,
135,train,1783152172.696586,527.8179321289062,527.8179321289062,527.8179321289062,8.453125,9.953125,1.3678112030029297,5.563376426696777,30.050798416137695,0.6965853571891785,3.947010040283203,1.1101101636886597,6.917773246765137,6.917773246765137,6.3095703125,6.08203125,,,,,,
140,train,1783152173.092588,527.9683227539062,527.9683227539062,527.9683227539062,8.8984375,8.9765625,1.329723834991455,8.444093704223633,22.364160537719727,0.6778342127799988,3.945835590362549,1.1284011602401733,5.036865234375,5.036865234375,4.73828125,2.98583984375,,,,,,
145,train,1783152173.4982145,526.4981079101562,526.4981079101562,526.4981079101562,4.140625,11.9296875,1.3360519409179688,4.078211784362793,25.1999454498291,0.7034533619880676,3.9228858947753906,1.5249983072280884,12.149999618530273,12.149999618530273,11.798828125,3.51171875,,,,,,
150,train,1783152173.929165,539.9163818359375,539.9163818359375,539.9163818359375,9.6484375,10.421875,1.5193195343017578,6.577027320861816,28.093238830566406,0.8091372847557068,3.934871196746826,1.0785868167877197,5.785815238952637,5.785815238952637,5.5506591796875,2.3515625,,,,,,
155,train,1783152174.326461,524.97314453125,524.97314453125,524.97314453125,9.3671875,11.6640625,1.3200207948684692,9.063654899597168,35.33427429199219,0.6915002465248108,3.9184563159942627,0.9739188551902771,4.841345310211182,4.841345310211182,4.62591552734375,2.154296875,,,,,,
160,train,1783152174.7264042,521.5076904296875,521.5076904296875,521.5076904296875,7.3046875,15.4453125,1.2400774955749512,7.031885623931885,44.13297653198242,0.6693108677864075,3.923954963684082,1.1447639465332031,6.644701957702637,6.644701957702637,6.44140625,2.032958984375,,,,,,
165,train,1783152175.1387887,542.623291015625,542.623291015625,542.623291015625,9.0625,13.0,1.509324550628662,9.308586120605469,44.553279876708984,0.8099239468574524,3.93031644821167,1.0549535751342773,4.508544921875,4.508544921875,4.33203125,1.76513671875,,,,,,
170,train,1783152175.5324383,523.08251953125,523.08251953125,523.08251953125,9.59375,14.390625,1.2626070976257324,8.505208015441895,42.539031982421875,0.7245301008224487,3.915128469467163,0.917829155921936,4.844775199890137,4.844775199890137,4.64306640625,2.01708984375,,,,,,
175,train,1783152175.9273055,535.493408203125,535.493408203125,535.493408203125,8.5,18.09375,1.4901741743087769,8.237130165100098,42.62416458129883,0.7216857671737671,3.930823564529419,1.0034217834472656,5.272647857666016,5.272647857666016,5.039684295654297,2.329634666442871,,,,,,
180,train,1783152176.3182466,524.7317504882812,524.7317504882812,524.7317504882812,10.1171875,17.1328125,1.258339285850525,8.330841064453125,48.96343994140625,0.6763252019882202,3.911041021347046,1.0755031108856201,4.975393772125244,4.975393772125244,4.7968292236328125,1.78564453125,,,,,,
185,train,1783152176.710738,521.3086547851562,521.3086547851562,521.3086547851562,8.84375,17.1796875,1.1998921632766724,8.485990524291992,50.324363708496094,0.6546525955200195,3.932832717895508,1.0245357751846313,6.026415824890137,6.026415824890137,5.828125,1.98291015625,,,,,,
190,train,1783152177.102194,519.4395751953125,519.4395751953125,519.4395751953125,8.7265625,18.59375,1.2113219499588013,7.085640907287598,51.47573471069336,0.6466777920722961,3.933145523071289,0.9847928881645203,5.688183784484863,5.688183784484863,5.486328125,2.0185546875,,,,,,
195,train,1783152177.4894876,516.0750732421875,516.0750732421875,516.0750732421875,7.7734375,18.21875,1.1714768409729004,5.822564125061035,52.27694320678711,0.6715279221534729,3.917630910873413,1.0365599393844604,6.877831935882568,6.877831935882568,6.67578125,2.0205078125,,,,,,
200,train,1783152177.9179635,526.310546875,526.310546875,526.310546875,9.6015625,19.2578125,1.225334882736206,9.703720092773438,61.15864562988281,0.6395398378372192,3.9209890365600586,1.147265911102295,3.962085008621216,3.962085008621216,3.7802734375,1.818115234375,,,,,,
205,train,1783152178.3077059,516.3463134765625,516.3463134765625,516.3463134765625,8.546875,16.8359375,1.1928704977035522,7.35003137588501,50.55951690673828,0.6667788624763489,3.916536808013916,0.9185969829559326,6.686327934265137,6.686327934265137,6.494140625,1.921875,,,,,,
210,train,1783152178.70057,512.8761596679688,512.8761596679688,512.8761596679688,9.3203125,20.0625,1.146690845489502,4.3539581298828125,60.41313934326172,0.6204430460929871,3.915889263153076,1.0022205114364624,7.608508110046387,7.608508110046387,7.41455078125,1.9395751953125,,,,,,
215,train,1783152179.0878055,519.11865234375,519.11865234375,519.11865234375,5.30859375,24.96875,1.1487812995910645,3.428936719894409,71.17407989501953,0.6153162717819214,3.930117607116699,1.4185367822647095,9.5252685546875,9.5252685546875,9.365234375,1.600341796875,,,,,,
220,train,1783152179.4843612,513.1220092773438,513.1220092773438,513.1220092773438,8.9140625,18.6328125,1.1412971019744873,8.476929664611816,58.226139068603516,0.6138745546340942,3.916689395904541,0.8696723580360413,5.046240329742432,5.046240329742432,4.826171875,2.20068359375,,,,,,
225,train,1783152179.87198,522.4976196289062,522.4976196289062,522.4976196289062,10.2109375,18.546875,1.1760858297348022,8.904488563537598,66.27801513671875,0.6373058557510376,3.923460006713867,1.0475529432296753,4.784924030303955,4.784924030303955,4.596136093139648,1.88787841796875,,,,,,
230,train,1783152180.2642832,528.32861328125,528.32861328125,528.32861328125,10.8359375,24.1484375,1.2213525772094727,9.747483253479004,75.9066390991211,0.6262668967247009,3.9240565299987793,1.109557867050171,4.000710964202881,4.000710964202881,3.82275390625,1.779571533203125,,,,,,
235,train,1783152180.651014,536.5384521484375,536.5384521484375,536.5384521484375,10.03125,19.59375,1.3418118953704834,6.012909412384033,69.79158782958984,0.7957105040550232,3.9238975048065186,1.1488752365112305,6.440478324890137,6.440478324890137,6.255859375,1.84619140625,,,,,,
240,train,1783152181.0450635,521.4609985351562,521.4609985351562,521.4609985351562,8.359375,25.1875,1.2127450704574585,6.514559745788574,68.74397277832031,0.6506643295288086,3.923598289489746,1.049032211303711,5.72052001953125,5.72052001953125,5.5361328125,1.8438720703125,,,,,,
245,train,1783152181.434009,521.385009765625,521.385009765625,521.385009765625,9.546875,28.2890625,1.1638132333755493,6.941823959350586,67.10409545898438,0.6370256543159485,3.9208474159240723,1.1117242574691772,5.345446586608887,5.345446586608887,5.166015625,1.7943115234375,,,,,,
250,train,1783152181.870277,523.0367431640625,523.0367431640625,523.0367431640625,9.65625,24.984375,1.225340485572815,7.261378288269043,63.94506072998047,0.649998664855957,3.9128808975219727,1.0773924589157104,5.131555080413818,5.131555080413818,4.953125,1.7843017578125,,,,,,
255,train,1783152182.255743,514.9576416015625,514.9576416015625,514.9576416015625,7.1171875,27.2109375,1.1021443605422974,5.496076583862305,69.02277374267578,0.5943506360054016,3.92170786857605,1.210397481918335,7.6973876953125,7.6973876953125,7.51171875,1.856689453125,,,,,,
260,train,1783152182.6515799,516.085205078125,516.085205078125,516.085205078125,8.75,27.0390625,1.1212108135223389,5.066032886505127,76.6729507446289,0.5958086252212524,3.9138975143432617,1.1621192693710327,6.5191650390625,6.5191650390625,6.345703125,1.734619140625,,,,,,
265,train,1783152183.0389624,512.79638671875,512.79638671875,512.79638671875,8.015625,24.203125,1.0738557577133179,5.9816412925720215,72.78233337402344,0.5732328295707703,3.929702043533325,1.1005688905715942,6.345105171203613,6.345105171203613,6.162109375,1.8299560546875,,,,,,
270,train,1783152183.4341462,519.2120361328125,519.2120361328125,519.2120361328125,10.5625,23.578125,1.113578200340271,7.315977096557617,73.67565155029297,0.6246058344841003,3.9280571937561035,1.0292105674743652,6.193749904632568,6.193749904632568,6.0283203125,1.654296875,,,,,,
275,train,1783152183.8220115,508.22906494140625,508.22906494140625,508.22906494140625,8.0546875,27.9375,1.0240224599838257,4.2852888107299805,75.13260650634766,0.5650168657302856,3.91813325881958,1.1130982637405396,7.716004848480225,7.716004848480225,7.5625,1.5350494384765625,,,,,,
280,train,1783152184.218471,510.01824951171875,510.01824951171875,510.01824951171875,7.6171875,28.3984375,1.0314346551895142,4.929823875427246,71.37382507324219,0.5829604864120483,3.924147605895996,1.121572732925415,6.885705471038818,6.885705471038818,6.7578125,1.2789306640625,,,,,,
285,train,1783152184.6068978,513.360595703125,513.360595703125,513.360595703125,9.453125,27.7734375,1.0871407985687256,6.2984538078308105,72.42511749267578,0.5715142488479614,3.9255380630493164,1.0197949409484863,5.575009346008301,5.575009346008301,5.4404296875,1.345794677734375,,,,,,
290,train,1783152184.9983957,524.59765625,524.59765625,524.59765625,7.2109375,29.75,1.241165280342102,5.097143173217773,85.53102111816406,0.6082006096839905,3.930220603942871,1.225898027420044,6.789721488952637,6.789721488952637,6.650390625,1.393310546875,,,,,,
295,train,1783152185.3873608,511.1820983886719,511.1820983886719,511.1820983886719,7.5625,27.84375,1.0878673791885376,5.306147575378418,69.77384948730469,0.5661370158195496,3.927459478378296,1.068777084350586,6.182391166687012,6.182391166687012,6.044921875,1.37469482421875,,,,,,
300,train,1783152185.8130977,508.4337158203125,508.4337158203125,508.4337158203125,8.796875,28.046875,1.0311362743377686,4.555990219116211,66.42626190185547,0.568444550037384,3.9121665954589844,1.1217867136001587,6.88421630859375,6.88421630859375,6.7529296875,1.3128662109375,,,,,,
305,train,1783152186.2042258,510.83087158203125,510.83087158203125,510.83087158203125,7.546875,25.671875,1.061267614364624,3.7564327716827393,69.6207275390625,0.5719641447067261,3.9300222396850586,1.175032377243042,7.590165615081787,7.590165615081787,7.44140625,1.4875946044921875,,,,,,
310,train,1783152186.5994754,496.6595153808594,496.6595153808594,496.6595153808594,7.046875,24.59375,0.9179592132568359,3.5713746547698975,63.41374206542969,0.5234072208404541,3.9055352210998535,1.0912753343582153,8.050829887390137,8.050829887390137,7.85546875,1.95361328125,,,,,,
315,train,1783152186.9877048,505.09967041015625,505.09967041015625,505.09967041015625,8.3515625,23.984375,0.9807790517807007,5.400651931762695,65.27864074707031,0.5307613015174866,3.9140303134918213,1.149941086769104,6.691796779632568,6.691796779632568,6.5234375,1.68359375,,,,,,
320,train,1783152187.378669,507.7018127441406,507.7018127441406,507.7018127441406,7.0859375,25.5625,1.0972076654434204,3.65533185005188,66.1539535522461,0.5548228025436401,3.9173965454101562,1.0853931903839111,7.702783107757568,7.702783107757568,7.556640625,1.46142578125,,,,,,
325,train,1783152187.768872,504.09368896484375,504.09368896484375,504.09368896484375,8.2109375,21.125,1.046440839767456,4.456305503845215,54.5482063293457,0.5882160067558289,3.912307024002075,0.9534419775009155,6.868750095367432,6.868750095367432,6.73828125,1.3046875,,,,,,
330,train,1783152188.166211,500.0010986328125,500.0010986328125,500.0010986328125,7.2734375,18.6953125,1.0338449478149414,5.497790336608887,50.50960922241211,0.575224757194519,3.906942129135132,0.8603521585464478,5.815600395202637,5.815600395202637,5.69189453125,1.237060546875,,,,,,
335,train,1783152188.5541613,521.124267578125,521.124267578125,521.124267578125,5.515625,30.515625,1.244707465171814,3.810220241546631,70.39958190917969,0.6133100986480713,3.914780616760254,1.3309016227722168,8.938257217407227,8.938257217407227,8.78515625,1.531005859375,,,,,,
340,train,1783152188.9475725,505.81585693359375,505.81585693359375,505.81585693359375,8.3203125,21.078125,1.052214503288269,4.4259796142578125,49.07816696166992,0.5931048393249512,3.902214288711548,1.0896581411361694,7.1678466796875,7.1678466796875,7.009765625,1.580810546875,,,,,,
345,train,1783152189.336083,507.2178955078125,507.2178955078125,507.2178955078125,6.875,19.609375,1.0506397485733032,4.035092830657959,45.0179557800293,0.5846670866012573,3.9124302864074707,1.2506617307662964,7.407092094421387,7.407092094421387,7.24609375,1.6099853515625,,,,,,
350,train,1783152189.7631507,500.4021911621094,500.4021911621094,500.4021911621094,6.8828125,19.671875,0.9718858599662781,4.199906349182129,43.9847297668457,0.5268962979316711,3.9103713035583496,1.2235736846923828,7.8890380859375,7.8890380859375,7.75390625,1.351318359375,,,,,,
355,train,1783152190.153055,495.95489501953125,495.95489501953125,495.95489501953125,8.0390625,14.40625,0.9903310537338257,3.0323777198791504,32.371337890625,0.5652251839637756,3.8992724418640137,1.0139223337173462,7.874755859375,7.874755859375,7.716796875,1.57958984375,,,,,,
360,train,1783152190.5407104,499.34722900390625,499.34722900390625,499.34722900390625,7.2890625,15.25,0.9856306910514832,3.886107921600342,30.5297908782959,0.5293242335319519,3.908820390701294,1.2269535064697266,7.956103324890137,7.956103324890137,7.7734375,1.82666015625,,,,,,
365,train,1783152190.9344008,499.72491455078125,499.72491455078125,499.72491455078125,7.0,14.453125,1.0174829959869385,3.9591403007507324,25.285572052001953,0.5310590863227844,3.90722393989563,1.219257116317749,7.869140625,7.869140625,7.62890625,2.40234375,,,,,,
370,train,1783152191.3245578,494.656494140625,494.656494140625,494.656494140625,7.265625,10.59375,0.9910886883735657,4.175461292266846,16.49945831298828,0.5380036234855652,3.9066967964172363,1.051362156867981,7.362206935882568,7.362206935882568,7.111328125,2.5087890625,,,,,,
375,train,1783152191.7174895,490.5632629394531,490.5632629394531,490.5632629394531,7.296875,10.890625,0.9500752091407776,4.727858543395996,19.02635955810547,0.5386649966239929,3.8871073722839355,0.9921397566795349,6.784131050109863,6.784131050109863,6.583984375,2.00146484375,,,,,,
380,train,1783152192.105545,502.6194763183594,502.6194763183594,502.6194763183594,7.828125,13.375,1.0887961387634277,4.374170303344727,22.84430503845215,0.5323721170425415,3.899570941925049,1.194279432296753,7.031445503234863,7.031445503234863,6.796875,2.345703125,,,,,,
385,train,1783152192.4983656,501.08099365234375,501.08099365234375,501.08099365234375,7.4765625,10.0234375,1.1019258499145508,4.145449161529541,19.501441955566406,0.5317432880401611,3.889857530593872,1.2002830505371094,7.385449409484863,7.385449409484863,7.150390625,2.3505859375,,,,,,
390,train,1783152195.6308153,504.596923828125,504.596923828125,504.596923828125,7.8125,11.2109375,1.0509926080703735,3.923874616622925,20.38658905029297,0.5468798279762268,3.9074697494506836,1.3524779081344604,8.066454887390137,8.066454887390137,7.80859375,2.57861328125,,,,,,
395,train,1783152196.1452606,495.2776184082031,495.2776184082031,495.2776184082031,8.9375,9.4296875,0.9722877144813538,5.093515872955322,18.505924224853516,0.5490665435791016,3.8986124992370605,1.0065428018569946,6.715283393859863,6.715283393859863,6.4794921875,2.35791015625,,,,,,
400,train,1783152196.5683491,495.6251220703125,495.6251220703125,495.6251220703125,6.8984375,10.6796875,1.0445868968963623,4.249940872192383,17.56131362915039,0.5231505036354065,3.884995460510254,1.1302464008331299,7.654077053070068,7.654077053070068,7.3515625,3.025146484375,,,,,,
405,train,1783152196.9639401,488.9700622558594,488.9700622558594,488.9700622558594,7.546875,9.5234375,0.9502781629562378,4.139849662780762,18.97579574584961,0.5063356161117554,3.884497880935669,1.02180016040802,7.722412109375,7.722412109375,7.4521484375,2.70263671875,,,,,,
410,train,1783152197.3580322,500.89532470703125,500.89532470703125,500.89532470703125,7.9375,10.921875,1.010880708694458,6.894811153411865,21.011465072631836,0.550487220287323,3.8822827339172363,1.2189929485321045,5.6827392578125,5.6827392578125,5.39453125,2.882080078125,,,,,,
415,train,1783152197.7539144,493.56689453125,493.56689453125,493.56689453125,8.515625,10.65625,0.9765482544898987,5.6385273933410645,16.638797760009766,0.5248889327049255,3.8864407539367676,1.02372407913208,5.735253810882568,5.735253810882568,5.47265625,2.6259765625,,,,,,
420,train,1783152198.1429207,500.4264221191406,500.4264221191406,500.4264221191406,6.8515625,11.3984375,1.0373445749282837,3.345456123352051,17.326108932495117,0.5104681253433228,3.8956568241119385,1.4069849252700806,8.845458984375,8.845458984375,8.52734375,3.18115234375,,,,,,
425,train,1783152198.540705,487.49249267578125,487.49249267578125,487.49249267578125,7.7421875,10.140625,0.9271897673606873,4.067417144775391,15.621586799621582,0.49235662817955017,3.8732564449310303,1.095071792602539,7.50146484375,7.50146484375,7.19140625,3.1005859375,,,,,,
430,train,1783152198.9294624,498.64739990234375,498.64739990234375,498.64739990234375,8.8671875,11.6484375,0.9662009477615356,5.050704002380371,18.89209747314453,0.5542479157447815,3.8857321739196777,1.2341041564941406,6.6190185546875,6.6190185546875,6.34521484375,2.738037109375,,,,,,
435,train,1783152199.325631,492.80645751953125,492.80645751953125,492.80645751953125,8.9140625,10.234375,0.9703124761581421,3.8764288425445557,17.64143943786621,0.4961981773376465,3.8854103088378906,1.1347200870513916,7.825415134429932,7.825415134429932,7.505859375,3.195556640625,,,,,,
440,train,1783152199.7176135,493.84332275390625,493.84332275390625,493.84332275390625,8.6875,9.359375,0.9921034574508667,5.252040863037109,16.29661750793457,0.542578935623169,3.882497787475586,1.0013835430145264,6.239990234375,6.239990234375,5.9853515625,2.54638671875,,,,,,
445,train,1783152200.1097765,487.71624755859375,487.71624755859375,487.71624755859375,8.0,9.203125,0.9476352334022522,4.727329254150391,16.04419708251953,0.4947436451911926,3.8653547763824463,1.0510823726654053,6.817334175109863,6.817334175109863,6.52734375,2.89990234375,,,,,,
450,train,1783152200.5392191,487.5372009277344,487.5372009277344,487.5372009277344,8.234375,9.578125,0.8969523906707764,4.626375198364258,14.692422866821289,0.49969157576560974,3.8673129081726074,1.1334561109542847,7.135205268859863,7.135205268859863,6.8310546875,3.04150390625,,,,,,
455,train,1783152200.929233,499.5210876464844,499.5210876464844,499.5210876464844,7.703125,8.5390625,1.0802884101867676,5.776008605957031,14.249625205993652,0.6161532402038574,3.8666279315948486,1.0380222797393799,6.723876953125,6.723876953125,6.4482421875,2.75634765625,,,,,,
460,train,1783152201.3273509,492.60125732421875,492.60125732421875,492.60125732421875,7.21875,10.421875,0.9561879634857178,5.492823600769043,16.952499389648438,0.5181310772895813,3.8669307231903076,1.2057390213012695,7.135546684265137,7.135546684265137,6.875,2.60546875,,,,,,
465,train,1783152201.719699,489.8880920410156,489.8880920410156,489.8880920410156,6.1171875,11.0625,0.9225953221321106,4.563632488250732,16.312885284423828,0.508398175239563,3.8624768257141113,1.2913676500320435,8.046338081359863,8.046338081359863,7.78125,2.65087890625,,,,,,
470,train,1783152202.1133087,490.209716796875,490.209716796875,490.209716796875,7.890625,8.140625,0.9297510385513306,5.403858184814453,13.564799308776855,0.5211220383644104,3.869664192199707,1.1244475841522217,6.524169921875,6.524169921875,6.2890625,2.35107421875,,,,,,
475,train,1783152202.5079036,485.8749084472656,485.8749084472656,485.8749084472656,7.4375,7.71875,0.951848030090332,2.941801071166992,14.21430778503418,0.48059284687042236,3.8563971519470215,1.1601375341415405,8.513574600219727,8.513574600219727,8.22265625,2.9091796875,,,,,,
480,train,1783152202.9152558,491.3493347167969,491.3493347167969,491.3493347167969,7.390625,8.875,0.9784414172172546,3.8426241874694824,13.349209785461426,0.49755072593688965,3.860602378845215,1.2706880569458008,8.771044731140137,8.771044731140137,8.4921875,2.78857421875,,,,,,
485,train,1783152203.304576,491.4150390625,491.4150390625,491.4150390625,7.9609375,9.171875,0.9797298908233643,4.9454345703125,14.729263305664062,0.5088733434677124,3.8618404865264893,1.1473665237426758,7.744189262390137,7.744189262390137,7.470703125,2.73486328125,,,,,,
490,train,1783152203.6979163,489.32672119140625,489.32672119140625,489.32672119140625,9.2578125,8.6953125,0.9181538224220276,5.0138630867004395,15.357940673828125,0.5353360176086426,3.8491616249084473,1.1163256168365479,6.403710842132568,6.403710842132568,6.1494140625,2.54296875,,,,,,
495,train,1783152204.0927556,486.328369140625,486.328369140625,486.328369140625,7.78125,10.671875,0.900953471660614,4.056729316711426,16.776517868041992,0.4670148193836212,3.847454309463501,1.272078275680542,7.891455173492432,7.891455173492432,7.669921875,2.21533203125,,,,,,
500,train,1783152204.5364792,495.3748779296875,495.3748779296875,495.3748779296875,8.6953125,9.53125,0.9775983095169067,7.221138000488281,16.567228317260742,0.5541192889213562,3.8682398796081543,1.0548657178878784,4.972754001617432,4.972754001617432,4.7568359375,2.1591796875,,,,,,
505,train,1783152204.932009,489.2138671875,489.2138671875,489.2138671875,8.0625,10.734375,0.9068597555160522,4.727062225341797,15.149209976196289,0.4767371714115143,3.855192184448242,1.3027434349060059,7.5693359375,7.5693359375,7.333984375,2.353515625,,,,,,
