architecture_name,variant_name,lane,baseline_variant,metric,statistical_unit,seed_handling,n,mean_delta,standard_deviation,standard_error,confidence_level,ci_lower,ci_upper,direction
apnet2,fp16_weights,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,-0.001382520160977804,0.023141933356868996,0.001009996774623578,0.95,-0.0033666603568686198,0.0006016200349130119,higher_is_better
apnet2,fp16_weights,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,3.975979317211323e-06,2.3174465779929775e-05,1.0114166059684955e-06,0.95,1.989049860489564e-06,5.962908773933082e-06,higher_is_better
apnet2,fp16_weights,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,-0.00011805593021332159,0.00010367178770145427,4.5246077578410105e-06,0.95,-0.00012694452901733028,-0.00010916733140931291,lower_is_better
apnet2,fp16_weights,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,-0.00015104732816181374,9.220701036927095e-05,4.024243853550116e-06,0.95,-0.00015895296131680198,-0.0001431416950068255,lower_is_better
apnet2,fp16_weights,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,-0.0009085237793697858,0.0017243891668027127,7.525851318509775e-05,0.95,-0.0010563692426874124,-0.0007606783160521591,lower_is_better
apnet2,fp16_weights,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,-0.00024653752644856434,0.0006971701667720175,3.0427000585692927e-05,0.95,-0.00030631141525624587,-0.0001867636376408828,lower_is_better
apnet2,fp16_weights,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,4.323096502395157e-05,0.0029099723990057614,0.00012700160751120135,0.95,-0.00020626388559043666,0.00029272581563833983,higher_is_better
apnet2,int8_dynamic,cpu,baseline_cpu,pesq,utterance,mean_within_label_before_pairing,525,0.004003085938711017,0.10163837548588575,0.00443586237310872,0.95,-0.004711172422366298,0.012717344299788332,higher_is_better
apnet2,int8_dynamic,cpu,baseline_cpu,stoi,utterance,mean_within_label_before_pairing,525,-0.007758388687911211,0.002539720863122657,0.00011084250570779197,0.95,-0.0079761389585198,-0.007540638417302621,higher_is_better
apnet2,int8_dynamic,cpu,baseline_cpu,mel_error,utterance,mean_within_label_before_pairing,525,0.06143151606832232,0.034856266992397654,0.0015212522089166952,0.95,0.058443013796199476,0.06442001834044517,lower_is_better
apnet2,int8_dynamic,cpu,baseline_cpu,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,0.11057859912751214,0.08225762572205671,0.003590017108177823,0.95,0.10352600507252016,0.11763119318250412,lower_is_better
apnet2,int8_dynamic,cpu,baseline_cpu,mcd,utterance,mean_within_label_before_pairing,525,3.8476983050066242,1.9494094281484053,0.08507920252333949,0.95,3.680560082586253,4.014836527426995,lower_is_better
apnet2,int8_dynamic,cpu,baseline_cpu,las_rmse,utterance,mean_within_label_before_pairing,525,0.4321932156880697,0.2187341300159609,0.009546340074937648,0.95,0.41343941612926766,0.4509470152468717,lower_is_better
