unique_id,date,architecture_name,dataset_name,variant_name,seed,hyperparameters_summary,parameter_count,model_size_megabytes,real_time_factor,mel_error,pesq,stoi,interpretation_notes
lpcnet_project_trained_reproduction_train_seed1234_lpcnet_full_fp32bs128_20260707_0326,2026-07-07,lpcnet,ljspeech,xiph_reference_ljspeech,1234,stage=train;hardware=nvidia_l40s;precision=fp32;batch_size=128;epochs=319;executed_steps=31262;selected_step=30000;partition=ordered_identifier_holdout,1232992,4.7034912109375,,,,,Accepted from-scratch training execution; evaluated durable state selected
lpcnet_project_trained_reproduction_test_seed42_lpcnet_gate1_test_20260707_0905,2026-07-07,lpcnet,ljspeech,xiph_reference_ljspeech,42,stage=test;hardware=nvidia_b200;precision=fp32;test_utterances=525;partition=ordered_identifier_holdout;checkpoint_step=30000,1232992,4.7034912109375,11.363275222987813,2.179116299658111,1.0759593412662163,0.5269320918673042,Accepted full-quality execution with the retained 27-utterance B200 timing lane
lpcnet_project_trained_reproduction_test_seed43_lpcnet_final_seed43_test_20260707_1215,2026-07-07,lpcnet,ljspeech,xiph_reference_ljspeech,43,stage=test;hardware=nvidia_b200;precision=fp32;test_utterances=525;partition=ordered_identifier_holdout;checkpoint_step=30000,1232992,4.7034912109375,,2.196003622478909,1.0788269465009117,0.528553121024809,Accepted full-quality execution; deployment timing deliberately not repeated
lpcnet_project_trained_reproduction_test_seed44_lpcnet_final_seed44_test_20260707_1215,2026-07-07,lpcnet,ljspeech,xiph_reference_ljspeech,44,stage=test;hardware=nvidia_b200;precision=fp32;test_utterances=525;partition=ordered_identifier_holdout;checkpoint_step=30000,1232992,4.7034912109375,,2.192042933570014,1.0762638606003716,0.5271425997545252,Accepted full-quality execution; deployment timing deliberately not repeated
