step,time_unix,runtime/checkpoint_save_time_ms,runtime/checkpoint_size_mb,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_resolution,train_discriminator_loss_total,train_generator_loss,train_generator_loss_adversarial,train_generator_loss_amplitude,train_generator_loss_consistency,train_generator_loss_feature_matching,train_generator_loss_mel,train_generator_loss_phase,train_generator_loss_real_imaginary,train_generator_loss_total,train_loss,val_loss,val_loss_amplitude,val_loss_consistency,val_loss_mel,val_loss_phase,val_loss_real_imaginary,val_loss_total
220,1783430102.8720922,,,,,,,493.3157653808594,24.03125,0.7415139675140381,0.1263771951198578,33.555904388427734,0.1912732720375061,3.65625,0.4903595447540283,493.3157653808594,493.3157653808594,,,,,,,
225,1783430103.5018191,,,5.740234375,4.36328125,1.376953125,5.740234375,,,,,,,,,,,,,,,,,
230,1783430104.2146375,,,,,,,494.6527099609375,23.234375,0.7434681057929993,0.1312674582004547,32.14707565307617,0.191489115357399,3.6875,0.5175813436508179,494.6527099609375,494.6527099609375,,,,,,,
235,1783430104.8461258,,,4.9609375,3.59765625,1.36328125,4.9609375,,,,,,,,,,,,,,,,,
240,1783430105.5586796,,,,,,,490.77606201171875,24.53125,0.7477772235870361,0.11434338986873627,32.691532135009766,0.19307971000671387,3.65625,0.4459841251373291,490.77606201171875,490.77606201171875,,,,,,,
245,1783430106.187053,,,4.81982421875,3.626953125,1.19287109375,4.81982421875,,,,,,,,,,,,,,,,,
250,1783430106.900967,,,,,,,497.1096496582031,24.09375,0.7713934183120728,0.14659187197685242,33.518226623535156,0.19658683240413666,3.65625,0.5187095999717712,497.1096496582031,497.1096496582031,,,,,,,
255,1783430107.5321877,,,5.16796875,3.853515625,1.314453125,5.16796875,,,,,,,,,,,,,,,,,
260,1783430108.2421405,,,,,,,493.37432861328125,22.984375,0.753183126449585,0.13449785113334656,31.95297622680664,0.1909288913011551,3.6875,0.4866564869880676,493.37432861328125,493.37432861328125,,,,,,,
265,1783430108.8714628,,,5.470703125,4.060546875,1.41015625,5.470703125,,,,,,,,,,,,,,,,,
270,1783430109.5877323,,,,,,,496.702392578125,24.6875,0.7579332590103149,0.13204415142536163,34.58049011230469,0.19309641420841217,3.65625,0.504357099533081,496.702392578125,496.702392578125,,,,,,,
275,1783430110.2161703,,,5.13720703125,3.76171875,1.37548828125,5.13720703125,,,,,,,,,,,,,,,,,
280,1783430110.9273658,,,,,,,493.00048828125,23.953125,0.7724109292030334,0.13080081343650818,32.14925765991211,0.19345274567604065,3.65625,0.47884878516197205,493.00048828125,493.00048828125,,,,,,,
285,1783430111.554336,,,5.28466796875,4.03515625,1.24951171875,5.28466796875,,,,,,,,,,,,,,,,,
290,1783430112.2670934,,,,,,,493.5414123535156,24.96875,0.7269022464752197,0.12024958431720734,33.89175796508789,0.1930900514125824,3.65625,0.4860008656978607,493.5414123535156,493.5414123535156,,,,,,,
295,1783430112.8952286,,,4.66455078125,3.376953125,1.28759765625,4.66455078125,,,,,,,,,,,,,,,,,
300,1783430113.6078153,,,,,,,488.25018310546875,23.6875,0.718250572681427,0.11803692579269409,31.122610092163086,0.18738912045955658,3.65625,0.47499048709869385,488.25018310546875,488.25018310546875,,,,,,,
305,1783430114.2365592,,,5.01513671875,3.6328125,1.38232421875,5.01513671875,,,,,,,,,,,,,,,,,
310,1783430114.9470787,,,,,,,487.0561218261719,23.4375,0.7289279103279114,0.1191767156124115,30.648496627807617,0.19028346240520477,3.65625,0.44983720779418945,487.0561218261719,487.0561218261719,,,,,,,
315,1783430115.5736756,,,5.2685546875,3.916015625,1.3525390625,5.2685546875,,,,,,,,,,,,,,,,,
320,1783430116.2869525,,,,,,,498.7355651855469,24.53125,0.7876482605934143,0.14158429205417633,33.970924377441406,0.19742579758167267,3.65625,0.5229719877243042,498.7355651855469,498.7355651855469,,,,,,,
325,1783430116.9171927,,,5.2333984375,3.818359375,1.4150390625,5.2333984375,,,,,,,,,,,,,,,,,
330,1783430117.6267207,,,,,,,488.5409851074219,23.421875,0.7137821912765503,0.13094672560691833,31.35892677307129,0.18767528235912323,3.65625,0.4733777642250061,488.5409851074219,488.5409851074219,,,,,,,
335,1783430118.254095,,,4.70556640625,3.408203125,1.29736328125,4.70556640625,,,,,,,,,,,,,,,,,
340,1783430118.9657695,,,,,,,488.441162109375,22.0625,0.7346625924110413,0.1196051761507988,29.651580810546875,0.1884155571460724,3.6875,0.4845849275588989,488.441162109375,488.441162109375,,,,,,,
345,1783430119.5936892,,,4.93359375,3.6044921875,1.3291015625,4.93359375,,,,,,,,,,,,,,,,,
350,1783430120.3087335,,,,,,,488.68487548828125,23.15625,0.7137060165405273,0.12793707847595215,31.270797729492188,0.18758027255535126,3.65625,0.4876178503036499,488.68487548828125,488.68487548828125,,,,,,,
355,1783430120.937835,,,4.8408203125,3.578125,1.2626953125,4.8408203125,,,,,,,,,,,,,,,,,
360,1783430121.65191,,,,,,,493.27093505859375,23.25,0.7021278738975525,0.14374570548534393,31.017213821411133,0.1875564157962799,3.6875,0.5444304943084717,493.27093505859375,493.27093505859375,,,,,,,
365,1783430122.284483,,,4.974609375,3.7890625,1.185546875,4.974609375,,,,,,,,,,,,,,,,,
370,1783430122.9985435,,,,,,,493.07708740234375,24.03125,0.7252436876296997,0.13132691383361816,32.830848693847656,0.18947665393352509,3.65625,0.5142863392829895,493.07708740234375,493.07708740234375,,,,,,,
375,1783430123.629623,,,5.07421875,3.658203125,1.416015625,5.07421875,,,,,,,,,,,,,,,,,
380,1783430124.3366742,,,,,,,485.74835205078125,22.765625,0.7064822912216187,0.11252658069133759,30.516407012939453,0.18444061279296875,3.65625,0.4735800325870514,485.74835205078125,485.74835205078125,,,,,,,
385,1783430124.9610832,,,5.0986328125,3.751953125,1.3466796875,5.0986328125,,,,,,,,,,,,,,,,,
390,1783430127.913899,,,,,,,480.21966552734375,19.453125,0.7075464129447937,0.1183781623840332,26.984079360961914,0.18741410970687866,3.65625,0.4929385185241699,480.21966552734375,480.21966552734375,,,,,,,
390,1783430131.8453734,,,,,,,,,,,,,,,,,439.71345489501954,0.7375279629230499,0.15153438821434975,0.18850538715720178,3.654772770404816,0.5721251082420349,439.71345489501954
390,1783430133.0900066,1239.6900950000145,531.7954177856445,,,,,,,,,,,,,,,,,,,,,
390,1783430134.3571725,1262.433307000009,531.7954177856445,,,,,,,,,,,,,,,,,,,,,
395,1783430135.0875509,,,5.62890625,4.150390625,1.478515625,5.62890625,,,,,,,,,,,,,,,,,
400,1783430135.802088,,,,,,,499.29681396484375,23.203125,0.7703105211257935,0.1671246886253357,32.07666015625,0.19832459092140198,3.6875,0.553507924079895,499.29681396484375,499.29681396484375,,,,,,,
405,1783430136.4360418,,,5.25341796875,3.85546875,1.39794921875,5.25341796875,,,,,,,,,,,,,,,,,
410,1783430137.1608067,,,,,,,493.5396728515625,23.390625,0.7275034189224243,0.12074913829565048,32.38988494873047,0.18699316680431366,3.6875,0.5149571299552917,493.5396728515625,493.5396728515625,,,,,,,
415,1783430137.7917657,,,4.92333984375,3.59765625,1.32568359375,4.92333984375,,,,,,,,,,,,,,,,,
420,1783430138.5071456,,,,,,,479.78143310546875,22.265625,0.6877868175506592,0.09221447259187698,29.547672271728516,0.1823798567056656,3.65625,0.41468822956085205,479.78143310546875,479.78143310546875,,,,,,,
425,1783430139.1389742,,,5.2421875,3.8828125,1.359375,5.2421875,,,,,,,,,,,,,,,,,
430,1783430139.8527768,,,,,,,490.3827819824219,23.140625,0.74787837266922,0.13475945591926575,31.479129791259766,0.1918342560529709,3.65625,0.47581714391708374,490.3827819824219,490.3827819824219,,,,,,,
435,1783430140.4844778,,,4.82421875,3.51171875,1.3125,4.82421875,,,,,,,,,,,,,,,,,
440,1783430141.1974788,,,,,,,490.2674255371094,22.421875,0.7314668893814087,0.13713589310646057,30.714908599853516,0.19003628194332123,3.65625,0.522041916847229,490.2674255371094,490.2674255371094,,,,,,,
445,1783430141.825577,,,4.56591796875,3.228515625,1.33740234375,4.56591796875,,,,,,,,,,,,,,,,,
450,1783430142.5387013,,,,,,,489.23529052734375,22.421875,0.7179162502288818,0.13426950573921204,30.982995986938477,0.18995706737041473,3.65625,0.5096443295478821,489.23529052734375,489.23529052734375,,,,,,,
455,1783430143.166412,,,4.9189453125,3.59375,1.3251953125,4.9189453125,,,,,,,,,,,,,,,,,
460,1783430143.8792384,,,,,,,490.44580078125,22.6875,0.7452555894851685,0.13847869634628296,31.544235229492188,0.19036652147769928,3.65625,0.48621129989624023,490.44580078125,490.44580078125,,,,,,,
465,1783430144.509227,,,4.95263671875,3.611328125,1.34130859375,4.95263671875,,,,,,,,,,,,,,,,,
470,1783430145.2244308,,,,,,,492.85009765625,23.390625,0.7440922856330872,0.130451962351799,32.35205841064453,0.18896609544754028,3.65625,0.5166546106338501,492.85009765625,492.85009765625,,,,,,,
475,1783430145.8552282,,,5.45458984375,3.966796875,1.48779296875,5.45458984375,,,,,,,,,,,,,,,,,
480,1783430146.5700011,,,,,,,492.99664306640625,23.4375,0.7519597411155701,0.12653961777687073,31.854732513427734,0.19237485527992249,3.65625,0.5225573778152466,492.99664306640625,492.99664306640625,,,,,,,
485,1783430147.197522,,,5.171875,3.697265625,1.474609375,5.171875,,,,,,,,,,,,,,,,,
490,1783430147.908619,,,,,,,486.46697998046875,21.296875,0.7059192657470703,0.1134638637304306,29.55046272277832,0.18676574528217316,3.6875,0.49650999903678894,486.46697998046875,486.46697998046875,,,,,,,
495,1783430148.5376153,,,4.9892578125,3.521484375,1.4677734375,4.9892578125,,,,,,,,,,,,,,,,,
500,1783430149.2474666,,,,,,,486.9120178222656,22.765625,0.7220306992530823,0.1141820102930069,30.720335006713867,0.18874266743659973,3.65625,0.4734017252922058,486.9120178222656,486.9120178222656,,,,,,,
505,1783430149.8746653,,,4.994140625,3.662109375,1.33203125,4.994140625,,,,,,,,,,,,,,,,,
510,1783430150.5927732,,,,,,,490.7215576171875,23.28125,0.7505180239677429,0.12126409262418747,31.37434196472168,0.1919764280319214,3.65625,0.4932631850242615,490.7215576171875,490.7215576171875,,,,,,,
515,1783430151.2225099,,,5.53125,4.10546875,1.42578125,5.53125,,,,,,,,,,,,,,,,,
520,1783430151.9381654,,,,,,,493.94134521484375,23.734375,0.7683155536651611,0.12915368378162384,32.10737991333008,0.19000601768493652,3.65625,0.5147379040718079,493.94134521484375,493.94134521484375,,,,,,,
525,1783430152.565718,,,5.71484375,4.171875,1.54296875,5.71484375,,,,,,,,,,,,,,,,,
530,1783430153.2783687,,,,,,,483.9891357421875,21.265625,0.6990078687667847,0.11355080455541611,28.55683135986328,0.1803436279296875,3.6875,0.47746872901916504,483.9891357421875,483.9891357421875,,,,,,,
535,1783430153.910553,,,5.654296875,4.0859375,1.568359375,5.654296875,,,,,,,,,,,,,,,,,
540,1783430154.62252,,,,,,,493.6532897949219,23.296875,0.7315008044242859,0.152788907289505,31.450971603393555,0.1895572543144226,3.65625,0.5462741851806641,493.6532897949219,493.6532897949219,,,,,,,
545,1783430155.2490854,,,5.03955078125,3.525390625,1.51416015625,5.03955078125,,,,,,,,,,,,,,,,,
550,1783430155.961926,,,,,,,493.1856689453125,24.265625,0.7137171030044556,0.1386907994747162,32.108009338378906,0.18980956077575684,3.65625,0.5313831567764282,493.1856689453125,493.1856689453125,,,,,,,
555,1783430156.5855496,,,5.68994140625,4.12109375,1.56884765625,5.68994140625,,,,,,,,,,,,,,,,,
560,1783430157.299496,,,,,,,486.8619689941406,22.5625,0.7202404141426086,0.1059752106666565,31.758573532104492,0.1872374266386032,3.65625,0.4652332365512848,486.8619689941406,486.8619689941406,,,,,,,
565,1783430157.926856,,,5.4658203125,3.93359375,1.5322265625,5.4658203125,,,,,,,,,,,,,,,,,
570,1783430158.6365473,,,,,,,488.1307373046875,22.34375,0.7243406772613525,0.12705804407596588,30.57213020324707,0.1873844861984253,3.65625,0.4993242025375366,488.1307373046875,488.1307373046875,,,,,,,
575,1783430159.263832,,,5.12890625,3.712890625,1.416015625,5.12890625,,,,,,,,,,,,,,,,,
580,1783430159.978413,,,,,,,489.73712158203125,23.234375,0.7423926591873169,0.12440785020589828,30.7581787109375,0.18615756928920746,3.65625,0.4969208240509033,489.73712158203125,489.73712158203125,,,,,,,
585,1783430160.6077425,,,5.392578125,3.822265625,1.5703125,5.392578125,,,,,,,,,,,,,,,,,
590,1783430161.3207943,,,,,,,494.6224060058594,24.421875,0.7626581788063049,0.14156943559646606,31.830974578857422,0.19279110431671143,3.65625,0.5111936330795288,494.6224060058594,494.6224060058594,,,,,,,
595,1783430161.9471726,,,5.60791015625,4.11328125,1.49462890625,5.60791015625,,,,,,,,,,,,,,,,,
600,1783430162.6604946,,,,,,,487.589599609375,22.625,0.7530772089958191,0.12063595652580261,30.09177589416504,0.19175292551517487,3.65625,0.46504074335098267,487.589599609375,487.589599609375,,,,,,,
605,1783430163.2903638,,,5.1884765625,3.638671875,1.5498046875,5.1884765625,,,,,,,,,,,,,,,,,
610,1783430163.9987664,,,,,,,488.63201904296875,22.515625,0.7365529537200928,0.12571938335895538,31.091854095458984,0.18802013993263245,3.65625,0.48358580470085144,488.63201904296875,488.63201904296875,,,,,,,
615,1783430164.6309276,,,5.2265625,3.75390625,1.47265625,5.2265625,,,,,,,,,,,,,,,,,
620,1783430165.3422391,,,,,,,491.7373962402344,23.375,0.7485337853431702,0.11724506318569183,32.66474151611328,0.1883424073457718,3.65625,0.4947158396244049,491.7373962402344,491.7373962402344,,,,,,,
625,1783430165.9728136,,,5.19921875,3.732421875,1.466796875,5.19921875,,,,,,,,,,,,,,,,,
630,1783430166.685575,,,,,,,483.8034973144531,22.5,0.7021626234054565,0.1113799437880516,29.252464294433594,0.18164193630218506,3.65625,0.47261619567871094,483.8034973144531,483.8034973144531,,,,,,,
635,1783430167.3125017,,,5.25390625,3.681640625,1.572265625,5.25390625,,,,,,,,,,,,,,,,,
640,1783430168.02573,,,,,,,489.1127014160156,24.359375,0.7127476334571838,0.11780596524477005,32.39890670776367,0.18357442319393158,3.65625,0.46041539311408997,489.1127014160156,489.1127014160156,,,,,,,
645,1783430168.6550663,,,5.53369140625,4.10546875,1.42822265625,5.53369140625,,,,,,,,,,,,,,,,,
650,1783430169.3699424,,,,,,,489.6520080566406,23.1875,0.7644318342208862,0.11643320322036743,30.924306869506836,0.19383157789707184,3.65625,0.47064048051834106,489.6520080566406,489.6520080566406,,,,,,,
655,1783430169.9981554,,,5.4609375,3.943359375,1.517578125,5.4609375,,,,,,,,,,,,,,,,,
660,1783430170.7095046,,,,,,,492.49896240234375,23.859375,0.753916323184967,0.14318619668483734,33.17207336425781,0.19215776026248932,3.625,0.5433506965637207,492.49896240234375,492.49896240234375,,,,,,,
665,1783430171.336979,,,5.3974609375,3.91015625,1.4873046875,5.3974609375,,,,,,,,,,,,,,,,,
670,1783430172.0501363,,,,,,,488.6474609375,22.96875,0.7246193885803223,0.11803407967090607,30.801090240478516,0.1875661313533783,3.65625,0.5003939867019653,488.6474609375,488.6474609375,,,,,,,
675,1783430172.6809974,,,5.908203125,4.296875,1.611328125,5.908203125,,,,,,,,,,,,,,,,,
680,1783430173.3909516,,,,,,,488.6120300292969,22.484375,0.7167819738388062,0.13169336318969727,31.282108306884766,0.18697956204414368,3.65625,0.49444615840911865,488.6120300292969,488.6120300292969,,,,,,,
685,1783430174.0191388,,,5.1416015625,3.626953125,1.5146484375,5.1416015625,,,,,,,,,,,,,,,,,
690,1783430174.7304254,,,,,,,488.2167053222656,23.375,0.7101856470108032,0.12372176349163055,30.794151306152344,0.18560828268527985,3.65625,0.49265235662460327,488.2167053222656,488.2167053222656,,,,,,,
695,1783430175.3568292,,,5.3837890625,3.833984375,1.5498046875,5.3837890625,,,,,,,,,,,,,,,,,
700,1783430176.0677376,,,,,,,491.2651672363281,22.8125,0.7505297660827637,0.13714322447776794,30.300708770751953,0.19007563591003418,3.65625,0.5256282091140747,491.2651672363281,491.2651672363281,,,,,,,
705,1783430176.6971343,,,5.552734375,4.00390625,1.548828125,5.552734375,,,,,,,,,,,,,,,,,
710,1783430177.408226,,,,,,,487.08135986328125,21.9375,0.7082676291465759,0.13409751653671265,30.95781707763672,0.18525727093219757,3.65625,0.4876227378845215,487.08135986328125,487.08135986328125,,,,,,,
715,1783430178.0379057,,,5.228515625,3.78125,1.447265625,5.228515625,,,,,,,,,,,,,,,,,
720,1783430178.7510002,,,,,,,485.278076171875,24.171875,0.7409591674804688,0.10803864896297455,30.663928985595703,0.191432386636734,3.625,0.4805086851119995,485.278076171875,485.278076171875,,,,,,,
725,1783430179.384776,,,5.375,3.8984375,1.4765625,5.375,,,,,,,,,,,,,,,,,
730,1783430180.0973537,,,,,,,493.09759521484375,23.453125,0.7693450450897217,0.13104939460754395,31.983013153076172,0.1894986778497696,3.65625,0.5025843381881714,493.09759521484375,493.09759521484375,,,,,,,
735,1783430180.7277174,,,5.22216796875,3.79296875,1.42919921875,5.22216796875,,,,,,,,,,,,,,,,,
740,1783430181.441363,,,,,,,483.1884765625,22.65625,0.7453217506408691,0.10450087487697601,31.244300842285156,0.18810191750526428,3.625,0.4573623538017273,483.1884765625,483.1884765625,,,,,,,
745,1783430182.0724053,,,5.3486328125,3.87890625,1.4697265625,5.3486328125,,,,,,,,,,,,,,,,,
750,1783430182.7837815,,,,,,,490.3094787597656,23.34375,0.7569543719291687,0.14034661650657654,31.99197006225586,0.19247914850711823,3.625,0.5318589806556702,490.3094787597656,490.3094787597656,,,,,,,
755,1783430183.410823,,,5.412109375,3.84375,1.568359375,5.412109375,,,,,,,,,,,,,,,,,
760,1783430184.1254985,,,,,,,499.9925842285156,23.5,0.7826660871505737,0.16449064016342163,32.1793098449707,0.19503943622112274,3.65625,0.5980989933013916,499.9925842285156,499.9925842285156,,,,,,,
765,1783430184.7516568,,,5.7802734375,4.193359375,1.5869140625,5.7802734375,,,,,,,,,,,,,,,,,
770,1783430185.460517,,,,,,,480.35400390625,21.71875,0.7068048715591431,0.1087019294500351,28.8287353515625,0.18494470417499542,3.65625,0.41747063398361206,480.35400390625,480.35400390625,,,,,,,
775,1783430186.084469,,,5.5146484375,3.99609375,1.5185546875,5.5146484375,,,,,,,,,,,,,,,,,
780,1783430186.7588007,,,,,,,482.2340393066406,19.625,0.750764012336731,0.12130806595087051,26.823749542236328,0.19292524456977844,3.65625,0.4857863187789917,482.2340393066406,482.2340393066406,,,,,,,
780,1783430188.1119492,,,,,,,,,,,,,,,,,438.7895794677734,0.7329488205909729,0.1528884420543909,0.1850329189002514,3.647003564834595,0.5755569753050804,438.7895794677734
780,1783430189.4009447,1284.7753409999996,531.7956619262695,,,,,,,,,,,,,,,,,,,,,
780,1783430190.6480281,1242.640090000009,531.7956619262695,,,,,,,,,,,,,,,,,,,,,
785,1783430191.3381608,,,5.71484375,4.14453125,1.5703125,5.71484375,,,,,,,,,,,,,,,,,
790,1783430192.0543802,,,,,,,489.67626953125,22.328125,0.7466816306114197,0.1329043209552765,30.467134475708008,0.187355175614357,3.65625,0.5081932544708252,489.67626953125,489.67626953125,,,,,,,
795,1783430192.6928222,,,5.3623046875,3.951171875,1.4111328125,5.3623046875,,,,,,,,,,,,,,,,,
800,1783430193.411381,,,,,,,487.5469665527344,24.09375,0.715532124042511,0.11235083639621735,31.86928939819336,0.1832927018404007,3.65625,0.44624531269073486,487.5469665527344,487.5469665527344,,,,,,,
805,1783430194.044722,,,5.1826171875,3.732421875,1.4501953125,5.1826171875,,,,,,,,,,,,,,,,,
810,1783430194.7657092,,,,,,,489.291748046875,21.6015625,0.7231534123420715,0.13914406299591064,29.29327392578125,0.1845867931842804,3.6875,0.5174916982650757,489.291748046875,489.291748046875,,,,,,,
815,1783430195.3975635,,,5.22509765625,3.7841796875,1.44091796875,5.22509765625,,,,,,,,,,,,,,,,,
820,1783430196.113733,,,,,,,485.0259704589844,21.328125,0.7370185256004333,0.12595510482788086,28.727741241455078,0.1859099119901657,3.65625,0.4837856590747833,485.0259704589844,485.0259704589844,,,,,,,
825,1783430196.7425554,,,5.2294921875,3.7109375,1.5185546875,5.2294921875,,,,,,,,,,,,,,,,,
830,1783430197.4523952,,,,,,,484.74688720703125,21.640625,0.7013118863105774,0.1358805000782013,28.38648796081543,0.18450035154819489,3.65625,0.5054138898849487,484.74688720703125,484.74688720703125,,,,,,,
835,1783430198.078035,,,5.61669921875,4.111328125,1.50537109375,5.61669921875,,,,,,,,,,,,,,,,,
