step,time_unix,runtime/checkpoint_save_time_ms,runtime/checkpoint_size_mb,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_resolution,train_discriminator_loss_total,train_generator_loss,train_generator_loss_adversarial,train_generator_loss_amplitude,train_generator_loss_consistency,train_generator_loss_feature_matching,train_generator_loss_mel,train_generator_loss_phase,train_generator_loss_real_imaginary,train_generator_loss_total,train_loss,val_loss,val_loss_amplitude,val_loss_consistency,val_loss_mel,val_loss_phase,val_loss_real_imaginary,val_loss_total
840,1783430198.7896028,,,,,,,484.91094970703125,22.375,0.7392662167549133,0.12384093552827835,29.0256404876709,0.1860203742980957,3.65625,0.4511023163795471,484.91094970703125,484.91094970703125,,,,,,,
845,1783430199.4193466,,,5.73583984375,4.193359375,1.54248046875,5.73583984375,,,,,,,,,,,,,,,,,
850,1783430200.1293538,,,,,,,487.7066955566406,22.484375,0.7541065216064453,0.10796137154102325,30.106531143188477,0.1881585419178009,3.65625,0.4856800436973572,487.7066955566406,487.7066955566406,,,,,,,
855,1783430200.7568681,,,5.5205078125,3.81640625,1.7041015625,5.5205078125,,,,,,,,,,,,,,,,,
860,1783430201.4670534,,,,,,,485.80108642578125,21.671875,0.7418400645256042,0.12470665574073792,29.01399040222168,0.18594299256801605,3.65625,0.48340457677841187,485.80108642578125,485.80108642578125,,,,,,,
865,1783430202.0948641,,,5.986328125,4.25390625,1.732421875,5.986328125,,,,,,,,,,,,,,,,,
870,1783430202.8078558,,,,,,,488.32440185546875,22.15625,0.7220985293388367,0.125219464302063,30.381284713745117,0.18546584248542786,3.65625,0.5180343985557556,488.32440185546875,488.32440185546875,,,,,,,
875,1783430203.4386816,,,5.2314453125,3.83203125,1.3994140625,5.2314453125,,,,,,,,,,,,,,,,,
880,1783430204.150954,,,,,,,485.72760009765625,22.28125,0.7139138579368591,0.12624911963939667,29.609378814697266,0.18135333061218262,3.65625,0.4859717786312103,485.72760009765625,485.72760009765625,,,,,,,
885,1783430204.78037,,,5.6796875,4.138671875,1.541015625,5.6796875,,,,,,,,,,,,,,,,,
890,1783430205.4932992,,,,,,,485.8441162109375,22.375,0.7333926558494568,0.11190366744995117,29.580265045166016,0.18771585822105408,3.65625,0.47562873363494873,485.8441162109375,485.8441162109375,,,,,,,
895,1783430206.1224375,,,5.671875,4.107421875,1.564453125,5.671875,,,,,,,,,,,,,,,,,
900,1783430206.8337145,,,,,,,489.0459289550781,22.84375,0.754019558429718,0.11876055598258972,30.796072006225586,0.1896936446428299,3.65625,0.47988367080688477,489.0459289550781,489.0459289550781,,,,,,,
905,1783430207.4640982,,,5.353515625,3.818359375,1.53515625,5.353515625,,,,,,,,,,,,,,,,,
910,1783430208.183886,,,,,,,495.509521484375,23.421875,0.7662970423698425,0.14301985502243042,32.3631591796875,0.19333432614803314,3.65625,0.5356712341308594,495.509521484375,495.509521484375,,,,,,,
915,1783430208.8119469,,,5.48193359375,4.009765625,1.47216796875,5.48193359375,,,,,,,,,,,,,,,,,
920,1783430209.5279183,,,,,,,484.31341552734375,21.84375,0.7243182063102722,0.12283238768577576,29.100900650024414,0.185800239443779,3.65625,0.46413204073905945,484.31341552734375,484.31341552734375,,,,,,,
925,1783430210.1569467,,,5.29150390625,3.80078125,1.49072265625,5.29150390625,,,,,,,,,,,,,,,,,
930,1783430210.871224,,,,,,,486.5831298828125,23.0,0.7471752166748047,0.11678694933652878,32.123985290527344,0.19071291387081146,3.625,0.4888608455657959,486.5831298828125,486.5831298828125,,,,,,,
935,1783430211.499762,,,6.236328125,4.48828125,1.748046875,6.236328125,,,,,,,,,,,,,,,,,
940,1783430212.2376587,,,,,,,489.2738952636719,23.8125,0.789313793182373,0.1254100799560547,30.71938705444336,0.19403742253780365,3.625,0.507727861404419,489.2738952636719,489.2738952636719,,,,,,,
945,1783430212.865173,,,5.146484375,3.578125,1.568359375,5.146484375,,,,,,,,,,,,,,,,,
950,1783430213.579424,,,,,,,497.0901794433594,23.1875,0.8055070638656616,0.15873047709465027,30.95323371887207,0.19726048409938812,3.65625,0.5484897494316101,497.0901794433594,497.0901794433594,,,,,,,
955,1783430214.2113843,,,5.7939453125,4.15234375,1.6416015625,5.7939453125,,,,,,,,,,,,,,,,,
960,1783430214.927606,,,,,,,491.40936279296875,23.359375,0.7600911259651184,0.14368262887001038,32.68819046020508,0.19263099133968353,3.625,0.5338569283485413,491.40936279296875,491.40936279296875,,,,,,,
965,1783430215.5573769,,,5.2998046875,3.8515625,1.4482421875,5.2998046875,,,,,,,,,,,,,,,,,
970,1783430216.2695024,,,,,,,487.61505126953125,22.9375,0.7455686330795288,0.1270945966243744,31.45378303527832,0.18930360674858093,3.625,0.5207827091217041,487.61505126953125,487.61505126953125,,,,,,,
975,1783430216.9020967,,,5.548828125,3.822265625,1.7265625,5.548828125,,,,,,,,,,,,,,,,,
980,1783430217.6170726,,,,,,,487.166748046875,22.15625,0.7282624244689941,0.13755765557289124,29.73008155822754,0.188287615776062,3.65625,0.48545747995376587,487.166748046875,487.166748046875,,,,,,,
985,1783430218.2475748,,,5.5546875,3.912109375,1.642578125,5.5546875,,,,,,,,,,,,,,,,,
990,1783430218.9637337,,,,,,,477.0310363769531,21.78125,0.6933102607727051,0.10977063328027725,28.352075576782227,0.18480870127677917,3.625,0.4542814791202545,477.0310363769531,477.0310363769531,,,,,,,
995,1783430219.6002135,,,5.14453125,3.6953125,1.44921875,5.14453125,,,,,,,,,,,,,,,,,
1000,1783430220.3156621,,,,,,,489.524658203125,22.90625,0.7332539558410645,0.12616686522960663,30.42612075805664,0.18484707176685333,3.65625,0.5155607461929321,489.524658203125,489.524658203125,,,,,,,
1005,1783430220.9436426,,,5.6923828125,4.068359375,1.6240234375,5.6923828125,,,,,,,,,,,,,,,,,
1010,1783430221.6543655,,,,,,,490.8018798828125,23.15625,0.7380589246749878,0.12192439287900925,32.495643615722656,0.18766428530216217,3.65625,0.4890192747116089,490.8018798828125,490.8018798828125,,,,,,,
1015,1783430222.2842069,,,5.50927734375,3.931640625,1.57763671875,5.50927734375,,,,,,,,,,,,,,,,,
1020,1783430222.999372,,,,,,,484.0180969238281,22.625,0.7108172178268433,0.12726503610610962,31.05618667602539,0.1821562945842743,3.625,0.4983595609664917,484.0180969238281,484.0180969238281,,,,,,,
1025,1783430223.6278532,,,5.650390625,3.96875,1.681640625,5.650390625,,,,,,,,,,,,,,,,,
1030,1783430224.3463511,,,,,,,488.6194763183594,22.1875,0.7401357293128967,0.13089245557785034,30.122453689575195,0.1904725581407547,3.65625,0.5009334683418274,488.6194763183594,488.6194763183594,,,,,,,
1035,1783430224.977788,,,5.6923828125,4.05078125,1.6416015625,5.6923828125,,,,,,,,,,,,,,,,,
1040,1783430225.6914794,,,,,,,485.1646423339844,22.71875,0.71931391954422,0.1195090264081955,29.946067810058594,0.18352656066417694,3.65625,0.45542407035827637,485.1646423339844,485.1646423339844,,,,,,,
1045,1783430226.3181975,,,5.9208984375,4.220703125,1.7001953125,5.9208984375,,,,,,,,,,,,,,,,,
1050,1783430227.0318,,,,,,,490.6522216796875,22.5625,0.7252874970436096,0.141953706741333,32.16375732421875,0.18879219889640808,3.65625,0.49787724018096924,490.6522216796875,490.6522216796875,,,,,,,
1055,1783430227.6608577,,,5.35546875,3.751953125,1.603515625,5.35546875,,,,,,,,,,,,,,,,,
1060,1783430228.3706307,,,,,,,486.42401123046875,22.265625,0.744570255279541,0.118482306599617,29.781734466552734,0.1873738169670105,3.65625,0.46905452013015747,486.42401123046875,486.42401123046875,,,,,,,
1065,1783430229.0004919,,,6.103515625,4.51953125,1.583984375,6.103515625,,,,,,,,,,,,,,,,,
1070,1783430229.7128596,,,,,,,489.6506042480469,22.359375,0.7464807629585266,0.13813114166259766,30.663089752197266,0.19022740423679352,3.65625,0.4946744441986084,489.6506042480469,489.6506042480469,,,,,,,
1075,1783430230.341934,,,5.38134765625,3.787109375,1.59423828125,5.38134765625,,,,,,,,,,,,,,,,,
1080,1783430231.0537472,,,,,,,478.1766052246094,21.765625,0.7168962955474854,0.1101495772600174,28.656579971313477,0.1842135339975357,3.625,0.4499494433403015,478.1766052246094,478.1766052246094,,,,,,,
1085,1783430231.680834,,,5.79150390625,4.16015625,1.63134765625,5.79150390625,,,,,,,,,,,,,,,,,
1090,1783430232.3908691,,,,,,,488.6234130859375,22.765625,0.7416244745254517,0.11889306455850601,30.693710327148438,0.187521830201149,3.65625,0.4889397919178009,488.6234130859375,488.6234130859375,,,,,,,
1095,1783430233.0200472,,,5.37158203125,3.751953125,1.61962890625,5.37158203125,,,,,,,,,,,,,,,,,
1100,1783430233.7308743,,,,,,,493.2974853515625,23.4375,0.7598901391029358,0.15916025638580322,30.48090362548828,0.18784871697425842,3.65625,0.5237476825714111,493.2974853515625,493.2974853515625,,,,,,,
1105,1783430234.3594775,,,5.8251953125,4.30078125,1.5244140625,5.8251953125,,,,,,,,,,,,,,,,,
1110,1783430235.0733433,,,,,,,491.1119384765625,23.625,0.7320176362991333,0.13535600900650024,31.722854614257812,0.1894933432340622,3.65625,0.49344635009765625,491.1119384765625,491.1119384765625,,,,,,,
1115,1783430235.70117,,,5.4267578125,3.904296875,1.5224609375,5.4267578125,,,,,,,,,,,,,,,,,
1120,1783430236.4153028,,,,,,,486.18182373046875,21.859375,0.7089260816574097,0.1281716376543045,29.89376449584961,0.1854538470506668,3.65625,0.4980853199958801,486.18182373046875,486.18182373046875,,,,,,,
1125,1783430237.0463066,,,5.412109375,3.86328125,1.548828125,5.412109375,,,,,,,,,,,,,,,,,
1130,1783430237.7576275,,,,,,,491.0447082519531,23.203125,0.7476577162742615,0.13301239907741547,31.06319808959961,0.18925467133522034,3.65625,0.5029283165931702,491.0447082519531,491.0447082519531,,,,,,,
1135,1783430238.387876,,,5.560546875,3.93359375,1.626953125,5.560546875,,,,,,,,,,,,,,,,,
1140,1783430239.0978088,,,,,,,481.93646240234375,22.265625,0.715684175491333,0.11582579463720322,29.61477279663086,0.1840556561946869,3.625,0.4967916011810303,481.93646240234375,481.93646240234375,,,,,,,
1145,1783430239.7270675,,,5.73046875,4.13671875,1.59375,5.73046875,,,,,,,,,,,,,,,,,
1150,1783430240.4386158,,,,,,,487.805908203125,22.65625,0.7131579518318176,0.12242759764194489,29.946346282958984,0.18600423634052277,3.65625,0.5162615180015564,487.805908203125,487.805908203125,,,,,,,
1155,1783430241.0656257,,,5.525390625,3.900390625,1.625,5.525390625,,,,,,,,,,,,,,,,,
1160,1783430241.7736766,,,,,,,487.30572509765625,22.84375,0.7361336946487427,0.11277873069047928,30.85118865966797,0.18620933592319489,3.65625,0.46733999252319336,487.30572509765625,487.30572509765625,,,,,,,
1165,1783430242.3996313,,,5.771484375,4.130859375,1.640625,5.771484375,,,,,,,,,,,,,,,,,
1170,1783430243.0774646,,,,,,,481.7231140136719,20.328125,0.7375078201293945,0.14083434641361237,28.094654083251953,0.18715375661849976,3.625,0.5189557075500488,481.7231140136719,481.7231140136719,,,,,,,
1170,1783430244.4407105,,,,,,,,,,,,,,,,,438.24786895751953,0.7324011474847794,0.15148757167160512,0.18428488492965697,3.643107829093933,0.5748729029297829,438.24786895751953
1170,1783430245.7488143,1304.1199510000183,531.7956619262695,,,,,,,,,,,,,,,,,,,,,
1170,1783430247.0052607,1252.7811390000352,531.7956619262695,,,,,,,,,,,,,,,,,,,,,
1175,1783430247.6839283,,,5.61328125,3.974609375,1.638671875,5.61328125,,,,,,,,,,,,,,,,,
1180,1783430248.3929622,,,,,,,486.36138916015625,22.4375,0.736091136932373,0.13594432175159454,31.066221237182617,0.18607211112976074,3.625,0.516507089138031,486.36138916015625,486.36138916015625,,,,,,,
1185,1783430249.0209148,,,5.9033203125,4.345703125,1.5576171875,5.9033203125,,,,,,,,,,,,,,,,,
1190,1783430249.7409108,,,,,,,489.1271667480469,23.46875,0.7387503981590271,0.1069265827536583,31.995800018310547,0.18555989861488342,3.65625,0.47237712144851685,489.1271667480469,489.1271667480469,,,,,,,
1195,1783430250.376247,,,5.5400390625,3.974609375,1.5654296875,5.5400390625,,,,,,,,,,,,,,,,,
1200,1783430251.0875154,,,,,,,485.2023010253906,22.328125,0.7051553130149841,0.13435761630535126,29.275554656982422,0.17904920876026154,3.65625,0.4836295247077942,485.2023010253906,485.2023010253906,,,,,,,
1205,1783430251.718807,,,6.130859375,4.431640625,1.69921875,6.130859375,,,,,,,,,,,,,,,,,
1210,1783430252.4308264,,,,,,,488.71356201171875,22.5625,0.7098173499107361,0.14355778694152832,28.897361755371094,0.1839822679758072,3.65625,0.5460575819015503,488.71356201171875,488.71356201171875,,,,,,,
1215,1783430253.0613644,,,5.48046875,3.724609375,1.755859375,5.48046875,,,,,,,,,,,,,,,,,
1220,1783430253.7744367,,,,,,,478.1332092285156,21.953125,0.7421137094497681,0.10017005354166031,28.852378845214844,0.1866791993379593,3.625,0.4227636456489563,478.1332092285156,478.1332092285156,,,,,,,
1225,1783430254.4029558,,,5.927734375,4.259765625,1.66796875,5.927734375,,,,,,,,,,,,,,,,,
1230,1783430255.1156797,,,,,,,482.4503479003906,22.28125,0.7367172241210938,0.11467349529266357,30.36172866821289,0.1878688633441925,3.625,0.46757060289382935,482.4503479003906,482.4503479003906,,,,,,,
1235,1783430255.7464538,,,5.6865234375,4.060546875,1.6259765625,5.6865234375,,,,,,,,,,,,,,,,,
1240,1783430256.4595342,,,,,,,485.4556884765625,23.34375,0.7223873734474182,0.12058108299970627,32.099822998046875,0.1860557198524475,3.625,0.48235630989074707,485.4556884765625,485.4556884765625,,,,,,,
1245,1783430257.091353,,,5.9482421875,4.326171875,1.6220703125,5.9482421875,,,,,,,,,,,,,,,,,
1250,1783430257.8078253,,,,,,,482.1409912109375,21.96875,0.745000422000885,0.10200197994709015,27.989154815673828,0.18498781323432922,3.65625,0.43874430656433105,482.1409912109375,482.1409912109375,,,,,,,
1255,1783430258.4393115,,,5.9130859375,4.29296875,1.6201171875,5.9130859375,,,,,,,,,,,,,,,,,
1260,1783430259.1530213,,,,,,,479.3587951660156,21.21875,0.7148340940475464,0.09941975772380829,28.613140106201172,0.1791381537914276,3.65625,0.41831716895103455,479.3587951660156,479.3587951660156,,,,,,,
1265,1783430259.7805247,,,5.833984375,4.13671875,1.697265625,5.833984375,,,,,,,,,,,,,,,,,
1270,1783430260.4946525,,,,,,,488.9613037109375,21.796875,0.7466374039649963,0.13884520530700684,28.6552734375,0.1902003139257431,3.65625,0.5356310606002808,488.9613037109375,488.9613037109375,,,,,,,
1275,1783430261.124606,,,5.3701171875,3.8359375,1.5341796875,5.3701171875,,,,,,,,,,,,,,,,,
1280,1783430261.8375547,,,,,,,490.8142395019531,23.09375,0.7628864645957947,0.12643322348594666,30.62466049194336,0.18893413245677948,3.65625,0.5016530752182007,490.8142395019531,490.8142395019531,,,,,,,
1285,1783430262.4682279,,,5.8291015625,4.111328125,1.7177734375,5.8291015625,,,,,,,,,,,,,,,,,
1290,1783430263.18305,,,,,,,488.28985595703125,21.828125,0.7473217248916626,0.12384513765573502,29.593204498291016,0.18803837895393372,3.65625,0.5156509876251221,488.28985595703125,488.28985595703125,,,,,,,
1295,1783430263.8143227,,,6.1044921875,4.314453125,1.7900390625,6.1044921875,,,,,,,,,,,,,,,,,
1300,1783430264.525332,,,,,,,494.8099365234375,22.359375,0.7806112766265869,0.1501118689775467,31.235191345214844,0.19285187125205994,3.65625,0.5478771924972534,494.8099365234375,494.8099365234375,,,,,,,
1305,1783430265.1527157,,,5.380859375,3.810546875,1.5703125,5.380859375,,,,,,,,,,,,,,,,,
1310,1783430265.8667245,,,,,,,488.9605407714844,22.9375,0.7416784167289734,0.11815956234931946,30.641855239868164,0.18558178842067719,3.65625,0.4963850975036621,488.9605407714844,488.9605407714844,,,,,,,
1315,1783430266.4983644,,,5.7509765625,4.14453125,1.6064453125,5.7509765625,,,,,,,,,,,,,,,,,
1320,1783430267.2115848,,,,,,,491.7729797363281,23.5,0.7556149363517761,0.13232365250587463,31.031543731689453,0.18995045125484467,3.65625,0.5052535533905029,491.7729797363281,491.7729797363281,,,,,,,
1325,1783430267.8412166,,,5.85546875,4.228515625,1.626953125,5.85546875,,,,,,,,,,,,,,,,,
1330,1783430268.5514913,,,,,,,485.15582275390625,22.21875,0.7100189328193665,0.11766406893730164,29.76317596435547,0.1830691546201706,3.65625,0.48200058937072754,485.15582275390625,485.15582275390625,,,,,,,
1335,1783430269.179809,,,5.3623046875,3.810546875,1.5517578125,5.3623046875,,,,,,,,,,,,,,,,,
1340,1783430269.8952546,,,,,,,484.33154296875,21.9375,0.7291147708892822,0.10711927711963654,29.407081604003906,0.18526223301887512,3.65625,0.4671024680137634,484.33154296875,484.33154296875,,,,,,,
1345,1783430270.5236921,,,5.931640625,4.26171875,1.669921875,5.931640625,,,,,,,,,,,,,,,,,
1350,1783430271.2366729,,,,,,,489.21368408203125,22.25,0.7948674559593201,0.14211487770080566,30.68645477294922,0.1920909285545349,3.625,0.5215312242507935,489.21368408203125,489.21368408203125,,,,,,,
1355,1783430271.8636339,,,5.4755859375,3.8984375,1.5771484375,5.4755859375,,,,,,,,,,,,,,,,,
1360,1783430272.574934,,,,,,,483.4658508300781,23.546875,0.7129300236701965,0.11435384303331375,30.528087615966797,0.18474489450454712,3.625,0.48554670810699463,483.4658508300781,483.4658508300781,,,,,,,
1365,1783430273.205087,,,5.3056640625,3.744140625,1.5615234375,5.3056640625,,,,,,,,,,,,,,,,,
1370,1783430273.9159477,,,,,,,487.48406982421875,23.046875,0.7333635687828064,0.1301850974559784,32.3240966796875,0.18744103610515594,3.625,0.5070785284042358,487.48406982421875,487.48406982421875,,,,,,,
1375,1783430274.5435462,,,5.31005859375,3.853515625,1.45654296875,5.31005859375,,,,,,,,,,,,,,,,,
1380,1783430275.2557921,,,,,,,485.41326904296875,22.578125,0.7036399841308594,0.11810106784105301,29.3283748626709,0.18209043145179749,3.65625,0.49631935358047485,485.41326904296875,485.41326904296875,,,,,,,
1385,1783430275.8838828,,,5.5576171875,3.908203125,1.6494140625,5.5576171875,,,,,,,,,,,,,,,,,
1390,1783430276.594399,,,,,,,487.0721130371094,22.453125,0.7302724123001099,0.1245114728808403,29.58234405517578,0.18717029690742493,3.65625,0.49219340085983276,487.0721130371094,487.0721130371094,,,,,,,
1395,1783430277.2251275,,,5.615234375,4.126953125,1.48828125,5.615234375,,,,,,,,,,,,,,,,,
1400,1783430277.9392695,,,,,,,484.0697326660156,22.640625,0.7384591102600098,0.1193145215511322,30.01011848449707,0.18736028671264648,3.625,0.4975106120109558,484.0697326660156,484.0697326660156,,,,,,,
1405,1783430278.5716581,,,5.7841796875,4.177734375,1.6064453125,5.7841796875,,,,,,,,,,,,,,,,,
1410,1783430279.2849078,,,,,,,487.0118713378906,22.140625,0.7171730399131775,0.137050062417984,28.87420082092285,0.18330645561218262,3.65625,0.5179598927497864,487.0118713378906,487.0118713378906,,,,,,,
1415,1783430279.9195344,,,5.5107421875,3.97265625,1.5380859375,5.5107421875,,,,,,,,,,,,,,,,,
1420,1783430280.6331518,,,,,,,483.48602294921875,22.296875,0.7341324090957642,0.13430698215961456,30.029083251953125,0.18849481642246246,3.625,0.4799557328224182,483.48602294921875,483.48602294921875,,,,,,,
1425,1783430281.263272,,,5.8408203125,4.17578125,1.6650390625,5.8408203125,,,,,,,,,,,,,,,,,
1430,1783430281.9776967,,,,,,,490.891357421875,23.046875,0.734474241733551,0.13702023029327393,30.644166946411133,0.18473318219184875,3.65625,0.5260013341903687,490.891357421875,490.891357421875,,,,,,,
1435,1783430282.6052935,,,6.0478515625,4.376953125,1.6708984375,6.0478515625,,,,,,,,,,,,,,,,,
1440,1783430283.322125,,,,,,,484.42926025390625,21.703125,0.7166938185691833,0.11828064173460007,29.59518051147461,0.18241089582443237,3.65625,0.4744132459163666,484.42926025390625,484.42926025390625,,,,,,,
1445,1783430283.9524806,,,5.7333984375,4.0625,1.6708984375,5.7333984375,,,,,,,,,,,,,,,,,
1450,1783430284.6633143,,,,,,,489.19097900390625,22.71875,0.7437803149223328,0.1411409080028534,29.28046226501465,0.18766625225543976,3.65625,0.5094517469406128,489.19097900390625,489.19097900390625,,,,,,,
1455,1783430285.294087,,,5.24755859375,3.6572265625,1.59033203125,5.24755859375,,,,,,,,,,,,,,,,,
1460,1783430286.0071158,,,,,,,484.1922607421875,22.625,0.7492910027503967,0.11088775098323822,30.819503784179688,0.18936312198638916,3.625,0.4781864285469055,484.1922607421875,484.1922607421875,,,,,,,
1465,1783430286.6381924,,,5.2646484375,3.642578125,1.6220703125,5.2646484375,,,,,,,,,,,,,,,,,
1470,1783430287.3526418,,,,,,,484.2637939453125,22.328125,0.721632182598114,0.10481815040111542,29.634769439697266,0.18273469805717468,3.65625,0.46416813135147095,484.2637939453125,484.2637939453125,,,,,,,
1475,1783430287.9803748,,,6.087890625,4.447265625,1.640625,6.087890625,,,,,,,,,,,,,,,,,
1480,1783430288.690755,,,,,,,482.642822265625,21.421875,0.7181823253631592,0.13022029399871826,28.37394142150879,0.18312373757362366,3.65625,0.4539627432823181,482.642822265625,482.642822265625,,,,,,,
1485,1783430289.3247948,,,5.41943359375,3.908203125,1.51123046875,5.41943359375,,,,,,,,,,,,,,,,,
1490,1783430290.0370655,,,,,,,488.3180847167969,22.84375,0.7601122260093689,0.12873706221580505,30.484580993652344,0.18921542167663574,3.625,0.5439291000366211,488.3180847167969,488.3180847167969,,,,,,,
1495,1783430290.6683488,,,5.4921875,4.015625,1.4765625,5.4921875,,,,,,,,,,,,,,,,,
1500,1783430291.3827438,,,,,,,489.27276611328125,22.28125,0.7173805832862854,0.14512662589550018,29.04873275756836,0.18700747191905975,3.65625,0.5492133498191833,489.27276611328125,489.27276611328125,,,,,,,
1505,1783430292.0136101,,,5.7705078125,4.11328125,1.6572265625,5.7705078125,,,,,,,,,,,,,,,,,
1510,1783430292.7226644,,,,,,,489.5603332519531,22.96875,0.7548730373382568,0.13930854201316833,29.188579559326172,0.18954358994960785,3.65625,0.5030080676078796,489.5603332519531,489.5603332519531,,,,,,,
1515,1783430293.356131,,,5.828125,4.142578125,1.685546875,5.828125,,,,,,,,,,,,,,,,,
1520,1783430294.0692506,,,,,,,484.9447021484375,22.59375,0.7083105444908142,0.12418073415756226,29.216842651367188,0.1834326833486557,3.65625,0.4759451150894165,484.9447021484375,484.9447021484375,,,,,,,
1525,1783430294.7033057,,,5.14404296875,3.54296875,1.60107421875,5.14404296875,,,,,,,,,,,,,,,,,
1530,1783430295.4221244,,,,,,,487.639892578125,23.484375,0.7360026240348816,0.1445532739162445,30.555294036865234,0.1882106214761734,3.625,0.5223498344421387,487.639892578125,487.639892578125,,,,,,,
1535,1783430296.0589776,,,5.1904296875,3.765625,1.4248046875,5.1904296875,,,,,,,,,,,,,,,,,
1540,1783430296.7780447,,,,,,,485.994873046875,22.640625,0.7427419424057007,0.11262529343366623,30.16866683959961,0.18493588268756866,3.65625,0.4527090787887573,485.994873046875,485.994873046875,,,,,,,
1545,1783430297.4069014,,,5.6298828125,4.029296875,1.6005859375,5.6298828125,,,,,,,,,,,,,,,,,
1550,1783430298.1197689,,,,,,,490.6029968261719,22.625,0.7158594131469727,0.15071184933185577,30.177946090698242,0.18623587489128113,3.65625,0.5427489280700684,490.6029968261719,490.6029968261719,,,,,,,
1555,1783430298.7516756,,,5.3896484375,3.7734375,1.6162109375,5.3896484375,,,,,,,,,,,,,,,,,
1560,1783430299.4346938,,,,,,,472.43658447265625,18.421875,0.6851332187652588,0.11877697706222534,25.443363189697266,0.17867045104503632,3.625,0.4967827796936035,472.43658447265625,472.43658447265625,,,,,,,
1560,1783430300.862854,,,,,,,,,,,,,,,,,437.8184469604492,0.7330233752727509,0.15004508830606939,0.18384111613035203,3.6394138956069946,0.5748028391599656,437.8184469604492
1560,1783430302.1507978,1284.0902980000237,531.7956619262695,,,,,,,,,,,,,,,,,,,,,
1560,1783430303.434211,1278.9705769999955,531.7956619262695,,,,,,,,,,,,,,,,,,,,,
1565,1783430304.126179,,,5.666015625,4.029296875,1.63671875,5.666015625,,,,,,,,,,,,,,,,,
1570,1783430304.845186,,,,,,,490.3581237792969,21.9375,0.7518953084945679,0.14340156316757202,29.84005355834961,0.18746845424175262,3.65625,0.5301364660263062,490.3581237792969,490.3581237792969,,,,,,,
1575,1783430305.488906,,,5.583984375,3.970703125,1.61328125,5.583984375,,,,,,,,,,,,,,,,,
1580,1783430306.2049417,,,,,,,486.8152770996094,22.5,0.7615969181060791,0.12544897198677063,28.183948516845703,0.18866702914237976,3.65625,0.4827612042427063,486.8152770996094,486.8152770996094,,,,,,,
1585,1783430306.838118,,,5.8798828125,4.21875,1.6611328125,5.8798828125,,,,,,,,,,,,,,,,,
1590,1783430307.557873,,,,,,,481.0787658691406,22.390625,0.7087314128875732,0.12330237030982971,28.715267181396484,0.182347372174263,3.625,0.49612703919410706,481.0787658691406,481.0787658691406,,,,,,,
1595,1783430308.191169,,,5.6376953125,4.080078125,1.5576171875,5.6376953125,,,,,,,,,,,,,,,,,
1600,1783430308.9067764,,,,,,,492.48028564453125,22.75,0.7610452175140381,0.13480578362941742,30.769561767578125,0.1887693852186203,3.65625,0.5367292165756226,492.48028564453125,492.48028564453125,,,,,,,
1605,1783430309.5356996,,,5.625,4.001953125,1.623046875,5.625,,,,,,,,,,,,,,,,,
1610,1783430310.253233,,,,,,,491.4941101074219,22.046875,0.7740755677223206,0.14930656552314758,29.119794845581055,0.19073376059532166,3.65625,0.5376056432723999,491.4941101074219,491.4941101074219,,,,,,,
1615,1783430310.889294,,,5.4736328125,3.8671875,1.6064453125,5.4736328125,,,,,,,,,,,,,,,,,
1620,1783430311.6056006,,,,,,,489.5349426269531,24.078125,0.7822603583335876,0.11682500690221786,32.491119384765625,0.19244520366191864,3.625,0.48548537492752075,489.5349426269531,489.5349426269531,,,,,,,
1625,1783430312.2359324,,,5.85302734375,4.134765625,1.71826171875,5.85302734375,,,,,,,,,,,,,,,,,
1630,1783430312.951493,,,,,,,484.75933837890625,22.25,0.7468699216842651,0.13912108540534973,28.47484016418457,0.18766842782497406,3.625,0.5271074771881104,484.75933837890625,484.75933837890625,,,,,,,
1635,1783430313.5831068,,,6.0556640625,4.2578125,1.7978515625,6.0556640625,,,,,,,,,,,,,,,,,
1640,1783430314.2981691,,,,,,,492.70257568359375,22.625,0.7680469751358032,0.13706372678279877,31.449783325195312,0.1914995014667511,3.65625,0.5173406004905701,492.70257568359375,492.70257568359375,,,,,,,
1645,1783430314.9305093,,,5.75390625,4.06640625,1.6875,5.75390625,,,,,,,,,,,,,,,,,
1650,1783430315.6522622,,,,,,,486.6358337402344,22.265625,0.7382190227508545,0.11925101280212402,29.519287109375,0.18528877198696136,3.65625,0.48726165294647217,486.6358337402344,486.6358337402344,,,,,,,
1655,1783430316.289823,,,5.6376953125,3.9921875,1.6455078125,5.6376953125,,,,,,,,,,,,,,,,,
1660,1783430317.0047615,,,,,,,482.1557312011719,21.65625,0.7271717190742493,0.13303185999393463,28.32982063293457,0.18533064424991608,3.625,0.5137916803359985,482.1557312011719,482.1557312011719,,,,,,,
1665,1783430317.6327322,,,5.9560546875,4.15625,1.7998046875,5.9560546875,,,,,,,,,,,,,,,,,
1670,1783430318.3426905,,,,,,,491.18048095703125,22.96875,0.7663040161132812,0.1281522512435913,30.484909057617188,0.1879739761352539,3.65625,0.5114995241165161,491.18048095703125,491.18048095703125,,,,,,,
1675,1783430318.973494,,,5.3896484375,3.76171875,1.6279296875,5.3896484375,,,,,,,,,,,,,,,,,
1680,1783430319.6907184,,,,,,,486.33953857421875,22.515625,0.7214539647102356,0.13146376609802246,29.060333251953125,0.18517376482486725,3.65625,0.4899883270263672,486.33953857421875,486.33953857421875,,,,,,,
