step,split,time_unix,learning_rate_generator,learning_rate_discriminator,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_period_adversarial,train_generator_loss_resolution_adversarial,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_discriminator_loss,train_discriminator_loss_total,train_discriminator_loss_period,train_discriminator_loss_resolution,val_loss,val_validation_loss_total,val_validation_loss_mel
85,train,1783138443.6809802,0.0004999998569267617,0.0004999998569267617,31.513805389404297,31.513805389404297,31.513805389404297,0.929577648639679,7.1875,0.6976459622383118,30.084918975830078,0.5813186764717102,1.6244791746139526,1.6244791746139526,1.562597632408142,0.6188151240348816,,,
90,train,1783138444.3621566,0.0004999998395995549,0.0004999998395995549,31.47968101501465,31.47968101501465,31.47968101501465,1.185937523841858,7.333333492279053,0.8272623419761658,28.953163146972656,0.5741740465164185,1.5611735582351685,1.5611735582351685,1.500390648841858,0.6078287959098816,,,
95,train,1783138445.038219,0.0004999998212822222,0.0004999998212822222,32.34124755859375,32.34124755859375,32.34124755859375,1.5671875476837158,6.7916669845581055,0.8845239877700806,26.608108520507812,0.5899901986122131,1.601302146911621,1.601302146911621,1.529296875,0.7200521230697632,,,
100,train,1783138445.7546985,0.000499999801974764,0.000499999801974764,31.68379783630371,31.68379783630371,31.68379783630371,2.078125,6.505208492279053,1.1050047874450684,26.657865524291992,0.5596524477005005,1.6055012941360474,1.6055012941360474,1.539648413658142,0.6585286855697632,,,
105,train,1783138446.4284334,0.0004999997816771803,0.0004999997816771803,30.940380096435547,30.940380096435547,30.940380096435547,1.7734375,6.9010419845581055,0.957745373249054,25.655317306518555,0.5545235872268677,1.6534342765808105,1.6534342765808105,1.595068335533142,0.5836588740348816,,,
110,train,1783138447.103253,0.0004999997603894711,0.0004999997603894711,30.72249984741211,30.72249984741211,30.72249984741211,2.078125,6.8072919845581055,0.8918363451957703,23.637298583984375,0.5490683913230896,1.487060546875,1.487060546875,1.4319336414337158,0.55126953125,,,
115,train,1783138447.7796104,0.0004999997381116366,0.0004999997381116366,29.197315216064453,29.197315216064453,29.197315216064453,1.657812476158142,5.739583492279053,1.0434025526046753,20.57342529296875,0.5303288698196411,1.538118600845337,1.538118600845337,1.4783203601837158,0.5979818105697632,,,
120,train,1783138448.4569118,0.0004999997148436768,0.0004999997148436768,29.788494110107422,29.788494110107422,29.788494110107422,1.524999976158142,7.359375,1.0226277112960815,21.84853744506836,0.5404461026191711,1.518701195716858,1.518701195716858,1.4513672590255737,0.67333984375,,,
125,train,1783138449.1328433,0.0004999996905855917,0.0004999996905855917,28.198556900024414,28.198556900024414,28.198556900024414,1.5007812976837158,6.015625,1.206912636756897,18.993858337402344,0.5108869671821594,1.3517252206802368,1.3517252206802368,1.296484351158142,0.5524088740348816,,,
130,train,1783138449.8135579,0.0004999996653373819,0.0004999996653373819,28.297800064086914,28.297800064086914,28.297800064086914,1.795312523841858,6.828125,1.2754231691360474,20.01758575439453,0.5009443163871765,1.415869116783142,1.415869116783142,1.362890601158142,0.52978515625,,,
135,train,1783138450.4913151,0.0004999996390990468,0.0004999996390990468,27.87825584411621,27.87825584411621,27.87825584411621,1.5984375476837158,7.130208492279053,1.1576850414276123,18.959789276123047,0.5002918839454651,1.427758812904358,1.427758812904358,1.376855492591858,0.509033203125,,,
140,train,1783138451.1748135,0.000499999611870587,0.000499999611870587,27.382646560668945,27.382646560668945,27.382646560668945,1.6906250715255737,6.421875,1.2311830520629883,17.006752014160156,0.4915105402469635,1.390380859375,1.390380859375,1.3367187976837158,0.53662109375,,,
145,train,1783138451.8584993,0.0004999995836520023,0.0004999995836520023,26.716556549072266,26.716556549072266,26.716556549072266,1.524999976158142,6.317708492279053,1.2151304483413696,16.428794860839844,0.4822617173194885,1.398226022720337,1.398226022720337,1.3445312976837158,0.5369466543197632,,,
150,train,1783138452.5715625,0.0004999995544432929,0.0004999995544432929,26.89034652709961,26.89034652709961,26.89034652709961,1.842187523841858,6.46875,0.864667534828186,16.21683120727539,0.4869984984397888,1.6074544191360474,1.6074544191360474,1.5556640625,0.5179036855697632,,,
155,train,1783138453.2487109,0.000499999524244459,0.000499999524244459,26.24149513244629,26.24149513244629,26.24149513244629,1.4109375476837158,6.96875,1.0824439525604248,17.671405792236328,0.47297993302345276,1.4644775390625,1.4644775390625,1.4208984375,0.435791015625,,,
160,train,1783138453.9322016,0.0004999994930555007,0.0004999994930555007,25.632089614868164,25.632089614868164,25.632089614868164,1.529687523841858,6.677083492279053,0.8486944437026978,16.28973388671875,0.46571168303489685,1.5558431148529053,1.5558431148529053,1.5046875476837158,0.5115560293197632,,,
165,train,1783138454.6212988,0.0004999994608764181,0.0004999994608764181,25.991395950317383,25.991395950317383,25.991395950317383,1.5203125476837158,7.046875,1.136487603187561,17.576932907104492,0.4638270139694214,1.4719808101654053,1.4719808101654053,1.428125023841858,0.4385579526424408,,,
170,train,1783138455.3370535,0.0004999994277072112,0.0004999994277072112,25.029109954833984,25.029109954833984,25.029109954833984,1.7156250476837158,5.817708492279053,0.9208322763442993,14.60092544555664,0.4522397816181183,1.5625814199447632,1.5625814199447632,1.5143555402755737,0.4822591245174408,,,
175,train,1783138456.0209088,0.0004999993935478806,0.0004999993935478806,25.407543182373047,25.407543182373047,25.407543182373047,1.7453125715255737,6.520833492279053,1.1345289945602417,15.242246627807617,0.45225322246551514,1.4333821535110474,1.4333821535110474,1.383886694908142,0.4949544370174408,,,
180,train,1783138456.7047465,0.0004999993583984258,0.0004999993583984258,25.09233856201172,25.09233856201172,25.09233856201172,1.712499976158142,5.6979169845581055,1.052541971206665,13.679895401000977,0.453100323677063,1.5801594257354736,1.5801594257354736,1.522070288658142,0.5808919668197632,,,
185,train,1783138457.3876164,0.0004999993222588473,0.0004999993222588473,23.8740291595459,23.8740291595459,23.8740291595459,1.267187476158142,5.7916669845581055,1.0876439809799194,13.968585968017578,0.434292733669281,1.5311686992645264,1.5311686992645264,1.480859398841858,0.5030924677848816,,,
190,train,1783138458.073961,0.0004999992851291451,0.0004999992851291451,24.222434997558594,24.222434997558594,24.222434997558594,1.455468773841858,5.614583492279053,1.007786750793457,13.914938926696777,0.4401383697986603,1.5529948472976685,1.5529948472976685,1.5002930164337158,0.5270182490348816,,,
195,train,1783138458.7561624,0.0004999992470093195,0.0004999992470093195,24.090011596679688,24.090011596679688,24.090011596679688,1.8171875476837158,5.1875,0.8851177096366882,11.985030174255371,0.4371211528778076,1.5458495616912842,1.5458495616912842,1.486425757408142,0.59423828125,,,
200,train,1783138459.470224,0.0004999992078993705,0.0004999992078993705,25.06619644165039,25.06619644165039,25.06619644165039,1.5968750715255737,4.84375,1.035083293914795,11.302093505859375,0.46265894174575806,1.5111653804779053,1.5111653804779053,1.444921851158142,0.6624349355697632,,,
205,train,1783138460.1506097,0.0004999991677992983,0.0004999991677992983,23.54496955871582,23.54496955871582,23.54496955871582,1.7296875715255737,4.208333492279053,1.0297698974609375,10.633099555969238,0.42891931533813477,1.635009765625,1.635009765625,1.565673828125,0.693359375,,,
210,train,1783138460.836196,0.0004999991267091032,0.0004999991267091032,23.34539794921875,23.34539794921875,23.34539794921875,1.43359375,4.921875,0.9587740302085876,12.120277404785156,0.42775145173072815,1.5751302242279053,1.5751302242279053,1.5105469226837158,0.6458333730697632,,,
215,train,1783138461.5187027,0.0004999990846287851,0.0004999990846287851,23.115337371826172,23.115337371826172,23.115337371826172,1.4640625715255737,4.755208492279053,1.2109668254852295,12.01026725769043,0.41697242856025696,1.414160132408142,1.414160132408142,1.348046898841858,0.6611328125,,,
220,train,1783138462.2017794,0.0004999990415583445,0.0004999990415583445,23.63034439086914,23.63034439086914,23.63034439086914,1.7921875715255737,4.546875,1.067780613899231,10.950265884399414,0.42712581157684326,1.7666993141174316,1.7666993141174316,1.6951172351837158,0.7158203125,,,
225,train,1783138462.884175,0.0004999989974977813,0.0004999989974977813,23.87183380126953,23.87183380126953,23.87183380126953,1.8828125,4.5572919845581055,0.8413273096084595,11.000333786010742,0.43537622690200806,1.6254558563232422,1.6254558563232422,1.5558594465255737,0.6959635615348816,,,
230,train,1783138463.564781,0.0004999989524470958,0.0004999989524470958,22.992664337158203,22.992664337158203,22.992664337158203,1.7312500476837158,4.71875,1.1191757917404175,11.681339263916016,0.4111606478691101,1.4633790254592896,1.4633790254592896,1.3976563215255737,0.6572265625,,,
235,train,1783138464.2462692,0.0004999989064062882,0.0004999989064062882,22.440261840820312,22.440261840820312,22.440261840820312,1.357812523841858,4.453125,1.1489500999450684,11.236006736755371,0.4081019163131714,1.5179036855697632,1.5179036855697632,1.457421898841858,0.6048177480697632,,,
240,train,1783138464.9280763,0.0004999988593753585,0.0004999988593753585,22.03490447998047,22.03490447998047,22.03490447998047,1.743749976158142,4.036458492279053,0.9921755194664001,10.595685958862305,0.39635032415390015,1.6122558116912842,1.6122558116912842,1.542333960533142,0.69921875,,,
245,train,1783138465.6103323,0.0004999988113543071,0.0004999988113543071,22.288990020751953,22.288990020751953,22.288990020751953,1.556249976158142,3.9010417461395264,1.0718148946762085,10.411008834838867,0.4051049053668976,1.525618553161621,1.525618553161621,1.4462890625,0.7932943105697632,,,
250,train,1783138466.3261504,0.000499998762343134,0.000499998762343134,21.491247177124023,21.491247177124023,21.491247177124023,1.717187523841858,4.109375,0.9450331926345825,10.3839693069458,0.38621535897254944,1.574121117591858,1.574121117591858,1.505273461341858,0.6884765625,,,
255,train,1783138467.0106251,0.0004999987123418395,0.0004999987123418395,21.750242233276367,21.750242233276367,21.750242233276367,1.6296875476837158,3.9635417461395264,1.1863490343093872,10.369609832763672,0.3889086842536926,1.4752604961395264,1.4752604961395264,1.404687523841858,0.7057291865348816,,,
260,train,1783138467.691942,0.0004999986613504238,0.0004999986613504238,21.068592071533203,21.068592071533203,21.068592071533203,1.5734375715255737,3.5677084922790527,0.9688132405281067,9.917069435119629,0.381730318069458,1.616829514503479,1.616829514503479,1.5402344465255737,0.7659505605697632,,,
265,train,1783138468.3791244,0.000499998609368887,0.000499998609368887,22.57272720336914,22.57272720336914,22.57272720336914,1.694921851158142,3.8177084922790527,1.1695069074630737,9.874748229980469,0.40753448009490967,1.4656250476837158,1.4656250476837158,1.3943359851837158,0.712890625,,,
270,train,1783138469.0615554,0.0004999985563972296,0.0004999985563972296,20.712757110595703,20.712757110595703,20.712757110595703,1.3078125715255737,3.4895834922790527,1.0189781188964844,10.054559707641602,0.37847891449928284,1.5022786855697632,1.5022786855697632,1.4269531965255737,0.7532552480697632,,,
275,train,1783138469.7412884,0.0004999985024354515,0.0004999985024354515,21.333335876464844,21.333335876464844,21.333335876464844,1.6687500476837158,3.6041667461395264,1.0584678649902344,9.974935531616211,0.383293479681015,1.51171875,1.51171875,1.4375,0.7421875,,,
280,train,1783138470.4237041,0.000499998447483553,0.000499998447483553,21.204286575317383,21.204286575317383,21.204286575317383,1.571874976158142,3.25,0.990394115447998,8.434707641601562,0.3883010447025299,1.5685546398162842,1.5685546398162842,1.48828125,0.802734375,,,
285,train,1783138471.1082282,0.0004999983915415344,0.0004999983915415344,21.609996795654297,21.609996795654297,21.609996795654297,1.642187476158142,3.2864584922790527,1.3018935918807983,8.839146614074707,0.38785237073898315,1.503678321838379,1.503678321838379,1.419042944908142,0.8463541865348816,,,
290,train,1783138471.794612,0.0004999983346093959,0.0004999983346093959,20.238059997558594,20.238059997558594,20.238059997558594,1.478124976158142,3.2447917461395264,1.1105607748031616,8.892044067382812,0.3652375340461731,1.6377278566360474,1.6377278566360474,1.558984398841858,0.7874349355697632,,,
295,train,1783138472.4794328,0.0004999982766871376,0.0004999982766871376,21.220603942871094,21.220603942871094,21.220603942871094,1.8234375715255737,3.2708334922790527,1.2590181827545166,9.201108932495117,0.37535449862480164,1.471289038658142,1.471289038658142,1.389257788658142,0.8203125,,,
300,train,1783138473.1984932,0.0004999982177747598,0.0004999982177747598,20.58149528503418,20.58149528503418,20.58149528503418,1.657812476158142,3.28125,1.0925706624984741,9.182134628295898,0.36855053901672363,1.555403709411621,1.555403709411621,1.4763672351837158,0.7903646230697632,,,
305,train,1783138473.8817422,0.0004999981578722629,0.0004999981578722629,20.75912094116211,20.75912094116211,20.75912094116211,1.7234375476837158,2.5885417461395264,1.233148217201233,7.685778617858887,0.37278005480766296,1.4579427242279053,1.4579427242279053,1.367578148841858,0.9036458730697632,,,
310,train,1783138474.5662518,0.0004999980969796468,0.0004999980969796468,20.582841873168945,20.582841873168945,20.582841873168945,1.9265625476837158,3.3177084922790527,1.1652086973190308,8.898218154907227,0.3615439534187317,1.499739646911621,1.499739646911621,1.4210938215255737,0.7864583730697632,,,
315,train,1783138475.248119,0.0004999980350969121,0.0004999980350969121,20.579923629760742,20.579923629760742,20.579923629760742,1.8625000715255737,3.4479167461395264,1.4102028608322144,8.65163516998291,0.35771700739860535,1.3415039777755737,1.3415039777755737,1.2638672590255737,0.7763671875,,,
320,train,1783138475.9301813,0.0004999979722240589,0.0004999979722240589,19.85654640197754,19.85654640197754,19.85654640197754,1.2703125476837158,3.0052084922790527,1.3255001306533813,8.691705703735352,0.35757869482040405,1.44189453125,1.44189453125,1.363867163658142,0.7802734375,,,
325,train,1783138476.6103415,0.0004999979083610874,0.0004999979083610874,20.82205581665039,20.82205581665039,20.82205581665039,1.9406250715255737,3.2291667461395264,1.1704375743865967,8.470621109008789,0.3675781190395355,1.566308617591858,1.566308617591858,1.484375,0.8193359375,,,
330,train,1783138477.2931464,0.0004999978435079977,0.0004999978435079977,20.1943359375,20.1943359375,20.1943359375,1.8078125715255737,2.9166667461395264,1.0572887659072876,8.663990020751953,0.3593593239784241,1.4979166984558105,1.4979166984558105,1.4171875715255737,0.8072916865348816,,,
335,train,1783138477.9764915,0.0004999977776647904,0.0004999977776647904,20.167211532592773,20.167211532592773,20.167211532592773,1.353124976158142,3.3541667461395264,1.4008222818374634,9.169984817504883,0.35912996530532837,1.3289387226104736,1.3289387226104736,1.253515601158142,0.7542318105697632,,,
340,train,1783138478.6593976,0.0004999977108314656,0.0004999977108314656,19.531919479370117,19.531919479370117,19.531919479370117,1.5,2.9947917461395264,1.2562240362167358,8.623957633972168,0.3469737768173218,1.4207682609558105,1.4207682609558105,1.346093773841858,0.7467448115348816,,,
345,train,1783138479.348577,0.0004999976430080235,0.0004999976430080235,19.691890716552734,19.691890716552734,19.691890716552734,1.8312500715255737,3.1666667461395264,1.0698906183242798,8.19797420501709,0.3478730022907257,1.554101586341858,1.554101586341858,1.4749023914337158,0.7919921875,,,
350,train,1783138480.0637796,0.0004999975741944644,0.0004999975741944644,19.842378616333008,19.842378616333008,19.842378616333008,2.003124952316284,3.25,1.097725749015808,8.498016357421875,0.34592726826667786,1.457747459411621,1.457747459411621,1.3816406726837158,0.7610677480697632,,,
355,train,1783138480.7411423,0.0004999975043907886,0.0004999975043907886,19.985580444335938,19.985580444335938,19.985580444335938,1.9562500715255737,3.2395834922790527,1.3368518352508545,8.988020896911621,0.34377148747444153,1.4010742902755737,1.4010742902755737,1.3302735090255737,0.7080078125,,,
360,train,1783138481.421471,0.0004999974335969965,0.0004999974335969965,19.568500518798828,19.568500518798828,19.568500518798828,1.6953125,3.2239584922790527,1.254326581954956,8.789249420166016,0.34261199831962585,1.4031250476837158,1.4031250476837158,1.3312500715255737,0.71875,,,
365,train,1783138482.105399,0.0004999973618130881,0.0004999973618130881,19.734115600585938,19.734115600585938,19.734115600585938,1.665624976158142,3.21875,1.4633742570877075,8.874530792236328,0.34212860465049744,1.3725260496139526,1.3725260496139526,1.2996094226837158,0.7291666865348816,,,
370,train,1783138482.7887638,0.0004999972890390638,0.0004999972890390638,19.111726760864258,19.111726760864258,19.111726760864258,1.7609375715255737,3.0572917461395264,1.3275960683822632,7.858820915222168,0.33181294798851013,1.420149803161621,1.420149803161621,1.3459961414337158,0.7415364980697632,,,
375,train,1783138483.474098,0.000499997215274924,0.000499997215274924,18.82045555114746,18.82045555114746,18.82045555114746,1.560937523841858,3.0260417461395264,1.3258931636810303,8.235696792602539,0.32905444502830505,1.4171223640441895,1.4171223640441895,1.339453101158142,0.7766927480697632,,,
380,train,1783138484.1482182,0.000499997140520669,0.000499997140520669,19.487855911254883,19.487855911254883,19.487855911254883,1.6796875,2.9375,1.0681394338607788,7.532097816467285,0.34873485565185547,1.5246745347976685,1.5246745347976685,1.446679711341858,0.7799479365348816,,,
385,train,1783138484.8254097,0.0004999970647762989,0.0004999970647762989,19.56787872314453,19.56787872314453,19.56787872314453,1.5109375715255737,3.1614584922790527,1.6783329248428345,8.324756622314453,0.33844414353370667,1.3041341304779053,1.3041341304779053,1.2311524152755737,0.7298177480697632,,,
390,train,1783138490.087747,0.0004999969880418142,0.0004999969880418142,19.372440338134766,19.372440338134766,19.372440338134766,1.4421875476837158,3.390625,1.309611201286316,8.749735832214355,0.342369019985199,1.423437476158142,1.423437476158142,1.353906273841858,0.6953125,,,
395,train,1783138490.9514816,0.0004999969103172151,0.0004999969103172151,18.9444637298584,18.9444637298584,18.9444637298584,1.5828125476837158,3.0,1.4492552280426025,8.290618896484375,0.3285185396671295,1.3644531965255737,1.3644531965255737,1.291406273841858,0.73046875,,,
400,train,1783138491.6689813,0.0004999968316025019,0.0004999968316025019,19.3156795501709,19.3156795501709,19.3156795501709,1.5656250715255737,3.1354167461395264,1.4047763347625732,8.634440422058105,0.3370731472969055,1.325097680091858,1.325097680091858,1.2566406726837158,0.6845703125,,,
405,train,1783138492.346347,0.0004999967518976748,0.0004999967518976748,18.995939254760742,18.995939254760742,18.995939254760742,1.7140625715255737,3.3645834922790527,1.4306670427322388,8.556819915771484,0.32575711607933044,1.3968099355697632,1.3968099355697632,1.3263672590255737,0.7044271230697632,,,
410,train,1783138493.0289633,0.0004999966712027345,0.0004999966712027345,19.158069610595703,19.158069610595703,19.158069610595703,1.9875000715255737,3.171875,1.29335618019104,8.067892074584961,0.32784968614578247,1.3632161617279053,1.3632161617279053,1.293554663658142,0.6966146230697632,,,
415,train,1783138493.7082598,0.000499996589517681,0.000499996589517681,19.126121520996094,19.126121520996094,19.126121520996094,1.59375,3.328125,1.4710220098495483,7.967645168304443,0.3318171501159668,1.3799479007720947,1.3799479007720947,1.302343726158142,0.7760416865348816,,,
420,train,1783138494.3876193,0.000499996506842515,0.000499996506842515,18.901714324951172,18.901714324951172,18.901714324951172,1.689062476158142,3.203125,1.482693076133728,8.047028541564941,0.32455429434776306,1.3173177242279053,1.3173177242279053,1.243554711341858,0.7376302480697632,,,
425,train,1783138495.071171,0.0004999964231772363,0.0004999964231772363,19.066165924072266,19.066165924072266,19.066165924072266,1.821874976158142,3.2395834922790527,1.253278136253357,8.281787872314453,0.3297528028488159,1.473730444908142,1.473730444908142,1.403906226158142,0.6982421875,,,
430,train,1783138495.7516959,0.0004999963385218453,0.0004999963385218453,19.639511108398438,19.639511108398438,19.639511108398438,1.399999976158142,3.1041667461395264,1.5540660619735718,7.85327672958374,0.3464377820491791,1.3690104484558105,1.3690104484558105,1.2937500476837158,0.7526041865348816,,,
435,train,1783138496.4355063,0.0004999962528763426,0.0004999962528763426,18.716352462768555,18.716352462768555,18.716352462768555,1.689062476158142,3.1302084922790527,1.430422306060791,7.825274467468262,0.322251558303833,1.3574870824813843,1.3574870824813843,1.2878906726837158,0.6959635615348816,,,
440,train,1783138497.118119,0.0004999961662407284,0.0004999961662407284,18.534772872924805,18.534772872924805,18.534772872924805,1.857812523841858,3.1354167461395264,1.4099540710449219,7.950129508972168,0.31463226675987244,1.4761067628860474,1.4761067628860474,1.41015625,0.6595052480697632,,,
445,train,1783138497.804076,0.000499996078615003,0.000499996078615003,18.63877296447754,18.63877296447754,18.63877296447754,1.8046875,3.6041667461395264,1.3994145393371582,8.64802074432373,0.3157655894756317,1.380599021911621,1.380599021911621,1.3152344226837158,0.6536458730697632,,,
450,train,1783138498.524956,0.0004999959899991668,0.0004999959899991668,18.559608459472656,18.559608459472656,18.559608459472656,1.787500023841858,3.0833334922790527,1.3355063199996948,7.643420696258545,0.3191983997821808,1.3817708492279053,1.3817708492279053,1.310156226158142,0.7161458730697632,,,
455,train,1783138499.204587,0.0004999959003932202,0.0004999959003932202,18.654159545898438,18.654159545898438,18.654159545898438,1.59765625,3.2083334922790527,1.332678198814392,7.837977409362793,0.3248710036277771,1.4190754890441895,1.4190754890441895,1.349218726158142,0.6985677480697632,,,
460,train,1783138499.88806,0.0004999958097971636,0.0004999958097971636,18.882631301879883,18.882631301879883,18.882631301879883,1.646875023841858,3.1302084922790527,1.4685897827148438,8.084300994873047,0.3254603445529938,1.3544270992279053,1.3544270992279053,1.2814453840255737,0.7298177480697632,,,
465,train,1783138500.5749443,0.0004999957182109973,0.0004999957182109973,18.253097534179688,18.253097534179688,18.253097534179688,1.478124976158142,3.1927084922790527,1.403554081916809,7.821141719818115,0.3171118497848511,1.380957007408142,1.380957007408142,1.310546875,0.7041015625,,,
470,train,1783138501.260974,0.0004999956256347217,0.0004999956256347217,18.05389404296875,18.05389404296875,18.05389404296875,1.693750023841858,3.0572917461395264,1.3602722883224487,7.186378479003906,0.310566782951355,1.3944987058639526,1.3944987058639526,1.317968726158142,0.7652994990348816,,,
475,train,1783138501.942456,0.000499995532068337,0.000499995532068337,18.241914749145508,18.241914749145508,18.241914749145508,1.857812523841858,3.0260417461395264,1.2608474493026733,7.640580654144287,0.3123687207698822,1.422265648841858,1.422265648841858,1.349023461341858,0.732421875,,,
480,train,1783138502.6240222,0.0004999954375118436,0.0004999954375118436,18.102874755859375,18.102874755859375,18.102874755859375,1.53125,3.1302084922790527,1.3823667764663696,7.610562324523926,0.31367066502571106,1.4645832777023315,1.4645832777023315,1.392187476158142,0.7239583730697632,,,
485,train,1783138503.3021064,0.0004999953419652421,0.0004999953419652421,19.246946334838867,19.246946334838867,19.246946334838867,2.0171875953674316,3.0625,1.645159363746643,8.260717391967773,0.3211617171764374,1.2238281965255737,1.2238281965255737,1.1521484851837158,0.716796875,,,
490,train,1783138503.9848778,0.0004999952454285328,0.0004999952454285328,18.33346939086914,18.33346939086914,18.33346939086914,1.4484375715255737,2.9427084922790527,1.5822253227233887,7.7766852378845215,0.3162415027618408,1.3050130605697632,1.3050130605697632,1.2384766340255737,0.6653646230697632,,,
495,train,1783138504.664213,0.000499995147901716,0.000499995147901716,18.203697204589844,18.203697204589844,18.203697204589844,1.818750023841858,2.78125,1.3849223852157593,7.176727294921875,0.31120502948760986,1.3557292222976685,1.3557292222976685,1.2800781726837158,0.7565104365348816,,,
500,train,1783138505.3824153,0.0004999950493847922,0.0004999950493847922,18.260251998901367,18.260251998901367,18.260251998901367,1.4406250715255737,3.03125,1.2538557052612305,7.786807060241699,0.32186591625213623,1.525032639503479,1.525032639503479,1.4591797590255737,0.6585286855697632,,,
505,train,1783138506.0603154,0.0004999949498777615,0.0004999949498777615,18.216922760009766,18.216922760009766,18.216922760009766,1.9093750715255737,3.1354167461395264,1.4660381078720093,7.437398433685303,0.30631616711616516,1.3777344226837158,1.3777344226837158,1.3000000715255737,0.77734375,,,
