step,time_unix,split,train_loss,train_magnitude_loss,train_overlap_loss,train_rectified_flow_loss,val_loss,val_magnitude_loss,val_overlap_loss,val_rectified_flow_loss
370,1783448707.9289014,train,5.531557559967041,8.30195140838623,0.4385119080543518,5.44415283203125,,,,
380,1783448710.0459166,train,5.528790473937988,8.29977798461914,0.40806862711906433,5.441711902618408,,,,
390,1783448712.143676,train,5.505807399749756,8.051311492919922,0.3835054636001587,5.421459197998047,,,,
400,1783448714.5813344,train,5.500251293182373,7.9625043869018555,0.34880200028419495,5.41713809967041,,,,
410,1783448716.704511,train,5.5079026222229,7.847019195556641,0.3329244554042816,5.426103115081787,,,,
420,1783448718.8293817,train,5.485507965087891,7.5772199630737305,0.32842734456062317,5.40645170211792,,,,
430,1783448720.9552522,train,5.473447322845459,7.307652950286865,0.3031449317932129,5.397339344024658,,,,
440,1783448723.080322,train,5.471944808959961,6.978057384490967,0.29642489552497864,5.399199962615967,,,,
450,1783448725.2368293,train,5.468417644500732,7.106908798217773,0.2823251783847809,5.394525527954102,,,,
460,1783448727.3647406,train,5.4607462882995605,6.646640777587891,0.2737720012664795,5.391541957855225,,,,
470,1783448729.4914138,train,5.451784133911133,6.442141532897949,0.26220235228538513,5.384740829467773,,,,
480,1783448731.6191587,train,5.446448802947998,6.251871109008789,0.2509397566318512,5.381420612335205,,,,
490,1783448733.7407503,train,5.438256740570068,6.40407657623291,0.23348020017147064,5.371881008148193,,,,
500,1783448735.8945227,train,5.432758331298828,6.2154645919799805,0.22319263219833374,5.368371963500977,,,,
510,1783448738.0210633,train,5.427828311920166,6.0267767906188965,0.2104935646057129,5.365455627441406,,,,
520,1783448740.1470718,train,5.422770023345947,5.899850845336914,0.21521945297718048,5.361619472503662,,,,
530,1783448742.2783852,train,5.417784214019775,5.631062030792236,0.2089185267686844,5.359384536743164,,,,
540,1783448744.4041328,train,5.419216632843018,5.753396987915039,0.1962173581123352,5.359720706939697,,,,
550,1783448746.5619593,train,5.414981842041016,5.456003665924072,0.20080095529556274,5.3584136962890625,,,,
560,1783448748.6865969,train,5.3970770835876465,5.252494812011719,0.1941528022289276,5.342610836029053,,,,
570,1783448750.8171113,train,5.403504371643066,5.217296600341797,0.19010205566883087,5.349430561065674,,,,
580,1783448752.9344072,train,5.411139965057373,5.171133041381836,0.19227753579616547,5.357505798339844,,,,
590,1783448755.331326,train,5.405803203582764,5.046477317810059,0.17717345058918,5.353566646575928,,,,
600,1783448757.4897447,train,5.393798828125,4.992514610290527,0.17021431028842926,5.342171669006348,,,,
610,1783448759.6208022,train,5.397470951080322,4.767292022705078,0.17104887962341309,5.348087310791016,,,,
620,1783448761.753632,train,5.385010719299316,5.029324531555176,0.1624634712934494,5.33309268951416,,,,
630,1783448763.8833609,train,5.380012035369873,4.559786796569824,0.16407868266105652,5.332773208618164,,,,
640,1783448766.0154357,train,5.389655113220215,4.652977466583252,0.1629628837108612,5.341495513916016,,,,
650,1783448768.1811113,train,5.372869491577148,4.696969985961914,0.16346271336078644,5.324265003204346,,,,
660,1783448770.3120708,train,5.390775680541992,4.3623552322387695,0.15701079368591309,5.345582008361816,,,,
670,1783448772.4473755,train,5.358988285064697,4.32027006149292,0.15343418717384338,5.31425142288208,,,,
680,1783448774.578748,train,5.349668979644775,4.395819664001465,0.15502086281776428,5.3041605949401855,,,,
690,1783448776.7119715,train,5.350821018218994,4.162744045257568,0.14912277460098267,5.307702541351318,,,,
700,1783448778.8781946,train,5.341432571411133,3.9948158264160156,0.15684795379638672,5.299915790557861,,,,
710,1783448781.0120366,train,5.3524346351623535,4.008962631225586,0.14302335679531097,5.310914993286133,,,,
720,1783448783.14504,train,5.3476362228393555,3.966860771179199,0.14250509440898895,5.30654239654541,,,,
730,1783448785.2759168,train,5.332685470581055,3.9332051277160645,0.1388380229473114,5.291965007781982,,,,
740,1783448787.408063,train,5.343640327453613,3.8921775817871094,0.13995271921157837,5.303318977355957,,,,
750,1783448789.5699973,train,5.336602210998535,3.7492284774780273,0.1375567615032196,5.297734260559082,,,,
760,1783448791.7043202,train,5.31717586517334,3.7536144256591797,0.1403663009405136,5.278235912322998,,,,
770,1783448793.8335176,train,5.323668003082275,3.7126035690307617,0.1359161138534546,5.285182952880859,,,,
780,1783448795.9377909,train,5.323166847229004,3.74678373336792,0.14446929097175598,5.284254550933838,,,,
790,1783448798.3403354,train,5.311450481414795,3.6299877166748047,0.1328136920928955,5.27382230758667,,,,
800,1783448800.5037205,train,5.322569847106934,3.4517745971679688,0.13416878879070282,5.286710262298584,,,,
810,1783448802.6365013,train,5.315488338470459,3.425412654876709,0.13630113005638123,5.279870986938477,,,,
820,1783448804.7699363,train,5.317716121673584,3.524435043334961,0.13171063363552094,5.281154632568359,,,,
830,1783448806.8999004,train,5.307246685028076,3.3823091983795166,0.13735747337341309,5.272049903869629,,,,
840,1783448809.0261853,train,5.294529914855957,3.4897966384887695,0.12944990396499634,5.258337497711182,,,,
850,1783448811.1896524,train,5.286571502685547,3.3699917793273926,0.13513745367527008,5.251520156860352,,,,
860,1783448813.3226786,train,5.291751384735107,3.290438652038574,0.1336444616317749,5.257510662078857,,,,
870,1783448815.4536326,train,5.294951915740967,3.196275234222412,0.1300641894340515,5.261688709259033,,,,
880,1783448817.588305,train,5.28157901763916,3.2389578819274902,0.131730854511261,5.247872352600098,,,,
890,1783448819.7205374,train,5.278073310852051,3.3653125762939453,0.12830409407615662,5.243137359619141,,,,
900,1783448821.8844888,train,5.273439407348633,3.1023192405700684,0.1322944164276123,5.241093158721924,,,,
910,1783448824.0158997,train,5.263033390045166,3.1626946926116943,0.13267594575881958,5.230079650878906,,,,
920,1783448826.150209,train,5.259799003601074,3.1830263137817383,0.1354498416185379,5.226614475250244,,,,
930,1783448828.2851386,train,5.265026092529297,3.3531575202941895,0.13564106822013855,5.230138301849365,,,,
940,1783448830.4214025,train,5.252650737762451,2.9564096927642822,0.14103387296199799,5.221676349639893,,,,
950,1783448832.5865624,train,5.239424228668213,2.8925728797912598,0.14552104473114014,5.209043502807617,,,,
960,1783448834.7181,train,5.254413604736328,2.9061391353607178,0.14650267362594604,5.223886966705322,,,,
970,1783448836.8357644,train,5.251336574554443,2.918848752975464,0.1455637812614441,5.2206926345825195,,,,
980,1783448839.2060902,train,5.242350101470947,2.864450454711914,0.14801466464996338,5.212225437164307,,,,
990,1783448841.3379095,train,5.224533557891846,2.922128915786743,0.1532687246799469,5.193779468536377,,,,
1000,1783448843.5000777,train,5.2293243408203125,2.807982921600342,0.15097475051879883,5.199734687805176,,,,
1010,1783448845.6322806,train,5.211570739746094,2.7153396606445312,0.158450186252594,5.182832717895508,,,,
1020,1783448847.767719,train,5.211105823516846,2.7362911701202393,0.16510027647018433,5.18209171295166,,,,
1030,1783448849.9011872,train,5.191135883331299,2.7041995525360107,0.16962303221225739,5.162397861480713,,,,
1040,1783448852.0318587,train,5.205480575561523,2.7402098178863525,0.17742204666137695,5.176304340362549,,,,
1050,1783448854.195519,train,5.14788818359375,2.872577428817749,0.20132195949554443,5.117149353027344,,,,
1060,1783448856.3267887,train,5.159755706787109,2.7324020862579346,0.20124489068984985,5.1304192543029785,,,,
1070,1783448858.4619179,train,5.195302963256836,2.7170252799987793,0.20200437307357788,5.166112899780273,,,,
1080,1783448860.596528,train,5.1614203453063965,2.6808645725250244,0.22645026445388794,5.132347106933594,,,,
1090,1783448862.7316942,train,5.191721439361572,2.682729721069336,0.23054981231689453,5.162588596343994,,,,
1100,1783448864.8989508,train,5.073803901672363,2.786837100982666,0.310339093208313,5.042832374572754,,,,
1110,1783448867.0337617,train,5.1431884765625,2.756178855895996,0.2899285554885864,5.112727642059326,,,,
1120,1783448869.1709096,train,5.05461311340332,2.90797758102417,0.3715417981147766,5.021817684173584,,,,
1130,1783448871.3087847,train,5.074154853820801,2.830416679382324,0.38729873299598694,5.041977882385254,,,,
1140,1783448873.4465148,train,5.0799055099487305,2.5721654891967773,0.4053593873977661,5.050130367279053,,,,
1150,1783448875.610189,train,5.009375095367432,2.7969632148742676,0.43290746212005615,4.977076530456543,,,,
1160,1783448877.7403913,train,5.039559841156006,2.70082426071167,0.39871925115585327,5.008564472198486,,,,
1170,1783448879.848144,train,4.910618782043457,2.7967779636383057,0.4843348562717438,4.8778076171875,,,,
1180,1783448882.2137372,train,4.983313083648682,2.573467254638672,0.41891154646873474,4.9533891677856445,,,,
1190,1783448884.3577166,train,4.870858669281006,2.8853139877319336,0.5096772909164429,4.83690881729126,,,,
1200,1783448886.524008,train,4.823614597320557,2.7699055671691895,0.5232765674591064,4.790682792663574,,,,
1210,1783448888.6576946,train,4.8962297439575195,2.6661922931671143,0.4975544810295105,4.8645920753479,,,,
1220,1783448890.7971928,train,4.81334924697876,2.626375675201416,0.513496994972229,4.7819504737854,,,,
1230,1783448892.936825,train,4.756495952606201,2.5397872924804688,0.5711945295333862,4.725386142730713,,,,
1240,1783448895.0763006,train,4.8712921142578125,2.6114816665649414,0.4835074543952942,4.840342044830322,,,,
1250,1783448897.2541611,train,4.729928016662598,2.5303001403808594,0.6113778352737427,4.698511123657227,,,,
1260,1783448899.3926842,train,4.619443416595459,2.6084094047546387,0.6278610825538635,4.587080478668213,,,,
1270,1783448901.5316935,train,4.5838799476623535,2.568974494934082,0.6744055151939392,4.551445960998535,,,,
1280,1783448903.6718733,train,4.527472972869873,2.6134347915649414,0.6691657304763794,4.494647026062012,,,,
1290,1783448905.8151486,train,4.556667327880859,2.5766260623931885,0.648938775062561,4.524411678314209,,,,
1300,1783448907.9876177,train,4.656478404998779,2.7045931816101074,0.5750510096549988,4.623682022094727,,,,
1310,1783448910.1290324,train,4.437799453735352,2.5410027503967285,0.7042887210845947,4.405346393585205,,,,
1320,1783448912.2697961,train,4.388258934020996,2.5745904445648193,0.6920504570007324,4.355592727661133,,,,
1330,1783448914.4094377,train,4.457576751708984,2.587667942047119,0.6617964506149292,4.425082206726074,,,,
1340,1783448916.5508478,train,4.195900917053223,2.3866939544677734,0.7953424453735352,4.164080619812012,,,,
1350,1783448918.7291102,train,4.185970306396484,2.49678897857666,0.7354961633682251,4.153647422790527,,,,
1360,1783448920.8634434,train,4.0864996910095215,2.6313555240631104,0.8066084384918213,4.052120208740234,,,,
1370,1783448923.2941194,train,4.46842098236084,2.490493059158325,0.6335240602493286,4.437180995941162,,,,
1380,1783448925.4345498,train,4.398191452026367,2.534241199493408,0.6340299844741821,4.366508960723877,,,,
1390,1783448927.5777817,train,4.177393436431885,2.5868430137634277,0.7069424986839294,4.144455432891846,,,,
1400,1783448929.7582037,train,3.9987785816192627,2.4402620792388916,0.804669976234436,3.966329336166382,,,,
1410,1783448931.8973804,train,4.072276592254639,2.5311803817749023,0.7340148687362671,4.0396246910095215,,,,
1420,1783448934.0371637,train,4.222671985626221,2.47847318649292,0.6476833820343018,4.191410541534424,,,,
1430,1783448936.17808,train,3.9008915424346924,2.640932559967041,0.7842841744422913,3.8666393756866455,,,,
1440,1783448938.320245,train,4.104127883911133,2.41936993598938,0.6727479100227356,4.073206901550293,,,,
1450,1783448940.4927096,train,3.9472954273223877,2.4301252365112305,0.7404254674911499,3.9155898094177246,,,,
1460,1783448942.633568,train,3.8733723163604736,2.5721092224121094,0.7578444480895996,3.8400728702545166,,,,
1470,1783448944.7736962,train,3.7040042877197266,2.4919848442077637,0.8098679780960083,3.670985698699951,,,,
1480,1783448946.9162402,train,3.8374791145324707,2.4900357723236084,0.7466287612915039,3.805112361907959,,,,
1490,1783448949.055221,train,3.6596181392669678,2.463120937347412,0.7977709770202637,3.627009153366089,,,,
1500,1783448951.231348,train,3.974893808364868,2.444072961807251,0.6578951478004456,3.9438741207122803,,,,
1510,1783448953.3703609,train,3.7811338901519775,2.540642261505127,0.7315281629562378,3.7484121322631836,,,,
1520,1783448955.512261,train,3.5866215229034424,2.5759549140930176,0.7919472455978394,3.5529425144195557,,,,
1530,1783448957.6480606,train,3.525420904159546,2.4899518489837646,0.8051902055740356,3.492469549179077,,,,
1540,1783448959.7835665,train,3.4215431213378906,2.5033018589019775,0.8168749809265137,3.3883414268493652,,,,
1550,1783448961.9478786,train,3.9514358043670654,2.3635201454162598,0.6483851671218872,3.9213168621063232,,,,
1560,1783448964.0539274,train,3.5592093467712402,2.4272232055664062,0.7405015230178833,3.5275321006774902,,,,
1570,1783448966.4122725,train,3.791116237640381,2.44622540473938,0.6728023290634155,3.7599258422851562,,,,
1580,1783448968.553309,train,3.6411445140838623,2.36579966545105,0.7433747053146362,3.6100528240203857,,,,
1590,1783448970.6933732,train,3.620117425918579,2.35719895362854,0.7328721880912781,3.589216709136963,,,,
1600,1783448972.8647246,train,3.7272040843963623,2.402660846710205,0.6639145016670227,3.6965384483337402,,,,
1610,1783448975.005254,train,3.62489914894104,2.4100253582000732,0.7017728090286255,3.5937812328338623,,,,
1620,1783448977.1452174,train,3.3971011638641357,2.446183443069458,0.7974042892456055,3.3646652698516846,,,,
1630,1783448979.2863917,train,3.3693459033966064,2.409756660461426,0.7650538682937622,3.3375978469848633,,,,
1640,1783448981.4251919,train,3.2555809020996094,2.402317523956299,0.7743278741836548,3.2238144874572754,,,,
1650,1783448983.5973992,train,3.6500940322875977,2.436018466949463,0.6742246150970459,3.6189916133880615,,,,
1660,1783448985.735668,train,3.219078779220581,2.397578239440918,0.8043067455291748,3.1870598793029785,,,,
1670,1783448987.8780665,train,3.3719098567962646,2.5495822429656982,0.7465636134147644,3.3389484882354736,,,,
1680,1783448990.018471,train,3.6352639198303223,2.455225706100464,0.6408329010009766,3.6043033599853516,,,,
1690,1783448992.1583815,train,3.2865705490112305,2.377197504043579,0.7737863063812256,3.2550606727600098,,,,
1700,1783448994.3280683,train,3.3057708740234375,2.464012622833252,0.7238675951957703,3.2738921642303467,,,,
1710,1783448996.4664075,train,3.504248857498169,2.4374771118164062,0.6357028484344482,3.4735169410705566,,,,
1720,1783448998.6061897,train,3.771246910095215,2.421967029571533,0.625077486038208,3.740776538848877,,,,
1730,1783449000.748817,train,3.407156467437744,2.4604780673980713,0.6336222887039185,3.3762154579162598,,,,
1740,1783449002.890561,train,3.211085796356201,2.4311838150024414,0.7578540444374084,3.1791954040527344,,,,
1750,1783449005.049095,train,3.305467128753662,2.3244986534118652,0.7150400876998901,3.275071859359741,,,,
1760,1783449007.4185548,train,3.367067813873291,2.458404541015625,0.6989085674285889,3.3354947566986084,,,,
1770,1783449009.5541666,train,3.2671799659729004,2.44921612739563,0.688164472579956,3.2358062267303467,,,,
1780,1783449011.6918142,train,3.2458791732788086,2.457139253616333,0.7055884599685669,3.21425199508667,,,,
1790,1783449013.831654,train,3.4172496795654297,2.396599292755127,0.6678378582000732,3.3866052627563477,,,,
1800,1783449015.9993653,train,3.1329731941223145,2.3060250282287598,0.7223483324050903,3.102689504623413,,,,
1810,1783449018.1336625,train,3.142477512359619,2.336765766143799,0.7063317894935608,3.112046480178833,,,,
1820,1783449020.269092,train,2.9059813022613525,2.4224796295166016,0.7771894335746765,2.8739845752716064,,,,
1830,1783449022.406199,train,3.4327588081359863,2.3199260234832764,0.638689398765564,3.403172731399536,,,,
1840,1783449024.5419736,train,2.983598470687866,2.37518048286438,0.7538777589797974,2.952307939529419,,,,
1850,1783449026.7084057,train,3.0443761348724365,2.4423182010650635,0.7072130441665649,3.012880802154541,,,,
1860,1783449028.842228,train,3.1239218711853027,2.316037178039551,0.6882997751235962,3.0938785076141357,,,,
1870,1783449030.9801311,train,3.3048038482666016,2.4442524909973145,0.653066873550415,3.2738306522369385,,,,
1880,1783449033.1159856,train,3.142378091812134,2.4790430068969727,0.7032966613769531,3.1105546951293945,,,,
1890,1783449035.2527184,train,3.5543532371520996,2.384373188018799,0.5808634161949158,3.524700880050659,,,,
1900,1783449037.4235458,train,2.9296133518218994,2.588242292404175,0.7289719581604004,2.8964412212371826,,,,
1910,1783449039.5570807,train,3.0335898399353027,2.410942316055298,0.6827809810638428,3.002652645111084,,,,
1920,1783449041.6938353,train,3.046316623687744,2.3316612243652344,0.6834837198257446,3.016165256500244,,,,
1930,1783449043.8283038,train,2.9214084148406982,2.468937397003174,0.7225347757339478,2.889493703842163,,,,
1940,1783449045.9622576,train,2.8994076251983643,2.3821637630462646,0.7032676935195923,2.868553400039673,,,,
1950,1783449048.1021314,train,3.130396604537964,2.394212007522583,0.6490633487701416,3.099963903427124,,,,
1960,1783449050.4855816,train,3.319533586502075,2.34515380859375,0.6144707202911377,3.2899372577667236,,,,
1970,1783449052.6253676,train,3.2017829418182373,2.3793349266052246,0.6329094171524048,3.1716604232788086,,,,
1980,1783449054.7672565,train,2.939774751663208,2.3206396102905273,0.6762545108795166,2.9098057746887207,,,,
1990,1783449056.9092693,train,3.061328411102295,2.290470600128174,0.629932701587677,3.0321242809295654,,,,
2000,1783449059.0903122,train,3.0017621517181396,2.440539836883545,0.6545518040657043,2.970811128616333,,,,
2010,1783449061.2303607,train,3.1626458168029785,2.3049893379211426,0.6294089555740356,3.1333017349243164,,,,
2020,1783449063.3725617,train,3.184813976287842,2.311713457107544,0.6197164058685303,3.1554996967315674,,,,
2030,1783449065.5142927,train,3.021372079849243,2.2735323905944824,0.668820858001709,2.9919486045837402,,,,
2040,1783449067.6570022,train,2.9599268436431885,2.3774917125701904,0.6410379409790039,2.929741621017456,,,,
2050,1783449069.8309183,train,3.174589157104492,2.258273124694824,0.59258633852005,3.146080493927002,,,,
2060,1783449071.9750876,train,2.9436967372894287,2.4264304637908936,0.6779603958129883,2.9126527309417725,,,,
2070,1783449074.1191905,train,3.1677653789520264,2.386624574661255,0.624505877494812,3.1376540660858154,,,,
2080,1783449076.265281,train,3.0506536960601807,2.3484764099121094,0.6339831352233887,3.020829200744629,,,,
2090,1783449078.4133294,train,2.922529697418213,2.4768142700195312,0.6568998098373413,2.891192674636841,,,,
2100,1783449080.5914118,train,2.9298882484436035,2.2416529655456543,0.6214274168014526,2.9012575149536133,,,,
2110,1783449082.7384403,train,2.923276424407959,2.3499739170074463,0.6361673474311829,2.8934149742126465,,,,
2120,1783449084.8883057,train,2.8306376934051514,2.336853504180908,0.6649482250213623,2.800619602203369,,,,
2130,1783449087.0382028,train,2.9329726696014404,2.2831292152404785,0.6290985941886902,2.9038503170013428,,,,
2140,1783449089.1767406,train,2.9935500621795654,2.305192708969116,0.6037520170211792,2.964460611343384,,,,
2150,1783449091.579686,train,3.0227909088134766,2.34942626953125,0.593154788017273,2.9933650493621826,,,,
2160,1783449093.7229335,train,3.0098204612731934,2.280567169189453,0.5889790058135986,2.9811251163482666,,,,
2170,1783449095.8667972,train,2.9000496864318848,2.4277751445770264,0.6182631850242615,2.869589328765869,,,,
2180,1783449098.0139432,train,3.1756575107574463,2.346647262573242,0.5979117155075073,3.146211862564087,,,,
2190,1783449100.1616695,train,2.9169111251831055,2.335726737976074,0.6436758041381836,2.8871171474456787,,,,
2200,1783449102.3385293,train,2.9480714797973633,2.2815146446228027,0.6341383457183838,2.918915033340454,,,,
2210,1783449104.483992,train,2.9430007934570312,2.299130439758301,0.6161861419677734,2.9138476848602295,,,,
2220,1783449106.6319628,train,2.9016776084899902,2.275482177734375,0.6074093580245972,2.8728487491607666,,,,
2230,1783449108.7795699,train,2.9417972564697266,2.2953317165374756,0.5941088199615479,2.91290283203125,,,,
2240,1783449110.9260833,train,2.987010955810547,2.2948741912841797,0.5890120267868042,2.958172082901001,,,,
2250,1783449113.1031742,train,2.825789451599121,2.3667075634002686,0.6235352754592896,2.795886993408203,,,,
2260,1783449115.249088,train,3.0051519870758057,2.2519240379333496,0.5922282934188843,2.976710557937622,,,,
2270,1783449117.39611,train,2.8099799156188965,2.2336208820343018,0.6425151824951172,2.7812185287475586,,,,
2280,1783449119.5423765,train,2.916865825653076,2.350801944732666,0.5779303312301636,2.8875784873962402,,,,
2290,1783449121.6895518,train,3.0349390506744385,2.332815170288086,0.5405049324035645,3.0062057971954346,,,,
2300,1783449123.8656578,train,3.1575846672058105,2.481954574584961,0.5230656862258911,3.1275343894958496,,,,
2310,1783449126.0091367,train,3.0018417835235596,2.327850818634033,0.5678919553756714,2.9728844165802,,,,
2320,1783449128.1566896,train,3.0695762634277344,2.491990566253662,0.5624994039535522,3.0390312671661377,,,,
2330,1783449130.297052,train,2.9250924587249756,2.316624879837036,0.5807982087135315,2.8961181640625,,,,
2340,1783449132.4148796,train,2.722813844680786,2.3654024600982666,0.6232505440711975,2.692927360534668,,,,
2350,1783449134.8720105,train,2.863189697265625,2.3007171154022217,0.5830786228179932,2.8343517780303955,,,,
2360,1783449137.018278,train,2.6456315517425537,2.3488216400146484,0.6124969720840454,2.616018295288086,,,,
2370,1783449139.1670148,train,2.7595269680023193,2.289698362350464,0.5797712802886963,2.73083233833313,,,,
2380,1783449141.3169863,train,2.904581308364868,2.2226955890655518,0.5441960692405701,2.8769123554229736,,,,
2390,1783449143.4659486,train,2.9438934326171875,2.2960493564605713,0.5888668894767761,2.9150443077087402,,,,
2400,1783449145.648366,train,2.996891975402832,2.1999611854553223,0.5339771509170532,2.969552516937256,,,,
2410,1783449147.7935758,train,2.837411403656006,2.3264336585998535,0.5875633955001831,2.8082714080810547,,,,
2420,1783449149.9409792,train,2.9871010780334473,2.230369806289673,0.5463387966156006,2.959333896636963,,,,
2430,1783449152.0874467,train,3.00516939163208,2.2764384746551514,0.5317170023918152,2.9770877361297607,,,,
2440,1783449154.2382886,train,2.8447458744049072,2.3887579441070557,0.5672653317451477,2.815185546875,,,,
2450,1783449156.415706,train,2.848085641860962,2.251898765563965,0.569843590259552,2.819868326187134,,,,
2460,1783449158.5628629,train,2.7576427459716797,2.3171911239624023,0.5702570676803589,2.7287683486938477,,,,
2470,1783449160.7106745,train,2.836369037628174,2.242668390274048,0.5939978361129761,2.808002471923828,,,,
2480,1783449162.8587327,train,3.096245050430298,2.2307348251342773,0.5177357792854309,3.068760395050049,,,,
2490,1783449165.0046997,train,2.6286823749542236,2.257006883621216,0.5965073108673096,2.600147247314453,,,,
2500,1783449167.1870544,train,2.8163390159606934,2.2285614013671875,0.5424371957778931,2.7886290550231934,,,,
2510,1783449169.3312135,train,3.03007173538208,2.2749907970428467,0.5298431515693665,3.002023458480835,,,,
2520,1783449171.4765103,train,3.108506679534912,2.2597599029541016,0.5010356307029724,3.0808987617492676,,,,
2530,1783449173.6082532,train,2.9264371395111084,2.1779839992523193,0.5195521712303162,2.8994617462158203,,,,
2540,1783449175.9829087,train,2.796510696411133,2.3494606018066406,0.5790300369262695,2.767225742340088,,,,
2550,1783449178.1581712,train,2.921433925628662,2.284580945968628,0.5379908084869385,2.8932082653045654,,,,
2560,1783449180.3036377,train,2.7622811794281006,2.201167583465576,0.5509862899780273,2.734759569168091,,,,
2570,1783449182.448214,train,2.7491490840911865,2.2699215412139893,0.5651001930236816,2.720798969268799,,,,
2580,1783449184.5946624,train,2.8533315658569336,2.249192714691162,0.5369625091552734,2.825469970703125,,,,
2590,1783449186.7435668,train,2.792245388031006,2.255056858062744,0.5581109523773193,2.764113664627075,,,,
2600,1783449188.9317515,train,2.727027654647827,2.3275904655456543,0.5672993063926697,2.6980788707733154,,,,
2610,1783449191.0826058,train,2.810899496078491,2.2953248023986816,0.5349206328392029,2.782597064971924,,,,
2620,1783449193.2315583,train,2.9670662879943848,2.2286200523376465,0.5024820566177368,2.9397552013397217,,,,
2630,1783449195.379376,train,2.959994316101074,2.2597999572753906,0.5485987067222595,2.931910276412964,,,,
2640,1783449197.5281901,train,2.680302381515503,2.233520984649658,0.5526223182678223,2.6524410247802734,,,,
2650,1783449199.7149906,train,2.798196315765381,2.247675895690918,0.535166323184967,2.7703678607940674,,,,
2660,1783449201.8620157,train,2.819962501525879,2.261451244354248,0.5537744760513306,2.7918102741241455,,,,
2670,1783449204.0100133,train,2.617114782333374,2.236485004425049,0.5465537309646606,2.5892844200134277,,,,
2680,1783449206.1598737,train,2.972429037094116,2.1698966026306152,0.5060849189758301,2.945669174194336,,,,
