step,split,time_unix,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial,train_generator_loss_feature_matching,train_discriminator_loss,train_discriminator_loss_total,val_loss,val_generator_loss,val_discriminator_loss,val_mel_l1
455,train,1783135102.4437234,28.942930221557617,28.942930221557617,28.942930221557617,27.77101707458496,0.11719131469726562,53.791175842285156,53.791175842285156,,,,
460,train,1783135102.861641,31.516454696655273,31.516454696655273,31.516454696655273,30.5784969329834,0.0937957763671875,53.76610565185547,53.76610565185547,,,,
465,train,1783135103.2782927,31.592174530029297,31.592174530029297,31.592174530029297,30.740848541259766,0.08513259887695312,52.72047424316406,52.72047424316406,,,,
470,train,1783135103.69345,32.644710540771484,32.644710540771484,32.644710540771484,31.180248260498047,0.14644622802734375,57.88003158569336,57.88003158569336,,,,
475,train,1783135104.1112108,35.690956115722656,35.690956115722656,35.690956115722656,32.46417999267578,0.3226776123046875,53.800498962402344,53.800498962402344,,,,
480,train,1783135104.5244431,35.54543685913086,35.54543685913086,35.54543685913086,34.2077751159668,0.13376617431640625,56.50215530395508,56.50215530395508,,,,
485,train,1783135104.9375923,28.555173873901367,28.555173873901367,28.555173873901367,27.38936424255371,0.11658096313476562,57.35820388793945,57.35820388793945,,,,
490,train,1783135105.3500428,28.998626708984375,28.998626708984375,28.998626708984375,27.861942291259766,0.11366844177246094,54.99365997314453,54.99365997314453,,,,
495,train,1783135105.762705,34.319435119628906,34.319435119628906,34.319435119628906,33.394256591796875,0.09251785278320312,53.85086441040039,53.85086441040039,,,,
500,train,1783135106.210857,30.00965118408203,30.00965118408203,30.00965118408203,29.15447235107422,0.08551788330078125,53.39061737060547,53.39061737060547,,,,
505,train,1783135106.6241393,33.348567962646484,33.348567962646484,33.348567962646484,32.3321418762207,0.10164260864257812,54.3884162902832,54.3884162902832,,,,
510,train,1783135107.0398872,30.0772762298584,30.0772762298584,30.0772762298584,28.595991134643555,0.14812850952148438,55.852378845214844,55.852378845214844,,,,
515,train,1783135107.455726,30.619531631469727,30.619531631469727,30.619531631469727,29.092050552368164,0.15274810791015625,54.17736053466797,54.17736053466797,,,,
520,train,1783135107.8664937,28.053852081298828,28.053852081298828,28.053852081298828,26.762195587158203,0.1291656494140625,54.2958984375,54.2958984375,,,,
525,train,1783135108.2786446,30.363080978393555,30.363080978393555,30.363080978393555,29.085729598999023,0.12773513793945312,55.37477493286133,55.37477493286133,,,,
530,train,1783135108.6945639,30.79808807373047,30.79808807373047,30.79808807373047,29.351173400878906,0.14469146728515625,52.422325134277344,52.422325134277344,,,,
535,train,1783135109.1105933,34.52476119995117,34.52476119995117,34.52476119995117,33.51913070678711,0.10056304931640625,52.50727081298828,52.50727081298828,,,,
540,train,1783135109.5232897,31.770977020263672,31.770977020263672,31.770977020263672,30.828250885009766,0.09427261352539062,51.69388961791992,51.69388961791992,,,,
545,train,1783135109.9395156,32.23815155029297,32.23815155029297,32.23815155029297,31.037893295288086,0.120025634765625,53.499427795410156,53.499427795410156,,,,
550,train,1783135110.389496,37.438419342041016,37.438419342041016,37.438419342041016,35.31790542602539,0.2120513916015625,49.242549896240234,49.242549896240234,,,,
555,train,1783135110.800074,27.657100677490234,27.657100677490234,27.657100677490234,25.935298919677734,0.17218017578125,55.551368713378906,55.551368713378906,,,,
560,train,1783135111.2156634,34.98789596557617,34.98789596557617,34.98789596557617,33.477352142333984,0.15105438232421875,55.02153778076172,55.02153778076172,,,,
565,train,1783135111.6295686,32.09120178222656,32.09120178222656,32.09120178222656,30.79729461669922,0.12939071655273438,54.43723678588867,54.43723678588867,,,,
570,train,1783135112.0433261,32.359413146972656,32.359413146972656,32.359413146972656,30.846315383911133,0.15130996704101562,54.40106201171875,54.40106201171875,,,,
575,train,1783135112.4588246,30.059284210205078,30.059284210205078,30.059284210205078,28.819812774658203,0.1239471435546875,53.172515869140625,53.172515869140625,,,,
580,train,1783135112.873741,31.0699520111084,31.0699520111084,31.0699520111084,29.927602767944336,0.11423492431640625,51.539794921875,51.539794921875,,,,
585,train,1783135113.2884622,26.257352828979492,26.257352828979492,26.257352828979492,25.031118392944336,0.12262344360351562,51.240970611572266,51.240970611572266,,,,
590,train,1783135113.6994507,31.221664428710938,31.221664428710938,31.221664428710938,29.793365478515625,0.14282989501953125,53.27165985107422,53.27165985107422,,,,
595,train,1783135114.1162558,31.71903419494629,31.71903419494629,31.71903419494629,29.886415481567383,0.18326187133789062,53.02565002441406,53.02565002441406,,,,
600,train,1783135114.5665753,25.831867218017578,25.831867218017578,25.831867218017578,24.52621078491211,0.13056564331054688,53.70992660522461,53.70992660522461,,,,
605,train,1783135114.981767,29.086528778076172,29.086528778076172,29.086528778076172,28.009029388427734,0.10774993896484375,51.1768684387207,51.1768684387207,,,,
610,train,1783135115.3951304,33.01263427734375,33.01263427734375,33.01263427734375,31.94993782043457,0.10626983642578125,49.254432678222656,49.254432678222656,,,,
615,train,1783135115.808368,34.41777420043945,34.41777420043945,34.41777420043945,33.0816764831543,0.13360977172851562,51.757320404052734,51.757320404052734,,,,
620,train,1783135116.2194853,40.94750213623047,40.94750213623047,40.94750213623047,38.34809112548828,0.25994110107421875,51.35551834106445,51.35551834106445,,,,
625,train,1783135116.6333008,29.774791717529297,29.774791717529297,29.774791717529297,28.43991470336914,0.13348770141601562,50.11778259277344,50.11778259277344,,,,
630,train,1783135117.0463293,35.75722122192383,35.75722122192383,35.75722122192383,34.689640045166016,0.10675811767578125,48.61756896972656,48.61756896972656,,,,
635,train,1783135117.4609244,35.4962043762207,35.4962043762207,35.4962043762207,34.466121673583984,0.10300827026367188,46.86493682861328,46.86493682861328,,,,
640,train,1783135117.8752034,41.76112747192383,41.76112747192383,41.76112747192383,40.490299224853516,0.12708282470703125,50.28755187988281,50.28755187988281,,,,
645,train,1783135118.2917345,39.9919548034668,39.9919548034668,39.9919548034668,37.209590911865234,0.27823638916015625,53.0615234375,53.0615234375,,,,
650,train,1783135118.7397227,36.252689361572266,36.252689361572266,36.252689361572266,34.806880950927734,0.14458084106445312,49.192176818847656,49.192176818847656,,,,
655,train,1783135119.1530411,36.296932220458984,36.296932220458984,36.296932220458984,35.18826675415039,0.11086654663085938,50.14897155761719,50.14897155761719,,,,
660,train,1783135119.5671768,35.570735931396484,35.570735931396484,35.570735931396484,34.30631637573242,0.12644195556640625,47.43245315551758,47.43245315551758,,,,
665,train,1783135119.980555,33.723838806152344,33.723838806152344,33.723838806152344,32.441375732421875,0.12824630737304688,47.76170349121094,47.76170349121094,,,,
670,train,1783135120.3959842,31.43991470336914,31.43991470336914,31.43991470336914,29.521045684814453,0.19188690185546875,47.2536735534668,47.2536735534668,,,,
675,train,1783135120.810858,38.58857727050781,38.58857727050781,38.58857727050781,37.028480529785156,0.15600967407226562,47.500728607177734,47.500728607177734,,,,
680,train,1783135121.2260284,23.504806518554688,23.504806518554688,23.504806518554688,21.936546325683594,0.15682601928710938,52.8327751159668,52.8327751159668,,,,
685,train,1783135121.6400743,33.679752349853516,33.679752349853516,33.679752349853516,31.952075958251953,0.17276763916015625,48.79376220703125,48.79376220703125,,,,
690,train,1783135122.056779,37.8695068359375,37.8695068359375,37.8695068359375,36.05683898925781,0.18126678466796875,46.273658752441406,46.273658752441406,,,,
695,train,1783135122.4731567,30.38863754272461,30.38863754272461,30.38863754272461,28.94271469116211,0.14459228515625,46.90096664428711,46.90096664428711,,,,
700,train,1783135122.9182577,33.21979522705078,33.21979522705078,33.21979522705078,31.942293167114258,0.12775039672851562,46.5866584777832,46.5866584777832,,,,
705,train,1783135123.3321688,39.363033294677734,39.363033294677734,39.363033294677734,37.973873138427734,0.138916015625,44.6867790222168,44.6867790222168,,,,
710,train,1783135123.7475905,52.601009368896484,52.601009368896484,52.601009368896484,50.860897064208984,0.17401123046875,44.21109390258789,44.21109390258789,,,,
715,train,1783135124.1600895,44.411014556884766,44.411014556884766,44.411014556884766,42.67605209350586,0.17349624633789062,39.65595245361328,39.65595245361328,,,,
720,train,1783135124.5742035,46.94969177246094,46.94969177246094,46.94969177246094,45.24803161621094,0.170166015625,51.55877685546875,51.55877685546875,,,,
725,train,1783135124.9889305,32.92582702636719,32.92582702636719,32.92582702636719,30.894271850585938,0.203155517578125,44.303951263427734,44.303951263427734,,,,
730,train,1783135125.4026167,39.24983215332031,39.24983215332031,39.24983215332031,37.592308044433594,0.16575241088867188,42.461368560791016,42.461368560791016,,,,
735,train,1783135125.8153028,43.27052307128906,43.27052307128906,43.27052307128906,41.99347686767578,0.12770462036132812,45.9312744140625,45.9312744140625,,,,
740,train,1783135126.2341146,47.51600646972656,47.51600646972656,47.51600646972656,46.05848693847656,0.145751953125,48.030025482177734,48.030025482177734,,,,
745,train,1783135126.6495132,37.6697883605957,37.6697883605957,37.6697883605957,36.040836334228516,0.16289520263671875,45.085105895996094,45.085105895996094,,,,
750,train,1783135127.0971131,26.667631149291992,26.667631149291992,26.667631149291992,25.319746017456055,0.13478851318359375,44.59722137451172,44.59722137451172,,,,
755,train,1783135127.5108283,41.50010681152344,41.50010681152344,41.50010681152344,39.93787384033203,0.15622329711914062,43.1019287109375,43.1019287109375,,,,
760,train,1783135127.922603,55.96042251586914,55.96042251586914,55.96042251586914,53.89346694946289,0.206695556640625,42.95689392089844,42.95689392089844,,,,
765,train,1783135128.3391616,54.00288009643555,54.00288009643555,54.00288009643555,52.4028434753418,0.160003662109375,40.690086364746094,40.690086364746094,,,,
770,train,1783135128.7504897,44.554786682128906,44.554786682128906,44.554786682128906,43.152732849121094,0.14020538330078125,39.05560302734375,39.05560302734375,,,,
775,train,1783135129.158969,55.390777587890625,55.390777587890625,55.390777587890625,53.695411682128906,0.16953659057617188,42.095726013183594,42.095726013183594,,,,
780,train,1783135129.5635042,33.1075439453125,33.1075439453125,33.1075439453125,31.41172218322754,0.16958236694335938,42.312252044677734,42.312252044677734,,,,
785,train,1783135130.077128,48.88222122192383,48.88222122192383,48.88222122192383,47.47684860229492,0.14053726196289062,38.646671295166016,38.646671295166016,,,,
790,train,1783135130.4905376,25.949077606201172,25.949077606201172,25.949077606201172,24.484386444091797,0.1464691162109375,46.358009338378906,46.358009338378906,,,,
795,train,1783135130.9066024,39.73142623901367,39.73142623901367,39.73142623901367,37.85062789916992,0.188079833984375,43.01557159423828,43.01557159423828,,,,
800,train,1783135131.3544974,46.29538345336914,46.29538345336914,46.29538345336914,44.63331985473633,0.16620635986328125,39.499629974365234,39.499629974365234,,,,
805,train,1783135131.7707353,43.02214813232422,43.02214813232422,43.02214813232422,41.52678680419922,0.1495361328125,41.487483978271484,41.487483978271484,,,,
810,train,1783135132.1862097,36.14976501464844,36.14976501464844,36.14976501464844,34.63700866699219,0.151275634765625,44.627071380615234,44.627071380615234,,,,
815,train,1783135132.599916,26.461156845092773,26.461156845092773,26.461156845092773,24.378408432006836,0.20827484130859375,47.135013580322266,47.135013580322266,,,,
820,train,1783135133.0138307,39.8004264831543,39.8004264831543,39.8004264831543,38.149959564208984,0.16504669189453125,51.833614349365234,51.833614349365234,,,,
825,train,1783135133.4288044,47.46892547607422,47.46892547607422,47.46892547607422,45.944000244140625,0.15249252319335938,54.90226745605469,54.90226745605469,,,,
830,train,1783135133.8420053,36.734100341796875,36.734100341796875,36.734100341796875,35.222679138183594,0.15114212036132812,52.72298049926758,52.72298049926758,,,,
835,train,1783135134.256104,30.402616500854492,30.402616500854492,30.402616500854492,28.81226921081543,0.15903472900390625,52.74991226196289,52.74991226196289,,,,
840,train,1783135134.6714542,26.749225616455078,26.749225616455078,26.749225616455078,25.050922393798828,0.169830322265625,52.0682373046875,52.0682373046875,,,,
845,train,1783135135.0885406,31.27058982849121,31.27058982849121,31.27058982849121,29.513235092163086,0.1757354736328125,56.33927536010742,56.33927536010742,,,,
850,train,1783135135.5371344,26.2075252532959,26.2075252532959,26.2075252532959,24.674360275268555,0.15331649780273438,53.55292892456055,53.55292892456055,,,,
855,train,1783135135.9529417,27.49215316772461,27.49215316772461,27.49215316772461,26.049816131591797,0.14423370361328125,52.6280517578125,52.6280517578125,,,,
860,train,1783135136.3691897,39.598873138427734,39.598873138427734,39.598873138427734,38.03385543823242,0.15650177001953125,56.878639221191406,56.878639221191406,,,,
865,train,1783135136.7854633,25.18961524963379,25.18961524963379,25.18961524963379,23.71489143371582,0.14747238159179688,55.06178283691406,55.06178283691406,,,,
870,train,1783135137.1978884,34.31026077270508,34.31026077270508,34.31026077270508,32.79140090942383,0.151885986328125,55.11210250854492,55.11210250854492,,,,
875,train,1783135137.61266,28.621862411499023,28.621862411499023,28.621862411499023,27.28961753845215,0.1332244873046875,55.70410919189453,55.70410919189453,,,,
880,train,1783135138.0286927,25.704195022583008,25.704195022583008,25.704195022583008,24.13334083557129,0.15708541870117188,55.71004867553711,55.71004867553711,,,,
885,train,1783135138.4433796,22.804147720336914,22.804147720336914,22.804147720336914,21.056100845336914,0.1748046875,55.02668762207031,55.02668762207031,,,,
890,train,1783135138.8544374,39.41712188720703,39.41712188720703,39.41712188720703,38.00267028808594,0.14144515991210938,57.34926223754883,57.34926223754883,,,,
895,train,1783135139.2682092,31.828706741333008,31.828706741333008,31.828706741333008,30.23992347717285,0.15887832641601562,57.41392135620117,57.41392135620117,,,,
900,train,1783135139.7166524,21.964954376220703,21.964954376220703,21.964954376220703,20.38772964477539,0.15772247314453125,59.443153381347656,59.443153381347656,,,,
905,train,1783135140.1293557,32.18177795410156,32.18177795410156,32.18177795410156,30.49537467956543,0.16864013671875,60.006561279296875,60.006561279296875,,,,
910,train,1783135140.5458362,29.13166618347168,29.13166618347168,29.13166618347168,27.604604721069336,0.15270614624023438,56.56542205810547,56.56542205810547,,,,
915,train,1783135140.9622498,29.013086318969727,29.013086318969727,29.013086318969727,27.56693458557129,0.14461517333984375,55.20314407348633,55.20314407348633,,,,
920,train,1783135141.3765385,36.72372055053711,36.72372055053711,36.72372055053711,35.09511184692383,0.16286087036132812,57.7419319152832,57.7419319152832,,,,
925,train,1783135141.792181,30.732860565185547,30.732860565185547,30.732860565185547,29.05019760131836,0.16826629638671875,55.76132583618164,55.76132583618164,,,,
930,train,1783135142.206858,27.415130615234375,27.415130615234375,27.415130615234375,25.893600463867188,0.15215301513671875,54.65559768676758,54.65559768676758,,,,
