step,split,time_unix,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial,train_generator_loss_feature_matching,train_discriminator_loss,train_discriminator_loss_total,val_loss,val_generator_loss,val_discriminator_loss,val_mel_l1
11195,train,1783136094.2960818,74.51904296875,74.51904296875,74.51904296875,68.4552001953125,0.60638427734375,29.48325538635254,29.48325538635254,,,,
11200,train,1783136094.749737,53.92403793334961,53.92403793334961,53.92403793334961,48.548519134521484,0.5375518798828125,41.719810485839844,41.719810485839844,,,,
11205,train,1783136095.162102,74.02140808105469,74.02140808105469,74.02140808105469,67.34660339355469,0.66748046875,31.725290298461914,31.725290298461914,,,,
11210,train,1783136095.5767498,55.171783447265625,55.171783447265625,55.171783447265625,49.877593994140625,0.5294189453125,48.68687438964844,48.68687438964844,,,,
11215,train,1783136095.9935362,58.182247161865234,58.182247161865234,58.182247161865234,52.509029388427734,0.56732177734375,44.38509750366211,44.38509750366211,,,,
11220,train,1783136096.4087417,53.85137176513672,53.85137176513672,53.85137176513672,48.80864715576172,0.5042724609375,45.00379180908203,45.00379180908203,,,,
11225,train,1783136096.8227637,72.25010681152344,72.25010681152344,72.25010681152344,65.91954040527344,0.633056640625,25.8182315826416,25.8182315826416,,,,
11230,train,1783136097.2374158,69.22013854980469,69.22013854980469,69.22013854980469,63.14377975463867,0.607635498046875,34.71642303466797,34.71642303466797,,,,
11235,train,1783136097.6512249,75.67999267578125,75.67999267578125,75.67999267578125,70.36962890625,0.531036376953125,41.888587951660156,41.888587951660156,,,,
11240,train,1783136098.0663142,75.00971984863281,75.00971984863281,75.00971984863281,67.47279357910156,0.753692626953125,37.7116813659668,37.7116813659668,,,,
11245,train,1783136098.4805918,60.12748336791992,60.12748336791992,60.12748336791992,55.17966842651367,0.494781494140625,43.6051025390625,43.6051025390625,,,,
11250,train,1783136098.926935,74.06450653076172,74.06450653076172,74.06450653076172,66.74211883544922,0.73223876953125,29.336740493774414,29.336740493774414,,,,
11255,train,1783136099.3392205,75.2275619506836,75.2275619506836,75.2275619506836,69.2052230834961,0.60223388671875,34.57926559448242,34.57926559448242,,,,
11260,train,1783136099.7541869,64.1329345703125,64.1329345703125,64.1329345703125,58.37258529663086,0.5760345458984375,26.674985885620117,26.674985885620117,,,,
11265,train,1783136100.169253,72.57115936279297,72.57115936279297,72.57115936279297,66.8968734741211,0.5674285888671875,38.71068572998047,38.71068572998047,,,,
11270,train,1783136100.5817823,58.934669494628906,58.934669494628906,58.934669494628906,53.609352111816406,0.53253173828125,28.843364715576172,28.843364715576172,,,,
11275,train,1783136100.9965467,50.10422897338867,50.10422897338867,50.10422897338867,44.3243522644043,0.5779876708984375,35.097896575927734,35.097896575927734,,,,
11280,train,1783136101.4216366,64.42725372314453,64.42725372314453,64.42725372314453,59.19654083251953,0.5230712890625,40.871952056884766,40.871952056884766,,,,
11285,train,1783136101.8424494,83.38352966308594,83.38352966308594,83.38352966308594,77.45487976074219,0.592864990234375,27.564634323120117,27.564634323120117,,,,
11290,train,1783136102.2575676,66.85185241699219,66.85185241699219,66.85185241699219,61.30970764160156,0.5542144775390625,45.10029983520508,45.10029983520508,,,,
11295,train,1783136102.6733987,65.73377990722656,65.73377990722656,65.73377990722656,59.88005447387695,0.5853729248046875,48.22599411010742,48.22599411010742,,,,
11300,train,1783136103.122674,69.20585632324219,69.20585632324219,69.20585632324219,64.12971496582031,0.5076141357421875,44.012962341308594,44.012962341308594,,,,
11305,train,1783136103.5352533,68.50616455078125,68.50616455078125,68.50616455078125,62.686004638671875,0.5820159912109375,41.728240966796875,41.728240966796875,,,,
11310,train,1783136103.941999,72.34452056884766,72.34452056884766,72.34452056884766,67.17423248291016,0.51702880859375,32.22868347167969,32.22868347167969,,,,
11315,train,1783136104.4330819,76.65972900390625,76.65972900390625,76.65972900390625,70.94744873046875,0.57122802734375,53.15348815917969,53.15348815917969,,,,
11320,train,1783136104.8477645,69.69805145263672,69.69805145263672,69.69805145263672,63.68517303466797,0.601287841796875,45.20252990722656,45.20252990722656,,,,
11325,train,1783136105.2620156,56.39213562011719,56.39213562011719,56.39213562011719,51.56806945800781,0.4824066162109375,52.868858337402344,52.868858337402344,,,,
11330,train,1783136105.6757748,65.31925201416016,65.31925201416016,65.31925201416016,60.076026916503906,0.524322509765625,39.250919342041016,39.250919342041016,,,,
11335,train,1783136106.0915318,69.68408203125,69.68408203125,69.68408203125,64.05938720703125,0.562469482421875,47.67427444458008,47.67427444458008,,,,
11340,train,1783136106.5071547,66.41075134277344,66.41075134277344,66.41075134277344,60.54557800292969,0.586517333984375,44.1636848449707,44.1636848449707,,,,
11345,train,1783136106.9264581,68.25395202636719,68.25395202636719,68.25395202636719,62.89506530761719,0.535888671875,36.30514144897461,36.30514144897461,,,,
11350,train,1783136107.3835955,59.57971954345703,59.57971954345703,59.57971954345703,52.96503448486328,0.661468505859375,49.98162841796875,49.98162841796875,,,,
11355,train,1783136107.8078659,70.54366302490234,70.54366302490234,70.54366302490234,65.48552703857422,0.5058135986328125,35.701454162597656,35.701454162597656,,,,
11360,train,1783136108.2334764,54.79114532470703,54.79114532470703,54.79114532470703,49.38678741455078,0.540435791015625,36.188026428222656,36.188026428222656,,,,
11365,train,1783136108.6582727,69.34078979492188,69.34078979492188,69.34078979492188,64.51153564453125,0.4829254150390625,34.791866302490234,34.791866302490234,,,,
11370,train,1783136109.081767,61.73686981201172,61.73686981201172,61.73686981201172,56.42650604248047,0.531036376953125,49.56398391723633,49.56398391723633,,,,
11375,train,1783136109.5058496,75.04774475097656,75.04774475097656,75.04774475097656,68.63569641113281,0.641204833984375,40.85187911987305,40.85187911987305,,,,
11380,train,1783136109.9326334,57.266075134277344,57.266075134277344,57.266075134277344,51.002037048339844,0.62640380859375,44.20236587524414,44.20236587524414,,,,
11385,train,1783136110.358506,44.73434066772461,44.73434066772461,44.73434066772461,39.523921966552734,0.5210418701171875,33.35585403442383,33.35585403442383,,,,
11390,train,1783136110.7827458,62.9484977722168,62.9484977722168,62.9484977722168,57.25651168823242,0.5691986083984375,54.75930404663086,54.75930404663086,,,,
11395,train,1783136111.2091467,68.09222412109375,68.09222412109375,68.09222412109375,61.37530517578125,0.67169189453125,31.8580379486084,31.8580379486084,,,,
11400,train,1783136111.670068,64.8373794555664,64.8373794555664,64.8373794555664,59.802589416503906,0.50347900390625,33.70573425292969,33.70573425292969,,,,
11405,train,1783136112.0949879,63.238792419433594,63.238792419433594,63.238792419433594,56.871604919433594,0.63671875,48.32681655883789,48.32681655883789,,,,
11410,train,1783136112.5193734,56.679771423339844,56.679771423339844,56.679771423339844,51.731651306152344,0.49481201171875,41.79716110229492,41.79716110229492,,,,
11415,train,1783136112.9463747,64.44491577148438,64.44491577148438,64.44491577148438,58.8438720703125,0.5601043701171875,47.171077728271484,47.171077728271484,,,,
11420,train,1783136113.3709254,70.21931457519531,70.21931457519531,70.21931457519531,65.14897155761719,0.5070343017578125,29.74979591369629,29.74979591369629,,,,
11425,train,1783136113.7973166,59.40888214111328,59.40888214111328,59.40888214111328,53.63495635986328,0.577392578125,37.16362380981445,37.16362380981445,,,,
11430,train,1783136114.2233021,60.76458740234375,60.76458740234375,60.76458740234375,54.8450927734375,0.591949462890625,60.339447021484375,60.339447021484375,,,,
11435,train,1783136114.6492076,64.0111083984375,64.0111083984375,64.0111083984375,57.950016021728516,0.606109619140625,47.84357452392578,47.84357452392578,,,,
11440,train,1783136115.0729654,79.2715835571289,79.2715835571289,79.2715835571289,72.84366607666016,0.642791748046875,33.824764251708984,33.824764251708984,,,,
11445,train,1783136115.4987588,59.55896759033203,59.55896759033203,59.55896759033203,54.44391632080078,0.511505126953125,34.55684280395508,34.55684280395508,,,,
11450,train,1783136115.953311,71.22227478027344,71.22227478027344,71.22227478027344,65.19139099121094,0.60308837890625,33.105342864990234,33.105342864990234,,,,
11455,train,1783136116.3707817,65.38961791992188,65.38961791992188,65.38961791992188,60.4434814453125,0.4946136474609375,33.9133186340332,33.9133186340332,,,,
11460,train,1783136116.791447,62.320926666259766,62.320926666259766,62.320926666259766,56.204593658447266,0.61163330078125,45.47150421142578,45.47150421142578,,,,
11465,train,1783136117.2091799,59.83866882324219,59.83866882324219,59.83866882324219,54.96073913574219,0.48779296875,39.58810806274414,39.58810806274414,,,,
11470,train,1783136117.6268399,73.55879974365234,73.55879974365234,73.55879974365234,67.76839447021484,0.57904052734375,45.798274993896484,45.798274993896484,,,,
11475,train,1783136118.0463567,66.7260971069336,66.7260971069336,66.7260971069336,60.73900604248047,0.5987091064453125,46.6656608581543,46.6656608581543,,,,
11480,train,1783136118.4635897,74.97974395751953,74.97974395751953,74.97974395751953,69.30011749267578,0.567962646484375,29.410202026367188,29.410202026367188,,,,
11485,train,1783136118.8810046,74.69328308105469,74.69328308105469,74.69328308105469,67.95530700683594,0.673797607421875,43.19093704223633,43.19093704223633,,,,
11490,train,1783136119.2959926,60.26072311401367,60.26072311401367,60.26072311401367,55.22715377807617,0.50335693359375,41.84487533569336,41.84487533569336,,,,
11495,train,1783136119.7149549,51.31543731689453,51.31543731689453,51.31543731689453,45.28211212158203,0.60333251953125,44.25973129272461,44.25973129272461,,,,
11500,train,1783136120.1668723,52.78203582763672,52.78203582763672,52.78203582763672,47.969871520996094,0.4812164306640625,37.52561950683594,37.52561950683594,,,,
11505,train,1783136120.5828998,58.40155792236328,58.40155792236328,58.40155792236328,52.53089141845703,0.587066650390625,47.73929977416992,47.73929977416992,,,,
11510,train,1783136120.999278,60.73999786376953,60.73999786376953,60.73999786376953,54.85498809814453,0.5885009765625,36.84773254394531,36.84773254394531,,,,
11515,train,1783136121.4161267,64.5550308227539,64.5550308227539,64.5550308227539,59.04615020751953,0.5508880615234375,49.188209533691406,49.188209533691406,,,,
11520,train,1783136121.831409,58.68606948852539,58.68606948852539,58.68606948852539,53.206485748291016,0.5479583740234375,37.726768493652344,37.726768493652344,,,,
11525,train,1783136122.249128,56.49211883544922,56.49211883544922,56.49211883544922,51.460533142089844,0.5031585693359375,33.827537536621094,33.827537536621094,,,,
11530,train,1783136122.6654363,60.37827682495117,60.37827682495117,60.37827682495117,54.8236198425293,0.5554656982421875,50.81742858886719,50.81742858886719,,,,
11535,train,1783136123.0831044,83.65435791015625,83.65435791015625,83.65435791015625,77.34088134765625,0.63134765625,30.12343978881836,30.12343978881836,,,,
11540,train,1783136123.499476,74.13368225097656,74.13368225097656,74.13368225097656,69.03205871582031,0.510162353515625,48.17758560180664,48.17758560180664,,,,
11545,train,1783136123.915373,56.03343200683594,56.03343200683594,56.03343200683594,50.95942687988281,0.5074005126953125,39.316009521484375,39.316009521484375,,,,
11550,train,1783136124.3644083,64.9583969116211,64.9583969116211,64.9583969116211,58.40550994873047,0.6552886962890625,33.42771530151367,33.42771530151367,,,,
11555,train,1783136124.7764597,58.64363098144531,58.64363098144531,58.64363098144531,52.76960754394531,0.58740234375,49.17082214355469,49.17082214355469,,,,
11560,train,1783136125.192797,54.07497024536133,54.07497024536133,54.07497024536133,49.26631546020508,0.480865478515625,32.76445007324219,32.76445007324219,,,,
11565,train,1783136125.6094463,71.0169677734375,71.0169677734375,71.0169677734375,65.137451171875,0.58795166015625,32.60271072387695,32.60271072387695,,,,
11570,train,1783136126.0264058,85.73477935791016,85.73477935791016,85.73477935791016,79.50751495361328,0.6227264404296875,52.52234649658203,52.52234649658203,,,,
11575,train,1783136126.444191,64.9482192993164,64.9482192993164,64.9482192993164,59.763893127441406,0.5184326171875,39.85546112060547,39.85546112060547,,,,
11580,train,1783136126.86173,59.514129638671875,59.514129638671875,59.514129638671875,54.00250244140625,0.5511627197265625,38.049652099609375,38.049652099609375,,,,
11585,train,1783136127.2788203,43.056175231933594,43.056175231933594,43.056175231933594,38.180686950683594,0.487548828125,49.79208755493164,49.79208755493164,,,,
11590,train,1783136127.6945562,78.80209350585938,78.80209350585938,78.80209350585938,73.48440551757812,0.531768798828125,37.4345817565918,37.4345817565918,,,,
11595,train,1783136128.1121838,94.57315063476562,94.57315063476562,94.57315063476562,86.78720092773438,0.778594970703125,64.94868469238281,64.94868469238281,,,,
11600,train,1783136128.5669847,70.5980453491211,70.5980453491211,70.5980453491211,64.3785629272461,0.6219482421875,39.033714294433594,39.033714294433594,,,,
11605,train,1783136128.9878006,53.03416061401367,53.03416061401367,53.03416061401367,48.4292106628418,0.4604949951171875,45.950225830078125,45.950225830078125,,,,
11610,train,1783136129.4052997,58.529361724853516,58.529361724853516,58.529361724853516,52.856449127197266,0.567291259765625,29.892122268676758,29.892122268676758,,,,
11615,train,1783136129.8235428,86.62846374511719,86.62846374511719,86.62846374511719,80.11540222167969,0.65130615234375,36.19755172729492,36.19755172729492,,,,
11620,train,1783136130.2424262,72.0673599243164,72.0673599243164,72.0673599243164,65.4383316040039,0.66290283203125,43.49310302734375,43.49310302734375,,,,
11625,train,1783136130.658638,55.95112609863281,55.95112609863281,55.95112609863281,50.62672424316406,0.532440185546875,51.26669692993164,51.26669692993164,,,,
11630,train,1783136131.0755165,70.13850402832031,70.13850402832031,70.13850402832031,63.27937316894531,0.6859130859375,47.52077102661133,47.52077102661133,,,,
11635,train,1783136131.4905837,89.81806182861328,89.81806182861328,89.81806182861328,83.90741729736328,0.591064453125,56.091705322265625,56.091705322265625,,,,
11640,train,1783136131.9092329,81.27130889892578,81.27130889892578,81.27130889892578,75.29108428955078,0.5980224609375,52.40022277832031,52.40022277832031,,,,
11645,train,1783136132.3277905,65.79020690917969,65.79020690917969,65.79020690917969,60.7892951965332,0.500091552734375,29.511978149414062,29.511978149414062,,,,
11650,train,1783136132.7799149,61.09105682373047,61.09105682373047,61.09105682373047,55.059410095214844,0.6031646728515625,45.41856002807617,45.41856002807617,,,,
11655,train,1783136133.195744,62.786773681640625,62.786773681640625,62.786773681640625,56.691497802734375,0.609527587890625,40.18463134765625,40.18463134765625,,,,
11660,train,1783136133.609242,55.48291778564453,55.48291778564453,55.48291778564453,50.040260314941406,0.5442657470703125,42.23897171020508,42.23897171020508,,,,
11665,train,1783136134.0285487,65.75540161132812,65.75540161132812,65.75540161132812,60.350738525390625,0.54046630859375,39.04421615600586,39.04421615600586,,,,
11670,train,1783136134.4443822,69.17965698242188,69.17965698242188,69.17965698242188,63.1812744140625,0.5998382568359375,45.60438919067383,45.60438919067383,,,,
11675,train,1783136134.8619187,70.7724609375,70.7724609375,70.7724609375,65.09481811523438,0.5677642822265625,35.85233688354492,35.85233688354492,,,,
11680,train,1783136135.2800183,59.114967346191406,59.114967346191406,59.114967346191406,54.49079132080078,0.4624176025390625,38.545047760009766,38.545047760009766,,,,
11685,train,1783136135.6994765,67.65281677246094,67.65281677246094,67.65281677246094,61.62894821166992,0.602386474609375,42.82436752319336,42.82436752319336,,,,
11690,train,1783136136.1124442,67.86245727539062,67.86245727539062,67.86245727539062,62.30887222290039,0.55535888671875,34.84806823730469,34.84806823730469,,,,
11695,train,1783136136.5275967,64.17790985107422,64.17790985107422,64.17790985107422,58.87273406982422,0.530517578125,40.57063293457031,40.57063293457031,,,,
11700,train,1783136136.9676049,62.34754943847656,62.34754943847656,62.34754943847656,55.67213439941406,0.66754150390625,49.745094299316406,49.745094299316406,,,,
11705,train,1783136137.4653635,67.17054748535156,67.17054748535156,67.17054748535156,61.90443420410156,0.526611328125,39.61444091796875,39.61444091796875,,,,
11710,train,1783136137.8831851,79.76950073242188,79.76950073242188,79.76950073242188,74.6451416015625,0.5124359130859375,45.85554504394531,45.85554504394531,,,,
11715,train,1783136138.3030713,59.024898529052734,59.024898529052734,59.024898529052734,53.48733139038086,0.5537567138671875,49.02916717529297,49.02916717529297,,,,
11720,train,1783136138.723263,59.94549560546875,59.94549560546875,59.94549560546875,54.574249267578125,0.5371246337890625,41.45271301269531,41.45271301269531,,,,
11725,train,1783136139.1438625,56.60103988647461,56.60103988647461,56.60103988647461,50.49508285522461,0.610595703125,31.263145446777344,31.263145446777344,,,,
11730,train,1783136139.5633805,63.23918151855469,63.23918151855469,63.23918151855469,57.52384948730469,0.571533203125,32.51531219482422,32.51531219482422,,,,
11735,train,1783136139.9841144,56.059879302978516,56.059879302978516,56.059879302978516,50.840457916259766,0.521942138671875,34.89067840576172,34.89067840576172,,,,
11740,train,1783136140.4036508,71.7165756225586,71.7165756225586,71.7165756225586,64.22908782958984,0.748748779296875,30.89300537109375,30.89300537109375,,,,
11745,train,1783136140.8233654,69.84053802490234,69.84053802490234,69.84053802490234,64.6864242553711,0.515411376953125,35.08849334716797,35.08849334716797,,,,
11750,train,1783136141.2765074,45.544734954833984,45.544734954833984,45.544734954833984,40.74050521850586,0.4804229736328125,34.67074966430664,34.67074966430664,,,,
11755,train,1783136141.6920485,73.7852554321289,73.7852554321289,73.7852554321289,67.7739028930664,0.60113525390625,40.333683013916016,40.333683013916016,,,,
11760,train,1783136142.1098177,55.69401550292969,55.69401550292969,55.69401550292969,49.95594787597656,0.5738067626953125,43.89464569091797,43.89464569091797,,,,
11765,train,1783136142.527005,64.54231262207031,64.54231262207031,64.54231262207031,58.9469108581543,0.559539794921875,48.29907989501953,48.29907989501953,,,,
11770,train,1783136142.9440775,50.739837646484375,50.739837646484375,50.739837646484375,45.82330322265625,0.4916534423828125,32.806243896484375,32.806243896484375,,,,
11775,train,1783136143.3597672,59.44603729248047,59.44603729248047,59.44603729248047,53.31200408935547,0.6134033203125,37.872283935546875,37.872283935546875,,,,
11780,train,1783136143.7784662,50.04421615600586,50.04421615600586,50.04421615600586,44.06643295288086,0.5977783203125,40.33502960205078,40.33502960205078,,,,
11785,train,1783136144.1966243,69.86041259765625,69.86041259765625,69.86041259765625,64.45101928710938,0.5409393310546875,45.15673065185547,45.15673065185547,,,,
11790,train,1783136144.6147122,77.31664276123047,77.31664276123047,77.31664276123047,70.77611541748047,0.654052734375,30.93352699279785,30.93352699279785,,,,
11795,train,1783136145.0293136,58.06878662109375,58.06878662109375,58.06878662109375,52.291961669921875,0.5776824951171875,45.2553596496582,45.2553596496582,,,,
11800,train,1783136145.477213,52.17633056640625,52.17633056640625,52.17633056640625,46.65142822265625,0.552490234375,54.12188720703125,54.12188720703125,,,,
11805,train,1783136145.8918278,46.526344299316406,46.526344299316406,46.526344299316406,41.35468292236328,0.5171661376953125,47.41583251953125,47.41583251953125,,,,
11810,train,1783136146.3081458,45.79824447631836,45.79824447631836,45.79824447631836,39.80398178100586,0.59942626953125,45.81516647338867,45.81516647338867,,,,
11815,train,1783136146.726725,47.689208984375,47.689208984375,47.689208984375,42.0159912109375,0.56732177734375,51.93928909301758,51.93928909301758,,,,
11820,train,1783136147.1433728,61.8431282043457,61.8431282043457,61.8431282043457,56.14412307739258,0.5699005126953125,41.53112030029297,41.53112030029297,,,,
11825,train,1783136147.5597467,52.88288116455078,52.88288116455078,52.88288116455078,47.969703674316406,0.4913177490234375,54.68193817138672,54.68193817138672,,,,
11830,train,1783136147.9769664,65.09941101074219,65.09941101074219,65.09941101074219,58.44749069213867,0.665191650390625,45.77001190185547,45.77001190185547,,,,
11835,train,1783136148.3919487,64.33010864257812,64.33010864257812,64.33010864257812,58.992279052734375,0.533782958984375,37.87897872924805,37.87897872924805,,,,
11840,train,1783136148.808605,70.42364501953125,70.42364501953125,70.42364501953125,64.1849365234375,0.623870849609375,33.47431182861328,33.47431182861328,,,,
11845,train,1783136149.2255995,62.79157257080078,62.79157257080078,62.79157257080078,56.01880645751953,0.677276611328125,39.79730224609375,39.79730224609375,,,,
11850,train,1783136149.6751752,66.11793518066406,66.11793518066406,66.11793518066406,61.49391174316406,0.46240234375,44.7332878112793,44.7332878112793,,,,
11855,train,1783136150.0904958,75.47305297851562,75.47305297851562,75.47305297851562,69.16659545898438,0.630645751953125,45.86874771118164,45.86874771118164,,,,
11860,train,1783136150.508085,85.20423889160156,85.20423889160156,85.20423889160156,78.99757385253906,0.62066650390625,43.61734390258789,43.61734390258789,,,,
11865,train,1783136150.9268498,51.37026596069336,51.37026596069336,51.37026596069336,46.36080551147461,0.500946044921875,51.66352844238281,51.66352844238281,,,,
11870,train,1783136151.344939,61.264461517333984,61.264461517333984,61.264461517333984,56.55361557006836,0.4710845947265625,46.15498352050781,46.15498352050781,,,,
11875,train,1783136151.7617033,67.53561401367188,67.53561401367188,67.53561401367188,61.97378158569336,0.556182861328125,47.417640686035156,47.417640686035156,,,,
11880,train,1783136152.1796803,54.97361755371094,54.97361755371094,54.97361755371094,49.27903747558594,0.5694580078125,46.18791961669922,46.18791961669922,,,,
11885,train,1783136152.6000948,70.57356262207031,70.57356262207031,70.57356262207031,64.82817077636719,0.5745391845703125,51.261112213134766,51.261112213134766,,,,
11890,train,1783136153.0164368,60.29972457885742,60.29972457885742,60.29972457885742,54.65031051635742,0.56494140625,53.33100509643555,53.33100509643555,,,,
11895,train,1783136153.4300692,50.97103500366211,50.97103500366211,50.97103500366211,45.31673812866211,0.5654296875,37.03975296020508,37.03975296020508,,,,
11900,train,1783136153.8808727,58.26357650756836,58.26357650756836,58.26357650756836,51.81246566772461,0.645111083984375,34.54011917114258,34.54011917114258,,,,
11905,train,1783136154.296425,52.256492614746094,52.256492614746094,52.256492614746094,46.921714782714844,0.533477783203125,40.573123931884766,40.573123931884766,,,,
11910,train,1783136154.7100935,53.09175491333008,53.09175491333008,53.09175491333008,47.05446243286133,0.603729248046875,45.41701126098633,45.41701126098633,,,,
11915,train,1783136155.1272006,61.424949645996094,61.424949645996094,61.424949645996094,56.102073669433594,0.53228759765625,38.81999206542969,38.81999206542969,,,,
11920,train,1783136155.53978,61.60887145996094,61.60887145996094,61.60887145996094,56.09129333496094,0.5517578125,49.67822265625,49.67822265625,,,,
11925,train,1783136155.9557874,77.72393035888672,77.72393035888672,77.72393035888672,70.66338348388672,0.7060546875,30.599143981933594,30.599143981933594,,,,
11930,train,1783136156.3680503,90.7231674194336,90.7231674194336,90.7231674194336,83.71419525146484,0.700897216796875,23.108858108520508,23.108858108520508,,,,
11935,train,1783136156.7813053,47.29426956176758,47.29426956176758,47.29426956176758,41.7457160949707,0.5548553466796875,29.883155822753906,29.883155822753906,,,,
11940,train,1783136157.1986468,69.42346954345703,69.42346954345703,69.42346954345703,63.606056213378906,0.5817413330078125,40.23848342895508,40.23848342895508,,,,
11945,train,1783136157.6141682,60.37568283081055,60.37568283081055,60.37568283081055,54.4921989440918,0.588348388671875,44.092735290527344,44.092735290527344,,,,
11950,train,1783136158.0685067,67.05657196044922,67.05657196044922,67.05657196044922,60.95458221435547,0.610198974609375,33.35440444946289,33.35440444946289,,,,
11955,train,1783136158.4828353,61.44432067871094,61.44432067871094,61.44432067871094,55.73646545410156,0.5707855224609375,38.67201614379883,38.67201614379883,,,,
11960,train,1783136158.9014907,68.5937728881836,68.5937728881836,68.5937728881836,63.20879364013672,0.5384979248046875,37.76943588256836,37.76943588256836,,,,
11965,train,1783136159.3195038,49.844661712646484,49.844661712646484,49.844661712646484,44.75265121459961,0.5092010498046875,49.23603820800781,49.23603820800781,,,,
11970,train,1783136159.7369928,62.59168243408203,62.59168243408203,62.59168243408203,56.24860382080078,0.634307861328125,39.64944076538086,39.64944076538086,,,,
11975,train,1783136160.1533215,63.96719741821289,63.96719741821289,63.96719741821289,58.30862808227539,0.56585693359375,45.74290466308594,45.74290466308594,,,,
11980,train,1783136160.568037,41.738468170166016,41.738468170166016,41.738468170166016,36.672245025634766,0.506622314453125,35.3927001953125,35.3927001953125,,,,
11985,train,1783136160.9820874,47.99406051635742,47.99406051635742,47.99406051635742,42.46992111206055,0.5524139404296875,44.250877380371094,44.250877380371094,,,,
11990,train,1783136161.4035735,67.97076416015625,67.97076416015625,67.97076416015625,62.08438491821289,0.5886383056640625,50.0736083984375,50.0736083984375,,,,
11995,train,1783136161.8201454,54.73750305175781,54.73750305175781,54.73750305175781,49.10563659667969,0.5631866455078125,50.9326171875,50.9326171875,,,,
12000,train,1783136162.2688396,68.76876831054688,68.76876831054688,68.76876831054688,63.4027099609375,0.5366058349609375,42.96907043457031,42.96907043457031,,,,
12000,validation,1783136163.2902057,,,,,,,,1.8842764115333557,483.7905683898926,322.1469968414307,1.8842764115333557
12005,train,1783136163.7060106,63.29722595214844,63.29722595214844,63.29722595214844,58.04896545410156,0.5248260498046875,42.11370849609375,42.11370849609375,,,,
12010,train,1783136164.11796,52.76543426513672,52.76543426513672,52.76543426513672,46.663597106933594,0.6101837158203125,40.94034957885742,40.94034957885742,,,,
12015,train,1783136164.5329869,67.14794921875,67.14794921875,67.14794921875,60.251590728759766,0.68963623046875,36.91095733642578,36.91095733642578,,,,
12020,train,1783136164.9474099,62.72262191772461,62.72262191772461,62.72262191772461,57.483516693115234,0.5239105224609375,40.40780258178711,40.40780258178711,,,,
12025,train,1783136165.3597763,56.73314666748047,56.73314666748047,56.73314666748047,50.59819793701172,0.613494873046875,44.111572265625,44.111572265625,,,,
12030,train,1783136165.772814,48.07745361328125,48.07745361328125,48.07745361328125,42.761444091796875,0.5316009521484375,35.25034713745117,35.25034713745117,,,,
12035,train,1783136166.1902566,75.13992309570312,75.13992309570312,75.13992309570312,69.89181518554688,0.524810791015625,50.573246002197266,50.573246002197266,,,,
12040,train,1783136166.6042767,58.20770263671875,58.20770263671875,58.20770263671875,52.32391357421875,0.58837890625,46.4372444152832,46.4372444152832,,,,
12045,train,1783136167.0189278,54.74504089355469,54.74504089355469,54.74504089355469,49.31001281738281,0.5435028076171875,53.47532653808594,53.47532653808594,,,,
12050,train,1783136167.4677777,48.61555480957031,48.61555480957031,48.61555480957031,43.24186706542969,0.5373687744140625,38.1942024230957,38.1942024230957,,,,
12055,train,1783136167.8788118,69.30122375488281,69.30122375488281,69.30122375488281,62.56690979003906,0.673431396484375,41.35941696166992,41.35941696166992,,,,
12060,train,1783136168.2930965,45.58456039428711,45.58456039428711,45.58456039428711,40.159297943115234,0.5425262451171875,35.63468551635742,35.63468551635742,,,,
12065,train,1783136168.708902,55.060264587402344,55.060264587402344,55.060264587402344,48.494407653808594,0.656585693359375,48.78169631958008,48.78169631958008,,,,
12070,train,1783136169.1219969,52.41000747680664,52.41000747680664,52.41000747680664,46.880374908447266,0.5529632568359375,45.57150650024414,45.57150650024414,,,,
12075,train,1783136169.538335,61.06498336791992,61.06498336791992,61.06498336791992,54.25620651245117,0.680877685546875,36.51948547363281,36.51948547363281,,,,
12080,train,1783136169.952741,64.50605773925781,64.50605773925781,64.50605773925781,58.89768600463867,0.5608367919921875,37.86695098876953,37.86695098876953,,,,
12085,train,1783136170.3678126,44.96197509765625,44.96197509765625,44.96197509765625,39.003570556640625,0.5958404541015625,46.394569396972656,46.394569396972656,,,,
12090,train,1783136170.7735033,51.54970169067383,51.54970169067383,51.54970169067383,45.32655715942383,0.622314453125,45.03731918334961,45.03731918334961,,,,
12095,train,1783136171.277027,57.69609832763672,57.69609832763672,57.69609832763672,52.163108825683594,0.5532989501953125,46.83430099487305,46.83430099487305,,,,
12100,train,1783136171.7240837,69.79366302490234,69.79366302490234,69.79366302490234,63.422508239746094,0.637115478515625,36.974483489990234,36.974483489990234,,,,
12105,train,1783136172.1362233,68.14012908935547,68.14012908935547,68.14012908935547,62.261985778808594,0.5878143310546875,43.093204498291016,43.093204498291016,,,,
12110,train,1783136172.5536473,49.095664978027344,49.095664978027344,49.095664978027344,44.07384490966797,0.5021820068359375,52.15948486328125,52.15948486328125,,,,
12115,train,1783136172.9685256,55.89006042480469,55.89006042480469,55.89006042480469,50.53590393066406,0.5354156494140625,36.11171340942383,36.11171340942383,,,,
12120,train,1783136173.380048,76.18656921386719,76.18656921386719,76.18656921386719,70.30003356933594,0.588653564453125,38.64630889892578,38.64630889892578,,,,
12125,train,1783136173.7950423,67.57530212402344,67.57530212402344,67.57530212402344,61.28196716308594,0.62933349609375,56.24781799316406,56.24781799316406,,,,
