run_id,date,architecture_name,dataset_name,variant_name,lane,seed,status,parameter_count,residual_parameter_count,model_size_megabytes,deployable_size_megabytes,macs_per_second_audio,real_time_factor,latency_p50_ms,latency_p95_ms,peak_host_memory_megabytes,mel_error,multi_resolution_stft_error,pesq,stoi,mcd,f0_rmse_cents,periodicity_rmse,vuv_f1,utmos_strong,las_rmse,test_utterance_count,timed_utterance_count,rtf_warmup_iterations,rtf_repetitions_executed,pesq_failure_count,stoi_failure_count,mel_error_failure_count,multi_resolution_stft_error_failure_count,mcd_failure_count,las_rmse_failure_count,utmos_strong_failure_count,session_build_seconds,mac_status,group_pesq_delta,group_rtf_speedup,group_size_ratio,classification,classification_basis
s2_bigvgan_baseline_b200_s42_20260721_1918,2026-07-21,bigvgan,ljspeech,baseline_b200,b200,42,completed,14025154.0,14025154.0,53.508399963378906,53.708651542663574,29.65152384,0.005454366771355581,34.82048034667969,51.37049102783203,7057.97265625,0.24617151532854353,0.9940402814320155,3.3204589094434467,0.9736799352640295,10.146419041326313,34.44985642105056,0.13864665451881436,0.9485977145161517,4.062249079204741,8.660004210699173,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,0.0,1.0,1.0,denominator,Same-lane identity denominator.
s2_bigvgan_baseline_b200_s43_20260721_1918,2026-07-21,bigvgan,ljspeech,baseline_b200,b200,43,completed,14025154.0,14025154.0,53.508399963378906,53.708651542663574,29.65152384,0.0056614598662537135,37.13331604003906,51.347023010253906,7153.39453125,0.24617125857444036,0.9940418294497899,3.3200261933462962,0.9736799878640136,10.146328484278468,34.47813743841543,0.13865233972006263,0.9486310202052883,4.062243255887712,8.660073429289318,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,0.0,1.0,1.0,denominator,Same-lane identity denominator.
s2_bigvgan_baseline_b200_s44_20260721_1918,2026-07-21,bigvgan,ljspeech,baseline_b200,b200,44,completed,14025154.0,14025154.0,53.508399963378906,53.708651542663574,29.65152384,0.005136947202169238,34.324440002441406,47.10295867919922,7044.8203125,0.2461717789513724,0.9940415178026472,3.319832701455979,0.9736799627174939,10.146495394358814,34.456578998094066,0.13864829093872197,0.9486688894828904,4.062251388458979,8.66009880792527,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,0.0,1.0,1.0,denominator,Same-lane identity denominator.
s2_bigvgan_baseline_cpu_s42_20260721_0649,2026-07-21,bigvgan,ljspeech,baseline_cpu,cpu,42,completed,14025154.0,14025154.0,53.508399963378906,53.701632499694824,29.65152384,0.37641332790362614,2477.059814453125,4083.017578125,14950.55078125,0.24623067378997804,0.9941283518927438,3.3207955060686385,0.9736769608157151,10.148558181377638,34.459085327221324,0.13863895303370827,0.9486096131301289,4.061810559318179,8.66453135899135,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,0.0,1.0,1.0,denominator,Same-lane identity denominator.
s2_bigvgan_baseline_cpu_s43_20260721_0649,2026-07-21,bigvgan,ljspeech,baseline_cpu,cpu,43,completed,14025154.0,14025154.0,53.508399963378906,53.701632499694824,29.65152384,0.380375039395964,2366.1064453125,4213.6279296875,14683.84765625,0.24623067378997804,0.9941283518927438,3.3207955060686385,0.9736769608157151,10.148558181377638,34.48328171662741,0.13863895303370827,0.9486522986888751,4.061810559318179,8.66453135899135,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,0.0,1.0,1.0,denominator,Same-lane identity denominator.
s2_bigvgan_baseline_cpu_s44_20260721_0649,2026-07-21,bigvgan,ljspeech,baseline_cpu,cpu,44,completed,14025154.0,14025154.0,53.508399963378906,53.701632499694824,29.65152384,0.399938450352933,2467.025634765625,4519.87841796875,14681.92578125,0.24623067378997804,0.9941283518927438,3.3207955060686385,0.9736769608157151,10.148558181377638,34.46353006976372,0.13863895303370827,0.9486677437584563,4.061810559318179,8.66453135899135,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,0.0,1.0,1.0,denominator,Same-lane identity denominator.
s2_bigvgan_fp16_weights_s42_20260721_1443,2026-07-21,bigvgan,ljspeech,fp16_weights,b200,42,completed,14025154.0,14025154.0,26.754199981689453,26.968600273132324,29.65152384,0.005055035825184763,33.9283447265625,45.02100372314453,8764.7578125,0.23940282929511297,0.9795747990835281,3.318409303483509,0.973659290521986,9.78869982919605,34.46083418392702,0.13871484482367866,0.9485498055231883,4.060922912870135,8.105729527246384,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,-0.0016978627159485171,1.0095606565622108,0.502127674006296,beneficial,Objective PESQ stayed within 0.05 while same-lane speed improved by at least 10% or deployable size fell by at least 45%.
s2_bigvgan_fp16_weights_s43_20260721_1443,2026-07-21,bigvgan,ljspeech,fp16_weights,b200,43,completed,14025154.0,14025154.0,26.754199981689453,26.968600273132324,29.65152384,0.005319756083147486,35.84286117553711,46.554439544677734,8860.703125,0.23940186585698808,0.9795731524058751,3.3184069429125103,0.9736592711463908,9.788832430687153,34.49113797485432,0.13870717911482364,0.9485991606686517,4.060921532313029,8.105631128038679,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,-0.0016978627159485171,1.0095606565622108,0.502127674006296,beneficial,Objective PESQ stayed within 0.05 while same-lane speed improved by at least 10% or deployable size fell by at least 45%.
s2_bigvgan_fp16_weights_s44_20260721_1443,2026-07-21,bigvgan,ljspeech,fp16_weights,b200,44,completed,14025154.0,14025154.0,26.754199981689453,26.968600273132324,29.65152384,0.005724066277289818,37.62777328491211,48.65498352050781,8870.80078125,0.23940174772625877,0.9795736905506679,3.3184079697018576,0.9736592841380114,9.78872171188675,34.46850622685378,0.1387069483125598,0.9486185099039616,4.060925130844116,8.105722083137149,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,-0.0016978627159485171,1.0095606565622108,0.502127674006296,beneficial,Objective PESQ stayed within 0.05 while same-lane speed improved by at least 10% or deployable size fell by at least 45%.
s2_bigvgan_pruned_30_s42_20260721_1443r,2026-07-21,bigvgan,ljspeech,pruned_30,b200,42,completed,14025154.0,14025154.0,53.508399963378906,53.708651542663574,29.65152384,0.005747850039880497,38.06544876098633,50.56740188598633,8783.6796875,0.3497506161530813,1.1167711871010917,3.172167192186628,0.9698678124280173,18.005094295144715,34.54862993058599,0.16914080214382338,0.9354440711424938,3.988535313379197,8.640141441708518,525.0,520.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,partial,-0.14799160351828933,0.9245817775661377,1.0,harmful,Dense masking caused more than 0.10 PESQ loss and provides no physical storage or sparse-kernel deployment gain.
