architecture_name,variant_name,lane,baseline_variant,metric,statistical_unit,seed_handling,n,mean_delta,standard_deviation,standard_error,confidence_level,ci_lower,ci_upper,direction
bigvgan,fp16_weights,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,-0.0016978627159481923,0.017425107880204124,0.0007604940557505419,0.95,-0.0031918544421228154,-0.0002038709897735692,higher_is_better
bigvgan,fp16_weights,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,-2.0680013049632073e-05,2.033844857919841e-05,8.876426679251789e-07,0.95,-2.2423788417305406e-05,-1.893623768195874e-05,higher_is_better
bigvgan,fp16_weights,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,-0.006769369991998824,0.0028346218132256833,0.00012371303833980639,0.95,-0.0070124044434873205,-0.006526335540510328,lower_is_better
bigvgan,fp16_weights,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,-0.014467328881460522,0.005490218034814676,0.00023961275929857098,0.95,-0.014938048510589828,-0.013996609252331217,lower_is_better
bigvgan,fp16_weights,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,-0.3576629827312146,0.2525890855629797,0.0110238914696384,0.95,-0.3793194342463191,-0.3360065312161101,lower_is_better
bigvgan,fp16_weights,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,-0.5543645698305161,0.1414287168487799,0.00617245524190486,0.95,-0.5664903675167164,-0.5422387721443157,lower_is_better
bigvgan,fp16_weights,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,-0.001324715841384173,0.0032647936298503375,0.00014248727559236962,0.95,-0.0016046323104354327,-0.0010447993723329133,higher_is_better
bigvgan,pruned_30,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,-0.14799160351828924,0.0891528353040732,0.0038909487257223507,0.95,-0.15563537819245407,-0.14034782884412442,higher_is_better
bigvgan,pruned_30,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,-0.003812129188007355,0.001621223387776905,7.075598945638488e-05,0.95,-0.003951129436629696,-0.0036731289393850137,higher_is_better
bigvgan,pruned_30,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,0.10357938872443305,0.005942746950113029,0.0002593627403320087,0.95,0.10306987022760328,0.10408890722126282,lower_is_better
bigvgan,pruned_30,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,0.12273021785039752,0.01643139229537921,0.0007171247520675184,0.95,0.12132142518709847,0.12413901051369657,lower_is_better
bigvgan,pruned_30,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,7.858671625530404,0.8206232521142615,0.0358149349509946,0.95,7.788313131488709,7.929030119572098,lower_is_better
bigvgan,pruned_30,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,-0.019925956120566753,0.11372894285195917,0.0049635379935848555,0.95,-0.029676834038541697,-0.01017507820259181,lower_is_better
bigvgan,pruned_30,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,-0.07370764702085465,0.12253410168032378,0.005347826630128565,0.95,-0.08421346054827708,-0.06320183349343222,higher_is_better
bigvgan,pruned_50,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,-1.14881622223627,0.13625227995058653,0.00594653701413216,0.95,-1.1604982032212978,-1.137134241251242,higher_is_better
bigvgan,pruned_50,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,-0.025048310274556285,0.003320737179013089,0.00014492885224649146,0.95,-0.025333023224648386,-0.024763597324464183,higher_is_better
bigvgan,pruned_50,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,0.4705953264047229,0.020089115054025455,0.0008767608607595099,0.95,0.468872928363734,0.4723177244457118,lower_is_better
bigvgan,pruned_50,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,0.6507870347537691,0.037121592685738544,0.0016201191276163423,0.95,0.6476043082698818,0.6539697612376564,lower_is_better
bigvgan,pruned_50,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,21.587324907723655,1.0680690412213034,0.046614354560338404,0.95,21.495750937476924,21.678898877970386,lower_is_better
bigvgan,pruned_50,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,1.8036015495421394,0.21659667044261743,0.009453053691225703,0.95,1.7850310112256529,1.8221720878586258,lower_is_better
bigvgan,pruned_50,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,-0.6568376061272999,0.21025762843292176,0.009176395216531078,0.95,-0.674864648450564,-0.6388105638040358,higher_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,0.016559768707033188,0.1160685784338184,0.005065648061703731,0.95,0.006608295405339996,0.026511242008726378,higher_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,0.0011127542135097757,0.001523990847567494,6.651241349902808e-05,0.95,0.000982090476293073,0.0012434179507264784,higher_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,-0.020933531447062417,0.003149289435167531,0.00013744625925695176,0.95,-0.02120354483187564,-0.020663518062249194,lower_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,-0.023612040792192732,0.009081271012466547,0.0003963391602003449,0.95,-0.02439064967364406,-0.022833431910741404,lower_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,-0.9765071631202992,0.3014933908836423,0.013158250335744762,0.95,-1.0023565658656448,-0.9506577603749535,lower_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,-0.5385944620768229,0.11724309892483079,0.005116908338421265,0.95,-0.5486466362698884,-0.5285422878837575,lower_is_better
bigvgan,pruned_50_recovered,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,0.009886659591916997,0.1613737054610744,0.007042925909056021,0.95,-0.003949179040386585,0.02372249822422058,higher_is_better
bigvgan,pruned_70,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,-2.241863307271685,0.1607961027895966,0.007017717261783109,0.95,-2.2556496234781798,-2.22807699106519,higher_is_better
bigvgan,pruned_70,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,-0.1870926618805734,0.0117851726276375,0.0005143471013740044,0.95,-0.18810309754147583,-0.186082226219671,higher_is_better
bigvgan,pruned_70,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,1.7590883820965177,0.07315477855816371,0.00319273628752874,0.95,1.752816246816357,1.7653605173766784,lower_is_better
