step,split,time_unix,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial,train_generator_loss_amplitude,train_generator_loss_consistency,train_generator_loss_feature_matching,train_generator_loss_mel,train_generator_loss_phase,train_generator_loss_real_imaginary,train_discriminator_loss,train_discriminator_loss_total,train_discriminator_loss_period,train_discriminator_loss_resolution,val_loss,val_loss_total,val_loss_amplitude,val_loss_consistency,val_loss_mel,val_loss_phase,val_loss_real_imaginary
255,train,1783387850.2257297,,,,,,,,,,,9.437744140625,9.437744140625,7.9375,1.500244140625,,,,,,,
260,train,1783387850.86096,536.5457153320312,536.5457153320312,536.5457153320312,15.3203125,0.8120465278625488,0.4077880382537842,24.571866989135742,0.32379963994026184,4.0625,0.4708888828754425,,,,,,,,,,,
265,train,1783387851.4270654,,,,,,,,,,,9.9090576171875,9.9090576171875,8.166015625,1.7430419921875,,,,,,,
270,train,1783387852.060804,534.9920654296875,534.9920654296875,534.9920654296875,16.359375,0.7983347773551941,0.3905360996723175,22.3319034576416,0.34347525238990784,4.0625,0.47433891892433167,,,,,,,,,,,
275,train,1783387852.6250052,,,,,,,,,,,9.9122314453125,9.9122314453125,8.14453125,1.7677001953125,,,,,,,
280,train,1783387853.260943,538.4629516601562,538.4629516601562,538.4629516601562,17.4140625,0.7928413152694702,0.4366149306297302,23.63953971862793,0.3455256521701813,4.0625,0.4563376009464264,,,,,,,,,,,
285,train,1783387853.8228476,,,,,,,,,,,9.5537109375,9.5537109375,8.0546875,1.4990234375,,,,,,,
290,train,1783387854.4568899,529.5370483398438,529.5370483398438,529.5370483398438,15.8984375,0.7537249326705933,0.3367905020713806,21.92884063720703,0.3377191424369812,4.0625,0.4764261841773987,,,,,,,,,,,
295,train,1783387855.022291,,,,,,,,,,,9.38037109375,9.38037109375,7.4091796875,1.97119140625,,,,,,,
300,train,1783387855.6949987,532.3177490234375,532.3177490234375,532.3177490234375,18.359375,0.7547332644462585,0.3945053815841675,19.750247955322266,0.3496478199958801,4.0625,0.46129417419433594,,,,,,,,,,,
305,train,1783387856.2556248,,,,,,,,,,,10.014404296875,10.014404296875,8.197265625,1.817138671875,,,,,,,
310,train,1783387856.8919868,525.1061401367188,525.1061401367188,525.1061401367188,15.609375,0.7503464818000793,0.3425501883029938,19.931896209716797,0.32218775153160095,4.0625,0.4419122338294983,,,,,,,,,,,
315,train,1783387857.4590976,,,,,,,,,,,10.8653564453125,10.8653564453125,7.712890625,3.1524658203125,,,,,,,
320,train,1783387858.0965593,537.9241943359375,537.9241943359375,537.9241943359375,16.3984375,0.8532194495201111,0.3860357105731964,22.7934513092041,0.35480234026908875,4.03125,0.5111051201820374,,,,,,,,,,,
325,train,1783387858.6596808,,,,,,,,,,,9.78070068359375,9.78070068359375,7.791015625,1.98968505859375,,,,,,,
330,train,1783387859.296909,522.711181640625,522.711181640625,522.711181640625,16.78125,0.7082983255386353,0.3464266359806061,18.503986358642578,0.33416086435317993,4.03125,0.4650239944458008,,,,,,,,,,,
335,train,1783387859.8609195,,,,,,,,,,,9.971923828125,9.971923828125,7.8125,2.159423828125,,,,,,,
340,train,1783387860.4993632,525.2274169921875,525.2274169921875,525.2274169921875,16.2265625,0.747427761554718,0.33817410469055176,20.060983657836914,0.3363359570503235,4.03125,0.4656140208244324,,,,,,,,,,,
345,train,1783387861.0656266,,,,,,,,,,,10.16888427734375,10.16888427734375,7.955078125,2.21380615234375,,,,,,,
350,train,1783387861.7748935,523.1661376953125,523.1661376953125,523.1661376953125,16.890625,0.7478422522544861,0.3559899926185608,16.424510955810547,0.32766830921173096,4.03125,0.4762989282608032,,,,,,,,,,,
355,train,1783387862.375487,,,,,,,,,,,10.722686767578125,10.722686767578125,7.3984375,3.324249267578125,,,,,,,
360,train,1783387863.0226133,522.4332275390625,522.4332275390625,522.4332275390625,17.8671875,0.7455344796180725,0.3424721956253052,17.469648361206055,0.3226429224014282,4.0,0.5248262882232666,,,,,,,,,,,
365,train,1783387863.5875516,,,,,,,,,,,10.80975341796875,10.80975341796875,7.67578125,3.13397216796875,,,,,,,
370,train,1783387864.2228215,514.15576171875,514.15576171875,514.15576171875,14.1083984375,0.742626965045929,0.3237910270690918,16.641807556152344,0.33117684721946716,3.984375,0.5003068447113037,,,,,,,,,,,
375,train,1783387864.7873216,,,,,,,,,,,11.29638671875,11.29638671875,7.859375,3.43701171875,,,,,,,
380,train,1783387865.4225814,508.56707763671875,508.56707763671875,508.56707763671875,16.3671875,0.7536447644233704,0.28565314412117004,14.651589393615723,0.31141525506973267,3.96875,0.46147215366363525,,,,,,,,,,,
385,train,1783387865.9850068,,,,,,,,,,,11.089111328125,11.089111328125,7.783203125,3.305908203125,,,,,,,
390,train,1783387869.0363007,506.3067932128906,506.3067932128906,506.3067932128906,15.4765625,0.7566553354263306,0.2690088152885437,13.444944381713867,0.32082870602607727,3.96875,0.462068647146225,,,,,,,,,,,
395,train,1783387869.7452226,,,,,,,,,,,11.7744140625,11.7744140625,7.8173828125,3.95703125,,,,,,,
400,train,1783387870.4215772,511.0207824707031,511.0207824707031,511.0207824707031,15.9609375,0.8228018283843994,0.29470330476760864,13.514034271240234,0.31030184030532837,3.9375,0.5176547169685364,,,,,,,,,,,
405,train,1783387870.9849293,,,,,,,,,,,11.736328125,11.736328125,7.8984375,3.837890625,,,,,,,
410,train,1783387871.6193278,497.2088928222656,497.2088928222656,497.2088928222656,14.4453125,0.759343147277832,0.21494027972221375,11.830188751220703,0.3162028193473816,3.9375,0.41914480924606323,,,,,,,,,,,
415,train,1783387872.1853774,,,,,,,,,,,10.907470703125,10.907470703125,7.203125,3.704345703125,,,,,,,
420,train,1783387872.8264742,502.34869384765625,502.34869384765625,502.34869384765625,13.8125,0.7771732211112976,0.3075982332229614,13.808574676513672,0.309893935918808,3.890625,0.4881713390350342,,,,,,,,,,,
425,train,1783387873.3950243,,,,,,,,,,,11.252685546875,11.252685546875,7.544921875,3.707763671875,,,,,,,
430,train,1783387874.03035,507.0069274902344,507.0069274902344,507.0069274902344,17.5703125,0.8074790835380554,0.2667219936847687,14.307903289794922,0.3156086504459381,3.890625,0.5019395351409912,,,,,,,,,,,
435,train,1783387874.5948436,,,,,,,,,,,11.578125,11.578125,7.62890625,3.94921875,,,,,,,
440,train,1783387875.226869,497.45269775390625,497.45269775390625,497.45269775390625,15.6875,0.7426511645317078,0.2511940598487854,14.373591423034668,0.3005182147026062,3.875,0.4698943495750427,,,,,,,,,,,
445,train,1783387875.7896056,,,,,,,,,,,11.546142578125,11.546142578125,7.7158203125,3.830322265625,,,,,,,
450,train,1783387876.4580379,497.17742919921875,497.17742919921875,497.17742919921875,15.0859375,0.7240879535675049,0.2524854838848114,14.829360961914062,0.29746127128601074,3.875,0.4873458743095398,,,,,,,,,,,
455,train,1783387877.0239046,,,,,,,,,,,10.72509765625,10.72509765625,7.0556640625,3.66943359375,,,,,,,
460,train,1783387877.663283,499.8851318359375,499.8851318359375,499.8851318359375,15.46484375,0.7500105500221252,0.2566903233528137,15.564046859741211,0.3018290102481842,3.875,0.48827508091926575,,,,,,,,,,,
465,train,1783387878.2286935,,,,,,,,,,,11.5625,11.5625,7.87939453125,3.68310546875,,,,,,,
470,train,1783387878.8637764,496.56488037109375,496.56488037109375,496.56488037109375,15.703125,0.7229212522506714,0.23737262189388275,14.744071960449219,0.2935570776462555,3.875,0.4820972681045532,,,,,,,,,,,
475,train,1783387879.4264364,,,,,,,,,,,11.9835205078125,11.9835205078125,8.2459716796875,3.737548828125,,,,,,,
480,train,1783387880.06104,492.1078186035156,492.1078186035156,492.1078186035156,14.984375,0.7495644092559814,0.22615434229373932,13.789562225341797,0.2867136001586914,3.875,0.41165459156036377,,,,,,,,,,,
485,train,1783387880.6280668,,,,,,,,,,,11.05712890625,11.05712890625,7.333984375,3.72314453125,,,,,,,
490,train,1783387881.262165,493.0658874511719,493.0658874511719,493.0658874511719,15.7421875,0.7567980289459229,0.220243439078331,15.223270416259766,0.2939892113208771,3.84375,0.4645345211029053,,,,,,,,,,,
495,train,1783387881.8300898,,,,,,,,,,,11.268798828125,11.268798828125,7.5380859375,3.730712890625,,,,,,,
500,train,1783387882.5001523,486.159423828125,486.159423828125,486.159423828125,16.2109375,0.6941986083984375,0.22450214624404907,13.244270324707031,0.279009073972702,3.84375,0.417939156293869,,,,,,,,,,,
505,train,1783387883.062425,,,,,,,,,,,11.3746337890625,11.3746337890625,7.537109375,3.8375244140625,,,,,,,
510,train,1783387883.6946507,491.8040466308594,491.8040466308594,491.8040466308594,15.83203125,0.721137285232544,0.22441366314888,14.235929489135742,0.28812867403030396,3.84375,0.49378952383995056,,,,,,,,,,,
515,train,1783387884.2599337,,,,,,,,,,,11.4471435546875,11.4471435546875,7.73681640625,3.7103271484375,,,,,,,
520,train,1783387884.8940449,491.8885192871094,491.8885192871094,491.8885192871094,14.65625,0.7370707988739014,0.24106621742248535,14.667215347290039,0.2777593433856964,3.84375,0.48999372124671936,,,,,,,,,,,
525,train,1783387885.4628248,,,,,,,,,,,11.166015625,11.166015625,7.2412109375,3.9248046875,,,,,,,
530,train,1783387886.097555,485.03717041015625,485.03717041015625,485.03717041015625,12.24609375,0.7120240926742554,0.22845210134983063,13.357343673706055,0.2811015546321869,3.84375,0.4547281861305237,,,,,,,,,,,
535,train,1783387886.660325,,,,,,,,,,,11.34130859375,11.34130859375,7.48388671875,3.857421875,,,,,,,
540,train,1783387887.2973948,487.4561462402344,487.4561462402344,487.4561462402344,14.171875,0.7377831935882568,0.24488107860088348,13.55540943145752,0.2855231761932373,3.8125,0.45912033319473267,,,,,,,,,,,
545,train,1783387887.8625393,,,,,,,,,,,11.1923828125,11.1923828125,7.3955078125,3.796875,,,,,,,
550,train,1783387888.537559,481.29888916015625,481.29888916015625,481.29888916015625,14.609375,0.700476884841919,0.21379554271697998,11.920350074768066,0.2698080539703369,3.8125,0.4330125153064728,,,,,,,,,,,
555,train,1783387889.0986037,,,,,,,,,,,11.97509765625,11.97509765625,7.96484375,4.01025390625,,,,,,,
560,train,1783387889.7370646,484.67669677734375,484.67669677734375,484.67669677734375,12.1865234375,0.7364450097084045,0.2317754328250885,12.230514526367188,0.27782362699508667,3.8125,0.4930594861507416,,,,,,,,,,,
565,train,1783387890.3025956,,,,,,,,,,,11.61865234375,11.61865234375,7.61376953125,4.0048828125,,,,,,,
570,train,1783387890.9444094,491.51873779296875,491.51873779296875,491.51873779296875,14.578125,0.7496700286865234,0.26486679911613464,11.493173599243164,0.2811444103717804,3.8125,0.5587065815925598,,,,,,,,,,,
575,train,1783387891.5105736,,,,,,,,,,,11.04296875,11.04296875,6.890625,4.15234375,,,,,,,
580,train,1783387892.153366,484.27734375,484.27734375,484.27734375,14.7265625,0.7114999294281006,0.22822031378746033,10.540731430053711,0.2750239074230194,3.8125,0.4965902864933014,,,,,,,,,,,
585,train,1783387892.7252078,,,,,,,,,,,11.513671875,11.513671875,7.34375,4.169921875,,,,,,,
590,train,1783387893.3691256,478.165283203125,478.165283203125,478.165283203125,12.390625,0.7501853108406067,0.18357007205486298,10.116153717041016,0.27714216709136963,3.8125,0.4259580373764038,,,,,,,,,,,
595,train,1783387893.9586873,,,,,,,,,,,10.9716796875,10.9716796875,7.0205078125,3.951171875,,,,,,,
600,train,1783387894.6364193,480.7535400390625,480.7535400390625,480.7535400390625,13.77734375,0.6971255540847778,0.2168518602848053,10.658884048461914,0.26790401339530945,3.8125,0.46961456537246704,,,,,,,,,,,
605,train,1783387895.1965866,,,,,,,,,,,11.64501953125,11.64501953125,7.48828125,4.15673828125,,,,,,,
610,train,1783387895.831231,479.2165222167969,479.2165222167969,479.2165222167969,13.51953125,0.7230780720710754,0.20075732469558716,10.013710021972656,0.26861318945884705,3.8125,0.44495758414268494,,,,,,,,,,,
615,train,1783387896.3975656,,,,,,,,,,,10.919921875,10.919921875,6.8515625,4.068359375,,,,,,,
620,train,1783387897.0355806,479.8337097167969,479.8337097167969,479.8337097167969,13.1953125,0.6951284408569336,0.22080585360527039,10.951543807983398,0.26514649391174316,3.8125,0.4564052224159241,,,,,,,,,,,
625,train,1783387897.600181,,,,,,,,,,,11.146484375,11.146484375,7.130859375,4.015625,,,,,,,
630,train,1783387898.2349582,495.842041015625,495.842041015625,495.842041015625,15.6875,0.7959155440330505,0.2634490728378296,13.002937316894531,0.28738778829574585,3.8125,0.5455057621002197,,,,,,,,,,,
635,train,1783387898.7978687,,,,,,,,,,,11.375,11.375,7.34375,4.03125,,,,,,,
640,train,1783387899.436617,483.6930847167969,483.6930847167969,483.6930847167969,14.140625,0.7004311680793762,0.21433418989181519,12.537836074829102,0.26511090993881226,3.8125,0.48711496591567993,,,,,,,,,,,
645,train,1783387900.003721,,,,,,,,,,,11.15576171875,11.15576171875,7.1259765625,4.02978515625,,,,,,,
650,train,1783387900.6746655,481.14959716796875,481.14959716796875,481.14959716796875,16.0390625,0.7229530215263367,0.18259374797344208,11.091296195983887,0.2600100040435791,3.8125,0.43487048149108887,,,,,,,,,,,
655,train,1783387901.2385685,,,,,,,,,,,11.240234375,11.240234375,7.248046875,3.9921875,,,,,,,
660,train,1783387901.8785923,487.83233642578125,487.83233642578125,487.83233642578125,13.875,0.7192609906196594,0.24395282566547394,12.497564315795898,0.2691197097301483,3.8125,0.5334390997886658,,,,,,,,,,,
665,train,1783387902.4438748,,,,,,,,,,,11.048828125,11.048828125,7.03515625,4.013671875,,,,,,,
670,train,1783387903.0799506,483.7184143066406,483.7184143066406,483.7184143066406,14.5859375,0.7207987308502197,0.218722403049469,11.600201606750488,0.2629948854446411,3.8125,0.4759790897369385,,,,,,,,,,,
675,train,1783387903.6416268,,,,,,,,,,,10.7490234375,10.7490234375,6.89453125,3.8544921875,,,,,,,
680,train,1783387904.277239,485.01959228515625,485.01959228515625,485.01959228515625,13.33984375,0.7091017961502075,0.23838186264038086,11.848612785339355,0.2666708827018738,3.8125,0.515426754951477,,,,,,,,,,,
685,train,1783387904.8435287,,,,,,,,,,,10.86669921875,10.86669921875,6.9619140625,3.90478515625,,,,,,,
690,train,1783387905.4837627,478.3065490722656,478.3065490722656,478.3065490722656,13.9140625,0.6647433638572693,0.2123917043209076,11.303716659545898,0.26789790391921997,3.796875,0.4791618883609772,,,,,,,,,,,
695,train,1783387906.0523424,,,,,,,,,,,10.7041015625,10.7041015625,6.9423828125,3.76171875,,,,,,,
700,train,1783387906.7217674,484.48577880859375,484.48577880859375,484.48577880859375,14.10546875,0.7209183573722839,0.23539438843727112,11.551864624023438,0.2757105827331543,3.8125,0.4752754867076874,,,,,,,,,,,
705,train,1783387907.2811399,,,,,,,,,,,10.2744140625,10.2744140625,6.5751953125,3.69921875,,,,,,,
710,train,1783387907.9180439,475.7072448730469,475.7072448730469,475.7072448730469,13.96875,0.6984419822692871,0.18001645803451538,10.763147354125977,0.26567748188972473,3.796875,0.4330939054489136,,,,,,,,,,,
715,train,1783387908.4824893,,,,,,,,,,,10.3681640625,10.3681640625,6.73046875,3.6376953125,,,,,,,
720,train,1783387909.117376,477.8037414550781,477.8037414550781,477.8037414550781,11.3671875,0.7150249481201172,0.20787307620048523,10.610679626464844,0.2656402587890625,3.8125,0.45203709602355957,,,,,,,,,,,
725,train,1783387909.6831982,,,,,,,,,,,11.78173828125,11.78173828125,7.52001953125,4.26171875,,,,,,,
730,train,1783387910.3139281,484.9590759277344,484.9590759277344,484.9590759277344,15.2734375,0.7401391267776489,0.22109752893447876,11.319838523864746,0.26694634556770325,3.796875,0.5132790803909302,,,,,,,,,,,
735,train,1783387910.8789213,,,,,,,,,,,11.6875,11.6875,7.1884765625,4.4990234375,,,,,,,
740,train,1783387911.5169096,481.4227600097656,481.4227600097656,481.4227600097656,12.2734375,0.7389543056488037,0.1952252984046936,10.591753005981445,0.28219789266586304,3.8125,0.4849022626876831,,,,,,,,,,,
745,train,1783387912.081573,,,,,,,,,,,11.023193359375,11.023193359375,6.933349609375,4.08984375,,,,,,,
750,train,1783387912.7515056,480.4046325683594,480.4046325683594,480.4046325683594,14.546875,0.683172345161438,0.19679294526576996,10.517448425292969,0.2651273012161255,3.8125,0.48469144105911255,,,,,,,,,,,
755,train,1783387913.3160858,,,,,,,,,,,10.734375,10.734375,6.5625,4.171875,,,,,,,
760,train,1783387913.9547043,479.34820556640625,479.34820556640625,479.34820556640625,11.916015625,0.7512321472167969,0.20801284909248352,10.59640121459961,0.27003195881843567,3.796875,0.47818541526794434,,,,,,,,,,,
765,train,1783387914.5228639,,,,,,,,,,,11.953369140625,11.953369140625,7.620361328125,4.3330078125,,,,,,,
770,train,1783387915.1589696,473.7435302734375,473.7435302734375,473.7435302734375,11.3671875,0.6659899950027466,0.20378786325454712,8.379020690917969,0.26373764872550964,3.8125,0.46642518043518066,,,,,,,,,,,
775,train,1783387915.7190886,,,,,,,,,,,11.763671875,11.763671875,7.013671875,4.75,,,,,,,
780,train,1783387916.3222923,474.0574035644531,474.0574035644531,474.0574035644531,10.9375,0.6980623602867126,0.17450353503227234,9.146492004394531,0.26718950271606445,3.8125,0.4596538543701172,,,,,,,,,,,
785,train,1783387916.9747753,,,,,,,,,,,11.369140625,11.369140625,6.890625,4.478515625,,,,,,,
790,train,1783387917.6125782,475.56866455078125,475.56866455078125,475.56866455078125,14.2265625,0.6609291434288025,0.1846880316734314,8.788838386535645,0.2568565607070923,3.8125,0.4653763771057129,,,,,,,,,,,
795,train,1783387918.17413,,,,,,,,,,,11.298828125,11.298828125,7.00390625,4.294921875,,,,,,,
800,train,1783387918.8610961,473.74078369140625,473.74078369140625,473.74078369140625,12.8359375,0.6930583715438843,0.16210713982582092,9.28044605255127,0.2573288381099701,3.8125,0.43471401929855347,,,,,,,,,,,
805,train,1783387919.4403996,,,,,,,,,,,11.35205078125,11.35205078125,6.86767578125,4.484375,,,,,,,
810,train,1783387920.085927,467.59100341796875,467.59100341796875,467.59100341796875,13.375,0.6704056262969971,0.11984280496835709,8.116524696350098,0.2554731070995331,3.8125,0.37871235609054565,,,,,,,,,,,
815,train,1783387920.6515915,,,,,,,,,,,11.44921875,11.44921875,7.05078125,4.3984375,,,,,,,
820,train,1783387921.288444,477.01409912109375,477.01409912109375,477.01409912109375,13.9921875,0.6846046447753906,0.17971721291542053,9.986052513122559,0.2580879032611847,3.8125,0.45616477727890015,,,,,,,,,,,
825,train,1783387921.854899,,,,,,,,,,,11.7333984375,11.7333984375,7.2412109375,4.4921875,,,,,,,
830,train,1783387922.4959939,477.1237487792969,477.1237487792969,477.1237487792969,13.5703125,0.6809540390968323,0.2026561051607132,9.114452362060547,0.2558826506137848,3.8125,0.4702625870704651,,,,,,,,,,,
835,train,1783387923.0625167,,,,,,,,,,,11.453125,11.453125,6.84765625,4.60546875,,,,,,,
840,train,1783387923.698372,482.0714416503906,482.0714416503906,482.0714416503906,12.390625,0.7026550769805908,0.21570119261741638,9.94766616821289,0.2707022726535797,3.8125,0.5383449792861938,,,,,,,,,,,
845,train,1783387924.267137,,,,,,,,,,,11.541015625,11.541015625,7.07421875,4.466796875,,,,,,,
850,train,1783387924.9399307,482.42486572265625,482.42486572265625,482.42486572265625,10.67578125,0.7620335221290588,0.2535531520843506,10.249942779541016,0.26016366481781006,3.8125,0.4908977746963501,,,,,,,,,,,
855,train,1783387925.5044897,,,,,,,,,,,11.6357421875,11.6357421875,6.763671875,4.8720703125,,,,,,,
