step,split,time_unix,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial,train_generator_loss_amplitude,train_generator_loss_consistency,train_generator_loss_feature_matching,train_generator_loss_mel,train_generator_loss_phase,train_generator_loss_real_imaginary,train_discriminator_loss,train_discriminator_loss_total,train_discriminator_loss_period,train_discriminator_loss_resolution,val_loss,val_loss_total,val_loss_amplitude,val_loss_consistency,val_loss_mel,val_loss_phase,val_loss_real_imaginary
28805,train,1783391437.85893,,,,,,,,,,,8.0703125,8.0703125,5.4287109375,2.6416015625,,,,,,,
28810,train,1783391438.4976113,464.619873046875,464.619873046875,464.619873046875,19.0859375,0.7016428709030151,0.10152406990528107,17.51226234436035,0.1854521930217743,3.625,0.47852951288223267,,,,,,,,,,,
28815,train,1783391439.0670366,,,,,,,,,,,8.57421875,8.57421875,5.55859375,3.015625,,,,,,,
28820,train,1783391439.707732,464.0208740234375,464.0208740234375,464.0208740234375,13.7109375,0.7205144762992859,0.13137675821781158,18.007299423217773,0.19321545958518982,3.625,0.517174243927002,,,,,,,,,,,
28825,train,1783391440.2754757,,,,,,,,,,,7.810546875,7.810546875,5.0078125,2.802734375,,,,,,,
28830,train,1783391440.9143515,457.4033203125,457.4033203125,457.4033203125,13.4453125,0.671005368232727,0.13163325190544128,16.149761199951172,0.18689769506454468,3.609375,0.5173133611679077,,,,,,,,,,,
28835,train,1783391441.480788,,,,,,,,,,,8.6171875,8.6171875,5.671875,2.9453125,,,,,,,
28840,train,1783391442.1222777,460.0592346191406,460.0592346191406,460.0592346191406,15.4765625,0.6659495830535889,0.11499272286891937,17.668254852294922,0.18297018110752106,3.609375,0.5230739116668701,,,,,,,,,,,
28845,train,1783391442.694108,,,,,,,,,,,8.798828125,8.798828125,5.953125,2.845703125,,,,,,,
28850,train,1783391443.36813,454.4276428222656,454.4276428222656,454.4276428222656,13.171875,0.6694740653038025,0.1171170100569725,16.32012176513672,0.18487198650836945,3.609375,0.4715508818626404,,,,,,,,,,,
28855,train,1783391443.9307756,,,,,,,,,,,8.2021484375,8.2021484375,5.572265625,2.6298828125,,,,,,,
28860,train,1783391444.537957,459.8955383300781,459.8955383300781,459.8955383300781,14.0234375,0.7006322741508484,0.1298922747373581,16.62643814086914,0.18766456842422485,3.609375,0.5206031799316406,,,,,,,,,,,
28865,train,1783391445.1945133,,,,,,,,,,,8.3740234375,8.3740234375,5.6201171875,2.75390625,,,,,,,
28870,train,1783391445.8368952,466.9891052246094,466.9891052246094,466.9891052246094,15.4453125,0.7325469255447388,0.12454632669687271,18.93357276916504,0.1874188631772995,3.625,0.5246049165725708,,,,,,,,,,,
28875,train,1783391446.4062223,,,,,,,,,,,7.86328125,7.86328125,5.38671875,2.4765625,,,,,,,
28880,train,1783391447.045306,460.42694091796875,460.42694091796875,460.42694091796875,16.1171875,0.6941837072372437,0.11300507187843323,17.882648468017578,0.18273667991161346,3.609375,0.48623162508010864,,,,,,,,,,,
28885,train,1783391447.6124156,,,,,,,,,,,8.76171875,8.76171875,5.859375,2.90234375,,,,,,,
28890,train,1783391448.2495716,455.89117431640625,455.89117431640625,455.89117431640625,14.59375,0.6788597702980042,0.10409321635961533,16.707839965820312,0.18107417225837708,3.609375,0.47129711508750916,,,,,,,,,,,
28895,train,1783391448.8173819,,,,,,,,,,,8.9130859375,8.9130859375,5.890625,3.0224609375,,,,,,,
28900,train,1783391449.492067,458.9776611328125,458.9776611328125,458.9776611328125,14.5859375,0.6871516704559326,0.11482121050357819,16.386959075927734,0.18450643122196198,3.609375,0.5247374773025513,,,,,,,,,,,
28905,train,1783391450.0568447,,,,,,,,,,,8.2353515625,8.2353515625,5.7392578125,2.49609375,,,,,,,
28910,train,1783391450.6980605,458.2440185546875,458.2440185546875,458.2440185546875,16.234375,0.6763943433761597,0.09902456402778625,16.551986694335938,0.1807459145784378,3.625,0.45400553941726685,,,,,,,,,,,
28915,train,1783391451.2669938,,,,,,,,,,,8.2119140625,8.2119140625,5.515625,2.6962890625,,,,,,,
28920,train,1783391451.9061773,462.0125732421875,462.0125732421875,462.0125732421875,17.609375,0.688445508480072,0.11813359707593918,17.2115478515625,0.1855773627758026,3.609375,0.5009917616844177,,,,,,,,,,,
28925,train,1783391452.474744,,,,,,,,,,,8.2470703125,8.2470703125,5.4296875,2.8173828125,,,,,,,
28930,train,1783391453.1135528,464.9393310546875,464.9393310546875,464.9393310546875,16.953125,0.725048840045929,0.12156377732753754,18.603227615356445,0.19230476021766663,3.609375,0.5029263496398926,,,,,,,,,,,
28935,train,1783391453.6840677,,,,,,,,,,,8.037109375,8.037109375,5.33203125,2.705078125,,,,,,,
28940,train,1783391454.3245409,457.7826843261719,457.7826843261719,457.7826843261719,15.7734375,0.6792595982551575,0.1027834564447403,17.622926712036133,0.1808202862739563,3.609375,0.46794459223747253,,,,,,,,,,,
28945,train,1783391454.8941174,,,,,,,,,,,8.6259765625,8.6259765625,5.84375,2.7822265625,,,,,,,
28950,train,1783391455.5702977,463.51702880859375,463.51702880859375,463.51702880859375,16.9765625,0.7207788228988647,0.11513453722000122,17.613229751586914,0.1913255900144577,3.609375,0.504477322101593,,,,,,,,,,,
28955,train,1783391456.133365,,,,,,,,,,,8.30078125,8.30078125,5.34765625,2.953125,,,,,,,
28960,train,1783391456.7744088,465.7103271484375,465.7103271484375,465.7103271484375,16.7890625,0.7272120118141174,0.12766233086585999,18.087051391601562,0.19307152926921844,3.609375,0.5261476635932922,,,,,,,,,,,
28965,train,1783391457.3457406,,,,,,,,,,,8.44140625,8.44140625,5.703125,2.73828125,,,,,,,
28970,train,1783391457.9868293,459.75482177734375,459.75482177734375,459.75482177734375,15.984375,0.6948389410972595,0.11125529557466507,16.114763259887695,0.18465636670589447,3.625,0.46826374530792236,,,,,,,,,,,
28975,train,1783391458.5549405,,,,,,,,,,,7.9833984375,7.9833984375,5.333984375,2.6494140625,,,,,,,
28980,train,1783391459.1959891,455.9617004394531,455.9617004394531,455.9617004394531,15.015625,0.6773687601089478,0.11017253994941711,16.320659637451172,0.1807412952184677,3.609375,0.4678381383419037,,,,,,,,,,,
28985,train,1783391459.7651732,,,,,,,,,,,8.36669921875,8.36669921875,5.23828125,3.12841796875,,,,,,,
28990,train,1783391460.4081476,454.8650817871094,454.8650817871094,454.8650817871094,14.8125,0.6667028665542603,0.10143021494150162,17.348857879638672,0.1815582662820816,3.609375,0.44372475147247314,,,,,,,,,,,
28995,train,1783391460.9753146,,,,,,,,,,,8.6875,8.6875,5.64453125,3.04296875,,,,,,,
29000,train,1783391461.6517417,467.2484436035156,467.2484436035156,467.2484436035156,16.2578125,0.7278158664703369,0.13018405437469482,17.299396514892578,0.18741288781166077,3.625,0.5477253198623657,,,,,,,,,,,
29000,validation,1783391462.938351,,,,,,,,,,,,,,,432.3589184570312,432.3589184570312,0.6908632028102875,0.13743599988520144,0.18259051859378814,3.612608463764191,0.5690674677491188
29005,train,1783391463.5120738,,,,,,,,,,,8.427734375,8.427734375,5.640625,2.787109375,,,,,,,
29010,train,1783391464.1523867,461.09576416015625,461.09576416015625,461.09576416015625,16.703125,0.7018924951553345,0.11587230116128922,17.327219009399414,0.18459613621234894,3.609375,0.4879816770553589,,,,,,,,,,,
29015,train,1783391464.719442,,,,,,,,,,,7.853515625,7.853515625,5.0390625,2.814453125,,,,,,,
29020,train,1783391465.3571875,457.229736328125,457.229736328125,457.229736328125,14.4765625,0.7099922895431519,0.09696698188781738,16.526750564575195,0.18621429800987244,3.609375,0.4785243272781372,,,,,,,,,,,
29025,train,1783391465.9276342,,,,,,,,,,,8.244140625,8.244140625,5.5625,2.681640625,,,,,,,
29030,train,1783391466.569884,460.21380615234375,460.21380615234375,460.21380615234375,16.0625,0.6586092114448547,0.11921410262584686,18.25654411315918,0.18310652673244476,3.609375,0.5033986568450928,,,,,,,,,,,
29035,train,1783391467.1387873,,,,,,,,,,,8.443359375,8.443359375,5.34765625,3.095703125,,,,,,,
29040,train,1783391467.778677,456.625732421875,456.625732421875,456.625732421875,14.92578125,0.6706479787826538,0.10356053709983826,16.758615493774414,0.18454396724700928,3.609375,0.4843883514404297,,,,,,,,,,,
29045,train,1783391468.3455997,,,,,,,,,,,7.8408203125,7.8408203125,5.1904296875,2.650390625,,,,,,,
29050,train,1783391469.0233407,455.67926025390625,455.67926025390625,455.67926025390625,14.7578125,0.6950355768203735,0.10848300904035568,16.26892852783203,0.18257462978363037,3.609375,0.4506292939186096,,,,,,,,,,,
29055,train,1783391469.5885503,,,,,,,,,,,8.439453125,8.439453125,5.498046875,2.94140625,,,,,,,
29060,train,1783391470.230539,451.412353515625,451.412353515625,451.412353515625,13.6640625,0.6541451215744019,0.09026312828063965,15.994953155517578,0.17873340845108032,3.609375,0.44915497303009033,,,,,,,,,,,
29065,train,1783391470.7979455,,,,,,,,,,,8.79296875,8.79296875,5.99609375,2.796875,,,,,,,
29070,train,1783391471.4387548,463.1861267089844,463.1861267089844,463.1861267089844,14.421875,0.7214980125427246,0.12087247520685196,17.87717056274414,0.1862456351518631,3.625,0.5022081136703491,,,,,,,,,,,
29075,train,1783391472.0103374,,,,,,,,,,,8.6962890625,8.6962890625,5.626953125,3.0693359375,,,,,,,
29080,train,1783391472.6485379,465.6868591308594,465.6868591308594,465.6868591308594,14.84375,0.6938464045524597,0.14199666678905487,18.286231994628906,0.1865548938512802,3.625,0.5455327033996582,,,,,,,,,,,
29085,train,1783391473.2174313,,,,,,,,,,,8.99267578125,8.99267578125,5.744140625,3.24853515625,,,,,,,
29090,train,1783391473.8567886,454.4105224609375,454.4105224609375,454.4105224609375,14.5703125,0.6728473901748657,0.09829830378293991,16.92003059387207,0.18222443759441376,3.609375,0.44485539197921753,,,,,,,,,,,
29095,train,1783391474.4250894,,,,,,,,,,,8.5009765625,8.5009765625,5.60546875,2.8955078125,,,,,,,
29100,train,1783391475.0991318,465.2354431152344,465.2354431152344,465.2354431152344,17.4765625,0.7195544838905334,0.11585018038749695,17.45867156982422,0.18506324291229248,3.625,0.4973142445087433,,,,,,,,,,,
29105,train,1783391475.6629438,,,,,,,,,,,8.2392578125,8.2392578125,5.44921875,2.7900390625,,,,,,,
29110,train,1783391476.3037384,463.9033203125,463.9033203125,463.9033203125,16.671875,0.6782932877540588,0.13078011572360992,18.014087677001953,0.1828295737504959,3.609375,0.5462608337402344,,,,,,,,,,,
29115,train,1783391476.8690858,,,,,,,,,,,8.0107421875,8.0107421875,5.326171875,2.6845703125,,,,,,,
29120,train,1783391477.5085206,454.4206237792969,454.4206237792969,454.4206237792969,13.53125,0.6641911268234253,0.11075512319803238,15.624452590942383,0.18033245205879211,3.609375,0.49505284428596497,,,,,,,,,,,
29125,train,1783391478.0806668,,,,,,,,,,,8.5625,8.5625,5.681640625,2.880859375,,,,,,,
29130,train,1783391478.723183,461.2110290527344,461.2110290527344,461.2110290527344,15.6796875,0.7057453393936157,0.12208092957735062,17.008275985717773,0.1860521137714386,3.609375,0.5088563561439514,,,,,,,,,,,
29135,train,1783391479.2917604,,,,,,,,,,,7.8427734375,7.8427734375,5.373046875,2.4697265625,,,,,,,
29140,train,1783391479.9340363,460.6587829589844,460.6587829589844,460.6587829589844,16.4140625,0.6916609406471252,0.1305055022239685,16.49740982055664,0.18398995697498322,3.609375,0.49933958053588867,,,,,,,,,,,
29145,train,1783391480.512174,,,,,,,,,,,8.60546875,8.60546875,5.70703125,2.8984375,,,,,,,
29150,train,1783391481.2146742,458.4005126953125,458.4005126953125,458.4005126953125,14.515625,0.683739960193634,0.11646020412445068,16.777406692504883,0.1812518835067749,3.609375,0.5098246932029724,,,,,,,,,,,
29155,train,1783391481.8018177,,,,,,,,,,,8.599609375,8.599609375,5.6171875,2.982421875,,,,,,,
29160,train,1783391482.4628036,461.9072265625,461.9072265625,461.9072265625,16.796875,0.7025793194770813,0.10983321070671082,16.404178619384766,0.18317469954490662,3.625,0.48677197098731995,,,,,,,,,,,
29165,train,1783391483.04929,,,,,,,,,,,7.81640625,7.81640625,5.23828125,2.578125,,,,,,,
29170,train,1783391483.7075753,461.7513732910156,461.7513732910156,461.7513732910156,15.40625,0.7187645435333252,0.11374178528785706,17.71771240234375,0.18658024072647095,3.609375,0.5059667825698853,,,,,,,,,,,
29175,train,1783391484.2953956,,,,,,,,,,,7.91943359375,7.91943359375,5.298828125,2.62060546875,,,,,,,
29180,train,1783391484.9556332,457.2575988769531,457.2575988769531,457.2575988769531,15.3671875,0.6959328651428223,0.11406958103179932,16.24672508239746,0.18326380848884583,3.609375,0.4654825031757355,,,,,,,,,,,
29185,train,1783391485.5431287,,,,,,,,,,,8.23046875,8.23046875,5.529296875,2.701171875,,,,,,,
29190,train,1783391486.2019913,455.05718994140625,455.05718994140625,455.05718994140625,15.7265625,0.6838130354881287,0.106084443628788,16.755348205566406,0.18688558042049408,3.59375,0.4137789011001587,,,,,,,,,,,
29195,train,1783391486.7912362,,,,,,,,,,,8.263671875,8.263671875,5.564453125,2.69921875,,,,,,,
29200,train,1783391487.485293,456.50762939453125,456.50762939453125,456.50762939453125,14.875,0.7065311670303345,0.08400839567184448,17.09626579284668,0.1846635341644287,3.625,0.4144943952560425,,,,,,,,,,,
29205,train,1783391488.071425,,,,,,,,,,,8.3193359375,8.3193359375,5.68359375,2.6357421875,,,,,,,
29210,train,1783391488.724013,460.4940185546875,460.4940185546875,460.4940185546875,15.4296875,0.6954148411750793,0.1269521862268448,17.523460388183594,0.18762023746967316,3.609375,0.4909207224845886,,,,,,,,,,,
29215,train,1783391489.2934022,,,,,,,,,,,8.646484375,8.646484375,5.615234375,3.03125,,,,,,,
29220,train,1783391489.9328732,458.8562316894531,458.8562316894531,458.8562316894531,15.875,0.7073493003845215,0.10540376603603363,16.952838897705078,0.18716849386692047,3.609375,0.46737605333328247,,,,,,,,,,,
29225,train,1783391490.5015204,,,,,,,,,,,8.630859375,8.630859375,5.814453125,2.81640625,,,,,,,
29230,train,1783391491.1395938,456.9032287597656,456.9032287597656,456.9032287597656,15.59375,0.6833921670913696,0.11940813064575195,16.019309997558594,0.18237534165382385,3.609375,0.4657171964645386,,,,,,,,,,,
29235,train,1783391491.7082314,,,,,,,,,,,8.3642578125,8.3642578125,5.70703125,2.6572265625,,,,,,,
29240,train,1783391492.340799,457.2819519042969,457.2819519042969,457.2819519042969,12.8515625,0.687900185585022,0.12971606850624084,16.51668930053711,0.1819186508655548,3.609375,0.5096584558486938,,,,,,,,,,,
29245,train,1783391492.903234,,,,,,,,,,,9.26953125,9.26953125,5.79296875,3.4765625,,,,,,,
29250,train,1783391493.5456693,461.28887939453125,461.28887939453125,461.28887939453125,16.625,0.6876726150512695,0.12514302134513855,16.08028221130371,0.18587911128997803,3.609375,0.5253851413726807,,,,,,,,,,,
29255,train,1783391494.202095,,,,,,,,,,,9.369140625,9.369140625,6.5,2.869140625,,,,,,,
29260,train,1783391494.8442519,459.4613342285156,459.4613342285156,459.4613342285156,15.7421875,0.7199429273605347,0.097122423350811,16.990217208862305,0.18557073175907135,3.625,0.43578505516052246,,,,,,,,,,,
29265,train,1783391495.4170623,,,,,,,,,,,8.8544921875,8.8544921875,6.0556640625,2.798828125,,,,,,,
29270,train,1783391496.0624995,463.82867431640625,463.82867431640625,463.82867431640625,14.8671875,0.7212448716163635,0.1255567967891693,17.10175323486328,0.18737436830997467,3.625,0.5182623863220215,,,,,,,,,,,
29275,train,1783391496.6335402,,,,,,,,,,,7.8271484375,7.8271484375,5.203125,2.6240234375,,,,,,,
29280,train,1783391497.2724512,458.86932373046875,458.86932373046875,458.86932373046875,13.5,0.7080878019332886,0.115182064473629,17.19995880126953,0.18398329615592957,3.609375,0.5076219439506531,,,,,,,,,,,
29285,train,1783391497.838165,,,,,,,,,,,8.224609375,8.224609375,5.55859375,2.666015625,,,,,,,
29290,train,1783391498.4761128,463.2662353515625,463.2662353515625,463.2662353515625,17.0234375,0.7510451674461365,0.11286468803882599,17.505367279052734,0.19170665740966797,3.609375,0.47188156843185425,,,,,,,,,,,
29295,train,1783391499.0461705,,,,,,,,,,,8.916015625,8.916015625,5.8359375,3.080078125,,,,,,,
29300,train,1783391499.7260544,458.223876953125,458.223876953125,458.223876953125,16.1953125,0.6821396350860596,0.09656282514333725,17.554086685180664,0.1843293458223343,3.609375,0.46973395347595215,,,,,,,,,,,
29305,train,1783391500.2964656,,,,,,,,,,,8.4853515625,8.4853515625,5.40625,3.0791015625,,,,,,,
29310,train,1783391500.9419808,456.28314208984375,456.28314208984375,456.28314208984375,15.1328125,0.6671051383018494,0.09732121229171753,17.439983367919922,0.1805320382118225,3.609375,0.470827579498291,,,,,,,,,,,
29315,train,1783391501.5135984,,,,,,,,,,,8.306640625,8.306640625,5.5078125,2.798828125,,,,,,,
29320,train,1783391502.1545937,455.8201599121094,455.8201599121094,455.8201599121094,16.359375,0.686370313167572,0.10182245075702667,16.12183380126953,0.18392543494701385,3.609375,0.43541473150253296,,,,,,,,,,,
29325,train,1783391502.7246754,,,,,,,,,,,8.33984375,8.33984375,5.74609375,2.59375,,,,,,,
29330,train,1783391503.3654876,458.8753662109375,458.8753662109375,458.8753662109375,15.8046875,0.6647457480430603,0.1255359649658203,16.743854522705078,0.17866486310958862,3.609375,0.5049827098846436,,,,,,,,,,,
29335,train,1783391503.9361024,,,,,,,,,,,9.0654296875,9.0654296875,5.921875,3.1435546875,,,,,,,
29340,train,1783391504.5771198,465.0217590332031,465.0217590332031,465.0217590332031,15.1875,0.7161574363708496,0.12691232562065125,18.320091247558594,0.1872582733631134,3.625,0.5144305229187012,,,,,,,,,,,
29345,train,1783391505.1454673,,,,,,,,,,,9.23828125,9.23828125,6.330078125,2.908203125,,,,,,,
29350,train,1783391505.8270879,458.2120666503906,458.2120666503906,458.2120666503906,14.5,0.6895480155944824,0.12073764204978943,15.751408576965332,0.18225064873695374,3.609375,0.5177000164985657,,,,,,,,,,,
29355,train,1783391506.4011831,,,,,,,,,,,8.82421875,8.82421875,5.671875,3.15234375,,,,,,,
29360,train,1783391507.0431614,463.0650939941406,463.0650939941406,463.0650939941406,17.4609375,0.6880170702934265,0.1310378611087799,17.165346145629883,0.18486829102039337,3.609375,0.5169397592544556,,,,,,,,,,,
29365,train,1783391507.611876,,,,,,,,,,,8.62890625,8.62890625,5.828125,2.80078125,,,,,,,
29370,train,1783391508.2560978,460.1810607910156,460.1810607910156,460.1810607910156,16.46875,0.701435387134552,0.11545197665691376,17.018735885620117,0.18203169107437134,3.609375,0.4831598103046417,,,,,,,,,,,
29375,train,1783391508.8249035,,,,,,,,,,,8.6796875,8.6796875,5.8125,2.8671875,,,,,,,
29380,train,1783391509.4614873,461.54119873046875,461.54119873046875,461.54119873046875,14.953125,0.7101733684539795,0.12420076131820679,17.34686279296875,0.18305537104606628,3.609375,0.5212645530700684,,,,,,,,,,,
29385,train,1783391510.031292,,,,,,,,,,,8.685546875,8.685546875,5.833984375,2.8515625,,,,,,,
29390,train,1783391510.6718705,459.10601806640625,459.10601806640625,459.10601806640625,15.4765625,0.6831939220428467,0.1236090138554573,15.976821899414062,0.17997390031814575,3.609375,0.5166159868240356,,,,,,,,,,,
29395,train,1783391511.2462678,,,,,,,,,,,8.171875,8.171875,5.556640625,2.615234375,,,,,,,
29400,train,1783391511.9158776,460.03570556640625,460.03570556640625,460.03570556640625,14.6875,0.6830184459686279,0.11622251570224762,17.560253143310547,0.18025630712509155,3.609375,0.526901364326477,,,,,,,,,,,
29405,train,1783391512.4806433,,,,,,,,,,,8.1572265625,8.1572265625,5.44140625,2.7158203125,,,,,,,
29410,train,1783391513.1191201,464.5098876953125,464.5098876953125,464.5098876953125,14.078125,0.731450080871582,0.11841216683387756,18.079296112060547,0.18914924561977386,3.625,0.5243769288063049,,,,,,,,,,,
29415,train,1783391513.6884,,,,,,,,,,,8.14453125,8.14453125,5.65234375,2.4921875,,,,,,,
29420,train,1783391514.331875,466.61944580078125,466.61944580078125,466.61944580078125,18.4453125,0.7209024429321289,0.11937901377677917,18.855281829833984,0.18848048150539398,3.609375,0.5116565227508545,,,,,,,,,,,
29425,train,1783391514.9036567,,,,,,,,,,,8.1806640625,8.1806640625,5.4921875,2.6884765625,,,,,,,
29430,train,1783391515.5474994,454.8442077636719,454.8442077636719,454.8442077636719,15.59375,0.6893516182899475,0.10178528726100922,16.46213150024414,0.18125572800636292,3.609375,0.4229036569595337,,,,,,,,,,,
29435,train,1783391516.1248748,,,,,,,,,,,8.9072265625,8.9072265625,5.82421875,3.0830078125,,,,,,,
29440,train,1783391516.7762704,457.7513732910156,457.7513732910156,457.7513732910156,16.2421875,0.6746676564216614,0.1194460317492485,16.04181480407715,0.18231156468391418,3.609375,0.4784058928489685,,,,,,,,,,,
29445,train,1783391517.3590953,,,,,,,,,,,8.234375,8.234375,5.68359375,2.55078125,,,,,,,
29450,train,1783391518.0398872,457.5086975097656,457.5086975097656,457.5086975097656,15.4375,0.6645259857177734,0.11293189227581024,16.745807647705078,0.17813892662525177,3.609375,0.49607813358306885,,,,,,,,,,,
29455,train,1783391518.6056545,,,,,,,,,,,8.6796875,8.6796875,5.63671875,3.04296875,,,,,,,
29460,train,1783391519.2447727,455.9417419433594,455.9417419433594,455.9417419433594,15.28125,0.6927333474159241,0.10301142930984497,15.853241920471191,0.1810966432094574,3.609375,0.46331948041915894,,,,,,,,,,,
29465,train,1783391519.8161616,,,,,,,,,,,8.73046875,8.73046875,5.75,2.98046875,,,,,,,
29470,train,1783391520.4612572,464.2091064453125,464.2091064453125,464.2091064453125,16.1796875,0.702328085899353,0.13193413615226746,17.025482177734375,0.18271739780902863,3.609375,0.5608851313591003,,,,,,,,,,,
29475,train,1783391521.029037,,,,,,,,,,,8.0703125,8.0703125,5.4140625,2.65625,,,,,,,
29480,train,1783391521.674198,464.1892395019531,464.1892395019531,464.1892395019531,17.5,0.7106821537017822,0.12954860925674438,17.353172302246094,0.18494105339050293,3.609375,0.5156291127204895,,,,,,,,,,,
29485,train,1783391522.2462156,,,,,,,,,,,7.91796875,7.91796875,5.31640625,2.6015625,,,,,,,
29490,train,1783391522.8850484,459.8934326171875,459.8934326171875,459.8934326171875,13.703125,0.7178373336791992,0.11094553023576736,18.01483917236328,0.18853844702243805,3.609375,0.49768954515457153,,,,,,,,,,,
29495,train,1783391523.4515116,,,,,,,,,,,8.302734375,8.302734375,5.791015625,2.51171875,,,,,,,
29500,train,1783391524.1307857,462.9808044433594,462.9808044433594,462.9808044433594,14.21875,0.7170088887214661,0.13268475234508514,18.18065643310547,0.188577339053154,3.609375,0.5302034020423889,,,,,,,,,,,
29505,train,1783391524.7004905,,,,,,,,,,,8.52685546875,8.52685546875,5.41015625,3.11669921875,,,,,,,
29510,train,1783391525.3370783,460.9539489746094,460.9539489746094,460.9539489746094,16.1796875,0.7307404279708862,0.11589683592319489,16.95697593688965,0.19031108915805817,3.609375,0.47010233998298645,,,,,,,,,,,
29515,train,1783391525.9073572,,,,,,,,,,,8.86328125,8.86328125,6.041015625,2.822265625,,,,,,,
29520,train,1783391526.5470393,462.02783203125,462.02783203125,462.02783203125,16.3984375,0.6856974959373474,0.13971328735351562,16.46535873413086,0.18296822905540466,3.609375,0.5285992622375488,,,,,,,,,,,
29525,train,1783391527.1145034,,,,,,,,,,,8.626953125,8.626953125,5.748046875,2.87890625,,,,,,,
29530,train,1783391527.7520018,458.77459716796875,458.77459716796875,458.77459716796875,15.71875,0.6968493461608887,0.10924512892961502,16.777809143066406,0.18161438405513763,3.609375,0.4851372241973877,,,,,,,,,,,
29535,train,1783391528.3190818,,,,,,,,,,,8.0908203125,8.0908203125,5.388671875,2.7021484375,,,,,,,
29540,train,1783391528.9577615,462.5241394042969,462.5241394042969,462.5241394042969,17.03125,0.6847061514854431,0.12187094241380692,17.2529354095459,0.1829414665699005,3.609375,0.5269253253936768,,,,,,,,,,,
29545,train,1783391529.5280895,,,,,,,,,,,8.751953125,8.751953125,5.927734375,2.82421875,,,,,,,
29550,train,1783391530.209594,460.8823547363281,460.8823547363281,460.8823547363281,16.0859375,0.7007177472114563,0.11616823077201843,17.841960906982422,0.18286433815956116,3.609375,0.48812732100486755,,,,,,,,,,,
29555,train,1783391530.7810175,,,,,,,,,,,8.28125,8.28125,5.556640625,2.724609375,,,,,,,
29560,train,1783391531.4202864,465.2725524902344,465.2725524902344,465.2725524902344,14.9765625,0.7046789526939392,0.13480204343795776,18.294761657714844,0.18696747720241547,3.625,0.5291338562965393,,,,,,,,,,,
29565,train,1783391531.9890046,,,,,,,,,,,8.76611328125,8.76611328125,5.91015625,2.85595703125,,,,,,,
29570,train,1783391532.6288164,456.771728515625,456.771728515625,456.771728515625,15.1015625,0.6679810285568237,0.11293771862983704,15.565972328186035,0.17536486685276031,3.625,0.4682542085647583,,,,,,,,,,,
29575,train,1783391533.2017543,,,,,,,,,,,8.234375,8.234375,5.53125,2.703125,,,,,,,
29580,train,1783391533.847626,461.5914001464844,461.5914001464844,461.5914001464844,13.6015625,0.694085955619812,0.1337343454360962,17.889530181884766,0.18229174613952637,3.609375,0.547673225402832,,,,,,,,,,,
29585,train,1783391534.414525,,,,,,,,,,,8.5576171875,8.5576171875,5.810546875,2.7470703125,,,,,,,
29590,train,1783391535.0478883,457.9690246582031,457.9690246582031,457.9690246582031,16.734375,0.6794048547744751,0.10568158328533173,17.19504165649414,0.18270991742610931,3.609375,0.4553062319755554,,,,,,,,,,,
29595,train,1783391535.61398,,,,,,,,,,,8.2724609375,8.2724609375,5.2109375,3.0615234375,,,,,,,
29600,train,1783391536.288251,460.1213073730469,460.1213073730469,460.1213073730469,15.234375,0.6980320811271667,0.1085611879825592,16.74352264404297,0.18224464356899261,3.625,0.48101550340652466,,,,,,,,,,,
29605,train,1783391536.8597987,,,,,,,,,,,8.7353515625,8.7353515625,5.77734375,2.9580078125,,,,,,,
29610,train,1783391537.4978964,461.3824462890625,461.3824462890625,461.3824462890625,15.734375,0.6939318180084229,0.11873692274093628,17.885513305664062,0.18273550271987915,3.609375,0.5104310512542725,,,,,,,,,,,
29615,train,1783391538.0636535,,,,,,,,,,,8.580078125,8.580078125,5.685546875,2.89453125,,,,,,,
29620,train,1783391538.7018752,464.08673095703125,464.08673095703125,464.08673095703125,16.1640625,0.7279689311981201,0.12823835015296936,18.06557846069336,0.18890714645385742,3.609375,0.5072651505470276,,,,,,,,,,,
29625,train,1783391539.2686033,,,,,,,,,,,7.9443359375,7.9443359375,5.4072265625,2.537109375,,,,,,,
29630,train,1783391539.902364,459.65374755859375,459.65374755859375,459.65374755859375,15.671875,0.6855117082595825,0.11751571297645569,17.73963737487793,0.1841043382883072,3.609375,0.4849179983139038,,,,,,,,,,,
29635,train,1783391540.4648435,,,,,,,,,,,8.125,8.125,5.41796875,2.70703125,,,,,,,
29640,train,1783391541.0727324,458.1487121582031,458.1487121582031,458.1487121582031,14.0546875,0.6773557066917419,0.11820352077484131,15.636822700500488,0.18130160868167877,3.625,0.49996599555015564,,,,,,,,,,,
29645,train,1783391541.738018,,,,,,,,,,,8.1943359375,8.1943359375,5.451171875,2.7431640625,,,,,,,
29650,train,1783391542.4131799,458.5155944824219,458.5155944824219,458.5155944824219,16.7109375,0.6877495050430298,0.10613948106765747,16.96499252319336,0.18190231919288635,3.609375,0.4650896191596985,,,,,,,,,,,
29655,train,1783391542.9759295,,,,,,,,,,,7.8623046875,7.8623046875,5.48828125,2.3740234375,,,,,,,
29660,train,1783391543.6125762,463.42132568359375,463.42132568359375,463.42132568359375,15.3125,0.7054979205131531,0.13039365410804749,17.65168571472168,0.18434827029705048,3.609375,0.5454744100570679,,,,,,,,,,,
29665,train,1783391544.1781366,,,,,,,,,,,8.0830078125,8.0830078125,5.576171875,2.5068359375,,,,,,,
