step,split,time_unix,learning_rate_generator,learning_rate_discriminator,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial_period,train_generator_loss_adversarial_scale,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_scale,train_generator_loss_mel,train_discriminator_loss,train_discriminator_loss_total,train_discriminator_loss_period,train_discriminator_loss_scale,val_loss,val_mel_l1
100,train,1783134368.7917678,,,53.47360610961914,53.47360610961914,53.47360610961914,2.3375394344329834,2.0520718097686768,2.0701117515563965,1.9165432453155518,0.9135708212852478,2.4056782722473145,2.4056782722473145,1.665173888206482,0.7405043244361877,,
105,train,1783134369.5335393,,,49.476844787597656,49.476844787597656,49.476844787597656,1.6954607963562012,1.4236512184143066,1.7865891456604004,1.592718482017517,0.8799805045127869,2.586273431777954,2.586273431777954,1.7932548522949219,0.7930185198783875,,
110,train,1783134370.278746,,,51.709598541259766,51.709598541259766,51.709598541259766,2.242790699005127,1.7102303504943848,2.225003480911255,1.7457184791564941,0.8847807049751282,2.562171697616577,2.562171697616577,1.6745049953460693,0.8876667022705078,,
115,train,1783134371.0224116,,,51.9056282043457,51.9056282043457,51.9056282043457,2.0414037704467773,1.592639446258545,1.836646556854248,1.6560168266296387,0.9174723029136658,2.5616726875305176,2.5616726875305176,1.7435647249221802,0.8181078433990479,,
120,train,1783134371.767214,,,52.37844467163086,52.37844467163086,52.37844467163086,1.88651442527771,2.486910343170166,1.9819469451904297,2.2216920852661133,0.8799498677253723,2.124861240386963,2.124861240386963,1.577600121498108,0.5472611784934998,,
125,train,1783134372.5096405,,,51.34904098510742,51.34904098510742,51.34904098510742,2.632899045944214,1.6265588998794556,2.278733253479004,2.053804397583008,0.8538780212402344,2.016075611114502,2.016075611114502,1.4718010425567627,0.5442745089530945,,
130,train,1783134373.2577248,,,52.75592803955078,52.75592803955078,52.75592803955078,2.4883828163146973,2.2101891040802,1.794783115386963,2.295016288757324,0.8861722946166992,2.4237539768218994,2.4237539768218994,1.8339176177978516,0.5898363590240479,,
135,train,1783134374.0004933,,,52.534423828125,52.534423828125,52.534423828125,2.361149549484253,2.027024507522583,1.8760367631912231,2.320695161819458,0.8833951950073242,2.4539315700531006,2.4539315700531006,1.8486312627792358,0.6053003668785095,,
140,train,1783134374.7442102,,,53.470550537109375,53.470550537109375,53.470550537109375,2.4535117149353027,2.4185450077056885,2.10331130027771,2.551790714263916,0.8730730414390564,1.9709848165512085,1.9709848165512085,1.5851376056671143,0.3858472406864166,,
145,train,1783134375.4878664,,,52.09309005737305,52.09309005737305,52.09309005737305,2.25430965423584,2.129070520401001,2.2600815296173096,2.2966785430908203,0.8576930165290833,2.170515775680542,2.170515775680542,1.5969887971878052,0.5735269784927368,,
150,train,1783134376.2726882,,,53.38802719116211,53.38802719116211,53.38802719116211,2.578112840652466,2.3464059829711914,2.0096898078918457,2.6737303733825684,0.8688148856163025,2.0480496883392334,2.0480496883392334,1.6618937253952026,0.386155903339386,,
155,train,1783134377.0199509,,,51.97785568237305,51.97785568237305,51.97785568237305,2.051990270614624,2.238006353378296,1.9115595817565918,2.5284972190856934,0.8623943328857422,2.275430202484131,2.275430202484131,1.7572561502456665,0.5181740522384644,,
160,train,1783134377.7696862,,,51.487857818603516,51.487857818603516,51.487857818603516,1.9685875177383423,1.9334640502929688,1.8934640884399414,2.346320152282715,0.8690275549888611,2.1688857078552246,2.1688857078552246,1.6540513038635254,0.5148345232009888,,
165,train,1783134378.51731,,,54.197750091552734,54.197750091552734,54.197750091552734,2.800076484680176,2.1401054859161377,2.1929657459259033,2.7062270641326904,0.8768707513809204,2.1473071575164795,2.1473071575164795,1.702890157699585,0.44441694021224976,,
170,train,1783134379.2640095,,,49.14857482910156,49.14857482910156,49.14857482910156,1.8495734930038452,2.532644271850586,1.5748465061187744,2.2416539192199707,0.8251857161521912,2.6368660926818848,2.6368660926818848,2.034963607788086,0.6019026041030884,,
175,train,1783134380.0092165,,,53.05777359008789,53.05777359008789,53.05777359008789,1.9032158851623535,2.4445159435272217,1.7126870155334473,2.6833553314208984,0.8870657086372375,2.1060657501220703,2.1060657501220703,1.8744789361953735,0.23158685863018036,,
180,train,1783134380.75456,,,51.68403625488281,51.68403625488281,51.68403625488281,2.244732141494751,2.426921844482422,1.7314070463180542,2.6534969806671143,0.8498349189758301,2.19079852104187,2.19079852104187,1.7714786529541016,0.41931983828544617,,
185,train,1783134381.5039625,,,50.8878173828125,50.8878173828125,50.8878173828125,2.0562729835510254,2.3125994205474854,1.8262407779693604,2.8261160850524902,0.8269829154014587,1.9364856481552124,1.9364856481552124,1.6603517532348633,0.2761338949203491,,
190,train,1783134382.2439377,,,50.673988342285156,50.673988342285156,50.673988342285156,2.113699197769165,2.482565402984619,1.868618130683899,2.665663957595825,0.8224257826805115,2.0120038986206055,2.0120038986206055,1.6937081813812256,0.3182956576347351,,
195,train,1783134382.9852638,,,52.058006286621094,52.058006286621094,52.058006286621094,2.6044158935546875,2.5743656158447266,1.9672129154205322,2.681159734725952,0.8351661562919617,1.8986917734146118,1.8986917734146118,1.567294955253601,0.33139678835868835,,
200,train,1783134383.769415,,,52.815677642822266,52.815677642822266,52.815677642822266,2.377972364425659,2.6571688652038574,2.2428083419799805,2.9994521141052246,0.82880038022995,1.748417615890503,1.748417615890503,1.550899624824524,0.19751793146133423,,
205,train,1783134384.5187314,,,50.31631088256836,50.31631088256836,50.31631088256836,2.548140525817871,2.651714563369751,1.7684898376464844,2.7821528911590576,0.800337016582489,2.1678597927093506,2.1678597927093506,1.9028232097625732,0.26503658294677734,,
210,train,1783134385.2663388,,,50.562129974365234,50.562129974365234,50.562129974365234,2.408750295639038,2.5240156650543213,2.1004209518432617,2.8765716552734375,0.792786180973053,1.9858553409576416,1.9858553409576416,1.7194650173187256,0.2663903832435608,,
215,train,1783134386.014802,,,51.21405029296875,51.21405029296875,51.21405029296875,2.5511345863342285,2.748678207397461,2.100088119506836,2.983107566833496,0.7943965792655945,1.7503361701965332,1.7503361701965332,1.5686231851577759,0.18171292543411255,,
220,train,1783134386.750165,,,51.544490814208984,51.544490814208984,51.544490814208984,2.623198986053467,2.5705525875091553,2.042560338973999,2.8580000400543213,0.8122137188911438,1.815494418144226,1.815494418144226,1.5469889640808105,0.26850542426109314,,
225,train,1783134387.4999824,,,49.960411071777344,49.960411071777344,49.960411071777344,2.3996083736419678,2.6730918884277344,2.0671348571777344,2.653191089630127,0.7877124547958374,2.0396673679351807,2.0396673679351807,1.6507378816604614,0.3889295160770416,,
230,train,1783134388.2455075,,,56.29900360107422,56.29900360107422,56.29900360107422,2.228320837020874,2.4547512531280518,2.6524338722229004,2.728797435760498,0.9078548550605774,1.7090617418289185,1.7090617418289185,1.3398208618164062,0.3692409098148346,,
235,train,1783134388.9931786,,,51.831241607666016,51.831241607666016,51.831241607666016,2.7020487785339355,2.6550374031066895,2.0285558700561523,2.563753843307495,0.8286563754081726,2.1234211921691895,2.1234211921691895,1.657375693321228,0.4660454988479614,,
240,train,1783134389.739917,,,52.66805648803711,52.66805648803711,52.66805648803711,2.6025519371032715,2.696971893310547,2.420773506164551,2.803011894226074,0.8204658627510071,1.709179162979126,1.709179162979126,1.4086039066314697,0.30057525634765625,,
245,train,1783134390.4780855,,,51.69729995727539,51.69729995727539,51.69729995727539,2.5383999347686768,2.5452637672424316,2.369434118270874,2.8638691902160645,0.8032673001289368,1.6354035139083862,1.6354035139083862,1.4081405401229858,0.2272629290819168,,
250,train,1783134391.2618918,,,52.13677215576172,52.13677215576172,52.13677215576172,2.587615489959717,2.543466567993164,2.3818421363830566,2.564880847930908,0.8247165679931641,1.8332881927490234,1.8332881927490234,1.4435317516326904,0.3897565007209778,,
255,train,1783134392.0045838,,,50.77974319458008,50.77974319458008,50.77974319458008,2.9179582595825195,2.1050589084625244,2.4780280590057373,2.3522353172302246,0.8021377921104431,2.0390143394470215,2.0390143394470215,1.403067946434021,0.6359463334083557,,
260,train,1783134392.7469099,,,50.50672149658203,50.50672149658203,50.50672149658203,2.5674681663513184,2.248619794845581,2.2018914222717285,2.393402099609375,0.8111122250556946,1.995691180229187,1.995691180229187,1.5023245811462402,0.4933665692806244,,
265,train,1783134393.4836345,,,50.091270446777344,50.091270446777344,50.091270446777344,2.5432376861572266,2.148256301879883,2.1570968627929688,2.5726799964904785,0.7986716628074646,2.126471996307373,2.126471996307373,1.6197261810302734,0.5067456960678101,,
270,train,1783134394.2244403,,,50.875972747802734,50.875972747802734,50.875972747802734,2.725527286529541,2.309617519378662,2.4124083518981934,2.424222707748413,0.8037237524986267,2.1459455490112305,2.1459455490112305,1.524841547012329,0.6211040616035461,,
275,train,1783134394.9633634,,,47.953556060791016,47.953556060791016,47.953556060791016,2.5209856033325195,2.1343443393707275,1.9765410423278809,2.2014734745025635,0.7764932513237,2.3580894470214844,2.3580894470214844,1.6610567569732666,0.6970327496528625,,
280,train,1783134395.7045348,,,49.40389633178711,49.40389633178711,49.40389633178711,1.6238689422607422,2.2198386192321777,2.329741954803467,2.457991123199463,0.7996605038642883,2.322293996810913,2.322293996810913,1.8306934833526611,0.49160057306289673,,
285,train,1783134396.4467285,,,49.140052795410156,49.140052795410156,49.140052795410156,2.2697412967681885,2.3151445388793945,2.18359637260437,2.4664554595947266,0.7834458351135254,2.075949192047119,2.075949192047119,1.5666660070419312,0.5092833042144775,,
290,train,1783134397.191327,,,50.953521728515625,50.953521728515625,50.953521728515625,2.406693696975708,2.28485369682312,2.1777637004852295,2.4925572872161865,0.8204740881919861,1.9372004270553589,1.9372004270553589,1.439955472946167,0.4972449243068695,,
295,train,1783134397.9425654,,,49.793861389160156,49.793861389160156,49.793861389160156,2.518061876296997,2.1228830814361572,2.67486834526062,2.6171226501464844,0.7681984901428223,1.6321892738342285,1.6321892738342285,1.2592638731002808,0.37292543053627014,,
300,train,1783134398.7339907,,,49.29427719116211,49.29427719116211,49.29427719116211,2.5730128288269043,2.27190899848938,2.2768898010253906,2.7304511070251465,0.7652149796485901,1.8092061281204224,1.8092061281204224,1.4355171918869019,0.3736889660358429,,
305,train,1783134399.4879174,,,50.638038635253906,50.638038635253906,50.638038635253906,2.694538116455078,2.31907320022583,2.618062973022461,2.770387887954712,0.7743894457817078,1.7953799962997437,1.7953799962997437,1.4441564083099365,0.3512236177921295,,
310,train,1783134400.2301202,,,47.869911193847656,47.869911193847656,47.869911193847656,2.133711576461792,2.3670332431793213,2.3679776191711426,2.4820570945739746,0.7482021450996399,1.9850749969482422,1.9850749969482422,1.60879647731781,0.3762785494327545,,
315,train,1783134400.979123,,,49.64918518066406,49.64918518066406,49.64918518066406,2.4682774543762207,2.1815297603607178,2.3879549503326416,2.8871116638183594,0.7655388116836548,1.8650531768798828,1.8650531768798828,1.4718515872955322,0.393201619386673,,
320,train,1783134401.722366,,,48.2109375,48.2109375,48.2109375,2.2657835483551025,2.430713176727295,2.095768690109253,2.6610453128814697,0.7555736899375916,2.0941176414489746,2.0941176414489746,1.6666760444641113,0.42744171619415283,,
325,train,1783134402.4660077,,,50.38845443725586,50.38845443725586,50.38845443725586,3.0027272701263428,2.266671657562256,2.258761405944824,2.345865249633789,0.7979955673217773,2.0530343055725098,2.0530343055725098,1.556842565536499,0.4961918294429779,,
330,train,1783134403.2086375,,,48.54091262817383,48.54091262817383,48.54091262817383,2.211914539337158,2.515697956085205,2.150930881500244,2.5222649574279785,0.7659313082695007,2.038362741470337,2.038362741470337,1.5903258323669434,0.44803690910339355,,
335,train,1783134403.9529696,,,53.46030807495117,53.46030807495117,53.46030807495117,2.997602939605713,2.586362838745117,2.3805904388427734,2.667022228240967,0.8395803570747375,1.8930280208587646,1.8930280208587646,1.4701368808746338,0.42289119958877563,,
340,train,1783134404.6985564,,,48.45832443237305,48.45832443237305,48.45832443237305,2.4923009872436523,1.9814581871032715,2.284254312515259,2.2005279064178467,0.7781111001968384,2.109184741973877,2.109184741973877,1.503859519958496,0.6053252816200256,,
345,train,1783134405.4375753,,,50.71860122680664,50.71860122680664,50.71860122680664,2.974773406982422,2.1549248695373535,2.735011577606201,2.547041893005371,0.7783287763595581,1.7246521711349487,1.7246521711349487,1.3239901065826416,0.4006620943546295,,
350,train,1783134406.207215,,,48.25978469848633,48.25978469848633,48.25978469848633,2.688994884490967,2.194669246673584,2.7755744457244873,2.483038902282715,0.7301976680755615,1.6552324295043945,1.6552324295043945,1.2802422046661377,0.37499022483825684,,
355,train,1783134406.9391143,,,48.82805252075195,48.82805252075195,48.82805252075195,2.484619140625,2.3446731567382812,2.8513741493225098,2.664834976196289,0.7325853705406189,1.7190723419189453,1.7190723419189453,1.3708704710006714,0.3482019007205963,,
360,train,1783134407.6860332,,,48.8697395324707,48.8697395324707,48.8697395324707,3.0317254066467285,2.5766608715057373,2.7318601608276367,2.797536611557007,0.7156124114990234,1.6666415929794312,1.6666415929794312,1.2873516082763672,0.37928998470306396,,
365,train,1783134408.4175954,,,50.966426849365234,50.966426849365234,50.966426849365234,2.941741466522217,2.375958204269409,2.6234776973724365,2.5413949489593506,0.784866213798523,1.8897948265075684,1.8897948265075684,1.3818095922470093,0.5079851746559143,,
370,train,1783134409.1652677,,,48.95588302612305,48.95588302612305,48.95588302612305,2.8721606731414795,2.36141037940979,3.030498743057251,2.6548359394073486,0.718925416469574,1.60797119140625,1.60797119140625,1.2274196147918701,0.3805515468120575,,
375,train,1783134409.9017398,,,48.20863723754883,48.20863723754883,48.20863723754883,2.527832508087158,2.1522412300109863,2.953587055206299,2.460808277130127,0.7266616225242615,1.6496164798736572,1.6496164798736572,1.2173950672149658,0.4322214126586914,,
380,train,1783134410.644832,,,49.975425720214844,49.975425720214844,49.975425720214844,3.3984196186065674,2.234696388244629,2.9837887287139893,2.467982292175293,0.7430837750434875,1.6121935844421387,1.6121935844421387,1.1390694379806519,0.47312411665916443,,
385,train,1783134411.3852053,,,50.48473358154297,50.48473358154297,50.48473358154297,3.36592435836792,2.334317922592163,2.983827590942383,2.5423150062561035,0.7496046423912048,1.5925549268722534,1.5925549268722534,1.1574163436889648,0.43513861298561096,,
390,train,1783134417.2459967,,,50.465187072753906,50.465187072753906,50.465187072753906,3.0654592514038086,2.446387767791748,2.857086420059204,2.5347366333007812,0.7593265175819397,1.6706840991973877,1.6706840991973877,1.1911325454711914,0.4795515537261963,,
390,learning_rate,1783134417.2516882,0.0001998,0.0001998,,,,,,,,,,,,,,
395,train,1783134418.1651223,,,50.53034210205078,50.53034210205078,50.53034210205078,2.708310604095459,2.535740613937378,2.939650774002075,2.5977561473846436,0.7602550387382507,1.5935192108154297,1.5935192108154297,1.1966819763183594,0.3968372046947479,,
400,train,1783134418.953535,,,50.25157928466797,50.25157928466797,50.25157928466797,3.2558600902557373,2.357719659805298,2.8884048461914062,2.5653185844421387,0.7495678663253784,1.6327574253082275,1.6327574253082275,1.2402483224868774,0.3925091028213501,,
405,train,1783134419.7195098,,,47.44597625732422,47.44597625732422,47.44597625732422,2.2478201389312744,2.2370028495788574,2.5710525512695312,2.3966305255889893,0.7339063882827759,1.7603988647460938,1.7603988647460938,1.3561525344848633,0.40424636006355286,,
410,train,1783134420.465572,,,52.48946762084961,52.48946762084961,52.48946762084961,3.5113492012023926,2.7786865234375,3.289109706878662,3.0406486988067627,0.7453314661979675,1.1932889223098755,1.1932889223098755,0.9942996501922607,0.19898925721645355,,
415,train,1783134421.213254,,,51.703128814697266,51.703128814697266,51.703128814697266,3.21187162399292,2.7434539794921875,3.440530776977539,3.047093391418457,0.7282790541648865,1.1771748065948486,1.1771748065948486,0.9610605835914612,0.21611419320106506,,
420,train,1783134421.956398,,,50.782737731933594,50.782737731933594,50.782737731933594,2.738063335418701,2.3266944885253906,3.0801198482513428,2.5934319496154785,0.7637972235679626,1.6691594123840332,1.6691594123840332,1.1317050457000732,0.5374543070793152,,
425,train,1783134422.7064197,,,47.078582763671875,47.078582763671875,47.078582763671875,2.5213048458099365,2.224421977996826,2.7867040634155273,2.5611894130706787,0.7030459046363831,1.6316064596176147,1.6316064596176147,1.169138789176941,0.46246767044067383,,
430,train,1783134423.4471073,,,51.31830978393555,51.31830978393555,51.31830978393555,3.726560115814209,1.989096760749817,3.231098175048828,2.573840379714966,0.7553951144218445,1.5312292575836182,1.5312292575836182,1.0374996662139893,0.4937296211719513,,
435,train,1783134424.1871998,,,48.73945617675781,48.73945617675781,48.73945617675781,2.6681857109069824,2.217947483062744,2.6153249740600586,2.257507085800171,0.7579480409622192,2.082575559616089,2.082575559616089,1.4602644443511963,0.6223110556602478,,
440,train,1783134424.937252,,,51.318824768066406,51.318824768066406,51.318824768066406,3.688894033432007,2.2848622798919678,3.3296186923980713,2.3090906143188477,0.7570589184761047,1.4775958061218262,1.4775958061218262,0.9266312718391418,0.5509644746780396,,
445,train,1783134425.6820796,,,46.712059020996094,46.712059020996094,46.712059020996094,2.7519867420196533,2.2356133460998535,2.645148992538452,2.1424269676208496,0.7144290804862976,1.8685505390167236,1.8685505390167236,1.2759302854537964,0.5926201939582825,,
450,train,1783134426.4627013,,,48.63227844238281,48.63227844238281,48.63227844238281,2.943950653076172,2.2220184803009033,3.172006845474243,2.064143419265747,0.733200192451477,1.9717570543289185,1.9717570543289185,1.2332228422164917,0.7385342121124268,,
455,train,1783134427.209996,,,48.98693084716797,48.98693084716797,48.98693084716797,2.387587308883667,2.1618945598602295,3.072082996368408,2.2288033962249756,0.7519039511680603,1.7860140800476074,1.7860140800476074,1.1780054569244385,0.6080086827278137,,
460,train,1783134427.9571934,,,49.39799499511719,49.39799499511719,49.39799499511719,3.4417266845703125,2.18576979637146,2.91794753074646,1.8430757522583008,0.7610767483711243,1.904620885848999,1.904620885848999,1.1692925691604614,0.7353283762931824,,
465,train,1783134428.6917593,,,48.978302001953125,48.978302001953125,48.978302001953125,3.2577548027038574,1.99392831325531,3.259012460708618,2.035839080810547,0.7363759279251099,1.6165134906768799,1.6165134906768799,1.0398117303848267,0.576701819896698,,
470,train,1783134429.431208,,,48.5274658203125,48.5274658203125,48.5274658203125,3.2310194969177246,2.061396360397339,3.1572816371917725,2.0503008365631104,0.7293307781219482,1.6821599006652832,1.6821599006652832,0.990243136882782,0.6919167637825012,,
475,train,1783134430.1755168,,,51.327938079833984,51.327938079833984,51.327938079833984,2.7135448455810547,2.371230363845825,3.0070085525512695,2.0539908409118652,0.8026925921440125,1.7214608192443848,1.7214608192443848,1.1480497121810913,0.5734111666679382,,
480,train,1783134430.9190533,,,50.35973358154297,50.35973358154297,50.35973358154297,3.7324957847595215,2.384308338165283,3.2914655208587646,2.440744400024414,0.7284113764762878,1.487030029296875,1.487030029296875,1.005333662033081,0.4816964268684387,,
485,train,1783134431.6638591,,,51.30243682861328,51.30243682861328,51.30243682861328,3.5027506351470947,2.3726460933685303,3.283306837081909,2.6174323558807373,0.7472346425056458,1.5556001663208008,1.5556001663208008,1.0870898962020874,0.468510240316391,,
490,train,1783134432.4076905,,,50.28228759765625,50.28228759765625,50.28228759765625,2.9154629707336426,2.2321572303771973,3.256063222885132,2.5079991817474365,0.7468120455741882,1.7550989389419556,1.7550989389419556,1.2135016918182373,0.5415972471237183,,
495,train,1783134433.144636,,,48.68315124511719,48.68315124511719,48.68315124511719,2.969304323196411,1.8432546854019165,3.335556983947754,2.2062149047851562,0.7286009788513184,1.6420105695724487,1.6420105695724487,1.0312480926513672,0.6107624769210815,,
500,train,1783134433.932701,,,50.71865463256836,50.71865463256836,50.71865463256836,3.696150302886963,2.1757209300994873,3.2994003295898438,2.119230270385742,0.7557671070098877,1.869125247001648,1.869125247001648,1.1933224201202393,0.6758028268814087,,
505,train,1783134434.6769142,,,51.19560241699219,51.19560241699219,51.19560241699219,3.3943092823028564,1.9808337688446045,3.455428123474121,2.0763354301452637,0.772376298904419,1.6786024570465088,1.6786024570465088,0.9975172281265259,0.6810852885246277,,
510,train,1783134435.4220667,,,51.3147087097168,51.3147087097168,51.3147087097168,3.9387199878692627,2.265895128250122,3.621615171432495,2.2916393280029297,0.739635169506073,1.4593510627746582,1.4593510627746582,0.8944979906082153,0.5648530721664429,,
515,train,1783134436.160266,,,47.61651611328125,47.61651611328125,47.61651611328125,2.5077662467956543,1.9865095615386963,2.8448705673217773,1.9067356586456299,0.7470895648002625,2.064837694168091,2.064837694168091,1.2118346691131592,0.8530029654502869,,
520,train,1783134436.892986,,,49.14056396484375,49.14056396484375,49.14056396484375,3.629725217819214,2.080134868621826,3.205216407775879,2.330763339996338,0.7190832495689392,1.7193126678466797,1.7193126678466797,1.17630136013031,0.5430113077163696,,
525,train,1783134437.6411867,,,47.7054557800293,47.7054557800293,47.7054557800293,2.817251205444336,2.011641502380371,2.8321261405944824,2.213355302810669,0.728568971157074,1.7025952339172363,1.7025952339172363,1.1810063123703003,0.5215888619422913,,
530,train,1783134438.3756392,,,48.293704986572266,48.293704986572266,48.293704986572266,2.171064615249634,2.2112598419189453,2.8409485816955566,2.3204660415649414,0.7464122176170349,1.7664787769317627,1.7664787769317627,1.177722454071045,0.588756263256073,,
535,train,1783134439.1131642,,,52.319679260253906,52.319679260253906,52.319679260253906,3.767212152481079,2.445535659790039,3.3835372924804688,2.388822555541992,0.7680491209030151,1.4894506931304932,1.4894506931304932,1.0478392839431763,0.4416114389896393,,
540,train,1783134439.8552287,,,51.15518569946289,51.15518569946289,51.15518569946289,3.2253577709198,2.4699888229370117,3.5862410068511963,2.6728925704956055,0.7320349812507629,1.3446691036224365,1.3446691036224365,0.9794883728027344,0.36518070101737976,,
545,train,1783134440.6083753,,,49.99022674560547,49.99022674560547,49.99022674560547,2.3882954120635986,2.4553871154785156,3.4506919384002686,2.6137337684631348,0.7337265014648438,1.4451115131378174,1.4451115131378174,1.040657639503479,0.4044538140296936,,
550,train,1783134441.4010465,,,50.001590728759766,50.001590728759766,50.001590728759766,3.4052906036376953,2.377133846282959,2.958277702331543,2.5938973426818848,0.7358847856521606,1.470179796218872,1.470179796218872,1.0508041381835938,0.4193756878376007,,
555,train,1783134442.1510897,,,47.04135513305664,47.04135513305664,47.04135513305664,2.994781017303467,2.264230728149414,2.9743599891662598,1.9634655714035034,0.7090376615524292,2.1385109424591064,2.1385109424591064,1.2576860189437866,0.880824863910675,,
560,train,1783134442.9016287,,,48.221744537353516,48.221744537353516,48.221744537353516,2.835630416870117,2.2187552452087402,3.058112144470215,2.0486831665039062,0.7323059439659119,1.8013603687286377,1.8013603687286377,1.1485897302627563,0.6527706384658813,,
565,train,1783134443.6488798,,,46.696136474609375,46.696136474609375,46.696136474609375,2.9488685131073,2.3036649227142334,3.1008386611938477,2.207167625427246,0.6850575804710388,1.7790838479995728,1.7790838479995728,1.2119457721710205,0.5671380758285522,,
