unique_id,date,architecture_name,dataset_name,variant_name,seed,hyperparameters_summary,parameter_count,model_size_megabytes,real_time_factor,mel_error,pesq,stoi,interpretation_notes
bigvgan_project_trained_reproduction_train_seed1234_bigvgan_full_bf16bs32_20260704_0735,2026-07-04,bigvgan,ljspeech,base_24khz_100band,1234,stage=train;hardware=nvidia_l40s;precision=bf16-mixed;batch_size=32;epochs=320;steps=124800;sample_rate=24000;partition=ordered_identifier_holdout,14025154,53.508399963378906,,,,,Accepted from-scratch training execution; selected durable state used for evaluation
bigvgan_project_trained_reproduction_test_seed42_bigvgan_gate1_test_20260705_0450,2026-07-05,bigvgan,ljspeech,base_24khz_100band,42,stage=test;hardware=nvidia_b200;precision=fp32;test_utterances=525;sample_rate=24000;partition=ordered_identifier_holdout;checkpoint_step=120000,14025154,53.508399963378906,0.15405806493031549,0.6384473858457623,3.256716017678623,0.9736880450664572,Accepted full-test execution
bigvgan_project_trained_reproduction_test_seed43_bigvgan_final_seed43_test_20260706_2207,2026-07-06,bigvgan,ljspeech,base_24khz_100band,43,stage=test;hardware=nvidia_b200;precision=fp32;test_utterances=525;sample_rate=24000;partition=ordered_identifier_holdout;checkpoint_step=120000,14025154,53.508399963378906,0.18556040393318735,0.6384003216570074,3.2570493029895085,0.9736881015658831,Accepted full-test execution
bigvgan_project_trained_reproduction_test_seed44_bigvgan_final_seed44_test_20260706_2207,2026-07-06,bigvgan,ljspeech,base_24khz_100band,44,stage=test;hardware=nvidia_b200;precision=fp32;test_utterances=525;sample_rate=24000;partition=ordered_identifier_holdout;checkpoint_step=120000,14025154,53.508399963378906,0.13218255331398188,0.6384679638978207,3.2571806567949015,0.9736879813316471,Accepted full-test execution
