step,time_unix,learning_rate_discriminator,learning_rate_generator,runtime/checkpoint_save_time_ms,runtime/checkpoint_size_mb,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_scale,train_discriminator_loss_total,train_generator_loss,train_generator_loss_adversarial_period,train_generator_loss_adversarial_scale,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_scale,train_generator_loss_mel,train_generator_loss_total,train_loss,val_loss,val_mel_l1
225,1783432079.186674,,,,,1.462707757949829,1.2728630304336548,0.1898447722196579,1.462707757949829,38.61457061767578,3.00846529006958,2.5711560249328613,3.937807083129883,3.3475801944732666,0.41031503677368164,38.61457061767578,38.61457061767578,,
230,1783432081.8156781,,,,,1.4937511682510376,1.3001395463943481,0.19361162185668945,1.4937511682510376,40.110496520996094,2.9103329181671143,2.6713356971740723,4.051356315612793,3.4719252586364746,0.43293920159339905,40.110496520996094,40.110496520996094,,
235,1783432083.7946472,,,,,1.4875932931900024,1.285109281539917,0.20248396694660187,1.4875932931900024,38.6662712097168,2.904008150100708,2.63504695892334,3.914633274078369,3.3439323902130127,0.4135574400424957,38.6662712097168,38.6662712097168,,
240,1783432085.7282805,,,,,1.3733313083648682,1.218156337738037,0.15517500042915344,1.3733313083648682,40.48762512207031,3.1906354427337646,2.7027533054351807,4.137471675872803,3.491471290588379,0.429696649312973,40.48762512207031,40.48762512207031,,
245,1783432087.2906115,,,,,1.340591549873352,1.1858254671096802,0.1547660380601883,1.340591549873352,40.910911560058594,3.191849946975708,2.6854429244995117,4.29652214050293,3.5595340728759766,0.429366797208786,40.910911560058594,40.910911560058594,,
250,1783432089.9422987,,,,,1.3131977319717407,1.1600496768951416,0.1531480848789215,1.3131977319717407,40.837791442871094,3.0574800968170166,2.7145984172821045,4.188023567199707,3.4993462562561035,0.43757715821266174,40.837791442871094,40.837791442871094,,
255,1783432091.5218363,,,,,1.3750994205474854,1.195434808731079,0.17966456711292267,1.3750994205474854,39.79366683959961,2.956298351287842,2.6729235649108887,4.064883708953857,3.42448091506958,0.4263492524623871,39.79366683959961,39.79366683959961,,
260,1783432093.2124157,,,,,1.412139654159546,1.2244867086410522,0.18765291571617126,1.412139654159546,40.09162139892578,3.1111860275268555,2.7066807746887207,3.9974069595336914,3.387786388397217,0.4334081709384918,40.09162139892578,40.09162139892578,,
265,1783432094.902821,,,,,1.5526543855667114,1.3512719869613647,0.20138244330883026,1.5526543855667114,38.28089904785156,2.7955703735351562,2.60992431640625,3.8371047973632812,3.349731206893921,0.41114965081214905,38.28089904785156,38.28089904785156,,
270,1783432097.3547533,,,,,1.5440858602523804,1.343518614768982,0.20056723058223724,1.5440858602523804,38.977333068847656,2.8321685791015625,2.6781163215637207,4.103466033935547,3.4198997020721436,0.40934038162231445,38.977333068847656,38.977333068847656,,
275,1783432098.6121478,,,,,1.4763668775558472,1.264679193496704,0.21168771386146545,1.4763668775558472,38.146209716796875,2.892976760864258,2.5696239471435547,3.85836124420166,3.2874386310577393,0.40871134400367737,38.146209716796875,38.146209716796875,,
280,1783432100.354363,,,,,1.4569779634475708,1.2872501611709595,0.16972781717777252,1.4569779634475708,39.866493225097656,2.9494612216949463,2.6981699466705322,3.977858304977417,3.4012200832366943,0.43246006965637207,39.866493225097656,39.866493225097656,,
285,1783432101.985756,,,,,1.495880365371704,1.2663331031799316,0.22954732179641724,1.495880365371704,38.644927978515625,3.161100149154663,2.5978426933288574,3.901609420776367,3.2874181270599365,0.4112873077392578,38.644927978515625,38.644927978515625,,
290,1783432103.8087234,,,,,1.3341031074523926,1.163888931274414,0.1702142208814621,1.3341031074523926,40.487693786621094,3.0131561756134033,2.6854963302612305,4.198737621307373,3.4464261531829834,0.43330469727516174,40.487693786621094,40.487693786621094,,
295,1783432105.2787805,,,,,1.3644211292266846,1.1943014860153198,0.17011970281600952,1.3644211292266846,40.13789749145508,3.128952980041504,2.6986098289489746,4.215524673461914,3.5125784873962402,0.41898059844970703,40.13789749145508,40.13789749145508,,
300,1783432106.7092073,,,,,1.428429126739502,1.2755839824676514,0.152845099568367,1.428429126739502,38.736083984375,2.8933756351470947,2.7180051803588867,3.9403040409088135,3.4696898460388184,0.4067714810371399,38.736083984375,38.736083984375,,
305,1783432109.1048646,,,,,1.4881662130355835,1.2984931468963623,0.1896730661392212,1.4881662130355835,38.91409683227539,2.9242606163024902,2.60518741607666,3.931711435317993,3.4233510494232178,0.4149893820285797,38.91409683227539,38.91409683227539,,
310,1783432110.6701221,,,,,1.5411655902862549,1.327947735786438,0.2132178694009781,1.5411655902862549,37.47071838378906,2.861966848373413,2.540506601333618,3.67995548248291,3.238589286804199,0.40513673424720764,37.47071838378906,37.47071838378906,,
315,1783432111.9087126,,,,,1.4292601346969604,1.2456921339035034,0.18356800079345703,1.4292601346969604,39.160701751708984,2.9664173126220703,2.6796350479125977,4.0441436767578125,3.383406639099121,0.4146566390991211,39.160701751708984,39.160701751708984,,
320,1783432113.677403,,,,,1.5846116542816162,1.394960641860962,0.1896510273218155,1.5846116542816162,38.174072265625,2.8476998805999756,2.64741587638855,3.760751247406006,3.405463457107544,0.4077005386352539,38.174072265625,38.174072265625,,
325,1783432116.3574283,,,,,1.475699782371521,1.288657784461975,0.1870419681072235,1.475699782371521,39.08452606201172,2.9362919330596924,2.652400493621826,4.017996311187744,3.3990895748138428,0.4147036075592041,39.08452606201172,39.08452606201172,,
330,1783432117.8770223,,,,,1.575530767440796,1.3517433404922485,0.22378744184970856,1.575530767440796,38.27426528930664,2.9221322536468506,2.6173179149627686,3.6468887329101562,3.263563871383667,0.42030906677246094,38.27426528930664,38.27426528930664,,
335,1783432119.2924523,,,,,1.539534568786621,1.3114683628082275,0.22806625068187714,1.539534568786621,38.445648193359375,2.893324851989746,2.6115798950195312,3.9052162170410156,3.315977096557617,0.41107460856437683,38.445648193359375,38.445648193359375,,
340,1783432120.9505696,,,,,1.498457908630371,1.2878406047821045,0.21061734855175018,1.498457908630371,38.55315017700195,3.0884792804718018,2.5979864597320557,4.020710468292236,3.2730343341827393,0.40620431303977966,38.55315017700195,38.55315017700195,,
345,1783432123.1280534,,,,,1.4615192413330078,1.2735978364944458,0.18792138993740082,1.4615192413330078,39.20125198364258,2.846534490585327,2.6605942249298096,4.01642370223999,3.3873698711395264,0.41970083117485046,39.20125198364258,39.20125198364258,,
350,1783432125.1663094,,,,,1.5026699304580688,1.291608214378357,0.21106170117855072,1.5026699304580688,38.41858673095703,3.021430492401123,2.616408348083496,3.994687557220459,3.3725082874298096,0.4010300636291504,38.41858673095703,38.41858673095703,,
355,1783432126.7509525,,,,,1.5858712196350098,1.3911751508712769,0.19469603896141052,1.5858712196350098,37.72747802734375,2.7755088806152344,2.5738344192504883,3.8135972023010254,3.3876922130584717,0.39945685863494873,37.72747802734375,37.72747802734375,,
360,1783432128.5280588,,,,,1.4804439544677734,1.2880064249038696,0.192437544465065,1.4804439544677734,38.559364318847656,2.9176456928253174,2.715815305709839,3.995948553085327,3.3825268745422363,0.4037545621395111,38.559364318847656,38.559364318847656,,
365,1783432130.5511115,,,,,1.5655416250228882,1.3350825309753418,0.2304590940475464,1.5655416250228882,38.19085693359375,2.8830552101135254,2.591982364654541,3.7911951541900635,3.237701416015625,0.41462278366088867,38.19085693359375,38.19085693359375,,
370,1783432132.7944229,,,,,1.495483636856079,1.3182611465454102,0.17722252011299133,1.495483636856079,38.47293472290039,2.8897182941436768,2.612260341644287,4.072316646575928,3.426626205444336,0.39940154552459717,38.47293472290039,38.47293472290039,,
375,1783432135.0809247,,,,,1.3916659355163574,1.2167465686798096,0.17491936683654785,1.3916659355163574,39.62785339355469,3.0802698135375977,2.632974863052368,4.092565059661865,3.410869598388672,0.42017194628715515,39.62785339355469,39.62785339355469,,
380,1783432136.889705,,,,,1.3395349979400635,1.1712232828140259,0.16831167042255402,1.3395349979400635,40.04961395263672,3.2134242057800293,2.6097512245178223,4.31491231918335,3.509800910949707,0.4128224849700928,40.04961395263672,40.04961395263672,,
385,1783432137.9885159,,,,,1.491148591041565,1.2910839319229126,0.20006467401981354,1.491148591041565,38.90154266357422,2.850226402282715,2.6454570293426514,3.902085304260254,3.4132351875305176,0.4172270894050598,38.90154266357422,38.90154266357422,,
390,1783432144.4795625,,,,,1.5055118799209595,1.2947832345962524,0.21072864532470703,1.5055118799209595,39.186378479003906,3.1106059551239014,2.6910128593444824,3.886719226837158,3.371704339981079,0.4192868769168854,39.186378479003906,39.186378479003906,,
390,1783432144.4836123,1.9980000000000002e-05,1.9980000000000002e-05,,,,,,,,,,,,,,,,
390,1783432148.2584918,,,,,,,,,,,,,,,,,0.40410952270030975,0.40410952270030975
390,1783432149.6216798,,,1359.6278019999772,832.1023263931274,,,,,,,,,,,,,,
390,1783432150.9528801,,,1326.8059800000174,832.1023263931274,,,,,,,,,,,,,,
395,1783432151.7549784,,,,,1.4618297815322876,1.280629277229309,0.18120045959949493,1.4618297815322876,39.52133560180664,2.9323983192443848,2.781855344772339,4.134744644165039,3.502885103225708,0.41181835532188416,39.52133560180664,39.52133560180664,,
400,1783432152.482778,,,,,1.5558172464370728,1.3674174547195435,0.1883997768163681,1.5558172464370728,38.629478454589844,2.859098196029663,2.6317226886749268,3.9848620891571045,3.3670856952667236,0.4096613824367523,38.629478454589844,38.629478454589844,,
405,1783432153.2895195,,,,,1.4290657043457031,1.2420501708984375,0.1870155781507492,1.4290657043457031,38.507354736328125,2.90134859085083,2.6337759494781494,3.981433868408203,3.369741678237915,0.40599727630615234,38.507354736328125,38.507354736328125,,
410,1783432154.2890515,,,,,1.3474926948547363,1.1759740114212036,0.1715187281370163,1.3474926948547363,39.769142150878906,3.089355707168579,2.7293267250061035,4.171093463897705,3.4851937294006348,0.4141751825809479,39.769142150878906,39.769142150878906,,
415,1783432155.0524797,,,,,1.4723091125488281,1.2601919174194336,0.21211719512939453,1.4723091125488281,38.30508804321289,2.9276747703552246,2.6651344299316406,3.940805435180664,3.3425166606903076,0.40323638916015625,38.30508804321289,38.30508804321289,,
420,1783432155.7835314,,,,,1.5887877941131592,1.3881915807724,0.2005961537361145,1.5887877941131592,37.18543243408203,2.7650132179260254,2.594878911972046,3.8965725898742676,3.3287100791931152,0.3861105442047119,37.18543243408203,37.18543243408203,,
425,1783432156.5101268,,,,,1.4193089008331299,1.25947904586792,0.15982989966869354,1.4193089008331299,39.5434684753418,3.0924105644226074,2.6603312492370605,4.085806846618652,3.4616079330444336,0.4154644012451172,39.5434684753418,39.5434684753418,,
430,1783432157.227588,,,,,1.437135934829712,1.2507762908935547,0.18635967373847961,1.437135934829712,39.178489685058594,2.8968300819396973,2.657400131225586,4.052119731903076,3.4628958702087402,0.4132051467895508,39.178489685058594,39.178489685058594,,
435,1783432157.9536846,,,,,1.443926453590393,1.2480146884918213,0.1959117352962494,1.443926453590393,39.421443939208984,2.987705707550049,2.6129884719848633,4.1212334632873535,3.420456647872925,0.41638603806495667,39.421443939208984,39.421443939208984,,
440,1783432158.6807637,,,,,1.6265785694122314,1.3309895992279053,0.29558897018432617,1.6265785694122314,37.233123779296875,2.837895631790161,2.40822696685791,3.7588706016540527,3.172700881958008,0.40275245904922485,37.233123779296875,37.233123779296875,,
445,1783432159.412758,,,,,1.4751858711242676,1.30117928981781,0.17400653660297394,1.4751858711242676,37.5438346862793,2.847053050994873,2.6085240840911865,3.820791244506836,3.3187367916107178,0.3957599699497223,37.5438346862793,37.5438346862793,,
450,1783432160.1503205,,,,,1.5127203464508057,1.34361732006073,0.16910302639007568,1.5127203464508057,38.75756072998047,2.8391101360321045,2.679781675338745,4.048354148864746,3.4931530952453613,0.40345898270606995,38.75756072998047,38.75756072998047,,
455,1783432160.87666,,,,,1.4699015617370605,1.3100416660308838,0.15985983610153198,1.4699015617370605,38.987178802490234,2.9979918003082275,2.674984931945801,4.073227405548096,3.4849631786346436,0.4043959677219391,38.987178802490234,38.987178802490234,,
460,1783432161.6097336,,,,,1.5859732627868652,1.3879961967468262,0.19797709584236145,1.5859732627868652,37.59934997558594,2.7645838260650635,2.5448124408721924,3.75449800491333,3.329056739807129,0.40272989869117737,37.59934997558594,37.59934997558594,,
465,1783432162.347326,,,,,1.4415310621261597,1.2516188621520996,0.18991219997406006,1.4415310621261597,39.518978118896484,3.038485050201416,2.623922824859619,4.127605438232422,3.4136695861816406,0.4172004759311676,39.518978118896484,39.518978118896484,,
470,1783432163.0766907,,,,,1.4531952142715454,1.2638317346572876,0.18936346471309662,1.4531952142715454,38.55900573730469,2.983259677886963,2.707451105117798,4.066568851470947,3.353602647781372,0.4006211459636688,38.55900573730469,38.55900573730469,,
475,1783432163.8050015,,,,,1.5942702293395996,1.393263578414917,0.20100663602352142,1.5942702293395996,37.522987365722656,2.8435676097869873,2.637549877166748,3.601674795150757,3.249356508255005,0.40755128860473633,37.522987365722656,37.522987365722656,,
480,1783432164.5351887,,,,,1.4780197143554688,1.270644187927246,0.20737549662590027,1.4780197143554688,38.66483688354492,2.9886016845703125,2.6089425086975098,3.983579397201538,3.4103176593780518,0.4062109887599945,38.66483688354492,38.66483688354492,,
485,1783432165.2624898,,,,,1.565060019493103,1.3299167156219482,0.23514331877231598,1.565060019493103,38.08091735839844,2.9112632274627686,2.63461971282959,3.7703142166137695,3.2604925632476807,0.4105204641819,38.08091735839844,38.08091735839844,,
490,1783432165.9992332,,,,,1.594462275505066,1.387093186378479,0.2073691189289093,1.594462275505066,38.07973098754883,2.722161293029785,2.617173910140991,3.922891139984131,3.3290207386016846,0.40525713562965393,38.07973098754883,38.07973098754883,,
495,1783432166.7310946,,,,,1.4376723766326904,1.2422796487808228,0.1953926682472229,1.4376723766326904,38.21521759033203,2.9938650131225586,2.6407244205474854,4.032362461090088,3.390868663787842,0.3940926194190979,38.21521759033203,38.21521759033203,,
500,1783432167.4531684,,,,,1.4608975648880005,1.2807992696762085,0.1800982654094696,1.4608975648880005,38.9116325378418,2.9092493057250977,2.6798815727233887,4.130771636962891,3.418177843093872,0.4049912393093109,38.9116325378418,38.9116325378418,,
505,1783432168.1771348,,,,,1.508558988571167,1.3117362260818481,0.19682271778583527,1.508558988571167,38.11665344238281,3.0183305740356445,2.639153480529785,3.7944300174713135,3.284778118133545,0.40668344497680664,38.11665344238281,38.11665344238281,,
510,1783432168.8963497,,,,,1.4907093048095703,1.2843258380889893,0.20638343691825867,1.4907093048095703,38.23127746582031,2.999777317047119,2.657891273498535,3.8961830139160156,3.38055682182312,0.400447279214859,38.23127746582031,38.23127746582031,,
515,1783432169.619845,,,,,1.3787795305252075,1.1862326860427856,0.19254682958126068,1.3787795305252075,39.23406982421875,3.150423288345337,2.7097244262695312,4.170259952545166,3.438990831375122,0.4034538269042969,39.23406982421875,39.23406982421875,,
520,1783432170.3393476,,,,,1.4146482944488525,1.218078851699829,0.19656941294670105,1.4146482944488525,38.75449752807617,2.950057029724121,2.568203926086426,4.026936054229736,3.3854122161865234,0.409145325422287,38.75449752807617,38.75449752807617,,
525,1783432171.0640705,,,,,1.494136095046997,1.304949402809143,0.18918664753437042,1.494136095046997,37.84687423706055,2.8794190883636475,2.652137041091919,3.845034122467041,3.3744213581085205,0.39725348353385925,37.84687423706055,37.84687423706055,,
530,1783432171.7945054,,,,,1.5394564867019653,1.3455252647399902,0.1939312368631363,1.5394564867019653,38.657928466796875,2.9112720489501953,2.6674647331237793,3.9978270530700684,3.37178373336792,0.4075549244880676,38.657928466796875,38.657928466796875,,
535,1783432172.523094,,,,,1.6358249187469482,1.3723958730697632,0.26342907547950745,1.6358249187469482,36.7833137512207,2.928269624710083,2.5247271060943604,3.619155168533325,3.2012243270874023,0.3931012749671936,36.7833137512207,36.7833137512207,,
540,1783432173.2952049,,,,,1.4302150011062622,1.2443766593933105,0.18583829700946808,1.4302150011062622,38.90828323364258,2.958670139312744,2.6155295372009277,4.039000034332275,3.3996071815490723,0.4101525843143463,38.90828323364258,38.90828323364258,,
545,1783432174.02585,,,,,1.6145172119140625,1.3776215314865112,0.23689568042755127,1.6145172119140625,37.98170852661133,2.7650885581970215,2.542891263961792,4.016233921051025,3.297701358795166,0.4010190963745117,37.98170852661133,37.98170852661133,,
550,1783432174.7601292,,,,,1.522377371788025,1.2911330461502075,0.231244295835495,1.522377371788025,38.20447540283203,2.920668363571167,2.6852200031280518,3.9624478816986084,3.290236711502075,0.402071475982666,38.20447540283203,38.20447540283203,,
555,1783432175.4970586,,,,,1.62600839138031,1.4075531959533691,0.21845519542694092,1.62600839138031,36.3473014831543,2.7345268726348877,2.6432113647460938,3.568711996078491,3.2029521465301514,0.3872496485710144,36.3473014831543,36.3473014831543,,
560,1783432176.221677,,,,,1.5557632446289062,1.360158920288086,0.1956043690443039,1.5557632446289062,36.88935089111328,2.8300111293792725,2.622208833694458,3.7036144733428955,3.2656049728393555,0.3888598382472992,36.88935089111328,36.88935089111328,,
