architecture_name,variant_name,lane,baseline_variant,metric,statistical_unit,seed_handling,n,mean_delta,standard_deviation,standard_error,confidence_level,ci_lower,ci_upper,direction
hifigan_v1,fp16_weights,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,-0.0015758998810298916,0.01792492296783753,0.0007823077745368379,0.95,-0.0031127446908511226,-3.905507120866036e-05,higher_is_better
hifigan_v1,fp16_weights,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,1.4218285182717358e-06,1.807857201687621e-05,7.890135688004353e-07,0.95,-1.2818983455287436e-07,2.971846871096346e-06,higher_is_better
hifigan_v1,fp16_weights,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,-0.0012955264818100695,0.0007655762311897955,3.3412485997011906e-05,0.95,-0.0013611653612372026,-0.0012298876023829363,lower_is_better
hifigan_v1,fp16_weights,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,-0.0017734518126835868,0.0013155201768833274,5.741400751247185e-05,0.95,-0.0018862417175376188,-0.0016606619078295547,lower_is_better
hifigan_v1,fp16_weights,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,-0.08724412152952571,0.06252020571950122,0.002728605477845956,0.95,-0.09260447112998832,-0.0818837719290631,lower_is_better
hifigan_v1,fp16_weights,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,-0.03042294759598988,0.020920737767566595,0.0009130558515637655,0.95,-0.03221664720147246,-0.028629247990507305,lower_is_better
hifigan_v1,fp16_weights,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,-8.75200544084483e-06,0.004093218695629566,0.00017864270960696093,0.95,-0.0003596958794607639,0.00034219186857907427,higher_is_better
hifigan_v1,onnx_fp32,cpu,baseline_cpu,pesq,utterance,mean_within_label_before_pairing,525,2.6384989420572917e-07,8.52904501226632e-06,3.7223804166091407e-07,0.95,-4.6741230331402314e-07,9.951120917254815e-07,higher_is_better
hifigan_v1,onnx_fp32,cpu,baseline_cpu,stoi,utterance,mean_within_label_before_pairing,525,1.857912531124027e-09,1.7892664535714096e-08,7.808999011367785e-10,0.95,3.238334907329252e-10,3.3919915715151287e-09,higher_is_better
hifigan_v1,onnx_fp32,cpu,baseline_cpu,mel_error,utterance,mean_within_label_before_pairing,525,1.2573741731189546e-08,9.655562481498713e-08,4.214032947508905e-09,0.95,4.295267613213405e-09,2.0852215849165686e-08,lower_is_better
