step,split,time_unix,learning_rate_generator,learning_rate_discriminator,train_loss,train_generator_loss,train_generator_loss_total,train_generator_loss_adversarial_period,train_generator_loss_adversarial_resolution,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_discriminator_loss,train_discriminator_loss_total,train_discriminator_loss_period,train_discriminator_loss_resolution,val_loss,val_mel_l1
36795,train,1783160344.8054297,9.85389777442725e-05,9.85389777442725e-05,19.02815055847168,19.02815055847168,19.02815055847168,1.7687392234802246,0.8739364743232727,1.4208732843399048,0.901276171207428,0.26091501116752625,3.5456252098083496,3.5456252098083496,2.1833481788635254,1.3622770309448242,,
36800,train,1783160347.126546,9.853878066647467e-05,9.853878066647467e-05,19.817920684814453,19.817920684814453,19.817920684814453,1.837937593460083,1.0126656293869019,1.4782289266586304,0.8334555625915527,0.2743099629878998,3.518637180328369,3.518637180328369,2.126749038696289,1.3918882608413696,,
36805,train,1783160349.4058843,9.8538583589071e-05,9.8538583589071e-05,22.296340942382812,22.296340942382812,22.296340942382812,1.5701398849487305,0.8518691062927246,1.312140703201294,0.8068485260009766,0.3474745452404022,3.6283020973205566,3.6283020973205566,2.2295186519622803,1.3987834453582764,,
36810,train,1783160351.692485,9.853838651206148e-05,9.853838651206148e-05,20.42056655883789,20.42056655883789,20.42056655883789,1.7260828018188477,0.9322803616523743,1.4012250900268555,0.8178271055221558,0.29609107971191406,3.584829330444336,3.584829330444336,2.1989212036132812,1.3859082460403442,,
36815,train,1783160353.9755852,9.85381894354461e-05,9.85381894354461e-05,19.046812057495117,19.046812057495117,19.046812057495117,1.5886982679367065,0.8666387796401978,1.3037630319595337,0.8391333818435669,0.27345961332321167,3.5950536727905273,3.5950536727905273,2.2111597061157227,1.3838940858840942,,
36820,train,1783160356.2661397,9.853799235922489e-05,9.853799235922489e-05,20.219242095947266,20.219242095947266,20.219242095947266,1.640002727508545,0.936755895614624,1.3847324848175049,0.8535606265068054,0.292575478553772,3.5385560989379883,3.5385560989379883,2.1578752994537354,1.3806809186935425,,
36825,train,1783160358.5446882,9.853779528339782e-05,9.853779528339782e-05,19.889968872070312,19.889968872070312,19.889968872070312,1.8244186639785767,0.9788199663162231,1.4179011583328247,0.7419528365135193,0.28371161222457886,3.4941282272338867,3.4941282272338867,2.119168996810913,1.3749592304229736,,
36830,train,1783160360.8266046,9.85375982079649e-05,9.85375982079649e-05,19.97563362121582,19.97563362121582,19.97563362121582,1.8520586490631104,0.8214801549911499,1.5218091011047363,0.7999091148376465,0.2813035249710083,3.581756830215454,3.581756830215454,2.173715829849243,1.408041000366211,,
36835,train,1783160363.107481,9.853740113292615e-05,9.853740113292615e-05,19.65604019165039,19.65604019165039,19.65604019165039,1.868133306503296,0.8582952618598938,1.4789204597473145,0.8014783263206482,0.27486252784729004,3.515286684036255,3.515286684036255,2.125883102416992,1.3894035816192627,,
36840,train,1783160365.3895679,9.853720405828154e-05,9.853720405828154e-05,19.543476104736328,19.543476104736328,19.543476104736328,1.7033594846725464,0.8652513027191162,1.4645590782165527,0.8812218904495239,0.2729623019695282,3.5738229751586914,3.5738229751586914,2.1860291957855225,1.3877938985824585,,
36845,train,1783160367.691418,9.853700698403108e-05,9.853700698403108e-05,20.23442268371582,20.23442268371582,20.23442268371582,1.648820161819458,0.954866886138916,1.482562780380249,0.7879658341407776,0.2908817231655121,3.605219841003418,3.605219841003418,2.2021145820617676,1.4031052589416504,,
36850,train,1783160370.0146778,9.853680991017477e-05,9.853680991017477e-05,19.471736907958984,19.471736907958984,19.471736907958984,1.6543748378753662,0.8571580648422241,1.3671380281448364,0.7569332718849182,0.2824902832508087,3.5829570293426514,3.5829570293426514,2.1882145404815674,1.394742488861084,,
36855,train,1783160372.2995043,9.853661283671259e-05,9.853661283671259e-05,21.059803009033203,21.059803009033203,21.059803009033203,2.018773317337036,0.8400418758392334,1.474432349205017,0.7519079446792603,0.3055179715156555,3.633014678955078,3.633014678955078,2.2236809730529785,1.4093337059020996,,
36860,train,1783160374.5825155,9.853641576364457e-05,9.853641576364457e-05,21.230152130126953,21.230152130126953,21.230152130126953,1.6344784498214722,0.9735584855079651,1.4270826578140259,0.884525716304779,0.3110866844654083,3.5834810733795166,3.5834810733795166,2.198915958404541,1.3845651149749756,,
36865,train,1783160376.8700242,9.853621869097071e-05,9.853621869097071e-05,20.744735717773438,20.744735717773438,20.744735717773438,1.8348861932754517,0.9586686491966248,1.4687256813049316,0.9079221487045288,0.29328635334968567,3.5563879013061523,3.5563879013061523,2.1657960414886475,1.3905917406082153,,
36870,train,1783160379.1644962,9.853602161869097e-05,9.853602161869097e-05,19.092771530151367,19.092771530151367,19.092771530151367,1.6910377740859985,0.8235210180282593,1.3284966945648193,0.7794550657272339,0.2747180163860321,3.674643039703369,3.674643039703369,2.2783913612365723,1.3962515592575073,,
36875,train,1783160381.4476604,9.853582454680539e-05,9.853582454680539e-05,19.71013832092285,19.71013832092285,19.71013832092285,1.7533867359161377,1.0667765140533447,1.5112968683242798,0.9103380441665649,0.2677045464515686,3.5382964611053467,3.5382964611053467,2.143406867980957,1.3948895931243896,,
36880,train,1783160383.7329643,9.853562747531395e-05,9.853562747531395e-05,19.706195831298828,19.706195831298828,19.706195831298828,1.8610255718231201,0.971699595451355,1.32074773311615,0.7912108302116394,0.28110119700431824,3.648434638977051,3.648434638977051,2.2600739002227783,1.388360857963562,,
36885,train,1783160386.019527,9.853543040421665e-05,9.853543040421665e-05,18.860319137573242,18.860319137573242,18.860319137573242,1.7402492761611938,0.8412684202194214,1.3468137979507446,0.7862557172775269,0.26694807410240173,3.568350315093994,3.568350315093994,2.169055700302124,1.3992946147918701,,
36890,train,1783160388.2998927,9.85352333335135e-05,9.85352333335135e-05,18.984678268432617,18.984678268432617,18.984678268432617,1.7009927034378052,0.9734975099563599,1.341528296470642,0.784843385219574,0.26794320344924927,3.553163528442383,3.553163528442383,2.1690666675567627,1.3840969800949097,,
36895,train,1783160390.5930643,9.853503626320448e-05,9.853503626320448e-05,19.13128662109375,19.13128662109375,19.13128662109375,1.6763625144958496,0.8757792711257935,1.3619341850280762,0.8162444233894348,0.27161750197410583,3.6468420028686523,3.6468420028686523,2.26896333694458,1.3778787851333618,,
36900,train,1783160392.9199274,9.853483919328961e-05,9.853483919328961e-05,19.176565170288086,19.176565170288086,19.176565170288086,1.6676921844482422,0.9429175853729248,1.2818318605422974,0.7962333559989929,0.27577391266822815,3.638876438140869,3.638876438140869,2.2441654205322266,1.3947110176086426,,
36905,train,1783160395.2096424,9.853464212376887e-05,9.853464212376887e-05,18.77322006225586,18.77322006225586,18.77322006225586,1.6883653402328491,0.8578552007675171,1.344335913658142,0.8203265070915222,0.26439276337623596,3.566073417663574,3.566073417663574,2.1850807666778564,1.3809926509857178,,
36910,train,1783160397.5108461,9.853444505464227e-05,9.853444505464227e-05,19.3013858795166,19.3013858795166,19.3013858795166,1.7008966207504272,0.9558488130569458,1.563725471496582,0.821104884147644,0.263888418674469,3.444572925567627,3.444572925567627,2.0508296489715576,1.3937432765960693,,
36915,train,1783160399.8161113,9.85342479859098e-05,9.85342479859098e-05,18.81039047241211,18.81039047241211,18.81039047241211,1.5286054611206055,0.9180680513381958,1.2781150341033936,0.7647042870521545,0.27284619212150574,3.7418336868286133,3.7418336868286133,2.335813283920288,1.4060204029083252,,
36920,train,1783160402.1152887,9.853405091757149e-05,9.853405091757149e-05,19.33708381652832,19.33708381652832,19.33708381652832,1.8840653896331787,0.822298526763916,1.4269176721572876,0.7590572237968445,0.2724171280860901,3.5149874687194824,3.5149874687194824,2.1331701278686523,1.3818172216415405,,
36925,train,1783160404.4092176,9.853385384962729e-05,9.853385384962729e-05,20.299345016479492,20.299345016479492,20.299345016479492,1.9251168966293335,0.9298609495162964,1.452180027961731,0.7899298667907715,0.28800323605537415,3.5298352241516113,3.5298352241516113,2.129293441772461,1.4005416631698608,,
36930,train,1783160406.707611,9.853365678207724e-05,9.853365678207724e-05,20.76373863220215,20.76373863220215,20.76373863220215,1.6961568593978882,0.9884912371635437,1.4060251712799072,0.8577577471733093,0.3011449873447418,3.542983055114746,3.542983055114746,2.16213321685791,1.3808497190475464,,
36935,train,1783160409.033229,9.853345971492132e-05,9.853345971492132e-05,21.002275466918945,21.002275466918945,21.002275466918945,1.5817649364471436,0.8844064474105835,1.4172369241714478,0.863480269908905,0.31054821610450745,3.603126049041748,3.603126049041748,2.2322885990142822,1.3708373308181763,,
36940,train,1783160411.3265836,9.853326264815954e-05,9.853326264815954e-05,20.040334701538086,20.040334701538086,20.040334701538086,1.8652842044830322,0.8467538356781006,1.4106864929199219,0.8582567572593689,0.28423136472702026,3.569082498550415,3.569082498550415,2.18424129486084,1.3848412036895752,,
36945,train,1783160413.6214297,9.85330655817919e-05,9.85330655817919e-05,19.32280731201172,19.32280731201172,19.32280731201172,1.564542293548584,0.8888945579528809,1.2132893800735474,0.7154750823974609,0.28915199637413025,3.7966465950012207,3.7966465950012207,2.390805721282959,1.4058409929275513,,
36950,train,1783160415.9527895,9.853286851581837e-05,9.853286851581837e-05,19.413631439208984,19.413631439208984,19.413631439208984,1.7011460065841675,0.8500785827636719,1.318512201309204,0.7013355493545532,0.2849491238594055,3.6319215297698975,3.6319215297698975,2.235658884048462,1.3962626457214355,,
36955,train,1783160418.2383132,9.8532671450239e-05,9.8532671450239e-05,18.798513412475586,18.798513412475586,18.798513412475586,1.618780493736267,0.8807419538497925,1.2816442251205444,0.901330292224884,0.26517871022224426,3.670779228210449,3.670779228210449,2.2687251567840576,1.4020541906356812,,
36960,train,1783160420.5381267,9.853247438505374e-05,9.853247438505374e-05,19.719755172729492,19.719755172729492,19.719755172729492,1.6253228187561035,0.9797567129135132,1.361667513847351,0.8111392259597778,0.28375694155693054,3.5765161514282227,3.5765161514282227,2.178377866744995,1.398138403892517,,
36965,train,1783160422.8365927,9.85322773202626e-05,9.85322773202626e-05,18.801284790039062,18.801284790039062,18.801284790039062,1.7520803213119507,0.8120124340057373,1.3699454069137573,0.7481566071510315,0.26668861508369446,3.6141881942749023,3.6141881942749023,2.210235357284546,1.403952956199646,,
36970,train,1783160425.1387224,9.853208025586562e-05,9.853208025586562e-05,18.866491317749023,18.866491317749023,18.866491317749023,1.5988495349884033,0.909679651260376,1.366117238998413,0.8169248700141907,0.26648616790771484,3.568598508834839,3.568598508834839,2.1997880935668945,1.3688104152679443,,
36975,train,1783160427.4401145,9.853188319186275e-05,9.853188319186275e-05,19.518260955810547,19.518260955810547,19.518260955810547,1.9036872386932373,0.864858865737915,1.4640885591506958,0.8074190616607666,0.27125996351242065,3.4842350482940674,3.4842350482940674,2.0966150760650635,1.387619972229004,,
36980,train,1783160429.732096,9.853168612825401e-05,9.853168612825401e-05,19.071779251098633,19.071779251098633,19.071779251098633,1.6794390678405762,0.8612195253372192,1.3431345224380493,0.7907909750938416,0.2725170850753784,3.5932374000549316,3.5932374000549316,2.2061214447021484,1.3871160745620728,,
36985,train,1783160432.0313277,9.853148906503938e-05,9.853148906503938e-05,20.816898345947266,20.816898345947266,20.816898345947266,1.6596152782440186,0.9530945420265198,1.4591482877731323,0.8490059971809387,0.30195289850234985,3.5749170780181885,3.5749170780181885,2.178231716156006,1.3966853618621826,,
36990,train,1783160434.3202658,9.853129200221891e-05,9.853129200221891e-05,21.57132911682129,21.57132911682129,21.57132911682129,1.66420578956604,0.794734001159668,1.4288491010665894,0.8293061852455139,0.3243573009967804,3.572683811187744,3.572683811187744,2.1677582263946533,1.4049257040023804,,
36995,train,1783160436.6115687,9.853109493979255e-05,9.853109493979255e-05,20.76235580444336,20.76235580444336,20.76235580444336,1.626555323600769,0.8631858825683594,1.3955894708633423,0.8665344715118408,0.3055192530155182,3.625340461730957,3.625340461730957,2.224372625350952,1.4009678363800049,,
37000,train,1783160438.948566,9.853089787776032e-05,9.853089787776032e-05,19.949953079223633,19.949953079223633,19.949953079223633,1.7036898136138916,0.867905855178833,1.4279807806015015,0.8996943235397339,0.2827335000038147,3.5820579528808594,3.5820579528808594,2.1878886222839355,1.3941693305969238,,
37000,validation,1783160445.677878,,,,,,,,,,,,,,,0.2890751212835312,0.2890751212835312
37005,train,1783160448.1308372,9.853070081612221e-05,9.853070081612221e-05,20.069271087646484,20.069271087646484,20.069271087646484,1.6026618480682373,1.0201256275177002,1.369306206703186,0.8458459973335266,0.28924840688705444,3.5793797969818115,3.5793797969818115,2.2019097805023193,1.3774700164794922,,
37010,train,1783160450.4963446,9.853050375487822e-05,9.853050375487822e-05,21.857723236083984,21.857723236083984,21.857723236083984,1.7883411645889282,0.8376501798629761,1.4634449481964111,0.8748605847358704,0.3234471082687378,3.4861576557159424,3.4861576557159424,2.1411473751068115,1.3450102806091309,,
37015,train,1783160452.8110843,9.853030669402835e-05,9.853030669402835e-05,19.672292709350586,19.672292709350586,19.672292709350586,1.6520651578903198,0.9096165299415588,1.419367790222168,0.77616947889328,0.28265634179115295,3.5999345779418945,3.5999345779418945,2.2020905017852783,1.3978441953659058,,
37020,train,1783160455.1013172,9.85301096335726e-05,9.85301096335726e-05,19.593717575073242,19.593717575073242,19.593717575073242,1.7305539846420288,0.9122569561004639,1.3927295207977295,0.9434875249862671,0.2728549540042877,3.653137683868408,3.653137683868408,2.2682156562805176,1.3849220275878906,,
37025,train,1783160457.4048798,9.852991257351097e-05,9.852991257351097e-05,19.131587982177734,19.131587982177734,19.131587982177734,1.5903115272521973,0.9299365282058716,1.3148220777511597,0.8695462942123413,0.27205783128738403,3.599809169769287,3.599809169769287,2.227665662765503,1.3721433877944946,,
37030,train,1783160459.6944897,9.852971551384346e-05,9.852971551384346e-05,20.85796356201172,20.85796356201172,20.85796356201172,1.770742654800415,0.855751633644104,1.2989789247512817,0.7588211297988892,0.3136860132217407,3.6156868934631348,3.6156868934631348,2.218503475189209,1.3971832990646362,,
37035,train,1783160461.9924583,9.852951845457008e-05,9.852951845457008e-05,19.535125732421875,19.535125732421875,19.535125732421875,1.6474835872650146,0.9835389852523804,1.3334522247314453,0.8199641704559326,0.27993932366371155,3.562190532684326,3.562190532684326,2.1664035320281982,1.3957868814468384,,
37040,train,1783160464.2902784,9.852932139569081e-05,9.852932139569081e-05,19.992143630981445,19.992143630981445,19.992143630981445,1.746451497077942,0.8651868104934692,1.3319599628448486,0.7263970375061035,0.2947508990764618,3.5529661178588867,3.5529661178588867,2.1661324501037598,1.3868335485458374,,
37045,train,1783160466.5817244,9.852912433720567e-05,9.852912433720567e-05,21.620460510253906,21.620460510253906,21.620460510253906,1.8803813457489014,0.9381170272827148,1.4383760690689087,0.7689762115478516,0.31971684098243713,3.574765682220459,3.574765682220459,2.1754658222198486,1.3992999792099,,
37050,train,1783160468.8244522,9.852892727911463e-05,9.852892727911463e-05,19.321353912353516,19.321353912353516,19.321353912353516,1.5836526155471802,0.8546541929244995,1.278354525566101,0.6650832295417786,0.2888038158416748,3.5969531536102295,3.5969531536102295,2.186744213104248,1.4102089405059814,,
37055,train,1783160471.2523232,9.852873022141772e-05,9.852873022141772e-05,19.74654197692871,19.74654197692871,19.74654197692871,1.865532398223877,0.8943426012992859,1.4485433101654053,0.8110417127609253,0.2770555019378662,3.499626636505127,3.499626636505127,2.1328601837158203,1.3667664527893066,,
37060,train,1783160473.5408146,9.852853316411491e-05,9.852853316411491e-05,18.089828491210938,18.089828491210938,18.089828491210938,1.5950735807418823,0.9180208444595337,1.228245735168457,0.7700230479240417,0.25733768939971924,3.584954261779785,3.584954261779785,2.1773147583007812,1.4076393842697144,,
37065,train,1783160475.833138,9.852833610720622e-05,9.852833610720622e-05,20.22217559814453,20.22217559814453,20.22217559814453,1.8820304870605469,0.9814690351486206,1.533463716506958,0.8210554718971252,0.2811030447483063,3.4284205436706543,3.4284205436706543,2.0666024684906006,1.3618180751800537,,
37070,train,1783160478.1234834,9.852813905069165e-05,9.852813905069165e-05,20.746145248413086,20.746145248413086,20.746145248413086,1.934887409210205,0.8928998708724976,1.499502182006836,0.8524284362792969,0.2936554551124573,3.5838918685913086,3.5838918685913086,2.184319257736206,1.399572491645813,,
37075,train,1783160480.4134367,9.852794199457119e-05,9.852794199457119e-05,19.85934829711914,19.85934829711914,19.85934829711914,1.6167515516281128,0.9617616534233093,1.386375069618225,0.9000208377838135,0.2824009656906128,3.5790538787841797,3.5790538787841797,2.2003469467163086,1.378706932067871,,
37080,train,1783160482.6986935,9.852774493884484e-05,9.852774493884484e-05,20.03097152709961,20.03097152709961,20.03097152709961,1.6901251077651978,0.9491130113601685,1.3366693258285522,0.7983035445213318,0.2915952801704407,3.6355490684509277,3.6355490684509277,2.247593402862549,1.3879555463790894,,
37085,train,1783160484.9807856,9.852754788351259e-05,9.852754788351259e-05,18.870677947998047,18.870677947998047,18.870677947998047,1.6132935285568237,0.8558515310287476,1.3376545906066895,0.7947113513946533,0.26970669627189636,3.6146140098571777,3.6146140098571777,2.22845196723938,1.3861620426177979,,
37090,train,1783160487.2708442,9.852735082857447e-05,9.852735082857447e-05,19.517101287841797,19.517101287841797,19.517101287841797,1.7287577390670776,0.955500602722168,1.3798999786376953,0.8130937814712524,0.2765968143939972,3.5971508026123047,3.5971508026123047,2.2177178859710693,1.379433035850525,,
37095,train,1783160489.5586789,9.852715377403046e-05,9.852715377403046e-05,18.408977508544922,18.408977508544922,18.408977508544922,1.7175250053405762,0.841399610042572,1.3620805740356445,0.8401836156845093,0.25434499979019165,3.6207637786865234,3.6207637786865234,2.2063148021698,1.4144489765167236,,
37100,train,1783160491.8941233,9.852695671988055e-05,9.852695671988055e-05,18.151212692260742,18.151212692260742,18.151212692260742,1.6299930810928345,0.8942986726760864,1.2519196271896362,0.7678799033164978,0.25749602913856506,3.6542272567749023,3.6542272567749023,2.2505078315734863,1.403719425201416,,
37105,train,1783160494.1874397,9.852675966612475e-05,9.852675966612475e-05,18.964441299438477,18.964441299438477,18.964441299438477,1.6781337261199951,0.8334406614303589,1.2264864444732666,0.7693047523498535,0.2769174575805664,3.6780004501342773,3.6780004501342773,2.2707884311676025,1.4072120189666748,,
37110,train,1783160496.4926932,9.852656261276306e-05,9.852656261276306e-05,22.445114135742188,22.445114135742188,22.445114135742188,1.7370409965515137,0.8949824571609497,1.351874589920044,0.8142406344413757,0.3440191447734833,3.5410704612731934,3.5410704612731934,2.1627347469329834,1.3783358335494995,,
37115,train,1783160498.802462,9.852636555979547e-05,9.852636555979547e-05,22.4847412109375,22.4847412109375,22.4847412109375,1.8053252696990967,0.9492802619934082,1.4882395267486572,0.835703432559967,0.33516108989715576,3.6058285236358643,3.6058285236358643,2.2080934047698975,1.3977351188659668,,
37120,train,1783160501.09871,9.8526168507222e-05,9.8526168507222e-05,21.612628936767578,21.612628936767578,21.612628936767578,1.6295166015625,0.8606899976730347,1.3668949604034424,0.7269589304924011,0.3318825364112854,3.54994535446167,3.54994535446167,2.1759729385375977,1.3739724159240723,,
37125,train,1783160503.4007468,9.852597145504261e-05,9.852597145504261e-05,20.8324031829834,20.8324031829834,20.8324031829834,1.7997608184814453,0.8910771608352661,1.3543134927749634,0.8413984775543213,0.3055586814880371,3.5600967407226562,3.5600967407226562,2.1694090366363525,1.3906878232955933,,
37130,train,1783160505.6889963,9.852577440325734e-05,9.852577440325734e-05,19.690113067626953,19.690113067626953,19.690113067626953,1.5943132638931274,0.9091067314147949,1.358794093132019,0.7318215370178223,0.28901025652885437,3.5805201530456543,3.5805201530456543,2.1914992332458496,1.3890210390090942,,
37135,train,1783160507.9921777,9.852557735186617e-05,9.852557735186617e-05,20.505828857421875,20.505828857421875,20.505828857421875,1.8878519535064697,0.896353542804718,1.5730212926864624,0.8389014005661011,0.286617249250412,3.438234329223633,3.438234329223633,2.067023754119873,1.3712106943130493,,
37140,train,1783160510.2978752,9.85253803008691e-05,9.85253803008691e-05,19.529067993164062,19.529067993164062,19.529067993164062,1.642135500907898,0.9253761768341064,1.3184791803359985,0.8233760595321655,0.28172990679740906,3.773728847503662,3.773728847503662,2.366316556930542,1.4074122905731201,,
37145,train,1783160512.5971746,9.852518325026613e-05,9.852518325026613e-05,18.874340057373047,18.874340057373047,18.874340057373047,1.7804148197174072,0.8022568225860596,1.3273115158081055,0.7396377921104431,0.270172655582428,3.657907009124756,3.657907009124756,2.2678439617156982,1.390062928199768,,
37150,train,1783160514.9411047,9.852498620005727e-05,9.852498620005727e-05,19.191757202148438,19.191757202148438,19.191757202148438,1.8194440603256226,0.9265265464782715,1.3941888809204102,0.8352992534637451,0.26637354493141174,3.571333408355713,3.571333408355713,2.200317144393921,1.3710163831710815,,
37155,train,1783160517.229113,9.85247891502425e-05,9.85247891502425e-05,19.302404403686523,19.302404403686523,19.302404403686523,1.6003646850585938,0.9053886532783508,1.406893253326416,0.8965761065483093,0.2708825170993805,3.506988286972046,3.506988286972046,2.133782148361206,1.3732061386108398,,
37160,train,1783160519.5174272,9.852459210082183e-05,9.852459210082183e-05,18.814050674438477,18.814050674438477,18.814050674438477,1.670981764793396,0.9593245983123779,1.408342957496643,0.8955287933349609,0.2572444677352905,3.543773651123047,3.543773651123047,2.174999237060547,1.3687745332717896,,
37165,train,1783160521.8149855,9.852439505179527e-05,9.852439505179527e-05,18.883544921875,18.883544921875,18.883544921875,1.6685335636138916,0.989256739616394,1.4092907905578613,0.8241454362869263,0.2613084614276886,3.626680850982666,3.626680850982666,2.23897123336792,1.3877094984054565,,
37170,train,1783160524.117738,9.85241980031628e-05,9.85241980031628e-05,19.25564956665039,19.25564956665039,19.25564956665039,1.7408373355865479,0.8781821727752686,1.4163167476654053,0.7704038619995117,0.27251529693603516,3.5247976779937744,3.5247976779937744,2.137422800064087,1.3873748779296875,,
37175,train,1783160526.4221847,9.852400095492442e-05,9.852400095492442e-05,18.65932273864746,18.65932273864746,18.65932273864746,1.749147653579712,0.899177074432373,1.3811185359954834,0.7767989039421082,0.2598924934864044,3.5089292526245117,3.5089292526245117,2.124732732772827,1.3841966390609741,,
37180,train,1783160528.7353873,9.852380390708014e-05,9.852380390708014e-05,19.3912410736084,19.3912410736084,19.3912410736084,1.7692070007324219,0.9126108884811401,1.4761991500854492,0.7922666072845459,0.2704997956752777,3.5322465896606445,3.5322465896606445,2.137812614440918,1.394433856010437,,
37185,train,1783160531.0318158,9.852360685962996e-05,9.852360685962996e-05,19.522686004638672,19.522686004638672,19.522686004638672,1.687922716140747,0.8661115169525146,1.4151065349578857,0.744146466255188,0.2811143696308136,3.5572099685668945,3.5572099685668945,2.159555673599243,1.397654414176941,,
37190,train,1783160533.3357785,9.852340981257388e-05,9.852340981257388e-05,21.633182525634766,21.633182525634766,21.633182525634766,1.778681755065918,0.9074029326438904,1.461395263671875,0.8748656511306763,0.3172127902507782,3.481834888458252,3.481834888458252,2.1083526611328125,1.3734822273254395,,
37195,train,1783160535.6367042,9.85232127659119e-05,9.85232127659119e-05,19.83023452758789,19.83023452758789,19.83023452758789,1.787898302078247,0.884341835975647,1.3581665754318237,0.8836002349853516,0.2816546559333801,3.5391488075256348,3.5391488075256348,2.170959949493408,1.368188738822937,,
37200,train,1783160537.9759064,9.852301571964399e-05,9.852301571964399e-05,19.51368522644043,19.51368522644043,19.51368522644043,1.8000328540802002,0.9376673102378845,1.4246270656585693,0.809827983379364,0.2734905481338501,3.564439296722412,3.564439296722412,2.17927622795105,1.3851631879806519,,
37205,train,1783160540.2627134,9.852281867377018e-05,9.852281867377018e-05,19.386301040649414,19.386301040649414,19.386301040649414,1.725254774093628,0.9097391366958618,1.4539166688919067,0.8099080324172974,0.27163681387901306,3.4605441093444824,3.4605441093444824,2.0792455673217773,1.3812986612319946,,
37210,train,1783160542.5586371,9.852262162829047e-05,9.852262162829047e-05,20.12332534790039,20.12332534790039,20.12332534790039,1.6747796535491943,0.9367800951004028,1.504631519317627,0.8717218637466431,0.2835346460342407,3.5787172317504883,3.5787172317504883,2.1935548782348633,1.3851624727249146,,
37215,train,1783160544.858968,9.852242458320485e-05,9.852242458320485e-05,19.568710327148438,19.568710327148438,19.568710327148438,1.7950609922409058,0.9465696811676025,1.5071018934249878,0.8096958994865417,0.2709662914276123,3.449631690979004,3.449631690979004,2.0739526748657227,1.3756790161132812,,
37220,train,1783160547.1770775,9.85222275385133e-05,9.85222275385133e-05,19.642383575439453,19.642383575439453,19.642383575439453,1.930652379989624,0.948120653629303,1.523436427116394,0.8118979334831238,0.2687320411205292,3.465501308441162,3.465501308441162,2.0968151092529297,1.3686861991882324,,
37225,train,1783160549.4928577,9.852203049421585e-05,9.852203049421585e-05,18.544330596923828,18.544330596923828,18.544330596923828,1.7999686002731323,1.0773162841796875,1.3523950576782227,0.7543855309486389,0.25452184677124023,3.5600500106811523,3.5600500106811523,2.149301290512085,1.4107487201690674,,
37230,train,1783160551.7944,9.85218334503125e-05,9.85218334503125e-05,18.626005172729492,18.626005172729492,18.626005172729492,1.6015584468841553,0.9391175508499146,1.3842723369598389,0.7716894745826721,0.26163122057914734,3.599882125854492,3.599882125854492,2.1978037357330322,1.4020785093307495,,
37235,train,1783160554.084471,9.852163640680322e-05,9.852163640680322e-05,19.002473831176758,19.002473831176758,19.002473831176758,1.7771351337432861,0.927318811416626,1.4609090089797974,0.8448758721351624,0.25969886779785156,3.641075611114502,3.641075611114502,2.227155923843384,1.4139196872711182,,
37240,train,1783160556.38005,9.852143936368802e-05,9.852143936368802e-05,19.149757385253906,19.149757385253906,19.149757385253906,1.9086856842041016,0.8904099464416504,1.5168896913528442,0.8567811846733093,0.25785157084465027,3.533963203430176,3.533963203430176,2.147324562072754,1.3866385221481323,,
37245,train,1783160558.679014,9.852124232096694e-05,9.852124232096694e-05,19.77864646911621,19.77864646911621,19.77864646911621,1.6534308195114136,0.8971351385116577,1.4167546033859253,0.8484746217727661,0.2821694016456604,3.6086153984069824,3.6086153984069824,2.2210612297058105,1.3875541687011719,,
37250,train,1783160561.006616,9.852104527863993e-05,9.852104527863993e-05,20.22941780090332,20.22941780090332,20.22941780090332,1.8916995525360107,0.8750977516174316,1.4791982173919678,0.7541022896766663,0.2888004183769226,3.5216541290283203,3.5216541290283203,2.1297104358673096,1.3919436931610107,,
37255,train,1783160563.3003914,9.852084823670699e-05,9.852084823670699e-05,18.994001388549805,18.994001388549805,18.994001388549805,1.7298376560211182,0.9493535757064819,1.3549691438674927,0.8840746879577637,0.2630382776260376,3.6034421920776367,3.6034421920776367,2.202773332595825,1.400668978691101,,
37260,train,1783160565.6075993,9.852065119516815e-05,9.852065119516815e-05,18.24561882019043,18.24561882019043,18.24561882019043,1.6563189029693604,0.9367504119873047,1.3056762218475342,0.7747703790664673,0.2553701400756836,3.66278338432312,3.66278338432312,2.276306629180908,1.386476755142212,,
37265,train,1783160567.9153445,9.852045415402339e-05,9.852045415402339e-05,19.074493408203125,19.074493408203125,19.074493408203125,1.7064883708953857,0.9470917582511902,1.3855327367782593,0.8147106766700745,0.2671205699443817,3.5774173736572266,3.5774173736572266,2.202918529510498,1.374498724937439,,
37270,train,1783160570.2378309,9.85202571132727e-05,9.85202571132727e-05,18.65141487121582,18.65141487121582,18.65141487121582,1.8346701860427856,0.8912187814712524,1.3791370391845703,0.7912660241127014,0.2574382424354553,3.5290234088897705,3.5290234088897705,2.1432456970214844,1.3857777118682861,,
37275,train,1783160572.5455616,9.852006007291611e-05,9.852006007291611e-05,19.0247745513916,19.0247745513916,19.0247745513916,1.65577232837677,0.8433291912078857,1.3945074081420898,0.7908105850219727,0.27011191844940186,3.5314741134643555,3.5314741134643555,2.146681547164917,1.384792685508728,,
