step,time_unix,split,learning_rate_discriminator,learning_rate_generator,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_resolution,train_discriminator_loss_total,train_generator_loss,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_generator_loss_period_adversarial,train_generator_loss_resolution_adversarial,train_generator_loss_total,train_loss,val_loss,val_validation_loss_mel,val_validation_loss_total
23380,1783413223.243269,train,0.0004892533447064877,0.0004892533447064877,0.98681640625,0.935546875,0.5126953125,0.98681640625,15.467973709106445,3.901698350906372,7.560330867767334,0.18243825435638428,2.2437500953674316,3.5677084922790527,15.467973709106445,15.467973709106445,,,
23385,1783413224.0964503,train,0.0004892487809344314,0.0004892487809344314,0.9778646230697632,0.9234375357627869,0.5442708730697632,0.9778646230697632,16.055448532104492,4.137937545776367,7.170264720916748,0.18717512488365173,2.442187547683716,3.3541667461395264,16.055448532104492,16.055448532104492,,,
23390,1783413224.9129772,train,0.0004892442162148293,0.0004892442162148293,0.9980143308639526,0.9429687857627869,0.5504557490348816,0.9980143308639526,15.538047790527344,3.8430824279785156,6.684834957122803,0.1874750554561615,2.2671875953674316,3.2291667461395264,15.538047790527344,15.538047790527344,,,
23395,1783413225.7245233,train,0.000489239650547699,0.000489239650547699,0.9677408933639526,0.913281261920929,0.5445963740348816,0.9677408933639526,15.35092544555664,3.7512543201446533,6.939139366149902,0.18375062942504883,2.307812452316284,3.2916667461395264,15.35092544555664,15.35092544555664,,,
23400,1783413226.588212,train,0.0004892350839330588,0.0004892350839330588,0.940234363079071,0.890429675579071,0.498046875,0.940234363079071,15.624338150024414,3.7990474700927734,7.22559928894043,0.1885676234960556,2.2578125,3.59375,15.624338150024414,15.624338150024414,,,
23405,1783413227.6633275,train,0.0004892305163709269,0.0004892305163709269,1.0372720956802368,0.983203113079071,0.5406901240348816,1.0372720956802368,15.704239845275879,3.991454839706421,6.719293117523193,0.1870190054178238,2.3031251430511475,3.21875,15.704239845275879,15.704239845275879,,,
23410,1783413228.525873,train,0.0004892259478613214,0.0004892259478613214,0.9938151240348816,0.9398437738418579,0.5397135615348816,0.9938151240348816,15.394449234008789,3.715308427810669,6.899931907653809,0.18592779338359833,2.2875001430511475,3.3489584922790527,15.394449234008789,15.394449234008789,,,
23415,1783413229.3916168,train,0.0004892213784042602,0.0004892213784042602,0.9325520992279053,0.881640613079071,0.5091146230697632,0.9325520992279053,15.984091758728027,4.351502418518066,7.3394060134887695,0.1868681162595749,2.1546876430511475,3.3489584922790527,15.984091758728027,15.984091758728027,,,
23420,1783413230.269999,train,0.0004892168079997615,0.0004892168079997615,0.9732422232627869,0.9222656488418579,0.509765625,0.9732422232627869,15.619327545166016,3.751194477081299,7.07649564743042,0.18698062002658844,2.4203126430511475,3.2604167461395264,15.619327545166016,15.619327545166016,,,
23425,1783413231.1621552,train,0.0004892122366478434,0.0004892122366478434,1.0065103769302368,0.952343761920929,0.5416666865348816,1.0065103769302368,15.473033905029297,3.8690567016601562,6.7202863693237305,0.18552479147911072,2.254687547683716,3.2864584922790527,15.473033905029297,15.473033905029297,,,
23430,1783413232.034649,train,0.000489207664348524,0.000489207664348524,0.9979166388511658,0.944140613079071,0.5377604365348816,0.9979166388511658,15.239084243774414,3.6473000049591064,6.827762603759766,0.18114925920963287,2.418750047683716,3.3854167461395264,15.239084243774414,15.239084243774414,,,
23435,1783413232.9220726,train,0.0004892030911018213,0.0004892030911018213,0.9401692748069763,0.8871093988418579,0.5305989980697632,0.9401692748069763,15.54373550415039,4.15488862991333,6.8560638427734375,0.18364839255809784,2.109375,3.296875,15.54373550415039,15.54373550415039,,,
23440,1783413233.7984157,train,0.0004891985169077535,0.0004891985169077535,1.06103515625,1.00537109375,0.556640625,1.06103515625,14.999515533447266,3.53598952293396,6.911018371582031,0.1807413548231125,2.3187501430511475,3.203125,14.999515533447266,14.999515533447266,,,
23445,1783413234.6943755,train,0.0004891939417663386,0.0004891939417663386,1.0684895515441895,1.0107421875,0.5774739980697632,1.0684895515441895,14.850900650024414,3.426165819168091,6.516494274139404,0.1885569989681244,1.9640625715255737,3.2395834922790527,14.850900650024414,14.850900650024414,,,
23450,1783413235.6160765,train,0.000489189365677595,0.000489189365677595,1.032975196838379,0.976367175579071,0.5660807490348816,1.032975196838379,15.561663627624512,4.15826940536499,6.591212749481201,0.18116901814937592,2.265625,3.2604167461395264,15.561663627624512,15.561663627624512,,,
23455,1783413236.4906888,train,0.0004891847886415407,0.0004891847886415407,0.9328776001930237,0.883593738079071,0.4928385615348816,0.9328776001930237,15.199714660644531,3.468275547027588,7.345906734466553,0.18019616603851318,2.546875,3.4114584922790527,15.199714660644531,15.199714660644531,,,
23460,1783413237.3524373,train,0.0004891802106581938,0.0004891802106581938,0.9276692867279053,0.8755859732627869,0.5208333730697632,0.9276692867279053,15.514983177185059,3.756568193435669,7.086860179901123,0.18483193218708038,2.409374952316284,3.2291667461395264,15.514983177185059,15.514983177185059,,,
23465,1783413238.2428572,train,0.0004891756317275725,0.0004891756317275725,1.025976538658142,0.970898449420929,0.55078125,1.025976538658142,15.336061477661133,3.8840107917785645,6.797736644744873,0.18235847353935242,2.237499952316284,3.2864584922790527,15.336061477661133,15.336061477661133,,,
23470,1783413239.1452422,train,0.0004891710518496949,0.0004891710518496949,1.0120768547058105,0.9566406607627869,0.5543619990348816,1.0120768547058105,15.445804595947266,3.6381118297576904,6.7433600425720215,0.19002366065979004,2.2593750953674316,3.2291667461395264,15.445804595947266,15.445804595947266,,,
23475,1783413240.0301366,train,0.0004891664710245789,0.0004891664710245789,0.9145182371139526,0.8675781488418579,0.4694010615348816,0.9145182371139526,16.024763107299805,4.021345615386963,7.625799179077148,0.18809501826763153,2.434375047683716,3.421875,16.024763107299805,16.024763107299805,,,
23480,1783413240.9075294,train,0.0004891618892522429,0.0004891618892522429,0.9919922351837158,0.9398437738418579,0.521484375,0.9919922351837158,16.671260833740234,4.6541008949279785,6.846333980560303,0.18750518560409546,2.5531251430511475,3.4166667461395264,16.671260833740234,16.671260833740234,,,
23485,1783413241.8054912,train,0.0004891573065327051,0.0004891573065327051,0.9633463621139526,0.9117187857627869,0.5162760615348816,0.9633463621139526,15.574606895446777,3.887526750564575,6.880380153656006,0.18690000474452972,2.2515625953674316,3.3697917461395264,15.574606895446777,15.574606895446777,,,
23490,1783413242.7236977,train,0.0004891527228659833,0.0004891527228659833,0.9756185412406921,0.9222656488418579,0.5335286855697632,0.9756185412406921,15.47159194946289,3.754023790359497,7.153838634490967,0.1859513223171234,2.293750047683716,3.40625,15.47159194946289,15.47159194946289,,,
23495,1783413243.5854986,train,0.000489148138252096,0.000489148138252096,1.0043619871139526,0.9476562738418579,0.5670573115348816,1.0043619871139526,15.229841232299805,3.555086851119995,6.4406232833862305,0.1846056580543518,2.4125001430511475,3.109375,15.229841232299805,15.229841232299805,,,
23500,1783413244.4879475,train,0.0004891435526910613,0.0004891435526910613,0.9644205570220947,0.911328136920929,0.5309244990348816,0.9644205570220947,15.5450439453125,3.850233793258667,6.9972686767578125,0.18368704617023468,2.4000000953674316,3.2916667461395264,15.5450439453125,15.5450439453125,,,
23505,1783413245.3592253,train,0.0004891389661828971,0.0004891389661828971,0.971875011920929,0.919921875,0.51953125,0.971875011920929,15.196077346801758,3.8352596759796143,6.796779632568359,0.18365496397018433,2.078125,3.3854167461395264,15.196077346801758,15.196077346801758,,,
23510,1783413246.2420783,train,0.0004891343787276219,0.0004891343787276219,0.9930338859558105,0.939453125,0.5358073115348816,0.9930338859558105,15.164501190185547,3.6970317363739014,7.102602005004883,0.18436159193515778,2.140625,3.203125,15.164501190185547,15.164501190185547,,,
23515,1783413247.118656,train,0.0004891297903252537,0.0004891297903252537,1.0354492664337158,0.9800781607627869,0.5537109375,1.0354492664337158,15.498981475830078,3.9021058082580566,6.676966667175293,0.18737296760082245,2.1781251430511475,3.1927084922790527,15.498981475830078,15.498981475830078,,,
23520,1783413247.978309,train,0.0004891252009758107,0.0004891252009758107,1.058821678161621,1.0027344226837158,0.5608724355697632,1.058821678161621,15.003340721130371,3.5353832244873047,6.572638511657715,0.18766818940639496,2.075000047683716,2.90625,15.003340721130371,15.003340721130371,,,
23525,1783413248.8525028,train,0.000489120610679311,0.000489120610679311,0.98193359375,0.927539050579071,0.5439453125,0.98193359375,15.251953125,3.6301791667938232,6.7819342613220215,0.18782031536102295,2.171875,3.1979167461395264,15.251953125,15.251953125,,,
23530,1783413249.7472441,train,0.000489116019435773,0.000489116019435773,0.996337890625,0.942578136920929,0.53759765625,0.996337890625,15.935050964355469,4.153138637542725,7.189578533172607,0.18968603014945984,2.200000047683716,3.2708334922790527,15.935050964355469,15.935050964355469,,,
23535,1783413250.6245482,train,0.0004891114272452149,0.0004891114272452149,0.9742187857627869,0.9212890863418579,0.529296875,0.9742187857627869,15.847017288208008,3.909114122390747,7.313365459442139,0.1891273856163025,2.3671875,3.2864584922790527,15.847017288208008,15.847017288208008,,,
23540,1783413251.4991605,train,0.0004891068341076546,0.0004891068341076546,0.9482096433639526,0.894726574420929,0.5348307490348816,0.9482096433639526,16.316463470458984,4.383049011230469,7.06544303894043,0.18901145458221436,2.385937452316284,3.3541667461395264,16.316463470458984,16.316463470458984,,,
23545,1783413252.3711069,train,0.0004891022400231102,0.0004891022400231102,0.9743489623069763,0.920703113079071,0.5364583730697632,0.9743489623069763,15.438058853149414,3.8986988067626953,7.026801109313965,0.1843220442533493,2.2125000953674316,3.296875,15.438058853149414,15.438058853149414,,,
23550,1783413253.2957482,train,0.0004890976449916004,0.0004890976449916004,0.9911458492279053,0.934765636920929,0.5638021230697632,0.9911458492279053,15.2525634765625,3.6175873279571533,6.623221397399902,0.18497103452682495,2.3343751430511475,3.1458334922790527,15.2525634765625,15.2525634765625,,,
23555,1783413254.1690137,train,0.0004890930490131432,0.0004890930490131432,1.0271810293197632,0.9736328125,0.5354818105697632,1.0271810293197632,14.952630996704102,3.606677293777466,6.798061370849609,0.18266206979751587,2.1312501430511475,3.1510417461395264,14.952630996704102,14.952630996704102,,,
23560,1783413255.0424151,train,0.0004890884520877567,0.0004890884520877567,0.8931314945220947,0.842968761920929,0.5016276240348816,0.8931314945220947,15.716056823730469,4.05066442489624,6.851890563964844,0.18641191720962524,2.25,3.4166667461395264,15.716056823730469,15.716056823730469,,,
23565,1783413255.9210527,train,0.000489083854215459,0.000489083854215459,0.9092773795127869,0.862500011920929,0.4677734375,0.9092773795127869,16.040891647338867,4.033994197845459,7.232240200042725,0.18603762984275818,2.575000047683716,3.3697917461395264,16.040891647338867,16.040891647338867,,,
23570,1783413256.8062532,train,0.0004890792553962684,0.0004890792553962684,0.9880208373069763,0.9330078363418579,0.5501302480697632,0.9880208373069763,15.68165397644043,4.193664073944092,6.706241607666016,0.18382342159748077,2.229687452316284,3.15625,15.68165397644043,15.68165397644043,,,
23575,1783413257.680004,train,0.0004890746556302033,0.0004890746556302033,0.9812825322151184,0.927734375,0.5354818105697632,0.9812825322151184,15.120437622070312,3.593878984451294,6.516992092132568,0.18541355431079865,2.2093751430511475,3.21875,15.120437622070312,15.120437622070312,,,
23580,1783413258.5580506,train,0.0004890700549172815,0.0004890700549172815,0.9683594107627869,0.9173828363418579,0.509765625,0.9683594107627869,15.42634391784668,3.9546563625335693,6.605663299560547,0.18610362708568573,2.1109375953674316,3.2552084922790527,15.42634391784668,15.42634391784668,,,
23585,1783413259.448635,train,0.0004890654532575218,0.0004890654532575218,1.03515625,0.982226550579071,0.529296875,1.03515625,15.2610445022583,3.6221816539764404,6.897311210632324,0.18318672478199005,2.371875047683716,3.3385417461395264,15.2610445022583,15.2610445022583,,,
23590,1783413260.3452156,train,0.000489060850650942,0.000489060850650942,0.9623697996139526,0.9066406488418579,0.5572916865348816,0.9623697996139526,15.190181732177734,3.4957950115203857,6.378285884857178,0.1857823133468628,2.379687547683716,3.1666667461395264,15.190181732177734,15.190181732177734,,,
23595,1783413261.215558,train,0.0004890562470975605,0.0004890562470975605,0.892578125,0.844531238079071,0.48046875,0.892578125,15.835295677185059,4.119112491607666,7.316577911376953,0.18471397459506989,2.328125,3.4427084922790527,15.835295677185059,15.835295677185059,,,
23600,1783413262.120832,train,0.0004890516425973954,0.0004890516425973954,0.9658528566360474,0.913867175579071,0.5198568105697632,0.9658528566360474,15.412775039672852,3.9030182361602783,7.077142715454102,0.18269586563110352,2.234375,3.4635417461395264,15.412775039672852,15.412775039672852,,,
23605,1783413262.9966815,train,0.0004890470371504653,0.0004890470371504653,1.0316081047058105,0.9781250357627869,0.5348307490348816,1.0316081047058105,15.733742713928223,3.8879430294036865,7.023670196533203,0.18648602068424225,2.4312500953674316,3.203125,15.733742713928223,15.733742713928223,,,
23610,1783413263.874319,train,0.0004890424307567878,0.0004890424307567878,0.9601888060569763,0.907031238079071,0.5315755605697632,0.9601888060569763,16.159440994262695,4.448483943939209,6.760672569274902,0.1853586584329605,2.34375,3.5,16.159440994262695,16.159440994262695,,,
23615,1783413264.75877,train,0.0004890378234163817,0.0004890378234163817,1.084082007408142,1.030664086341858,0.5341796875,1.084082007408142,14.804075241088867,3.3883602619171143,6.555430889129639,0.18374454975128174,2.15625,3.3541667461395264,14.804075241088867,14.804075241088867,,,
23620,1783413265.639513,train,0.000489033215129265,0.000489033215129265,0.9852213859558105,0.9332031607627869,0.5201823115348816,0.9852213859558105,15.754863739013672,4.061496257781982,7.100450038909912,0.1835992932319641,2.371875047683716,3.4947917461395264,15.754863739013672,15.754863739013672,,,
23625,1783413266.5148408,train,0.0004890286058954561,0.0004890286058954561,0.8667317628860474,0.818164050579071,0.4856770932674408,0.8667317628860474,16.605674743652344,4.839919567108154,7.11698055267334,0.18241651356220245,2.5250000953674316,3.203125,16.605674743652344,16.605674743652344,,,
23630,1783413267.387033,train,0.0004890239957149729,0.0004890239957149729,0.9945312738418579,0.9398437738418579,0.546875,0.9945312738418579,15.345818519592285,3.78910756111145,6.703509330749512,0.1867918074131012,2.145312547683716,3.3541667461395264,15.345818519592285,15.345818519592285,,,
23635,1783413268.2556705,train,0.000489019384587834,0.000489019384587834,0.9090169668197632,0.859570324420929,0.4944661557674408,0.9090169668197632,15.751220703125,3.9055283069610596,7.092154502868652,0.18630829453468323,2.4312500953674316,3.2135417461395264,15.751220703125,15.751220703125,,,
23640,1783413269.135191,train,0.0004890147725140577,0.0004890147725140577,0.9357747435569763,0.883984386920929,0.5179036855697632,0.9357747435569763,16.071102142333984,4.254437446594238,7.055123805999756,0.18633580207824707,2.3812501430511475,3.4479167461395264,16.071102142333984,16.071102142333984,,,
23645,1783413270.0049527,train,0.0004890101594936621,0.0004890101594936621,0.999707043170929,0.948046863079071,0.5166015625,0.999707043170929,15.731653213500977,4.323585033416748,7.139220237731934,0.18252037465572357,2.1640625,3.1666667461395264,15.731653213500977,15.731653213500977,,,
23650,1783413270.9096682,train,0.0004890055455266655,0.0004890055455266655,0.9943033456802368,0.940234363079071,0.5406901240348816,0.9943033456802368,15.183632850646973,3.775981903076172,6.637439727783203,0.18250349164009094,2.200000047683716,3.3125,15.183632850646973,15.183632850646973,,,
23655,1783413271.787548,train,0.0004890009306130861,0.0004890009306130861,1.0479817390441895,0.9921875,0.5579427480697632,1.0479817390441895,15.148284912109375,3.617861270904541,6.591709136962891,0.1829143911600113,2.2953126430511475,3.4479167461395264,15.148284912109375,15.148284912109375,,,
23660,1783413272.6481729,train,0.0004889963147529425,0.0004889963147529425,0.9366211295127869,0.8824219107627869,0.5419921875,0.9366211295127869,15.641352653503418,3.800416946411133,6.921626567840576,0.18457920849323273,2.5093750953674316,3.3333334922790527,15.641352653503418,15.641352653503418,,,
23665,1783413273.5224278,train,0.0004889916979462526,0.0004889916979462526,0.9939127564430237,0.9462890625,0.4762369990348816,0.9939127564430237,15.237546920776367,3.744642734527588,7.076667308807373,0.18261173367500305,2.239062547683716,3.2864584922790527,15.237546920776367,15.237546920776367,,,
23670,1783413274.396265,train,0.0004889870801930347,0.0004889870801930347,1.0219401121139526,0.96875,0.5319010615348816,1.0219401121139526,15.15237808227539,3.6904664039611816,7.19675350189209,0.18078811466693878,2.2875001430511475,3.1927084922790527,15.15237808227539,15.15237808227539,,,
23675,1783413275.264245,train,0.0004889824614933072,0.0004889824614933072,1.096940040588379,1.038671851158142,0.5826823115348816,1.096940040588379,14.250082015991211,3.091142416000366,6.3441314697265625,0.1797579973936081,2.1265625953674316,3.0885417461395264,14.250082015991211,14.250082015991211,,,
23680,1783413276.148805,train,0.0004889778418470885,0.0004889778418470885,0.9643229246139526,0.9136719107627869,0.5065104365348816,0.9643229246139526,15.071072578430176,3.505936861038208,6.699445724487305,0.1848352551460266,2.2515625953674316,3.2604167461395264,15.071072578430176,15.071072578430176,,,
23685,1783413277.0663908,train,0.0004889732212543968,0.0004889732212543968,1.02490234375,0.9736328125,0.5126953125,1.02490234375,15.446438789367676,3.85019850730896,7.104617118835449,0.1880635917186737,2.1015625,3.2135417461395264,15.446438789367676,15.446438789367676,,,
23690,1783413277.9577339,train,0.0004889685997152504,0.0004889685997152504,1.053971290588379,0.996874988079071,0.5709635615348816,1.053971290588379,15.28839111328125,3.7005817890167236,7.344351768493652,0.18634814023971558,2.1265625953674316,3.4114584922790527,15.28839111328125,15.28839111328125,,,
23695,1783413278.8227565,train,0.0004889639772296677,0.0004889639772296677,0.9931640625,0.940234363079071,0.529296875,0.9931640625,15.366870880126953,3.6514809131622314,7.1251373291015625,0.1885824352502823,2.1953125,3.2135417461395264,15.366870880126953,15.366870880126953,,,
23700,1783413279.7246153,train,0.0004889593537976669,0.0004889593537976669,0.9861979484558105,0.934765636920929,0.5143229365348816,0.9861979484558105,15.688386917114258,3.8618149757385254,6.728664398193359,0.18787169456481934,2.362499952316284,3.3697917461395264,15.688386917114258,15.688386917114258,,,
23705,1783413280.5976243,train,0.0004889547294192663,0.0004889547294192663,1.00634765625,0.950390636920929,0.5595703125,1.00634765625,15.25667953491211,3.8576202392578125,6.042959213256836,0.18189752101898193,2.2718751430511475,3.375,15.25667953491211,15.25667953491211,,,
23710,1783413281.4655654,train,0.0004889501040944844,0.0004889501040944844,1.0280925035476685,0.974804699420929,0.5328776240348816,1.0280925035476685,15.706293106079102,3.993785858154297,7.417868614196777,0.1831919252872467,2.395312547683716,3.3177084922790527,15.706293106079102,15.706293106079102,,,
23715,1783413282.3379138,train,0.0004889454778233391,0.0004889454778233391,1.0201823711395264,0.9703125357627869,0.4986979365348816,1.0201823711395264,15.539188385009766,4.029941558837891,7.732187271118164,0.18332377076148987,2.140625,3.4583334922790527,15.539188385009766,15.539188385009766,,,
23720,1783413283.2182512,train,0.0004889408506058491,0.0004889408506058491,0.9641926884651184,0.9130859375,0.5110677480697632,0.9641926884651184,15.406503677368164,4.038009166717529,6.946883201599121,0.1810382753610611,2.198437452316284,3.2864584922790527,15.406503677368164,15.406503677368164,,,
23725,1783413284.0905302,train,0.0004889362224420327,0.0004889362224420327,0.9639322757720947,0.912890613079071,0.5104166865348816,0.9639322757720947,15.51980972290039,3.808795928955078,7.022102355957031,0.18337848782539368,2.4312500953674316,3.2552084922790527,15.51980972290039,15.51980972290039,,,
23730,1783413284.9800465,train,0.000488931593331908,0.000488931593331908,0.9981445074081421,0.947070300579071,0.5107421875,0.9981445074081421,15.317651748657227,3.6450767517089844,6.723509788513184,0.18766702711582184,2.2281250953674316,3.2708334922790527,15.317651748657227,15.317651748657227,,,
23735,1783413285.8388443,train,0.0004889269632754933,0.0004889269632754933,1.000878930091858,0.9443359375,0.5654296875,1.000878930091858,15.601522445678711,3.6875171661376953,6.721898555755615,0.19481810927391052,2.143749952316284,3.3125,15.601522445678711,15.601522445678711,,,
23740,1783413286.6892636,train,0.0004889223322728073,0.0004889223322728073,0.975781261920929,0.918164074420929,0.576171875,0.975781261920929,16.267353057861328,4.203479766845703,6.394939422607422,0.19518299400806427,2.325000047683716,3.1614584922790527,16.267353057861328,16.267353057861328,,,
23745,1783413287.5411048,train,0.0004889177003238683,0.0004889177003238683,1.0663738250732422,1.0109375715255737,0.5543619990348816,1.0663738250732422,15.452678680419922,3.4470412731170654,6.876542091369629,0.1904921978712082,2.417187452316284,3.2864584922790527,15.452678680419922,15.452678680419922,,,
23750,1783413288.4267364,train,0.0004889130674286944,0.0004889130674286944,0.9745442867279053,0.926953136920929,0.4759114682674408,0.9745442867279053,15.801015853881836,4.016269683837891,7.590590476989746,0.1885453760623932,2.176562547683716,3.6458334922790527,15.801015853881836,15.801015853881836,,,
23755,1783413289.2786493,train,0.0004889084335873041,0.0004889084335873041,0.9971354007720947,0.941210925579071,0.5592448115348816,0.9971354007720947,15.444183349609375,3.93042254447937,6.244312286376953,0.1858971267938614,2.223437547683716,3.0052084922790527,15.444183349609375,15.444183349609375,,,
23760,1783413290.146061,train,0.0004889037987997156,0.0004889037987997156,0.929980456829071,0.878125011920929,0.5185546875,0.929980456829071,15.369303703308105,3.7823855876922607,6.951084136962891,0.1866466999053955,2.15625,3.3645834922790527,15.369303703308105,15.369303703308105,,,
23765,1783413291.0256276,train,0.0004888991630659475,0.0004888991630659475,1.0343098640441895,0.983593761920929,0.5071614980697632,1.0343098640441895,15.556455612182617,3.8539931774139404,7.071778774261475,0.18716372549533844,2.223437547683716,3.4947917461395264,15.556455612182617,15.556455612182617,,,
23770,1783413291.8961797,train,0.0004888945263860178,0.0004888945263860178,1.0015950202941895,0.950976550579071,0.5061849355697632,1.0015950202941895,15.36260986328125,3.771488904953003,6.739160060882568,0.1841670572757721,2.296875,3.328125,15.36260986328125,15.36260986328125,,,
23775,1783413292.7560585,train,0.0004888898887599451,0.0004888898887599451,0.8784505128860474,0.829296886920929,0.4915364682674408,0.8784505128860474,16.381240844726562,4.532217979431152,7.001317501068115,0.18595917522907257,2.426562547683716,3.5416667461395264,16.381240844726562,16.381240844726562,,,
23780,1783413293.586765,train,0.000488885250187748,0.000488885250187748,1.0905274152755737,1.0320312976837158,0.5849609375,1.0905274152755737,14.522417068481445,3.3188865184783936,6.830979824066162,0.18184295296669006,2.015625,3.21875,14.522417068481445,14.522417068481445,,,
23785,1783413294.4417179,train,0.0004888806106694445,0.0004888806106694445,0.9643229246139526,0.9175781607627869,0.4674479365348816,0.9643229246139526,15.336816787719727,4.038546562194824,7.801697731018066,0.1811545193195343,2.020312547683716,3.4583334922790527,15.336816787719727,15.336816787719727,,,
23790,1783413295.2942657,train,0.0004888759702050531,0.0004888759702050531,0.9283854365348816,0.880859375,0.4752604365348816,0.9283854365348816,16.239933013916016,3.903784990310669,8.659488677978516,0.18952295184135437,2.465625047683716,4.7604169845581055,16.239933013916016,16.239933013916016,,,
23795,1783413296.339225,train,0.0004888713287945919,0.0004888713287945919,1.0620118379592896,1.0060547590255737,0.5595703125,1.0620118379592896,14.893702507019043,3.390193223953247,6.947853088378906,0.18812212347984314,1.993749976158142,3.4947917461395264,14.893702507019043,14.893702507019043,,,
23800,1783413297.2647853,train,0.0004888666864380798,0.0004888666864380798,1.0107421875,0.956835925579071,0.5390625,1.0107421875,15.567032814025879,4.042047023773193,7.245358943939209,0.18357481062412262,2.203125,3.3645834922790527,15.567032814025879,15.567032814025879,,,
23805,1783413298.1510744,train,0.0004888620431355349,0.0004888620431355349,0.9276692867279053,0.875195324420929,0.5247396230697632,0.9276692867279053,15.888038635253906,4.029204368591309,7.410900115966797,0.18202626705169678,2.5875000953674316,3.390625,15.888038635253906,15.888038635253906,,,
23810,1783413299.0312715,train,0.0004888573988869755,0.0004888573988869755,0.9121094346046448,0.8609375357627869,0.51171875,0.9121094346046448,16.42742156982422,4.506775856018066,7.034421443939209,0.18733833730220795,2.434375047683716,3.5260417461395264,16.42742156982422,16.42742156982422,,,
23815,1783413299.902561,train,0.0004888527536924201,0.0004888527536924201,1.057356834411621,1.00390625,0.5345052480697632,1.057356834411621,15.0637788772583,3.6007328033447266,6.8348212242126465,0.1840018779039383,2.1640625,3.3541667461395264,15.0637788772583,15.0637788772583,,,
23820,1783413300.7838218,train,0.0004888481075518873,0.0004888481075518873,1.0052409172058105,0.9498047232627869,0.5543619990348816,1.0052409172058105,15.889779090881348,4.1618733406066895,6.868274688720703,0.18858644366264343,2.2250001430511475,3.296875,15.889779090881348,15.889779090881348,,,
23825,1783413301.663335,train,0.0004888434604653952,0.0004888434604653952,1.023567795753479,0.9722656607627869,0.5130208730697632,1.023567795753479,15.260518074035645,3.6110641956329346,6.69403076171875,0.18647798895835876,2.254687547683716,3.3385417461395264,15.260518074035645,15.260518074035645,,,
23830,1783413302.5294766,train,0.0004888388124329623,0.0004888388124329623,1.0395182371139526,0.9878906607627869,0.5162760615348816,1.0395182371139526,14.980583190917969,3.371450424194336,6.615047454833984,0.18630146980285645,2.2359375953674316,3.28125,14.980583190917969,14.980583190917969,,,
23835,1783413303.4138706,train,0.0004888341634546072,0.0004888341634546072,1.0366861820220947,0.9818359613418579,0.5485026240348816,1.0366861820220947,15.354886054992676,3.768453598022461,7.383920192718506,0.18778052926063538,2.0703125,3.2760417461395264,15.354886054992676,15.354886054992676,,,
23840,1783413304.2906594,train,0.000488829513530348,0.000488829513530348,1.1242839097976685,1.0691406726837158,0.5514323115348816,1.1242839097976685,14.452359199523926,3.0609705448150635,6.857280731201172,0.18316976726055145,2.1500000953674316,3.1302084922790527,14.452359199523926,14.452359199523926,,,
23845,1783413305.1790433,train,0.0004888248626602034,0.0004888248626602034,1.0306966304779053,0.9765625,0.5413411855697632,1.0306966304779053,15.078678131103516,3.6783974170684814,6.7610602378845215,0.18096545338630676,2.245312452316284,3.3541667461395264,15.078678131103516,15.078678131103516,,,
23850,1783413306.09432,train,0.0004888202108441917,0.0004888202108441917,1.0110352039337158,0.959765613079071,0.5126953125,1.0110352039337158,14.94464111328125,3.7090039253234863,6.972140312194824,0.18268254399299622,1.9890625476837158,3.2864584922790527,14.94464111328125,14.94464111328125,,,
23855,1783413306.9891295,train,0.0004888155580823312,0.0004888155580823312,0.9986328482627869,0.9429687857627869,0.556640625,0.9986328482627869,15.217403411865234,3.675589084625244,6.948373317718506,0.1849212348461151,2.1953125,3.3020834922790527,15.217403411865234,15.217403411865234,,,
23860,1783413307.9002361,train,0.0004888109043746404,0.0004888109043746404,0.9453451037406921,0.8902344107627869,0.5511068105697632,0.9453451037406921,15.663436889648438,3.9951679706573486,6.619443416595459,0.18458499014377594,2.387500047683716,3.125,15.663436889648438,15.663436889648438,,,
23865,1783413308.8233812,train,0.0004888062497211378,0.0004888062497211378,0.9677083492279053,0.914843738079071,0.5286458730697632,0.9677083492279053,15.417671203613281,3.899458408355713,7.00681209564209,0.18206782639026642,2.3109376430511475,3.1354167461395264,15.417671203613281,15.417671203613281,,,
23870,1783413309.6946728,train,0.0004888015941218418,0.0004888015941218418,1.037988305091858,0.9906250238418579,0.4736328125,1.037988305091858,14.95022964477539,3.3495051860809326,7.238371849060059,0.18419703841209412,2.2265625,3.6145834922790527,14.95022964477539,14.95022964477539,,,
23875,1783413310.5610416,train,0.0004887969375767708,0.0004887969375767708,1.0023112297058105,0.946484386920929,0.5582682490348816,1.0023112297058105,15.040176391601562,3.6622989177703857,6.919363975524902,0.18107646703720093,2.2125000953674316,3.25,15.040176391601562,15.040176391601562,,,
23880,1783413311.4314477,train,0.0004887922800859431,0.0004887922800859431,0.9688476920127869,0.917187511920929,0.5166015625,0.9688476920127869,15.303630828857422,3.7523038387298584,7.201253414154053,0.18511466681957245,2.1812500953674316,3.1979167461395264,15.303630828857422,15.303630828857422,,,
23885,1783413312.3059764,train,0.0004887876216493777,0.0004887876216493777,0.8940104246139526,0.84375,0.5026041865348816,0.8940104246139526,15.814064025878906,4.178486347198486,7.2285075187683105,0.18167172372341156,2.3984375,3.390625,15.814064025878906,15.814064025878906,,,
