step,time_unix,split,learning_rate_discriminator,learning_rate_generator,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_resolution,train_discriminator_loss_total,train_generator_loss,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_generator_loss_period_adversarial,train_generator_loss_resolution_adversarial,train_generator_loss_total,train_loss,val_loss,val_validation_loss_mel,val_validation_loss_total
80,1783408944.826168,train,0.000499999873263843,0.000499999873263843,2.010481834411621,1.9345703125,0.7591146230697632,2.010481834411621,34.284324645996094,0.37213775515556335,29.355159759521484,0.6435209512710571,1.4093750715255737,6.0885419845581055,34.284324645996094,34.284324645996094,,,
85,1783408946.5356119,train,0.0004999998569267617,0.0004999998569267617,1.9103516340255737,1.8464844226837158,0.638671875,1.9103516340255737,33.05811309814453,0.3112879693508148,30.038681030273438,0.6144731044769287,1.3875000476837158,7.0416669845581055,33.05811309814453,33.05811309814453,,,
90,1783408948.696665,train,0.0004999998395995549,0.0004999998395995549,1.7664551734924316,1.7042969465255737,0.62158203125,1.7664551734924316,32.184356689453125,0.5063889026641846,28.889957427978516,0.5954030752182007,1.3234375715255737,6.723958492279053,32.184356689453125,32.184356689453125,,,
95,1783408950.2251458,train,0.0004999998212822222,0.0004999998212822222,1.8796875476837158,1.8146485090255737,0.650390625,1.8796875476837158,32.23871612548828,0.41505107283592224,27.494667053222656,0.5988595485687256,1.475000023841858,6.505208492279053,32.23871612548828,32.23871612548828,,,
100,1783408952.2837856,train,0.000499999801974764,0.000499999801974764,1.6295735836029053,1.573339819908142,0.5623372793197632,1.6295735836029053,32.62055587768555,0.6972396969795227,31.173023223876953,0.5915919542312622,1.5203125476837158,6.640625,32.62055587768555,32.62055587768555,,,
105,1783408953.5976508,train,0.0004999997816771803,0.0004999997816771803,1.656722068786621,1.590234398841858,0.6648763418197632,1.656722068786621,31.71070098876953,0.6791266202926636,26.448646545410156,0.5805264115333557,1.639062523841858,6.239583492279053,31.71070098876953,31.71070098876953,,,
110,1783408955.5166585,train,0.0004999997603894711,0.0004999997603894711,1.6342447996139526,1.573632836341858,0.6061198115348816,1.6342447996139526,29.85355567932129,0.7604793906211853,24.645347595214844,0.5480879545211792,1.3546875715255737,6.098958492279053,29.85355567932129,29.85355567932129,,,
115,1783408957.3702188,train,0.0004999997381116366,0.0004999997381116366,1.6260091066360474,1.564843773841858,0.6116536855697632,1.6260091066360474,31.40550994873047,0.8357924818992615,22.968395233154297,0.5802132487297058,1.5617188215255737,6.015625,31.40550994873047,31.40550994873047,,,
120,1783408959.4195464,train,0.0004999997148436768,0.0004999997148436768,1.6021809577941895,1.548437476158142,0.5374349355697632,1.6021809577941895,29.775108337402344,0.8022564053535461,22.85845947265625,0.5461580157279968,1.4296875,6.802083492279053,29.775108337402344,29.775108337402344,,,
125,1783408960.8010988,train,0.0004999996905855917,0.0004999996905855917,1.5745768547058105,1.515625,0.5895182490348816,1.5745768547058105,28.92156982421875,0.9034219980239868,19.395614624023438,0.5313412547111511,1.5828125476837158,5.8541669845581055,28.92156982421875,28.92156982421875,,,
130,1783408963.1082249,train,0.0004999996653373819,0.0004999996653373819,1.5695637464523315,1.519140601158142,0.5042318105697632,1.5695637464523315,29.045486450195312,1.0618743896484375,19.55457305908203,0.5313895344734192,1.482812523841858,6.328125,29.045486450195312,29.045486450195312,,,
135,1783408964.558873,train,0.0004999996390990468,0.0004999996390990468,1.481331467628479,1.4250000715255737,0.5633138418197632,1.481331467628479,28.680892944335938,1.0209221839904785,16.653533935546875,0.5268595218658447,1.696874976158142,5.890625,28.680892944335938,28.680892944335938,,,
140,1783408967.5063906,train,0.000499999611870587,0.000499999611870587,1.5152913331985474,1.459375023841858,0.5591634511947632,1.5152913331985474,28.31258201599121,1.0430669784545898,15.081263542175293,0.5173943042755127,1.921875,5.567708492279053,28.31258201599121,28.31258201599121,,,
145,1783408969.2371564,train,0.0004999995836520023,0.0004999995836520023,1.3930176496505737,1.333398461341858,0.59619140625,1.3930176496505737,27.20502471923828,1.1827043294906616,13.63773250579834,0.5033959746360779,1.482812523841858,5.2291669845581055,27.20502471923828,27.20502471923828,,,
150,1783408970.9685166,train,0.0004999995544432929,0.0004999995544432929,1.627539038658142,1.555761694908142,0.7177734375,1.627539038658142,27.393726348876953,0.8590795397758484,12.300302505493164,0.5115146040916443,1.8015625476837158,4.848958492279053,27.393726348876953,27.393726348876953,,,
155,1783408972.5425339,train,0.000499999524244459,0.000499999524244459,1.5617839097976685,1.497460961341858,0.6432291865348816,1.5617839097976685,28.461505889892578,1.0153985023498535,13.469255447387695,0.5346809029579163,1.4890625476837158,5.4947919845581055,28.461505889892578,28.461505889892578,,,
160,1783408974.0598347,train,0.0004999994930555007,0.0004999994930555007,1.5861165523529053,1.525390625,0.6072591543197632,1.5861165523529053,26.470558166503906,0.8191410303115845,12.75367259979248,0.5012385845184326,1.306249976158142,5.140625,26.470558166503906,26.470558166503906,,,
165,1783408975.2962637,train,0.0004999994608764181,0.0004999994608764181,1.488916039466858,1.4326171875,0.56298828125,1.488916039466858,27.246353149414062,1.1163616180419922,14.909330368041992,0.5006480813026428,1.5125000476837158,5.973958492279053,27.246353149414062,27.246353149414062,,,
170,1783408976.9413571,train,0.0004999994277072112,0.0004999994277072112,1.5898926258087158,1.5226563215255737,0.67236328125,1.5898926258087158,26.603830337524414,0.9672877192497253,12.026948928833008,0.49327534437179565,1.765625,4.708333492279053,26.603830337524414,26.603830337524414,,,
175,1783408978.38638,train,0.0004999993935478806,0.0004999993935478806,1.505013108253479,1.4406250715255737,0.6438802480697632,1.505013108253479,27.294692993164062,1.0180429220199585,11.87964916229248,0.5057207942008972,1.8562500476837158,4.75,27.294692993164062,27.294692993164062,,,
180,1783408982.1676319,train,0.0004999993583984258,0.0004999993583984258,1.6620768308639526,1.598730444908142,0.6334635615348816,1.6620768308639526,25.270015716552734,0.8548222780227661,11.692922592163086,0.4684968888759613,1.6953125,4.6822919845581055,25.270015716552734,25.270015716552734,,,
185,1783408983.573839,train,0.0004999993222588473,0.0004999993222588473,1.5850749015808105,1.5241211652755737,0.6095377802848816,1.5850749015808105,25.16143035888672,0.9225930571556091,11.897363662719727,0.46874162554740906,1.4890625476837158,4.6666669845581055,25.16143035888672,25.16143035888672,,,
190,1783408985.150988,train,0.0004999992851291451,0.0004999992851291451,1.5249512195587158,1.459863305091858,0.65087890625,1.5249512195587158,25.344615936279297,1.106435775756836,11.519903182983398,0.467424601316452,1.6140625476837158,4.380208492279053,25.344615936279297,25.344615936279297,,,
195,1783408986.7330415,train,0.0004999992470093195,0.0004999992470093195,1.6459473371505737,1.568750023841858,0.77197265625,1.6459473371505737,25.08049774169922,0.9607452750205994,9.778999328613281,0.4676661491394043,1.7109375,3.859375,25.08049774169922,25.08049774169922,,,
200,1783408988.888898,train,0.0004999992078993705,0.0004999992078993705,1.628645896911621,1.55126953125,0.7737630605697632,1.628645896911621,26.791627883911133,1.0255653858184814,9.994712829589844,0.5089566707611084,1.451562523841858,4.1197919845581055,26.791627883911133,26.791627883911133,,,
205,1783408991.0288763,train,0.0004999991677992983,0.0004999991677992983,1.598030686378479,1.5305664539337158,0.6746419668197632,1.598030686378479,24.80988311767578,1.035976767539978,10.070723533630371,0.4606981575489044,1.639062523841858,3.9635417461395264,24.80988311767578,24.80988311767578,,,
210,1783408992.865614,train,0.0004999991267091032,0.0004999991267091032,1.540429711341858,1.4716796875,0.6875,1.540429711341858,23.803157806396484,1.1085140705108643,10.703790664672852,0.4436468482017517,1.228906273841858,4.3125,23.803157806396484,23.803157806396484,,,
215,1783408994.5168073,train,0.0004999990846287851,0.0004999990846287851,1.5273600816726685,1.450585961341858,0.7677409052848816,1.5273600816726685,24.499908447265625,1.1521804332733154,10.227805137634277,0.4545358717441559,1.4921875,3.7864584922790527,24.499908447265625,24.499908447265625,,,
220,1783408996.474891,train,0.0004999990415583445,0.0004999990415583445,1.5155599117279053,1.4462890625,0.6927083730697632,1.5155599117279053,24.417530059814453,1.116020679473877,10.620254516601562,0.44456955790519714,1.810937523841858,4.2291669845581055,24.417530059814453,24.417530059814453,,,
225,1783408997.9752443,train,0.0004999989974977813,0.0004999989974977813,1.4882161617279053,1.412500023841858,0.7571614980697632,1.4882161617279053,24.152278900146484,1.0028619766235352,10.421098709106445,0.44346100091934204,1.717187523841858,4.34375,24.152278900146484,24.152278900146484,,,
230,1783408999.958437,train,0.0004999989524470958,0.0004999989524470958,1.5624511241912842,1.488867163658142,0.73583984375,1.5624511241912842,23.484561920166016,1.0922985076904297,10.038175582885742,0.43569231033325195,1.407812476158142,3.7447917461395264,23.484561920166016,23.484561920166016,,,
235,1783409001.45102,train,0.0004999989064062882,0.0004999989064062882,1.4907877445220947,1.424218773841858,0.6656901240348816,1.4907877445220947,23.907623291015625,1.146314024925232,10.348787307739258,0.4364206790924072,1.689062476158142,3.984375,23.907623291015625,23.907623291015625,,,
240,1783409003.2421858,train,0.0004999988593753585,0.0004999988593753585,1.607649803161621,1.5417969226837158,0.6585286855697632,1.607649803161621,23.448633193969727,1.0502625703811646,10.119929313659668,0.4320005178451538,1.545312523841858,4.0104169845581055,23.448633193969727,23.448633193969727,,,
245,1783409004.652907,train,0.0004999988113543071,0.0004999988113543071,1.616438865661621,1.5320312976837158,0.8440755605697632,1.616438865661621,22.973600387573242,0.974597156047821,8.810057640075684,0.42990225553512573,1.431249976158142,3.4114584922790527,22.973600387573242,22.973600387573242,,,
250,1783409006.8978477,train,0.000499998762343134,0.000499998762343134,1.5166341066360474,1.433007836341858,0.8362630605697632,1.5166341066360474,25.057592391967773,1.1049250364303589,9.36176872253418,0.4678201675415039,1.6046875715255737,3.5989584922790527,25.057592391967773,25.057592391967773,,,
255,1783409008.328782,train,0.0004999987123418395,0.0004999987123418395,1.4260742664337158,1.35546875,0.7060546875,1.4260742664337158,23.001354217529297,1.087747573852539,10.108039855957031,0.42061203718185425,1.588281273841858,3.8697917461395264,23.001354217529297,23.001354217529297,,,
260,1783409010.4416425,train,0.0004999986613504238,0.0004999986613504238,1.5587564706802368,1.4814453125,0.7731119990348816,1.5587564706802368,22.240535736083984,1.0265436172485352,9.188360214233398,0.40653589367866516,1.6687500476837158,3.3229167461395264,22.240535736083984,22.240535736083984,,,
265,1783409011.6027935,train,0.000499998609368887,0.000499998609368887,1.331315040588379,1.258398413658142,0.7291666865348816,1.331315040588379,23.666423797607422,1.400917649269104,10.018098831176758,0.4271678030490875,1.6906250715255737,3.5052084922790527,23.666423797607422,23.666423797607422,,,
270,1783409012.8283653,train,0.0004999985563972296,0.0004999985563972296,1.4521160125732422,1.3664063215255737,0.8570963740348816,1.4521160125732422,22.415233612060547,1.2051122188568115,9.192560195922852,0.4061512053012848,1.696874976158142,3.171875,22.415233612060547,22.415233612060547,,,
275,1783409014.720181,train,0.0004999985024354515,0.0004999985024354515,1.4848958253860474,1.404687523841858,0.8020833730697632,1.4848958253860474,22.544387817382812,1.1364864110946655,8.74038314819336,0.4150233566761017,1.514062523841858,3.4375,22.544387817382812,22.544387817382812,,,
280,1783409016.552571,train,0.000499998447483553,0.000499998447483553,1.608300805091858,1.5320312976837158,0.7626953125,1.608300805091858,21.59376335144043,1.0867944955825806,8.723504066467285,0.394669771194458,1.548437476158142,3.2604167461395264,21.59376335144043,21.59376335144043,,,
285,1783409017.902057,train,0.0004999983915415344,0.0004999983915415344,1.4428385496139526,1.3640625476837158,0.7877604365348816,1.4428385496139526,23.186298370361328,1.2500908374786377,8.73146915435791,0.41919073462486267,1.8796875476837158,3.1979167461395264,23.186298370361328,23.186298370361328,,,
290,1783409019.1148055,train,0.0004999983346093959,0.0004999983346093959,1.5741536617279053,1.494726538658142,0.7942708730697632,1.5741536617279053,21.678058624267578,1.0401486158370972,8.804085731506348,0.4001319706439972,1.4265625476837158,3.25,21.678058624267578,21.678058624267578,,,
295,1783409020.6604843,train,0.0004999982766871376,0.0004999982766871376,1.3993489742279053,1.324804663658142,0.7454427480697632,1.3993489742279053,22.070566177368164,1.432752013206482,10.04548454284668,0.3898943364620209,1.7453125715255737,3.4270834922790527,22.070566177368164,22.070566177368164,,,
300,1783409023.526019,train,0.0004999982177747598,0.0004999982177747598,1.4696941375732422,1.3976563215255737,0.7203776240348816,1.4696941375732422,21.909805297851562,1.2546113729476929,8.947022438049316,0.3914947211742401,1.8078125715255737,3.3541667461395264,21.909805297851562,21.909805297851562,,,
305,1783409025.1437776,train,0.0004999981578722629,0.0004999981578722629,1.3793946504592896,1.3019531965255737,0.7744140625,1.3793946504592896,22.0826473236084,1.380301833152771,8.83944320678711,0.3971797525882721,1.607812523841858,3.375,22.0826473236084,22.0826473236084,,,
310,1783409026.3828402,train,0.0004999980969796468,0.0004999980969796468,1.357454538345337,1.2833985090255737,0.7405599355697632,1.357454538345337,21.595890045166016,1.404592514038086,9.196493148803711,0.3864533007144928,1.546875,3.34375,21.595890045166016,21.595890045166016,,,
315,1783409027.6599712,train,0.0004999980350969121,0.0004999980350969121,1.553002953529358,1.4772217273712158,0.7578125,1.553002953529358,21.967809677124023,1.2661570310592651,8.78474235534668,0.3939525783061981,1.771875023841858,3.234375,21.967809677124023,21.967809677124023,,,
320,1783409029.161368,train,0.0004999979722240589,0.0004999979722240589,1.5203450918197632,1.4474610090255737,0.7288411855697632,1.5203450918197632,20.900226593017578,1.0841655731201172,8.590935707092285,0.3839395344257355,1.3562500476837158,3.234375,20.900226593017578,20.900226593017578,,,
325,1783409030.1803226,train,0.0004999979083610874,0.0004999979083610874,1.46240234375,1.390625,0.7177734375,1.46240234375,21.46796989440918,1.2792505025863647,9.0147705078125,0.37798038125038147,1.9265625476837158,3.515625,21.46796989440918,21.46796989440918,,,
330,1783409031.9482317,train,0.0004999978435079977,0.0004999978435079977,1.520296335220337,1.4416016340255737,0.7869466543197632,1.520296335220337,22.312856674194336,1.295651912689209,8.3839111328125,0.4033023416996002,1.7078125476837158,3.2239584922790527,22.312856674194336,22.312856674194336,,,
335,1783409033.2470496,train,0.0004999977776647904,0.0004999977776647904,1.332421898841858,1.256445288658142,0.759765625,1.332421898841858,21.443538665771484,1.4593510627746582,8.300470352172852,0.3805549442768097,1.7062500715255737,3.2291667461395264,21.443538665771484,21.443538665771484,,,
340,1783409035.075364,train,0.0004999977108314656,0.0004999977108314656,1.4266276359558105,1.355859398841858,0.7076823115348816,1.4266276359558105,22.40039825439453,1.3586629629135132,9.130163192749023,0.40161043405532837,1.720312476158142,3.359375,22.40039825439453,22.40039825439453,,,
345,1783409036.017879,train,0.0004999976430080235,0.0004999976430080235,1.5288900136947632,1.4519531726837158,0.7693685293197632,1.5288900136947632,20.463228225708008,1.1136451959609985,7.983588218688965,0.3727007806301117,1.4718750715255737,3.078125,20.463228225708008,20.463228225708008,,,
350,1783409036.9975715,train,0.0004999975741944644,0.0004999975741944644,1.458268165588379,1.378515601158142,0.7975260615348816,1.458268165588379,21.121376037597656,1.214342474937439,7.77876615524292,0.37443262338638306,1.9609375,3.1875,21.121376037597656,21.121376037597656,,,
355,1783409037.956618,train,0.0004999975043907886,0.0004999975043907886,1.3694987297058105,1.2990235090255737,0.7047526240348816,1.3694987297058105,20.579221725463867,1.5172268152236938,8.160999298095703,0.3656032085418701,1.470312476158142,3.234375,20.579221725463867,20.579221725463867,,,
360,1783409040.3161943,train,0.0004999974335969965,0.0004999974335969965,1.423372507095337,1.3503906726837158,0.7298177480697632,1.423372507095337,21.2965087890625,1.3281073570251465,8.404855728149414,0.37675464153289795,1.845312476158142,3.2864584922790527,21.2965087890625,21.2965087890625,,,
365,1783409041.6373422,train,0.0004999973618130881,0.0004999973618130881,1.419466257095337,1.3445312976837158,0.7493489980697632,1.419466257095337,20.554895401000977,1.3550103902816772,8.023715019226074,0.36486372351646423,1.6671875715255737,3.1145834922790527,20.554895401000977,20.554895401000977,,,
370,1783409042.987118,train,0.0004999972890390638,0.0004999972890390638,1.3712565898895264,1.2927734851837158,0.7848307490348816,1.3712565898895264,20.13756561279297,1.3891459703445435,7.556643486022949,0.3548737168312073,1.704687476158142,3.1875,20.13756561279297,20.13756561279297,,,
375,1783409044.1224532,train,0.000499997215274924,0.000499997215274924,1.338476538658142,1.264062523841858,0.744140625,1.338476538658142,20.56547737121582,1.384765625,7.978275299072266,0.36349695920944214,1.717187523841858,3.0833334922790527,20.56547737121582,20.56547737121582,,,
380,1783409046.72881,train,0.000499997140520669,0.000499997140520669,1.5159180164337158,1.4386719465255737,0.7724609375,1.5159180164337158,19.84373664855957,1.2914289236068726,7.733771800994873,0.36033618450164795,1.25390625,3.0989584922790527,19.84373664855957,19.84373664855957,,,
385,1783409048.3374383,train,0.0004999970647762989,0.0004999970647762989,1.365625023841858,1.2890625,0.765625,1.365625023841858,20.86304473876953,1.502517819404602,7.940253257751465,0.3689546287059784,1.6359375715255737,3.2760417461395264,20.86304473876953,20.86304473876953,,,
390,1783409056.3292048,train,0.0004999969880418142,0.0004999969880418142,1.5184895992279053,1.4435547590255737,0.7493489980697632,1.5184895992279053,20.192094802856445,1.2366245985031128,8.026922225952148,0.36320412158966064,1.5070313215255737,3.015625,20.192094802856445,20.192094802856445,,,
395,1783409057.432104,train,0.0004999969103172151,0.0004999969103172151,1.353906273841858,1.280859351158142,0.73046875,1.353906273841858,19.757354736328125,1.4179702997207642,8.067670822143555,0.3490813076496124,1.5125000476837158,3.1145834922790527,19.757354736328125,19.757354736328125,,,
400,1783409058.3425295,train,0.0004999968316025019,0.0004999968316025019,1.5067057609558105,1.4337891340255737,0.7291666865348816,1.5067057609558105,19.8651123046875,1.3227676153182983,7.729005813598633,0.35230711102485657,1.626562476158142,2.890625,19.8651123046875,19.8651123046875,,,
405,1783409059.1941113,train,0.0004999967518976748,0.0004999967518976748,1.4552735090255737,1.381250023841858,0.740234375,1.4552735090255737,19.985069274902344,1.305503249168396,7.976068496704102,0.3520296514034271,1.7156250476837158,3.25,19.985069274902344,19.985069274902344,,,
410,1783409060.0494387,train,0.0004999966712027345,0.0004999966712027345,1.3630207777023315,1.288671851158142,0.7434896230697632,1.3630207777023315,20.034677505493164,1.317722201347351,7.478738784790039,0.3501231074333191,1.8937500715255737,3.1979167461395264,20.034677505493164,20.034677505493164,,,
415,1783409060.9649367,train,0.000499996589517681,0.000499996589517681,1.405989646911621,1.3273438215255737,0.7864583730697632,1.405989646911621,19.965438842773438,1.45360267162323,7.432229518890381,0.35442984104156494,1.5234375,2.9583334922790527,19.965438842773438,19.965438842773438,,,
420,1783409061.8470244,train,0.000499996506842515,0.000499996506842515,1.3565754890441895,1.28125,0.7532552480697632,1.3565754890441895,19.96435546875,1.6033064126968384,7.699862480163574,0.3459819555282593,1.6984375715255737,3.234375,19.96435546875,19.96435546875,,,
425,1783409062.7241347,train,0.0004999964231772363,0.0004999964231772363,1.39697265625,1.320703148841858,0.7626953125,1.39697265625,19.897499084472656,1.3606690168380737,7.712378978729248,0.3453580439090729,1.889062523841858,3.3541667461395264,19.897499084472656,19.897499084472656,,,
430,1783409063.5948925,train,0.0004999963385218453,0.0004999963385218453,1.4881510734558105,1.416406273841858,0.7174479365348816,1.4881510734558105,20.792524337768555,1.4366791248321533,8.062541961669922,0.36668074131011963,1.712499976158142,3.3645834922790527,20.792524337768555,20.792524337768555,,,
435,1783409064.46665,train,0.0004999962528763426,0.0004999962528763426,1.3115234375,1.236718773841858,0.748046875,1.3115234375,20.07482147216797,1.4908363819122314,7.4459757804870605,0.3516623377799988,1.6921875476837158,3.2239584922790527,20.07482147216797,20.07482147216797,,,
440,1783409065.3319952,train,0.0004999961662407284,0.0004999961662407284,1.3801432847976685,1.3039063215255737,0.7623698115348816,1.3801432847976685,19.92503547668457,1.3742700815200806,7.412272930145264,0.3490198254585266,1.7859375476837158,3.1770834922790527,19.92503547668457,19.92503547668457,,,
445,1783409066.1957283,train,0.000499996078615003,0.000499996078615003,1.3335611820220947,1.26171875,0.7184244990348816,1.3335611820220947,19.282072067260742,1.50062894821167,7.766815185546875,0.3380919396877289,1.46875,3.21875,19.282072067260742,19.282072067260742,,,
450,1783409067.0942702,train,0.0004999959899991668,0.0004999959899991668,1.4282552003860474,1.350000023841858,0.7825521230697632,1.4282552003860474,19.363361358642578,1.2812378406524658,7.020253658294678,0.3414674699306488,1.704687476158142,3.09375,19.363361358642578,19.363361358642578,,,
455,1783409067.9691026,train,0.0004999959003932202,0.0004999959003932202,1.4239909648895264,1.347070336341858,0.7692057490348816,1.4239909648895264,19.457008361816406,1.3140848875045776,7.131103515625,0.3401995599269867,1.8406250476837158,2.8020834922790527,19.457008361816406,19.457008361816406,,,
460,1783409068.8263085,train,0.0004999958097971636,0.0004999958097971636,1.3379883766174316,1.2667969465255737,0.7119140625,1.3379883766174316,20.312175750732422,1.5815409421920776,7.999248504638672,0.3548143804073334,1.640625,3.234375,20.312175750732422,20.312175750732422,,,
465,1783409069.6909237,train,0.0004999957182109973,0.0004999957182109973,1.4647786617279053,1.384765625,0.8001302480697632,1.4647786617279053,19.415390014648438,1.3322219848632812,7.015459060668945,0.34049439430236816,1.7453125715255737,3.140625,19.415390014648438,19.415390014648438,,,
470,1783409070.5574381,train,0.0004999956256347217,0.0004999956256347217,1.4371418952941895,1.3564453125,0.8069661855697632,1.4371418952941895,19.17163848876953,1.4018545150756836,6.56916618347168,0.33697572350502014,1.6593750715255737,2.8958334922790527,19.17163848876953,19.17163848876953,,,
475,1783409071.4260664,train,0.000499995532068337,0.000499995532068337,1.472200632095337,1.3947266340255737,0.7747396230697632,1.472200632095337,19.13897132873535,1.2543058395385742,7.138772010803223,0.33291566371917725,1.8984375,2.9114584922790527,19.13897132873535,19.13897132873535,,,
480,1783409072.2922022,train,0.0004999954375118436,0.0004999954375118436,1.586165428161621,1.514062523841858,0.7210286855697632,1.586165428161621,18.91979217529297,1.2150969505310059,7.203986167907715,0.3373940885066986,1.5109375715255737,2.90625,18.91979217529297,18.91979217529297,,,
485,1783409073.1626525,train,0.0004999953419652421,0.0004999953419652421,1.264192819595337,1.1876953840255737,0.7649739980697632,1.264192819595337,20.230573654174805,1.5494012832641602,7.3325910568237305,0.34944435954093933,1.9109375476837158,3.1197917461395264,20.230573654174805,20.230573654174805,,,
490,1783409074.0203047,train,0.0004999952454285328,0.0004999952454285328,1.291015625,1.2197265625,0.712890625,1.291015625,20.565336227416992,1.7378543615341187,7.330841064453125,0.36242178082466125,1.470312476158142,3.1510417461395264,20.565336227416992,20.565336227416992,,,
495,1783409074.8847513,train,0.000499995147901716,0.000499995147901716,1.4568359851837158,1.3777344226837158,0.791015625,1.4568359851837158,19.306102752685547,1.3325499296188354,6.594884395599365,0.33912041783332825,1.75,3.0364584922790527,19.306102752685547,19.306102752685547,,,
500,1783409075.780159,train,0.0004999950493847922,0.0004999950493847922,1.5466471910476685,1.4736328125,0.7301432490348816,1.5466471910476685,18.85857582092285,1.022669792175293,7.061556816101074,0.33384397625923157,1.8093750476837158,2.9739584922790527,18.85857582092285,18.85857582092285,,,
505,1783409076.6462166,train,0.0004999949498777615,0.0004999949498777615,1.371484398841858,1.2990235090255737,0.724609375,1.371484398841858,19.250917434692383,1.435003638267517,7.1277289390563965,0.3399193286895752,1.498437523841858,3.0833334922790527,19.250917434692383,19.250917434692383,,,
