step,time_unix,runtime/checkpoint_save_time_ms,runtime/checkpoint_size_mb,train_discriminator_loss,train_discriminator_loss_total,train_generator_loss,train_generator_loss_adversarial,train_generator_loss_feature_matching,train_generator_loss_total,train_loss,val_discriminator_loss,val_generator_loss,val_loss,val_mel_l1
0,1783434837.5770833,,,,,,,,,,1573.1290844726564,4679.56420288086,1.525129075050354,1.525129075050354
135,1783434887.1146348,,,12.455903053283691,12.455903053283691,121.74315643310547,101.16698455810547,2.0576171875,121.74315643310547,121.74315643310547,,,,
140,1783434887.5338695,,,14.108650207519531,14.108650207519531,106.78827667236328,85.90448760986328,2.08837890625,106.78827667236328,106.78827667236328,,,,
145,1783434887.948511,,,12.98365306854248,12.98365306854248,102.57667541503906,80.99952697753906,2.15771484375,102.57667541503906,102.57667541503906,,,,
150,1783434888.3649302,,,12.316171646118164,12.316171646118164,114.04334259033203,94.06287384033203,1.998046875,114.04334259033203,114.04334259033203,,,,
155,1783434888.7786837,,,11.14199447631836,11.14199447631836,107.30370330810547,86.46141815185547,2.084228515625,107.30370330810547,107.30370330810547,,,,
160,1783434889.1952844,,,10.70002269744873,10.70002269744873,114.9283447265625,94.1568603515625,2.0771484375,114.9283447265625,114.9283447265625,,,,
165,1783434889.6135352,,,13.352677345275879,13.352677345275879,104.05634307861328,82.23017120361328,2.1826171875,104.05634307861328,104.05634307861328,,,,
170,1783434890.0335631,,,15.176838874816895,15.176838874816895,114.40017700195312,94.50149536132812,1.9898681640625,114.40017700195312,114.40017700195312,,,,
175,1783434890.448106,,,13.516286849975586,13.516286849975586,108.9513931274414,87.3010025024414,2.1650390625,108.9513931274414,108.9513931274414,,,,
180,1783434890.8596003,,,11.440946578979492,11.440946578979492,105.37689208984375,84.84222412109375,2.053466796875,105.37689208984375,105.37689208984375,,,,
185,1783434891.2774642,,,13.499588966369629,13.499588966369629,112.97994232177734,93.50606536865234,1.9473876953125,112.97994232177734,112.97994232177734,,,,
190,1783434891.6952486,,,15.535215377807617,15.535215377807617,94.59455108642578,74.84357452392578,1.97509765625,94.59455108642578,94.59455108642578,,,,
195,1783434892.1090262,,,15.180328369140625,15.180328369140625,122.11519622802734,100.68209075927734,2.143310546875,122.11519622802734,122.11519622802734,,,,
200,1783434892.5260925,,,11.305167198181152,11.305167198181152,101.16853332519531,80.16999816894531,2.099853515625,101.16853332519531,101.16853332519531,,,,
205,1783434892.9474998,,,10.751114845275879,10.751114845275879,96.39595031738281,77.46650695800781,1.8929443359375,96.39595031738281,96.39595031738281,,,,
210,1783434893.3641996,,,15.737099647521973,15.737099647521973,112.03726959228516,89.23209381103516,2.280517578125,112.03726959228516,112.03726959228516,,,,
215,1783434893.7868483,,,15.144437789916992,15.144437789916992,97.09336853027344,76.91148376464844,2.0181884765625,97.09336853027344,97.09336853027344,,,,
220,1783434894.2061274,,,15.247042655944824,15.247042655944824,117.81781005859375,96.97796630859375,2.083984375,117.81781005859375,117.81781005859375,,,,
225,1783434894.624739,,,17.308046340942383,17.308046340942383,96.6581039428711,76.8436508178711,1.9814453125,96.6581039428711,96.6581039428711,,,,
230,1783434895.038608,,,15.476801872253418,15.476801872253418,131.7861328125,111.206298828125,2.0579833984375,131.7861328125,131.7861328125,,,,
235,1783434895.452383,,,17.34646224975586,17.34646224975586,100.36215209960938,78.80453491210938,2.15576171875,100.36215209960938,100.36215209960938,,,,
240,1783434895.8689563,,,11.502224922180176,11.502224922180176,127.42324829101562,107.15347290039062,2.0269775390625,127.42324829101562,127.42324829101562,,,,
245,1783434896.2825143,,,15.912713050842285,15.912713050842285,102.72552490234375,81.73675537109375,2.098876953125,102.72552490234375,102.72552490234375,,,,
250,1783434896.6951559,,,17.490447998046875,17.490447998046875,99.99476623535156,79.08900451660156,2.090576171875,99.99476623535156,99.99476623535156,,,,
255,1783434897.1093695,,,17.41703224182129,17.41703224182129,99.11247253417969,79.42253112792969,1.968994140625,99.11247253417969,99.11247253417969,,,,
260,1783434897.523338,,,14.8916654586792,14.8916654586792,103.85301208496094,83.23045349121094,2.062255859375,103.85301208496094,103.85301208496094,,,,
265,1783434897.9383109,,,18.64032745361328,18.64032745361328,98.01244354248047,77.94408416748047,2.0068359375,98.01244354248047,98.01244354248047,,,,
270,1783434898.3544347,,,19.257781982421875,19.257781982421875,97.85722351074219,78.14042663574219,1.9716796875,97.85722351074219,97.85722351074219,,,,
275,1783434898.7678804,,,19.642765045166016,19.642765045166016,97.5972900390625,76.2813720703125,2.131591796875,97.5972900390625,97.5972900390625,,,,
280,1783434899.183222,,,17.944746017456055,17.944746017456055,98.78373718261719,77.75346374511719,2.10302734375,98.78373718261719,98.78373718261719,,,,
285,1783434899.5971465,,,19.31301498413086,19.31301498413086,92.22447204589844,73.28648376464844,1.893798828125,92.22447204589844,92.22447204589844,,,,
290,1783434900.0143316,,,18.976247787475586,18.976247787475586,95.49120330810547,74.78563690185547,2.070556640625,95.49120330810547,95.49120330810547,,,,
295,1783434900.4322407,,,19.149227142333984,19.149227142333984,95.64431762695312,76.11672973632812,1.9527587890625,95.64431762695312,95.64431762695312,,,,
300,1783434900.8479369,,,18.44554901123047,18.44554901123047,90.55158996582031,70.97151184082031,1.9580078125,90.55158996582031,90.55158996582031,,,,
305,1783434901.2659855,,,19.769386291503906,19.769386291503906,97.81885528564453,78.04590606689453,1.977294921875,97.81885528564453,97.81885528564453,,,,
310,1783434901.680125,,,17.904619216918945,17.904619216918945,106.08251190185547,84.22948455810547,2.185302734375,106.08251190185547,106.08251190185547,,,,
315,1783434902.100009,,,18.695026397705078,18.695026397705078,95.58404541015625,74.03375244140625,2.155029296875,95.58404541015625,95.58404541015625,,,,
320,1783434902.5164413,,,19.40726661682129,19.40726661682129,96.48458862304688,76.83859252929688,1.964599609375,96.48458862304688,96.48458862304688,,,,
325,1783434902.944677,,,21.4124698638916,21.4124698638916,90.65572357177734,70.81563568115234,1.9840087890625,90.65572357177734,90.65572357177734,,,,
330,1783434903.3671625,,,21.267406463623047,21.267406463623047,84.8910140991211,65.0777816772461,1.9813232421875,84.8910140991211,84.8910140991211,,,,
335,1783434903.781733,,,21.018871307373047,21.018871307373047,93.31869506835938,73.31991577148438,1.9998779296875,93.31869506835938,93.31869506835938,,,,
340,1783434904.2032757,,,20.10833168029785,20.10833168029785,96.65509796142578,75.66876983642578,2.0986328125,96.65509796142578,96.65509796142578,,,,
345,1783434904.6246767,,,21.52337646484375,21.52337646484375,94.02852630615234,73.90157318115234,2.0126953125,94.02852630615234,94.02852630615234,,,,
350,1783434905.0453124,,,20.528581619262695,20.528581619262695,99.36259460449219,79.10380554199219,2.02587890625,99.36259460449219,99.36259460449219,,,,
355,1783434905.4678528,,,18.200441360473633,18.200441360473633,86.54319763183594,67.26585388183594,1.927734375,86.54319763183594,86.54319763183594,,,,
360,1783434905.8930745,,,21.07513427734375,21.07513427734375,95.63235473632812,74.80227661132812,2.0830078125,95.63235473632812,95.63235473632812,,,,
365,1783434906.3172908,,,19.94982147216797,19.94982147216797,98.78424072265625,78.13970947265625,2.064453125,98.78424072265625,98.78424072265625,,,,
370,1783434906.736773,,,19.846281051635742,19.846281051635742,94.59211730957031,73.96467590332031,2.062744140625,94.59211730957031,94.59211730957031,,,,
375,1783434907.1596692,,,22.2718448638916,22.2718448638916,93.03526306152344,72.69590759277344,2.033935546875,93.03526306152344,93.03526306152344,,,,
380,1783434907.5730653,,,20.394512176513672,20.394512176513672,94.0982666015625,73.6966552734375,2.0401611328125,94.0982666015625,94.0982666015625,,,,
385,1783434907.9854677,,,19.563030242919922,19.563030242919922,101.54624938964844,80.10581970214844,2.14404296875,101.54624938964844,101.54624938964844,,,,
390,1783434913.1506324,,,19.23128318786621,19.23128318786621,89.22553253173828,69.61493682861328,1.9610595703125,89.22553253173828,89.22553253173828,,,,
390,1783434917.0223966,,,,,,,,,,153.98224166870116,778.7855667114258,1.535739200115204,1.535739200115204
390,1783434917.677087,650.6936649999773,259.1676893234253,,,,,,,,,,,
390,1783434918.3491573,667.9348079999841,259.1676893234253,,,,,,,,,,,
395,1783434918.8787315,,,20.540306091308594,20.540306091308594,90.91600036621094,69.71971130371094,2.11962890625,90.91600036621094,90.91600036621094,,,,
400,1783434919.3056605,,,19.997047424316406,19.997047424316406,93.31388092041016,72.74259185791016,2.05712890625,93.31388092041016,93.31388092041016,,,,
405,1783434919.7262447,,,21.1467227935791,21.1467227935791,90.0016098022461,69.4181137084961,2.058349609375,90.0016098022461,90.0016098022461,,,,
410,1783434920.1674018,,,20.28923988342285,20.28923988342285,92.48323059082031,71.92903137207031,2.055419921875,92.48323059082031,92.48323059082031,,,,
415,1783434920.5885544,,,20.50855827331543,20.50855827331543,90.45252227783203,69.42469024658203,2.102783203125,90.45252227783203,90.45252227783203,,,,
420,1783434921.009688,,,23.433624267578125,23.433624267578125,84.16533660888672,66.26738739013672,1.789794921875,84.16533660888672,84.16533660888672,,,,
425,1783434921.4322128,,,23.671157836914062,23.671157836914062,87.00939178466797,67.39391326904297,1.9615478515625,87.00939178466797,87.00939178466797,,,,
430,1783434921.8524034,,,22.162282943725586,22.162282943725586,88.52970886230469,68.79582214355469,1.973388671875,88.52970886230469,88.52970886230469,,,,
435,1783434922.2717953,,,22.62839126586914,22.62839126586914,94.1496353149414,73.4953384399414,2.0654296875,94.1496353149414,94.1496353149414,,,,
440,1783434922.6883607,,,21.552900314331055,21.552900314331055,95.49240112304688,75.13839721679688,2.035400390625,95.49240112304688,95.49240112304688,,,,
445,1783434923.1049645,,,22.35542869567871,22.35542869567871,91.12057495117188,70.69332885742188,2.042724609375,91.12057495117188,91.12057495117188,,,,
450,1783434923.5254135,,,21.586238861083984,21.586238861083984,94.33906555175781,72.56172180175781,2.177734375,94.33906555175781,94.33906555175781,,,,
455,1783434923.942171,,,22.012117385864258,22.012117385864258,92.13861846923828,69.91205596923828,2.22265625,92.13861846923828,92.13861846923828,,,,
460,1783434924.3634195,,,18.973724365234375,18.973724365234375,100.73689270019531,79.82624816894531,2.091064453125,100.73689270019531,100.73689270019531,,,,
465,1783434924.7814016,,,21.828332901000977,21.828332901000977,89.93573760986328,68.94940948486328,2.0986328125,89.93573760986328,89.93573760986328,,,,
470,1783434925.2011976,,,20.897748947143555,20.897748947143555,84.69656372070312,65.78054809570312,1.8916015625,84.69656372070312,84.69656372070312,,,,
475,1783434925.6152031,,,18.378175735473633,18.378175735473633,88.25799560546875,68.60467529296875,1.96533203125,88.25799560546875,88.25799560546875,,,,
480,1783434926.030633,,,20.053409576416016,20.053409576416016,103.1160888671875,82.0174560546875,2.10986328125,103.1160888671875,103.1160888671875,,,,
485,1783434926.447728,,,21.876251220703125,21.876251220703125,84.83297729492188,65.26266479492188,1.95703125,84.83297729492188,84.83297729492188,,,,
490,1783434926.8665862,,,23.46919059753418,23.46919059753418,117.76801300048828,98.56269073486328,1.9205322265625,117.76801300048828,117.76801300048828,,,,
495,1783434927.2886083,,,21.021072387695312,21.021072387695312,96.37244415283203,74.94910430908203,2.142333984375,96.37244415283203,96.37244415283203,,,,
500,1783434927.7422006,,,25.027143478393555,25.027143478393555,87.7729263305664,67.4946060180664,2.02783203125,87.7729263305664,87.7729263305664,,,,
505,1783434928.1645858,,,24.1368408203125,24.1368408203125,89.20974731445312,67.97927856445312,2.123046875,89.20974731445312,89.20974731445312,,,,
510,1783434928.5856667,,,22.53795051574707,22.53795051574707,87.94931030273438,67.69174194335938,2.0257568359375,87.94931030273438,87.94931030273438,,,,
515,1783434929.0008388,,,22.813642501831055,22.813642501831055,92.55299377441406,70.17018127441406,2.23828125,92.55299377441406,92.55299377441406,,,,
520,1783434929.4202437,,,22.12887954711914,22.12887954711914,90.11582946777344,69.91319274902344,2.020263671875,90.11582946777344,90.11582946777344,,,,
525,1783434929.8416665,,,22.896957397460938,22.896957397460938,90.65478515625,70.01513671875,2.06396484375,90.65478515625,90.65478515625,,,,
530,1783434930.2659261,,,24.733388900756836,24.733388900756836,79.78256225585938,61.40488052368164,1.8377685546875,79.78256225585938,79.78256225585938,,,,
535,1783434930.6874278,,,23.579221725463867,23.579221725463867,89.28816223144531,68.90608215332031,2.0382080078125,89.28816223144531,89.28816223144531,,,,
540,1783434931.1103537,,,22.671783447265625,22.671783447265625,85.28334045410156,65.58363342285156,1.969970703125,85.28334045410156,85.28334045410156,,,,
545,1783434931.530952,,,23.037302017211914,23.037302017211914,95.85105895996094,75.94383239746094,1.99072265625,95.85105895996094,95.85105895996094,,,,
550,1783434931.952087,,,21.777053833007812,21.777053833007812,91.92015075683594,70.98753356933594,2.09326171875,91.92015075683594,91.92015075683594,,,,
555,1783434932.374318,,,23.29038429260254,23.29038429260254,90.1177749633789,68.8311538696289,2.128662109375,90.1177749633789,90.1177749633789,,,,
560,1783434932.7972069,,,20.570337295532227,20.570337295532227,99.85858154296875,79.04803466796875,2.0810546875,99.85858154296875,99.85858154296875,,,,
565,1783434933.2215583,,,24.174224853515625,24.174224853515625,90.32763671875,71.3701171875,1.895751953125,90.32763671875,90.32763671875,,,,
570,1783434933.6445816,,,21.200336456298828,21.200336456298828,88.18131256103516,67.32926177978516,2.085205078125,88.18131256103516,88.18131256103516,,,,
575,1783434934.0639591,,,24.203250885009766,24.203250885009766,91.79557037353516,69.65201568603516,2.21435546875,91.79557037353516,91.79557037353516,,,,
580,1783434934.4854693,,,22.731874465942383,22.731874465942383,94.08879089355469,72.26750183105469,2.18212890625,94.08879089355469,94.08879089355469,,,,
585,1783434934.9055212,,,24.24703598022461,24.24703598022461,89.95491027832031,70.77766418457031,1.917724609375,89.95491027832031,89.95491027832031,,,,
590,1783434935.329467,,,21.959033966064453,21.959033966064453,93.238037109375,72.9755859375,2.0262451171875,93.238037109375,93.238037109375,,,,
595,1783434935.7525487,,,22.68234634399414,22.68234634399414,92.24722290039062,70.92886352539062,2.1318359375,92.24722290039062,92.24722290039062,,,,
600,1783434936.1745825,,,20.945125579833984,20.945125579833984,87.68392181396484,67.06136322021484,2.062255859375,87.68392181396484,87.68392181396484,,,,
605,1783434936.5987313,,,25.78921890258789,25.78921890258789,92.83570861816406,73.27394104003906,1.9561767578125,92.83570861816406,92.83570861816406,,,,
610,1783434937.0229552,,,22.59117889404297,22.59117889404297,86.788818359375,67.308837890625,1.947998046875,86.788818359375,86.788818359375,,,,
615,1783434937.4473913,,,24.577205657958984,24.577205657958984,98.39143371582031,77.82014465332031,2.05712890625,98.39143371582031,98.39143371582031,,,,
620,1783434937.8675323,,,27.07400894165039,27.07400894165039,78.73027038574219,59.36626052856445,1.9364013671875,78.73027038574219,78.73027038574219,,,,
625,1783434938.2939887,,,22.91376495361328,22.91376495361328,94.20790100097656,74.88783264160156,1.9320068359375,94.20790100097656,94.20790100097656,,,,
630,1783434938.716966,,,25.383255004882812,25.383255004882812,84.82330322265625,66.38092041015625,1.84423828125,84.82330322265625,84.82330322265625,,,,
635,1783434939.138912,,,18.274478912353516,18.274478912353516,92.02373504638672,71.44756317138672,2.0576171875,92.02373504638672,92.02373504638672,,,,
640,1783434939.5608146,,,24.050426483154297,24.050426483154297,102.49799346923828,81.54096221923828,2.095703125,102.49799346923828,102.49799346923828,,,,
645,1783434939.9843342,,,24.35262107849121,24.35262107849121,86.78155517578125,67.56036376953125,1.922119140625,86.78155517578125,86.78155517578125,,,,
650,1783434940.4063106,,,22.815174102783203,22.815174102783203,88.65496826171875,68.91375732421875,1.97412109375,88.65496826171875,88.65496826171875,,,,
655,1783434940.826736,,,24.391592025756836,24.391592025756836,91.17028045654297,70.22789764404297,2.09423828125,91.17028045654297,91.17028045654297,,,,
660,1783434941.2516382,,,26.169776916503906,26.169776916503906,87.71366882324219,66.31962585449219,2.139404296875,87.71366882324219,87.71366882324219,,,,
665,1783434941.6741552,,,21.850231170654297,21.850231170654297,84.23604583740234,64.03462982177734,2.0201416015625,84.23604583740234,84.23604583740234,,,,
670,1783434942.0990918,,,22.57225799560547,22.57225799560547,98.62608337402344,77.15879821777344,2.146728515625,98.62608337402344,98.62608337402344,,,,
675,1783434942.5228975,,,20.112119674682617,20.112119674682617,84.22984313964844,63.36558532714844,2.08642578125,84.22984313964844,84.22984313964844,,,,
680,1783434942.9466064,,,22.726783752441406,22.726783752441406,91.99952697753906,72.03248596191406,1.9967041015625,91.99952697753906,91.99952697753906,,,,
685,1783434943.3702924,,,24.343095779418945,24.343095779418945,92.7570571899414,72.4958267211914,2.026123046875,92.7570571899414,92.7570571899414,,,,
690,1783434943.7922137,,,22.85797691345215,22.85797691345215,88.20278930664062,67.60464477539062,2.059814453125,88.20278930664062,88.20278930664062,,,,
695,1783434944.217751,,,22.889158248901367,22.889158248901367,85.963134765625,65.494384765625,2.046875,85.963134765625,85.963134765625,,,,
700,1783434944.6435792,,,24.073057174682617,24.073057174682617,91.5879135131836,70.5381088256836,2.10498046875,91.5879135131836,91.5879135131836,,,,
705,1783434945.0694878,,,25.009811401367188,25.009811401367188,86.08950805664062,66.10049438476562,1.9989013671875,86.08950805664062,86.08950805664062,,,,
710,1783434945.4987464,,,23.954004287719727,23.954004287719727,82.2908935546875,62.7523193359375,1.953857421875,82.2908935546875,82.2908935546875,,,,
715,1783434945.9255831,,,24.048660278320312,24.048660278320312,89.15019226074219,67.85868835449219,2.129150390625,89.15019226074219,89.15019226074219,,,,
720,1783434946.3513494,,,24.89052963256836,24.89052963256836,85.9546890258789,65.4249038696289,2.052978515625,85.9546890258789,85.9546890258789,,,,
725,1783434946.7744975,,,24.89468765258789,24.89468765258789,84.17306518554688,65.28390502929688,1.888916015625,84.17306518554688,84.17306518554688,,,,
730,1783434947.1965961,,,23.541160583496094,23.541160583496094,92.42723083496094,71.31150817871094,2.111572265625,92.42723083496094,92.42723083496094,,,,
735,1783434947.6209445,,,23.553918838500977,23.553918838500977,89.93208312988281,70.39228820800781,1.9539794921875,89.93208312988281,89.93208312988281,,,,
740,1783434948.0454283,,,24.981216430664062,24.981216430664062,91.68951416015625,72.52081298828125,1.9168701171875,91.68951416015625,91.68951416015625,,,,
745,1783434948.4683506,,,22.58238410949707,22.58238410949707,92.84664916992188,70.24411010742188,2.26025390625,92.84664916992188,92.84664916992188,,,,
750,1783434948.8943808,,,23.431840896606445,23.431840896606445,92.82353210449219,70.84843444824219,2.197509765625,92.82353210449219,92.82353210449219,,,,
755,1783434949.3189611,,,24.087324142456055,24.087324142456055,88.40158081054688,67.68136596679688,2.072021484375,88.40158081054688,88.40158081054688,,,,
760,1783434949.741228,,,22.247838973999023,22.247838973999023,94.6054458618164,71.5268325805664,2.307861328125,94.6054458618164,94.6054458618164,,,,
765,1783434950.1668203,,,21.7094783782959,21.7094783782959,84.07743072509766,64.08841705322266,1.9989013671875,84.07743072509766,84.07743072509766,,,,
770,1783434950.5833197,,,25.18720817565918,25.18720817565918,84.29228210449219,65.34452819824219,1.894775390625,84.29228210449219,84.29228210449219,,,,
775,1783434950.9982734,,,25.598447799682617,25.598447799682617,84.97344207763672,65.15410614013672,1.98193359375,84.97344207763672,84.97344207763672,,,,
780,1783434951.4099436,,,25.642534255981445,25.642534255981445,87.72044372558594,67.70457458496094,2.0015869140625,87.72044372558594,87.72044372558594,,,,
780,1783434952.6307442,,,,,,,,,,177.93216251373292,687.4741275024414,1.5432144260406495,1.5432144260406495
780,1783434953.2801085,645.8826369999997,259.1679334640503,,,,,,,,,,,
785,1783434953.7596965,,,25.15707778930664,25.15707778930664,81.92990112304688,63.319061279296875,1.861083984375,81.92990112304688,81.92990112304688,,,,
790,1783434954.1834238,,,25.90489959716797,25.90489959716797,86.83969116210938,68.21054077148438,1.8629150390625,86.83969116210938,86.83969116210938,,,,
795,1783434954.6040385,,,25.345169067382812,25.345169067382812,89.24960327148438,67.91659545898438,2.13330078125,89.24960327148438,89.24960327148438,,,,
800,1783434955.0283184,,,27.083921432495117,27.083921432495117,92.60342407226562,73.12954711914062,1.9473876953125,92.60342407226562,92.60342407226562,,,,
805,1783434955.4520059,,,22.804603576660156,22.804603576660156,88.65348815917969,67.80876159667969,2.08447265625,88.65348815917969,88.65348815917969,,,,
810,1783434955.8735895,,,23.261625289916992,23.261625289916992,88.58053588867188,68.85519409179688,1.9725341796875,88.58053588867188,88.58053588867188,,,,
815,1783434956.2969906,,,24.429601669311523,24.429601669311523,82.29794311523438,62.87167739868164,1.942626953125,82.29794311523438,82.29794311523438,,,,
820,1783434956.7165682,,,26.72731590270996,26.72731590270996,88.04576873779297,68.36071014404297,1.968505859375,88.04576873779297,88.04576873779297,,,,
825,1783434957.13954,,,23.40812873840332,23.40812873840332,92.48216247558594,70.45091247558594,2.203125,92.48216247558594,92.48216247558594,,,,
830,1783434957.5895257,,,25.161651611328125,25.161651611328125,82.53651428222656,63.15541458129883,1.9381103515625,82.53651428222656,82.53651428222656,,,,
835,1783434958.0129929,,,27.681177139282227,27.681177139282227,80.79615020751953,60.66187286376953,2.013427734375,80.79615020751953,80.79615020751953,,,,
840,1783434958.434386,,,26.286090850830078,26.286090850830078,80.661376953125,61.6171875,1.9044189453125,80.661376953125,80.661376953125,,,,
845,1783434958.854024,,,23.353544235229492,23.353544235229492,87.37025451660156,67.70594787597656,1.9664306640625,87.37025451660156,87.37025451660156,,,,
850,1783434959.271762,,,27.044979095458984,27.044979095458984,82.72894287109375,63.05975341796875,1.9669189453125,82.72894287109375,82.72894287109375,,,,
855,1783434959.6931407,,,24.840940475463867,24.840940475463867,84.47526550292969,62.30241394042969,2.21728515625,84.47526550292969,84.47526550292969,,,,
860,1783434960.1273158,,,23.25800132751465,23.25800132751465,90.99099731445312,70.42214965820312,2.056884765625,90.99099731445312,90.99099731445312,,,,
865,1783434960.548894,,,24.408918380737305,24.408918380737305,80.90476989746094,60.74363327026367,2.01611328125,80.90476989746094,80.90476989746094,,,,
870,1783434960.9723287,,,23.510086059570312,23.510086059570312,86.69509887695312,66.82693481445312,1.98681640625,86.69509887695312,86.69509887695312,,,,
875,1783434961.3999074,,,24.224285125732422,24.224285125732422,87.35516357421875,67.23309326171875,2.01220703125,87.35516357421875,87.35516357421875,,,,
880,1783434961.8202205,,,23.548290252685547,23.548290252685547,86.24295043945312,66.03421020507812,2.0208740234375,86.24295043945312,86.24295043945312,,,,
885,1783434962.240431,,,23.88878059387207,23.88878059387207,88.06480407714844,65.93589782714844,2.212890625,88.06480407714844,88.06480407714844,,,,
890,1783434962.6587334,,,23.388296127319336,23.388296127319336,90.15513610839844,71.08409118652344,1.9071044921875,90.15513610839844,90.15513610839844,,,,
895,1783434963.0764506,,,26.458873748779297,26.458873748779297,83.22271728515625,63.466854095458984,1.9755859375,83.22271728515625,83.22271728515625,,,,
900,1783434963.496313,,,23.745058059692383,23.745058059692383,81.13042449951172,62.24126434326172,1.888916015625,81.13042449951172,81.13042449951172,,,,
905,1783434963.9102933,,,22.956249237060547,22.956249237060547,85.36910247802734,65.50704193115234,1.9862060546875,85.36910247802734,85.36910247802734,,,,
910,1783434964.3315196,,,23.501731872558594,23.501731872558594,92.58363342285156,72.05873107910156,2.052490234375,92.58363342285156,92.58363342285156,,,,
915,1783434964.7476444,,,24.7393798828125,24.7393798828125,84.9639663696289,66.2432632446289,1.8720703125,84.9639663696289,84.9639663696289,,,,
920,1783434965.1611488,,,25.082550048828125,25.082550048828125,85.9130630493164,67.0422134399414,1.8870849609375,85.9130630493164,85.9130630493164,,,,
925,1783434965.5734262,,,22.824249267578125,22.824249267578125,89.0157699584961,67.3067855834961,2.1708984375,89.0157699584961,89.0157699584961,,,,
930,1783434965.9865835,,,24.905956268310547,24.905956268310547,83.63548278808594,63.98826217651367,1.9647216796875,83.63548278808594,83.63548278808594,,,,
