step,time_unix,learning_rate_discriminator,learning_rate_generator,runtime/checkpoint_save_time_ms,runtime/checkpoint_size_mb,train_discriminator_loss,train_discriminator_loss_period,train_discriminator_loss_resolution,train_discriminator_loss_total,train_generator_loss,train_generator_loss_adversarial_period,train_generator_loss_adversarial_resolution,train_generator_loss_feature_matching_period,train_generator_loss_feature_matching_resolution,train_generator_loss_mel,train_generator_loss_total,train_loss,val_loss,val_mel_l1
120,1783430289.0596776,9.999520011423806e-06,9.999520011423806e-06,,,3.000725746154785,1.8228404521942139,1.1778854131698608,3.000725746154785,25.082366943359375,2.0544486045837402,1.1338648796081543,2.3755381107330322,1.3629237413406372,0.32038065791130066,25.082366943359375,25.082366943359375,,
125,1783430291.3214629,9.999500012399781e-06,9.999500012399781e-06,,,3.0518336296081543,1.8441048860549927,1.2077288627624512,3.0518336296081543,24.614381790161133,2.076040744781494,1.1281700134277344,2.3418729305267334,1.251615285873413,0.3160710036754608,24.614381790161133,24.614381790161133,,
130,1783430293.5843267,9.999480013415755e-06,9.999480013415755e-06,,,2.85672664642334,1.7428148984909058,1.1139118671417236,2.85672664642334,26.431293487548828,2.222728967666626,1.2117929458618164,2.415142059326172,1.4056200981140137,0.3412277102470398,26.431293487548828,26.431293487548828,,
135,1783430295.855007,9.999460014471728e-06,9.999460014471728e-06,,,3.078260898590088,1.8952701091766357,1.1829907894134521,3.078260898590088,25.217069625854492,2.037175416946411,1.1504956483840942,2.270355701446533,1.3580548763275146,0.3282794952392578,25.217069625854492,25.217069625854492,,
140,1783430298.1208534,9.999440015567697e-06,9.999440015567697e-06,,,3.0252766609191895,1.8275226354599,1.1977540254592896,3.0252766609191895,24.482227325439453,2.0447309017181396,1.1293308734893799,2.2930233478546143,1.2995504140853882,0.31384482979774475,24.482227325439453,24.482227325439453,,
145,1783430300.3887837,9.999420016703665e-06,9.999420016703665e-06,,,3.0495567321777344,1.8148860931396484,1.234670639038086,3.0495567321777344,23.91096305847168,2.039022922515869,1.1328575611114502,2.1713924407958984,1.1787694692611694,0.31197240948677063,23.91096305847168,23.91096305847168,,
150,1783430302.6535625,9.99940001787963e-06,9.99940001787963e-06,,,3.055835723876953,1.8612583875656128,1.1945773363113403,3.055835723876953,24.037551879882812,2.108461856842041,1.1189044713974,2.1648898124694824,1.247300148010254,0.3107956349849701,24.037551879882812,24.037551879882812,,
155,1783430304.9222276,9.999380019095594e-06,9.999380019095594e-06,,,2.9942197799682617,1.8534951210021973,1.140724778175354,2.9942197799682617,24.82149314880371,1.998118281364441,1.1932120323181152,2.2925705909729004,1.3573827743530273,0.3184501528739929,24.82149314880371,24.82149314880371,,
160,1783430307.1845586,9.999360020351554e-06,9.999360020351554e-06,,,3.082453727722168,1.9027818441390991,1.1796720027923584,3.082453727722168,25.324983596801758,1.974546194076538,1.1355791091918945,2.4370737075805664,1.4022761583328247,0.32302576303482056,25.324983596801758,25.324983596801758,,
165,1783430309.4529884,9.999340021647511e-06,9.999340021647511e-06,,,3.1259851455688477,1.9541716575622559,1.1718134880065918,3.1259851455688477,24.540760040283203,1.9044026136398315,1.1362695693969727,2.2258830070495605,1.3542455434799194,0.3186629116535187,24.540760040283203,24.540760040283203,,
170,1783430311.721528,9.999320022983466e-06,9.999320022983466e-06,,,3.0334019660949707,1.8409631252288818,1.1924388408660889,3.0334019660949707,23.765499114990234,2.0708749294281006,1.1953108310699463,2.142486333847046,1.2549934387207031,0.3045412003993988,23.765499114990234,23.765499114990234,,
175,1783430313.9876761,9.999300024359418e-06,9.999300024359418e-06,,,3.0665171146392822,1.8604176044464111,1.206099510192871,3.0665171146392822,23.22161865234375,2.0358614921569824,1.1024926900863647,2.1069023609161377,1.2312058210372925,0.2979343831539154,23.22161865234375,23.22161865234375,,
180,1783430316.2524693,9.999280025775368e-06,9.999280025775368e-06,,,3.0376505851745605,1.8112373352050781,1.2264132499694824,3.0376505851745605,23.839723587036133,2.0583653450012207,1.1123034954071045,2.238997220993042,1.2417117357254028,0.3046141266822815,23.839723587036133,23.839723587036133,,
185,1783430318.512631,9.999260027231315e-06,9.999260027231315e-06,,,3.174107074737549,1.9716531038284302,1.2024540901184082,3.174107074737549,23.251447677612305,1.914899230003357,1.1348505020141602,2.069772958755493,1.2633081674575806,0.3007896840572357,23.251447677612305,23.251447677612305,,
190,1783430320.771858,9.999240028727258e-06,9.999240028727258e-06,,,3.074765682220459,1.8628933429718018,1.2118724584579468,3.074765682220459,23.02228546142578,2.0893704891204834,1.1158442497253418,2.1079506874084473,1.1554350852966309,0.295339971780777,23.02228546142578,23.02228546142578,,
195,1783430323.0390494,9.999220030263198e-06,9.999220030263198e-06,,,3.069125175476074,1.8393278121948242,1.2297972440719604,3.069125175476074,23.79985237121582,2.1032919883728027,1.115391492843628,2.2140049934387207,1.1708446741104126,0.3069215714931488,23.79985237121582,23.79985237121582,,
200,1783430325.306503,9.999200031839136e-06,9.999200031839136e-06,,,3.1658084392547607,1.954543113708496,1.2112653255462646,3.1658084392547607,23.685237884521484,1.949923038482666,1.1197636127471924,2.215365171432495,1.3613855838775635,0.29915666580200195,23.685237884521484,23.685237884521484,,
205,1783430327.569135,9.99918003345507e-06,9.99918003345507e-06,,,3.1785264015197754,1.9314066171646118,1.2471197843551636,3.1785264015197754,22.720752716064453,1.9115608930587769,1.0839945077896118,2.1429898738861084,1.2243373394012451,0.28867870569229126,22.720752716064453,22.720752716064453,,
210,1783430329.8420722,9.999160035111001e-06,9.999160035111001e-06,,,3.1674652099609375,1.9819884300231934,1.1854766607284546,3.1674652099609375,23.670169830322266,2.0030007362365723,1.1451315879821777,2.1403772830963135,1.3206093311309814,0.3022236227989197,23.670169830322266,23.670169830322266,,
215,1783430332.110602,9.999140036806929e-06,9.999140036806929e-06,,,3.0807366371154785,1.8858994245529175,1.194837212562561,3.0807366371154785,23.03622817993164,2.0239312648773193,1.136065125465393,2.1315159797668457,1.219976544380188,0.29273882508277893,23.03622817993164,23.03622817993164,,
220,1783430334.3774517,9.999120038542854e-06,9.999120038542854e-06,,,3.1672191619873047,1.9742274284362793,1.192991852760315,3.1672191619873047,23.419357299804688,1.9503127336502075,1.1854126453399658,2.1286842823028564,1.3985192775726318,0.29398277401924133,23.419357299804688,23.419357299804688,,
225,1783430336.6460316,9.999100040318776e-06,9.999100040318776e-06,,,3.1894760131835938,1.9574878215789795,1.2319883108139038,3.1894760131835938,23.337909698486328,1.9659441709518433,1.1141482591629028,2.118433952331543,1.2272922992706299,0.30147477984428406,23.337909698486328,23.337909698486328,,
230,1783430338.9214776,9.999080042134693e-06,9.999080042134693e-06,,,3.073071002960205,1.8877582550048828,1.1853127479553223,3.073071002960205,24.10089111328125,1.9938769340515137,1.149469017982483,2.2564475536346436,1.3230550289154053,0.30663421750068665,24.10089111328125,24.10089111328125,,
235,1783430341.1893764,9.999060043990606e-06,9.999060043990606e-06,,,3.195786476135254,1.9836537837982178,1.2121326923370361,3.195786476135254,22.44419288635254,1.9880592823028564,1.103933572769165,2.02097749710083,1.1686158180236816,0.2882891893386841,22.44419288635254,22.44419288635254,,
240,1783430343.461449,9.999040045886515e-06,9.999040045886515e-06,,,3.1144533157348633,1.9279742240905762,1.1864789724349976,3.1144533157348633,23.251544952392578,2.0191755294799805,1.1455596685409546,2.050245523452759,1.2630497217178345,0.29911595582962036,23.251544952392578,23.251544952392578,,
245,1783430345.7273045,9.999020047822421e-06,9.999020047822421e-06,,,3.1449739933013916,1.9525911808013916,1.1923828125,3.1449739933013916,22.667661666870117,1.9050648212432861,1.1587409973144531,2.0535402297973633,1.2790623903274536,0.28752556443214417,22.667661666870117,22.667661666870117,,
250,1783430348.0005288,9.999000049798324e-06,9.999000049798324e-06,,,3.1403937339782715,1.9128153324127197,1.2275784015655518,3.1403937339782715,23.004430770874023,2.045328140258789,1.1261084079742432,2.2335004806518555,1.263336181640625,0.2853182554244995,23.004430770874023,23.004430770874023,,
255,1783430350.2679536,9.998980051814222e-06,9.998980051814222e-06,,,3.215292453765869,1.9974710941314697,1.2178212404251099,3.215292453765869,21.920028686523438,1.911961555480957,1.1321748495101929,1.831883192062378,1.1142733097076416,0.28852397203445435,21.920028686523438,21.920028686523438,,
260,1783430352.5352476,9.998960053870116e-06,9.998960053870116e-06,,,3.207789897918701,1.990074872970581,1.2177149057388306,3.207789897918701,22.831865310668945,1.8808355331420898,1.114164113998413,2.098203659057617,1.274627447128296,0.2909156382083893,22.831865310668945,22.831865310668945,,
265,1783430354.8086388,9.998940055966006e-06,9.998940055966006e-06,,,3.1928043365478516,2.0055861473083496,1.1872180700302124,3.1928043365478516,22.54282569885254,1.8482778072357178,1.1496310234069824,1.9985002279281616,1.2358115911483765,0.2905842959880829,22.54282569885254,22.54282569885254,,
270,1783430357.07719,9.998920058101891e-06,9.998920058101891e-06,,,3.2544655799865723,2.027642011642456,1.2268235683441162,3.2544655799865723,21.705204010009766,1.9320499897003174,1.0672235488891602,1.9214754104614258,1.1762980222702026,0.27800852060317993,21.705204010009766,21.705204010009766,,
275,1783430359.3465543,9.998900060277773e-06,9.998900060277773e-06,,,3.195073127746582,1.9831175804138184,1.2119555473327637,3.195073127746582,22.242372512817383,1.864159345626831,1.1329618692398071,1.9704155921936035,1.215081810951233,0.2860945761203766,22.242372512817383,22.242372512817383,,
280,1783430361.610772,9.99888006249365e-06,9.99888006249365e-06,,,3.2307639122009277,2.0076045989990234,1.2231593132019043,3.2307639122009277,22.364229202270508,1.8847647905349731,1.113681435585022,2.0693984031677246,1.2724016904830933,0.28182628750801086,22.364229202270508,22.364229202270508,,
285,1783430363.8789845,9.998860064749523e-06,9.998860064749523e-06,,,3.1581454277038574,1.9334142208099365,1.2247313261032104,3.1581454277038574,21.619709014892578,1.884591817855835,1.1261687278747559,1.9943068027496338,1.1928952932357788,0.27187877893447876,21.619709014892578,21.619709014892578,,
290,1783430366.143326,9.998840067045391e-06,9.998840067045391e-06,,,3.313305616378784,2.081068515777588,1.2322371006011963,3.313305616378784,22.008573532104492,1.8715717792510986,1.0705320835113525,1.8989826440811157,1.2322862148284912,0.2845318019390106,22.008573532104492,22.008573532104492,,
295,1783430368.4085042,9.998820069381254e-06,9.998820069381254e-06,,,3.2724902629852295,2.023763418197632,1.2487268447875977,3.2724902629852295,21.39905548095703,1.8608959913253784,1.0842177867889404,1.9637941122055054,1.1505486965179443,0.2716723680496216,21.39905548095703,21.39905548095703,,
300,1783430370.6720064,9.998800071757113e-06,9.998800071757113e-06,,,3.1686792373657227,1.9498236179351807,1.2188557386398315,3.1686792373657227,22.45720100402832,1.869268774986267,1.0757728815078735,2.1481847763061523,1.3012511730194092,0.2802952826023102,22.45720100402832,22.45720100402832,,
305,1783430372.9344027,9.998780074172968e-06,9.998780074172968e-06,,,3.1912899017333984,1.9767866134643555,1.2145034074783325,3.1912899017333984,22.672637939453125,1.9293835163116455,1.141188144683838,2.0770511627197266,1.260894775390625,0.2872483432292938,22.672637939453125,22.672637939453125,,
310,1783430375.2024457,9.998760076628816e-06,9.998760076628816e-06,,,3.218259811401367,2.007957935333252,1.2103018760681152,3.218259811401367,21.23351287841797,1.7687510251998901,1.0900050401687622,1.8847347497940063,1.1970703601837158,0.27135878801345825,21.23351287841797,21.23351287841797,,
315,1783430377.4699178,9.99874007912466e-06,9.99874007912466e-06,,,3.2456917762756348,2.019808530807495,1.2258832454681396,3.2456917762756348,21.917232513427734,1.8514732122421265,1.1092503070831299,2.063066244125366,1.2441811561584473,0.2742669880390167,21.917232513427734,21.917232513427734,,
320,1783430379.7414331,9.9987200816605e-06,9.9987200816605e-06,,,3.2505788803100586,1.9864153861999512,1.2641634941101074,3.2505788803100586,21.765438079833984,1.8626469373703003,1.1016323566436768,2.0071845054626465,1.1979492902755737,0.2753531336784363,21.765438079833984,21.765438079833984,,
325,1783430382.0125957,9.998700084236334e-06,9.998700084236334e-06,,,3.251297950744629,2.0321006774902344,1.219197154045105,3.251297950744629,21.348731994628906,1.8715028762817383,1.0890159606933594,1.8530049324035645,1.1909955739974976,0.27333807945251465,21.348731994628906,21.348731994628906,,
330,1783430384.281416,9.998680086852161e-06,9.998680086852161e-06,,,3.237344741821289,1.9982973337173462,1.2390472888946533,3.237344741821289,21.8198184967041,1.8699266910552979,1.1351449489593506,1.911141037940979,1.1685078144073486,0.28123217821121216,21.8198184967041,21.8198184967041,,
335,1783430386.5558627,9.998660089507986e-06,9.998660089507986e-06,,,3.150451421737671,1.9611228704452515,1.1893285512924194,3.150451421737671,22.464061737060547,1.9065656661987305,1.1527496576309204,2.031409978866577,1.2362744808197021,0.28598615527153015,22.464061737060547,22.464061737060547,,
340,1783430388.823171,9.998640092203804e-06,9.998640092203804e-06,,,3.2324271202087402,2.0240910053253174,1.2083361148834229,3.2324271202087402,22.456100463867188,1.8776099681854248,1.1222034692764282,2.067911148071289,1.2702579498291016,0.28399884700775146,22.456100463867188,22.456100463867188,,
345,1783430391.0901206,9.998620094939618e-06,9.998620094939618e-06,,,3.3019485473632812,2.043867588043213,1.258081078529358,3.3019485473632812,21.650516510009766,1.7903900146484375,1.0817511081695557,2.0176830291748047,1.2039754390716553,0.27411240339279175,21.650516510009766,21.650516510009766,,
350,1783430393.358855,9.998600097715424e-06,9.998600097715424e-06,,,3.1764323711395264,1.9638351202011108,1.2125972509384155,3.1764323711395264,22.054645538330078,1.8964908123016357,1.1249754428863525,2.0304083824157715,1.2469123601913452,0.2773008346557617,22.054645538330078,22.054645538330078,,
355,1783430395.6313028,9.998580100531225e-06,9.998580100531225e-06,,,3.237917900085449,2.0119669437408447,1.225950837135315,3.237917900085449,22.067096710205078,1.8415238857269287,1.1094083786010742,2.1069791316986084,1.2959911823272705,0.2735605239868164,22.067096710205078,22.067096710205078,,
360,1783430397.9003077,9.99856010338702e-06,9.99856010338702e-06,,,3.3248496055603027,2.0857534408569336,1.2390960454940796,3.3248496055603027,21.533985137939453,1.8685739040374756,1.1163849830627441,1.8483389616012573,1.1515604257583618,0.27887171506881714,21.533985137939453,21.533985137939453,,
365,1783430400.1734216,9.99854010628281e-06,9.99854010628281e-06,,,3.252147674560547,2.0209271907806396,1.2312203645706177,3.252147674560547,21.567707061767578,1.8364298343658447,1.0887830257415771,1.9694339036941528,1.1996928453445435,0.2734275758266449,21.567707061767578,21.567707061767578,,
370,1783430402.4485383,9.998520109218592e-06,9.998520109218592e-06,,,3.2080585956573486,2.0001351833343506,1.207923412322998,3.2080585956573486,22.110595703125,1.8402702808380127,1.1541882753372192,1.9571077823638916,1.2609021663665771,0.2817803621292114,22.110595703125,22.110595703125,,
375,1783430404.7220485,9.99850011219437e-06,9.99850011219437e-06,,,3.174126625061035,1.9714186191558838,1.2027078866958618,3.174126625061035,23.04498863220215,1.932579517364502,1.1425223350524902,2.076875686645508,1.3326926231384277,0.29223892092704773,23.04498863220215,23.04498863220215,,
380,1783430406.9868739,9.998480115210141e-06,9.998480115210141e-06,,,3.230123996734619,2.0113770961761475,1.2187469005584717,3.230123996734619,21.98442840576172,1.864734172821045,1.1364680528640747,2.011747360229492,1.2277249097824097,0.2778729498386383,21.98442840576172,21.98442840576172,,
385,1783430409.2499359,9.998460118265906e-06,9.998460118265906e-06,,,3.194302558898926,1.9856107234954834,1.2086917161941528,3.194302558898926,22.270931243896484,1.88791024684906,1.1051779985427856,2.0752415657043457,1.2855992317199707,0.2790257930755615,22.270931243896484,22.270931243896484,,
390,1783430417.1594968,9.998440121361666e-06,9.998440121361666e-06,,,3.143245220184326,1.932041883468628,1.2112034559249878,3.143245220184326,22.284807205200195,1.9342559576034546,1.1104347705841064,2.055664300918579,1.2068983316421509,0.28255537152290344,22.284807205200195,22.284807205200195,,
390,1783430425.2868218,,,,,,,,,,,,,,,,,0.26264228984713556,0.26264228984713556
390,1783430427.0279605,,,1735.728631000029,688.2658433914185,,,,,,,,,,,,,,
390,1783430428.5762947,,,1540.9536360000402,688.2658433914185,,,,,,,,,,,,,,
395,1783430430.9727387,9.99842012449742e-06,9.99842012449742e-06,,,3.257066488265991,2.020707368850708,1.2363591194152832,3.257066488265991,21.7002010345459,1.8469229936599731,1.120958924293518,1.9785500764846802,1.1754348278045654,0.2760966122150421,21.7002010345459,21.7002010345459,,
400,1783430433.2394505,9.998400127673167e-06,9.998400127673167e-06,,,3.204735279083252,1.9885131120681763,1.2162221670150757,3.204735279083252,22.404584884643555,1.9087589979171753,1.0997004508972168,2.079559087753296,1.2384077310562134,0.2835598289966583,22.404584884643555,22.404584884643555,,
405,1783430435.5088441,9.998380130888909e-06,9.998380130888909e-06,,,3.1889894008636475,2.0047619342803955,1.184227466583252,3.1889894008636475,22.10225486755371,1.8767849206924438,1.1732699871063232,1.972666621208191,1.2285159826278687,0.28110745549201965,22.10225486755371,22.10225486755371,,
410,1783430437.7893174,9.998360134144645e-06,9.998360134144645e-06,,,3.161306858062744,1.925408124923706,1.235898733139038,3.161306858062744,22.44522476196289,1.9390559196472168,1.1306089162826538,2.1815598011016846,1.2774487733840942,0.27683427929878235,22.44522476196289,22.44522476196289,,
415,1783430440.057528,9.998340137440374e-06,9.998340137440374e-06,,,3.2166781425476074,2.010448932647705,1.2062292098999023,3.2166781425476074,22.027347564697266,1.8646020889282227,1.1450108289718628,2.018026351928711,1.2557495832443237,0.27711519598960876,22.027347564697266,22.027347564697266,,
420,1783430442.3218272,9.998320140776095e-06,9.998320140776095e-06,,,3.2693798542022705,2.0464205741882324,1.222959280014038,3.2693798542022705,21.31178092956543,1.827514410018921,1.1059060096740723,1.9129537343978882,1.2117969989776611,0.2695302367210388,21.31178092956543,21.31178092956543,,
425,1783430444.5877051,9.99830014415181e-06,9.99830014415181e-06,,,3.2348833084106445,2.015876293182373,1.219007134437561,3.2348833084106445,21.779624938964844,1.8678308725357056,1.1163772344589233,1.98406183719635,1.2117615938186646,0.2756393253803253,21.779624938964844,21.779624938964844,,
430,1783430446.8520453,9.99828014756752e-06,9.99828014756752e-06,,,3.2472829818725586,2.031506061553955,1.2157769203186035,3.2472829818725586,21.294857025146484,1.801687479019165,1.1257046461105347,1.9273886680603027,1.2248902320861816,0.2680646479129791,21.294857025146484,21.294857025146484,,
435,1783430449.1146348,9.99826015102322e-06,9.99826015102322e-06,,,3.2468178272247314,2.0221610069274902,1.2246568202972412,3.2468178272247314,21.243671417236328,1.8773237466812134,1.0889513492584229,1.906033992767334,1.1845799684524536,0.26880374550819397,21.243671417236328,21.243671417236328,,
440,1783430451.38024,9.998240154518914e-06,9.998240154518914e-06,,,3.2460761070251465,2.003305673599243,1.2427704334259033,3.2460761070251465,21.280500411987305,1.8971209526062012,1.1282843351364136,1.9412331581115723,1.169785499572754,0.2674012780189514,21.280500411987305,21.280500411987305,,
445,1783430453.6440156,9.998220158054601e-06,9.998220158054601e-06,,,3.2067573070526123,1.9688782691955566,1.2378790378570557,3.2067573070526123,21.587486267089844,1.9012459516525269,1.114356517791748,2.089404582977295,1.2245570421218872,0.2654213607311249,21.587486267089844,21.587486267089844,,
450,1783430455.9100223,9.998200161630282e-06,9.998200161630282e-06,,,3.231602191925049,1.997935175895691,1.2336668968200684,3.231602191925049,21.790573120117188,1.8151103258132935,1.1163899898529053,2.094219446182251,1.273985505104065,0.26939254999160767,21.790573120117188,21.790573120117188,,
455,1783430458.1754045,9.998180165245956e-06,9.998180165245956e-06,,,3.1733241081237793,1.958709955215454,1.2146140336990356,3.1733241081237793,22.46550750732422,1.9185826778411865,1.129533290863037,2.1944406032562256,1.3352385759353638,0.27462294697761536,22.46550750732422,22.46550750732422,,
460,1783430460.438747,9.998160168901621e-06,9.998160168901621e-06,,,3.125633716583252,1.911001205444336,1.214632511138916,3.125633716583252,22.29656410217285,1.9793362617492676,1.091418981552124,2.153447151184082,1.239830493927002,0.27642786502838135,22.29656410217285,22.29656410217285,,
465,1783430462.7256749,9.99814017259728e-06,9.99814017259728e-06,,,3.2520668506622314,2.0255205631256104,1.226546287536621,3.2520668506622314,21.63227081298828,1.8936800956726074,1.084947109222412,2.04233980178833,1.2448076009750366,0.2684299647808075,21.63227081298828,21.63227081298828,,
470,1783430464.98683,9.998120176332932e-06,9.998120176332932e-06,,,3.2611114978790283,2.026433229446411,1.2346782684326172,3.2611114978790283,21.177410125732422,1.8770878314971924,1.1034388542175293,1.9925642013549805,1.1859266757965088,0.2631089389324188,21.177410125732422,21.177410125732422,,
475,1783430467.2507746,9.998100180108575e-06,9.998100180108575e-06,,,3.2986440658569336,2.06898832321167,1.2296558618545532,3.2986440658569336,21.25867462158203,1.8135690689086914,1.1637685298919678,1.9167029857635498,1.2022879123687744,0.2676301598548889,21.25867462158203,21.25867462158203,,
480,1783430469.5147498,9.998080183924211e-06,9.998080183924211e-06,,,3.148519515991211,1.9465045928955078,1.2020150423049927,3.148519515991211,21.780712127685547,1.9096271991729736,1.1438401937484741,1.9839293956756592,1.2019104957580566,0.2745681405067444,21.780712127685547,21.780712127685547,,
