step,split,time_unix,train_excitation_cross_entropy,train_loss,val_excitation_cross_entropy,val_loss
16210,train,1783392045.8045294,3.121129274368286,3.121129274368286,,
16220,train,1783392048.1462343,3.2165894508361816,3.2165894508361816,,
16230,train,1783392050.521244,3.213991403579712,3.213991403579712,,
16240,train,1783392052.857562,3.0716257095336914,3.0716257095336914,,
16250,train,1783392055.2413335,3.2315385341644287,3.2315385341644287,,
16260,train,1783392057.5582106,3.2633519172668457,3.2633519172668457,,
16270,train,1783392060.3288248,3.1993587017059326,3.1993587017059326,,
16280,train,1783392062.6853678,3.265432119369507,3.265432119369507,,
16290,train,1783392065.062997,3.244809865951538,3.244809865951538,,
16300,train,1783392067.4639978,3.1667943000793457,3.1667943000793457,,
16310,train,1783392069.8430855,3.2836194038391113,3.2836194038391113,,
16320,train,1783392072.1885545,3.2444629669189453,3.2444629669189453,,
16330,train,1783392074.560938,3.166182518005371,3.166182518005371,,
16340,train,1783392076.897644,3.2627923488616943,3.2627923488616943,,
16350,train,1783392079.262933,3.33948016166687,3.33948016166687,,
16360,train,1783392081.5769153,3.3649165630340576,3.3649165630340576,,
16370,train,1783392084.3777962,3.177719831466675,3.177719831466675,,
16380,train,1783392086.7148805,3.244027614593506,3.244027614593506,,
16390,train,1783392089.0730705,3.218545913696289,3.218545913696289,,
16400,train,1783392091.4446692,3.2258880138397217,3.2258880138397217,,
16410,train,1783392093.8037043,3.221442222595215,3.221442222595215,,
16420,train,1783392096.15441,3.2515621185302734,3.2515621185302734,,
16430,train,1783392098.542294,3.151669502258301,3.151669502258301,,
16440,train,1783392100.9193451,3.291778564453125,3.291778564453125,,
16450,train,1783392103.29439,3.2138071060180664,3.2138071060180664,,
16460,train,1783392105.6271448,3.1290154457092285,3.1290154457092285,,
16470,train,1783392108.4468808,3.2547998428344727,3.2547998428344727,,
16480,train,1783392110.848668,3.1699066162109375,3.1699066162109375,,
16490,train,1783392113.2161207,3.286074638366699,3.286074638366699,,
16500,train,1783392115.61262,3.201180934906006,3.201180934906006,,
16510,train,1783392117.9694047,3.245469570159912,3.245469570159912,,
16520,train,1783392120.347448,3.2414536476135254,3.2414536476135254,,
16530,train,1783392122.6771193,3.11724853515625,3.11724853515625,,
16540,train,1783392124.9897683,3.2390453815460205,3.2390453815460205,,
16550,train,1783392127.3653073,3.2279481887817383,3.2279481887817383,,
16560,train,1783392129.6932545,3.3184375762939453,3.3184375762939453,,
16570,train,1783392132.470139,3.265589714050293,3.265589714050293,,
16580,train,1783392134.8359246,3.1189820766448975,3.1189820766448975,,
16590,train,1783392137.2260008,3.0937981605529785,3.0937981605529785,,
16600,train,1783392139.5995255,3.3235459327697754,3.3235459327697754,,
16610,train,1783392141.9513175,3.2402312755584717,3.2402312755584717,,
16620,train,1783392144.3479092,3.206810474395752,3.206810474395752,,
16630,train,1783392146.6871905,3.2489304542541504,3.2489304542541504,,
16640,train,1783392149.0883064,3.2301759719848633,3.2301759719848633,,
16650,train,1783392151.5014303,3.1148555278778076,3.1148555278778076,,
16660,train,1783392153.732381,3.2309622764587402,3.2309622764587402,,
16670,train,1783392156.6094034,3.1827197074890137,3.1827197074890137,,
16680,train,1783392158.956578,3.092864990234375,3.092864990234375,,
16690,train,1783392161.3468328,3.2165510654449463,3.2165510654449463,,
16700,train,1783392163.743276,3.2395191192626953,3.2395191192626953,,
16710,train,1783392166.0805967,3.2089807987213135,3.2089807987213135,,
16720,train,1783392168.4514053,3.236114978790283,3.236114978790283,,
16730,train,1783392170.807795,3.198371648788452,3.198371648788452,,
16740,train,1783392173.1742208,3.2206668853759766,3.2206668853759766,,
16750,train,1783392175.5675526,3.209852933883667,3.209852933883667,,
16760,train,1783392178.3422105,3.1596803665161133,3.1596803665161133,,
16770,train,1783392180.6793065,3.358818292617798,3.358818292617798,,
16780,train,1783392183.0283725,3.3131372928619385,3.3131372928619385,,
16790,train,1783392185.3839934,3.098278760910034,3.098278760910034,,
16800,train,1783392187.7649329,3.2068285942077637,3.2068285942077637,,
16810,train,1783392190.1221704,3.174344778060913,3.174344778060913,,
16820,train,1783392192.4620676,3.177039861679077,3.177039861679077,,
16830,train,1783392194.8176622,3.222376585006714,3.222376585006714,,
16840,train,1783392197.1735709,3.1943156719207764,3.1943156719207764,,
16850,train,1783392199.5962665,3.159423589706421,3.159423589706421,,
16860,train,1783392202.3903406,3.220896005630493,3.220896005630493,,
16870,train,1783392204.754478,3.2177579402923584,3.2177579402923584,,
16880,train,1783392207.0845869,3.31294846534729,3.31294846534729,,
16890,train,1783392209.4140377,3.1853678226470947,3.1853678226470947,,
16900,train,1783392211.803427,3.2180135250091553,3.2180135250091553,,
16910,train,1783392214.121271,3.188119888305664,3.188119888305664,,
16920,train,1783392216.4990604,3.1137630939483643,3.1137630939483643,,
16930,train,1783392218.8636978,3.212595224380493,3.212595224380493,,
16940,train,1783392221.2154562,3.15347957611084,3.15347957611084,,
16950,train,1783392223.585475,3.1821229457855225,3.1821229457855225,,
16960,train,1783392226.3569274,3.1206717491149902,3.1206717491149902,,
16970,train,1783392228.7022963,3.278324842453003,3.278324842453003,,
16980,train,1783392231.0565488,3.1593430042266846,3.1593430042266846,,
16990,train,1783392233.4205773,3.2852437496185303,3.2852437496185303,,
17000,train,1783392235.810141,3.2145447731018066,3.2145447731018066,,
17010,train,1783392238.1909842,3.22391414642334,3.22391414642334,,
17020,train,1783392240.53617,3.310206890106201,3.310206890106201,,
17030,train,1783392242.8914828,3.229854106903076,3.229854106903076,,
17040,train,1783392245.2354836,3.1799330711364746,3.1799330711364746,,
17050,train,1783392247.61716,3.1174988746643066,3.1174988746643066,,
17060,train,1783392250.439597,3.2586629390716553,3.2586629390716553,,
17070,train,1783392252.8082948,3.1947407722473145,3.1947407722473145,,
17080,train,1783392255.158647,3.2294373512268066,3.2294373512268066,,
17090,train,1783392257.5234091,3.3039660453796387,3.3039660453796387,,
17100,train,1783392259.9125462,3.233285427093506,3.233285427093506,,
17110,train,1783392262.2514157,3.1363072395324707,3.1363072395324707,,
17120,train,1783392264.6181142,3.1700639724731445,3.1700639724731445,,
17130,train,1783392266.9811563,3.227658748626709,3.227658748626709,,
17140,train,1783392269.3199375,3.2576565742492676,3.2576565742492676,,
17150,train,1783392271.5828385,3.1864781379699707,3.1864781379699707,,
17160,train,1783392274.5006535,3.2224175930023193,3.2224175930023193,,
17170,train,1783392276.833148,3.1122055053710938,3.1122055053710938,,
17180,train,1783392279.1681814,3.18998646736145,3.18998646736145,,
17190,train,1783392281.5555482,3.251966953277588,3.251966953277588,,
17200,train,1783392283.9588246,3.084102153778076,3.084102153778076,,
17210,train,1783392286.343193,3.0499863624572754,3.0499863624572754,,
17220,train,1783392288.7260058,3.2299206256866455,3.2299206256866455,,
17230,train,1783392291.0693688,3.192091464996338,3.192091464996338,,
17240,train,1783392293.3857787,3.2068605422973633,3.2068605422973633,,
17250,train,1783392296.2163956,3.178288459777832,3.178288459777832,,
17260,train,1783392298.5942154,3.2280797958374023,3.2280797958374023,,
17270,train,1783392300.963227,3.212963104248047,3.212963104248047,,
17280,train,1783392303.3184881,3.1621782779693604,3.1621782779693604,,
17290,train,1783392305.7049265,3.182741641998291,3.182741641998291,,
17300,train,1783392308.131245,3.2245655059814453,3.2245655059814453,,
17310,train,1783392310.448873,3.215942859649658,3.215942859649658,,
17320,train,1783392312.8172376,3.2183680534362793,3.2183680534362793,,
17330,train,1783392315.1317258,3.1810929775238037,3.1810929775238037,,
17340,train,1783392317.455486,3.260514259338379,3.260514259338379,,
17350,train,1783392320.3000371,3.248506784439087,3.248506784439087,,
17360,train,1783392322.676064,3.1566858291625977,3.1566858291625977,,
17370,train,1783392325.0263922,3.157447576522827,3.157447576522827,,
17380,train,1783392327.399032,3.107947587966919,3.107947587966919,,
17390,train,1783392329.7609105,3.16827392578125,3.16827392578125,,
17400,train,1783392332.1194723,3.2473015785217285,3.2473015785217285,,
17410,train,1783392334.479615,3.1118531227111816,3.1118531227111816,,
17420,train,1783392336.8211572,3.2417490482330322,3.2417490482330322,,
17430,train,1783392339.178046,3.2566967010498047,3.2566967010498047,,
17440,train,1783392341.4842184,3.233625650405884,3.233625650405884,,
17450,train,1783392344.2750652,3.199629306793213,3.199629306793213,,
17460,train,1783392346.5997238,3.119655132293701,3.119655132293701,,
17470,train,1783392348.9262404,3.1594293117523193,3.1594293117523193,,
17480,train,1783392351.2365544,3.179705858230591,3.179705858230591,,
17490,train,1783392353.658943,3.1865482330322266,3.1865482330322266,,
17500,train,1783392356.0628169,3.34592342376709,3.34592342376709,,
17510,train,1783392358.3456645,3.2279212474823,3.2279212474823,,
17520,train,1783392360.685054,3.25785756111145,3.25785756111145,,
17530,train,1783392363.052096,3.231229305267334,3.231229305267334,,
17540,train,1783392365.3724,3.128511905670166,3.128511905670166,,
17550,train,1783392368.2454596,3.1802866458892822,3.1802866458892822,,
17560,train,1783392370.5917313,3.178736448287964,3.178736448287964,,
17570,train,1783392372.923122,3.1790452003479004,3.1790452003479004,,
17580,train,1783392375.2704768,3.172152280807495,3.172152280807495,,
17590,train,1783392377.6269612,3.1362955570220947,3.1362955570220947,,
17600,train,1783392380.0321887,3.0993330478668213,3.0993330478668213,,
17610,train,1783392382.4056928,3.221580982208252,3.221580982208252,,
17620,train,1783392384.7388654,3.232487916946411,3.232487916946411,,
17630,train,1783392387.0619967,3.214047431945801,3.214047431945801,,
17640,train,1783392389.276766,3.191230058670044,3.191230058670044,,
17650,train,1783392392.2022595,3.258134126663208,3.258134126663208,,
17660,train,1783392394.533022,3.2830018997192383,3.2830018997192383,,
17670,train,1783392396.876989,3.2082879543304443,3.2082879543304443,,
17680,train,1783392399.2450323,3.1876871585845947,3.1876871585845947,,
17690,train,1783392401.6312463,3.151728630065918,3.151728630065918,,
17700,train,1783392404.0679178,3.2493505477905273,3.2493505477905273,,
17710,train,1783392406.418048,3.314018726348877,3.314018726348877,,
17720,train,1783392408.794518,3.212946653366089,3.212946653366089,,
17730,train,1783392411.118548,3.284158706665039,3.284158706665039,,
17740,train,1783392413.8979557,3.2925431728363037,3.2925431728363037,,
17750,train,1783392416.2634752,3.2762789726257324,3.2762789726257324,,
17760,train,1783392418.6219351,3.0830492973327637,3.0830492973327637,,
17770,train,1783392420.9420774,3.2479593753814697,3.2479593753814697,,
17780,train,1783392423.3009613,3.233790874481201,3.233790874481201,,
17790,train,1783392425.6814113,3.2573330402374268,3.2573330402374268,,
17800,train,1783392428.0996504,3.1809191703796387,3.1809191703796387,,
17810,train,1783392430.4425673,3.1864778995513916,3.1864778995513916,,
17820,train,1783392432.8385365,3.2471115589141846,3.2471115589141846,,
17830,train,1783392435.1490715,3.0870747566223145,3.0870747566223145,,
17840,train,1783392437.949392,3.1705994606018066,3.1705994606018066,,
17850,train,1783392440.3147821,3.219289541244507,3.219289541244507,,
17860,train,1783392442.7021024,3.1145946979522705,3.1145946979522705,,
17870,train,1783392445.082016,3.0982751846313477,3.0982751846313477,,
17880,train,1783392447.4483302,3.1827375888824463,3.1827375888824463,,
17890,train,1783392449.8377328,3.1186020374298096,3.1186020374298096,,
17900,train,1783392452.2648451,3.1921327114105225,3.1921327114105225,,
17910,train,1783392454.6460278,3.277811288833618,3.277811288833618,,
17920,train,1783392456.9851902,3.2004997730255127,3.2004997730255127,,
17930,train,1783392459.3532062,3.1345338821411133,3.1345338821411133,,
17940,train,1783392462.1994593,3.2096731662750244,3.2096731662750244,,
17950,train,1783392464.6316504,3.1924755573272705,3.1924755573272705,,
17960,train,1783392466.983046,3.2433788776397705,3.2433788776397705,,
17970,train,1783392469.3568914,3.2003207206726074,3.2003207206726074,,
17980,train,1783392471.7357066,3.129946231842041,3.129946231842041,,
17990,train,1783392474.0474298,3.235621929168701,3.235621929168701,,
18000,train,1783392476.4426143,3.1320340633392334,3.1320340633392334,,
18010,train,1783392478.9125972,3.229607105255127,3.229607105255127,,
18020,train,1783392481.2917705,3.2335965633392334,3.2335965633392334,,
18030,train,1783392483.6170287,3.2777371406555176,3.2777371406555176,,
18040,train,1783392486.4148986,3.2005820274353027,3.2005820274353027,,
18050,train,1783392488.81018,3.3031156063079834,3.3031156063079834,,
18060,train,1783392491.2243662,3.159681797027588,3.159681797027588,,
18070,train,1783392493.6047525,3.0792346000671387,3.0792346000671387,,
18080,train,1783392495.9493635,3.1608521938323975,3.1608521938323975,,
18090,train,1783392498.3098452,3.09389591217041,3.09389591217041,,
18100,train,1783392500.710354,3.2706894874572754,3.2706894874572754,,
18110,train,1783392503.057946,3.2113325595855713,3.2113325595855713,,
18120,train,1783392505.4276886,3.2247157096862793,3.2247157096862793,,
18130,train,1783392507.6617155,3.1737725734710693,3.1737725734710693,,
18140,train,1783392510.6077948,3.166205406188965,3.166205406188965,,
18150,train,1783392513.0850954,3.1455860137939453,3.1455860137939453,,
18160,train,1783392515.4950087,3.149036169052124,3.149036169052124,,
18170,train,1783392517.8852997,3.127190351486206,3.127190351486206,,
18180,train,1783392520.259993,3.223210334777832,3.223210334777832,,
18190,train,1783392522.5811343,3.210421323776245,3.210421323776245,,
18200,train,1783392524.9911141,3.182691812515259,3.182691812515259,,
18210,train,1783392527.3307881,3.2832019329071045,3.2832019329071045,,
18220,train,1783392529.649515,3.232649087905884,3.232649087905884,,
18230,train,1783392532.406821,3.184669017791748,3.184669017791748,,
18240,train,1783392534.7465465,3.1492526531219482,3.1492526531219482,,
18250,train,1783392537.1622517,3.145505666732788,3.145505666732788,,
18260,train,1783392539.5425792,3.244626760482788,3.244626760482788,,
18270,train,1783392541.9113016,3.2438061237335205,3.2438061237335205,,
18280,train,1783392544.2620242,3.1431424617767334,3.1431424617767334,,
18290,train,1783392546.6198306,3.120126247406006,3.120126247406006,,
18300,train,1783392549.0269291,3.1488687992095947,3.1488687992095947,,
18310,train,1783392551.3776743,3.2100632190704346,3.2100632190704346,,
18320,train,1783392553.7259712,3.0980875492095947,3.0980875492095947,,
18330,train,1783392556.503871,3.163795232772827,3.163795232772827,,
18340,train,1783392558.8423707,3.1732749938964844,3.1732749938964844,,
18350,train,1783392561.2684727,3.295948028564453,3.295948028564453,,
18360,train,1783392563.6208,3.220254421234131,3.220254421234131,,
18370,train,1783392566.0117452,3.0840983390808105,3.0840983390808105,,
18380,train,1783392568.3333223,3.28299617767334,3.28299617767334,,
18390,train,1783392570.6811442,3.2946343421936035,3.2946343421936035,,
18400,train,1783392573.053574,3.174050807952881,3.174050807952881,,
18410,train,1783392575.3890762,3.274993658065796,3.274993658065796,,
18420,train,1783392577.690556,3.2327733039855957,3.2327733039855957,,
18430,train,1783392580.4282558,3.176823854446411,3.176823854446411,,
18440,train,1783392582.8060756,3.154402256011963,3.154402256011963,,
18450,train,1783392585.2055893,3.1413025856018066,3.1413025856018066,,
18460,train,1783392587.5716324,3.230937957763672,3.230937957763672,,
18470,train,1783392589.944232,3.192988395690918,3.192988395690918,,
18480,train,1783392592.2802489,3.2560174465179443,3.2560174465179443,,
18490,train,1783392594.5945785,3.254800796508789,3.254800796508789,,
18500,train,1783392597.008637,3.200100898742676,3.200100898742676,,
18510,train,1783392599.3177667,3.2373225688934326,3.2373225688934326,,
18520,train,1783392601.6224916,3.2653448581695557,3.2653448581695557,,
18530,train,1783392604.4004824,3.2685563564300537,3.2685563564300537,,
18540,train,1783392606.7262797,3.225923538208008,3.225923538208008,,
18550,train,1783392609.1337242,3.1377055644989014,3.1377055644989014,,
18560,train,1783392611.5118384,3.1426279544830322,3.1426279544830322,,
18570,train,1783392613.8632073,3.2283782958984375,3.2283782958984375,,
18580,train,1783392616.209651,3.1319618225097656,3.1319618225097656,,
18590,train,1783392618.5682857,3.1454579830169678,3.1454579830169678,,
18600,train,1783392620.9284852,3.1472136974334717,3.1472136974334717,,
18610,train,1783392623.2599318,3.202575206756592,3.202575206756592,,
18620,train,1783392625.493039,3.177870273590088,3.177870273590088,,
18630,train,1783392628.3840418,3.1692256927490234,3.1692256927490234,,
18640,train,1783392630.7454422,3.1651663780212402,3.1651663780212402,,
18650,train,1783392633.1389904,3.2994656562805176,3.2994656562805176,,
18660,train,1783392635.4858491,3.296178102493286,3.296178102493286,,
18670,train,1783392637.8339093,3.20539927482605,3.20539927482605,,
18680,train,1783392640.179153,3.2283849716186523,3.2283849716186523,,
18690,train,1783392642.5064864,3.136411666870117,3.136411666870117,,
18700,train,1783392644.9083357,3.2226641178131104,3.2226641178131104,,
18710,train,1783392647.268529,3.1416993141174316,3.1416993141174316,,
18720,train,1783392649.9856124,3.194701910018921,3.194701910018921,,
18730,train,1783392652.3815885,3.1305248737335205,3.1305248737335205,,
18740,train,1783392654.7118218,3.133370876312256,3.133370876312256,,
18750,train,1783392657.093349,3.1995058059692383,3.1995058059692383,,
18760,train,1783392659.432895,3.177941083908081,3.177941083908081,,
18770,train,1783392661.812106,3.140742778778076,3.140742778778076,,
18780,train,1783392664.1217918,3.2918362617492676,3.2918362617492676,,
18790,train,1783392666.4667711,3.2605340480804443,3.2605340480804443,,
18800,train,1783392668.8316689,3.2400357723236084,3.2400357723236084,,
18810,train,1783392671.1657095,3.196727752685547,3.196727752685547,,
18820,train,1783392673.9558053,3.2539260387420654,3.2539260387420654,,
18830,train,1783392676.3247173,3.209322929382324,3.209322929382324,,
18840,train,1783392678.6376047,3.2157881259918213,3.2157881259918213,,
18850,train,1783392681.0383706,3.254784345626831,3.254784345626831,,
18860,train,1783392683.3761227,3.2695181369781494,3.2695181369781494,,
18870,train,1783392685.7342694,3.2415759563446045,3.2415759563446045,,
18880,train,1783392688.085988,3.2054245471954346,3.2054245471954346,,
18890,train,1783392690.4306808,3.256791353225708,3.256791353225708,,
18900,train,1783392692.8048677,3.1364684104919434,3.1364684104919434,,
18910,train,1783392695.102731,3.1104705333709717,3.1104705333709717,,
18920,train,1783392697.9111438,3.1875429153442383,3.1875429153442383,,
18930,train,1783392700.2526999,3.2517342567443848,3.2517342567443848,,
18940,train,1783392702.647714,3.1480448246002197,3.1480448246002197,,
18950,train,1783392705.0357802,3.189462900161743,3.189462900161743,,
18960,train,1783392707.3740373,3.225693464279175,3.225693464279175,,
18970,train,1783392709.7081583,3.2271111011505127,3.2271111011505127,,
18980,train,1783392712.062798,3.177772045135498,3.177772045135498,,
18990,train,1783392714.421435,3.170140266418457,3.170140266418457,,
19000,train,1783392716.7879534,3.1600029468536377,3.1600029468536377,,
19010,train,1783392719.1092854,3.180314779281616,3.180314779281616,,
19020,train,1783392721.95921,3.268131732940674,3.268131732940674,,
19030,train,1783392724.360917,3.183206081390381,3.183206081390381,,
19040,train,1783392726.683586,3.2608718872070312,3.2608718872070312,,
19050,train,1783392729.050155,3.2606866359710693,3.2606866359710693,,
19060,train,1783392731.3484514,3.2583842277526855,3.2583842277526855,,
19070,train,1783392733.724127,3.1172595024108887,3.1172595024108887,,
19080,train,1783392736.0525107,3.206996202468872,3.206996202468872,,
19090,train,1783392738.4490676,3.208960771560669,3.208960771560669,,
19100,train,1783392740.8351912,3.1228115558624268,3.1228115558624268,,
19110,train,1783392743.0650468,3.209880828857422,3.209880828857422,,
19120,train,1783392745.9701521,3.2239835262298584,3.2239835262298584,,
19130,train,1783392748.3188503,3.198943853378296,3.198943853378296,,
19140,train,1783392750.648491,3.1673619747161865,3.1673619747161865,,
19150,train,1783392753.015915,3.221932888031006,3.221932888031006,,
19160,train,1783392755.34846,3.292922019958496,3.292922019958496,,
19170,train,1783392757.7236202,3.2225019931793213,3.2225019931793213,,
19180,train,1783392760.0917466,3.1609408855438232,3.1609408855438232,,
19190,train,1783392762.4268935,3.252061128616333,3.252061128616333,,
19200,train,1783392764.8157566,3.1119883060455322,3.1119883060455322,,
19210,train,1783392767.5433085,3.2212746143341064,3.2212746143341064,,
19220,train,1783392769.876137,3.1071996688842773,3.1071996688842773,,
19230,train,1783392772.2020378,3.2572715282440186,3.2572715282440186,,
19240,train,1783392774.5804071,3.212123394012451,3.212123394012451,,
19250,train,1783392777.0019715,3.1956396102905273,3.1956396102905273,,
19260,train,1783392779.3246832,3.183748960494995,3.183748960494995,,
19270,train,1783392781.7041056,3.159895181655884,3.159895181655884,,
19280,train,1783392784.0647297,3.233612537384033,3.233612537384033,,
19290,train,1783392786.409704,3.248328685760498,3.248328685760498,,
19300,train,1783392788.7641964,3.1007163524627686,3.1007163524627686,,
19310,train,1783392791.5168462,3.2000277042388916,3.2000277042388916,,
19320,train,1783392793.8704908,3.3072116374969482,3.3072116374969482,,
19330,train,1783392796.205599,3.1734519004821777,3.1734519004821777,,
19340,train,1783392798.5350866,3.158769369125366,3.158769369125366,,
19350,train,1783392800.9274065,3.2511096000671387,3.2511096000671387,,
19360,train,1783392803.2862248,3.269970417022705,3.269970417022705,,
19370,train,1783392805.6411462,3.274691343307495,3.274691343307495,,
19380,train,1783392807.99331,3.2345309257507324,3.2345309257507324,,
19390,train,1783392810.331687,3.1414427757263184,3.1414427757263184,,
19400,train,1783392812.6837974,3.21545672416687,3.21545672416687,,
19410,train,1783392815.4533,3.1187174320220947,3.1187174320220947,,
19420,train,1783392817.8155358,3.2091875076293945,3.2091875076293945,,
19430,train,1783392820.1736865,3.153839111328125,3.153839111328125,,
19440,train,1783392822.5448122,3.117562770843506,3.117562770843506,,
19450,train,1783392824.9052653,3.214857339859009,3.214857339859009,,
19460,train,1783392827.2576072,3.1397242546081543,3.1397242546081543,,
19470,train,1783392829.6278622,3.211080312728882,3.211080312728882,,
19480,train,1783392831.9724016,3.2918810844421387,3.2918810844421387,,
19490,train,1783392834.2917778,3.1268396377563477,3.1268396377563477,,
19500,train,1783392836.6435769,3.1926934719085693,3.1926934719085693,,
19510,train,1783392839.4403806,3.1313717365264893,3.1313717365264893,,
19520,train,1783392841.7475674,3.2422454357147217,3.2422454357147217,,
19530,train,1783392844.09099,3.0657143592834473,3.0657143592834473,,
19540,train,1783392846.4499247,3.303433656692505,3.303433656692505,,
19550,train,1783392848.8576562,3.202209234237671,3.202209234237671,,
19560,train,1783392851.2469065,3.237062454223633,3.237062454223633,,
19570,train,1783392853.5696871,3.264389753341675,3.264389753341675,,
19580,train,1783392855.8907084,3.1974804401397705,3.1974804401397705,,
19590,train,1783392858.2103028,3.165471315383911,3.165471315383911,,
19600,train,1783392860.5193536,3.366731643676758,3.366731643676758,,
19610,train,1783392863.414946,3.1367387771606445,3.1367387771606445,,
19620,train,1783392865.774205,3.227299690246582,3.227299690246582,,
19630,train,1783392868.114813,3.2338221073150635,3.2338221073150635,,
19640,train,1783392870.503847,3.125703811645508,3.125703811645508,,
19650,train,1783392872.905682,3.1992897987365723,3.1992897987365723,,
19660,train,1783392875.2780216,3.1393072605133057,3.1393072605133057,,
19670,train,1783392877.6223094,3.2501115798950195,3.2501115798950195,,
19680,train,1783392879.9676933,3.240281581878662,3.240281581878662,,
19690,train,1783392882.2880049,3.2027621269226074,3.2027621269226074,,
19700,train,1783392885.096951,3.059304714202881,3.059304714202881,,
19710,train,1783392887.4622247,3.2481472492218018,3.2481472492218018,,
19720,train,1783392889.817748,3.243654727935791,3.243654727935791,,
19730,train,1783392892.2022445,3.2699167728424072,3.2699167728424072,,
19740,train,1783392894.5380673,3.1006696224212646,3.1006696224212646,,
19750,train,1783392896.945916,3.1962499618530273,3.1962499618530273,,
19760,train,1783392899.2771392,3.1804020404815674,3.1804020404815674,,
19770,train,1783392901.624928,3.111926794052124,3.111926794052124,,
19780,train,1783392904.0049188,3.16032338142395,3.16032338142395,,
19790,train,1783392906.3313348,3.338320016860962,3.338320016860962,,
19800,train,1783392909.1492105,3.333479404449463,3.333479404449463,,
19810,train,1783392911.5156906,3.192660093307495,3.192660093307495,,
19820,train,1783392913.8779259,3.1656224727630615,3.1656224727630615,,
19830,train,1783392916.1980002,3.246732711791992,3.246732711791992,,
19840,train,1783392918.5378273,3.1814377307891846,3.1814377307891846,,
19850,train,1783392920.9108531,3.235419511795044,3.235419511795044,,
19860,train,1783392923.3082988,3.1038615703582764,3.1038615703582764,,
19870,train,1783392925.6730027,3.1239538192749023,3.1239538192749023,,
19880,train,1783392927.9949512,3.182302713394165,3.182302713394165,,
19890,train,1783392930.3576698,3.1210381984710693,3.1210381984710693,,
19900,train,1783392933.1307456,3.2869222164154053,3.2869222164154053,,
19910,train,1783392935.4508195,3.089399576187134,3.089399576187134,,
19920,train,1783392937.7929654,3.2406246662139893,3.2406246662139893,,
19930,train,1783392940.1462746,3.197288990020752,3.197288990020752,,
19940,train,1783392942.488152,3.28633975982666,3.28633975982666,,
19950,train,1783392944.895594,3.3422322273254395,3.3422322273254395,,
19960,train,1783392947.2773986,3.2703678607940674,3.2703678607940674,,
19970,train,1783392949.6283703,3.2448787689208984,3.2448787689208984,,
19980,train,1783392951.9741125,3.2247447967529297,3.2247447967529297,,
19990,train,1783392954.3354092,3.185469150543213,3.185469150543213,,
20000,train,1783392957.1699464,3.116521120071411,3.116521120071411,,
20000,validation,1783393066.6531713,,,3.2170782709121704,3.2170782709121704
20010,train,1783393069.125146,3.2077252864837646,3.2077252864837646,,
20020,train,1783393071.4583237,3.109208106994629,3.109208106994629,,
20030,train,1783393073.8077483,3.133427381515503,3.133427381515503,,
20040,train,1783393076.1782086,3.2058072090148926,3.2058072090148926,,
20050,train,1783393078.564346,3.255110263824463,3.255110263824463,,
20060,train,1783393080.9049978,3.1780145168304443,3.1780145168304443,,
20070,train,1783393083.2642071,3.319880723953247,3.319880723953247,,
20080,train,1783393085.6300328,3.108309030532837,3.108309030532837,,
20090,train,1783393087.8873556,3.090634822845459,3.090634822845459,,
20100,train,1783393090.8046942,3.1463019847869873,3.1463019847869873,,
20110,train,1783393093.1221886,3.2755980491638184,3.2755980491638184,,
20120,train,1783393095.461684,3.187060594558716,3.187060594558716,,
20130,train,1783393097.786992,3.275644302368164,3.275644302368164,,
20140,train,1783393100.1154516,3.2754015922546387,3.2754015922546387,,
20150,train,1783393102.4910262,3.21243953704834,3.21243953704834,,
20160,train,1783393104.8527844,3.15773868560791,3.15773868560791,,
20170,train,1783393107.1943192,3.1863927841186523,3.1863927841186523,,
20180,train,1783393109.4839995,3.243698835372925,3.243698835372925,,
20190,train,1783393112.2497375,3.1435422897338867,3.1435422897338867,,
20200,train,1783393114.646128,3.1892948150634766,3.1892948150634766,,
20210,train,1783393116.998393,3.183213472366333,3.183213472366333,,
20220,train,1783393119.3200288,3.2161593437194824,3.2161593437194824,,
20230,train,1783393121.6753106,3.2458183765411377,3.2458183765411377,,
20240,train,1783393123.9940236,3.3008692264556885,3.3008692264556885,,
20250,train,1783393126.3748634,3.223207473754883,3.223207473754883,,
20260,train,1783393128.7386153,3.148496150970459,3.148496150970459,,
20270,train,1783393131.0908275,3.187415838241577,3.187415838241577,,
20280,train,1783393133.419051,3.1654207706451416,3.1654207706451416,,
20290,train,1783393136.1145396,3.2631282806396484,3.2631282806396484,,
20300,train,1783393138.549694,3.1216859817504883,3.1216859817504883,,
20310,train,1783393140.9240074,3.2518296241760254,3.2518296241760254,,
20320,train,1783393143.258389,3.259188413619995,3.259188413619995,,
20330,train,1783393145.6125963,3.278287887573242,3.278287887573242,,
20340,train,1783393147.9531515,3.1328165531158447,3.1328165531158447,,
20350,train,1783393150.3411417,3.188835620880127,3.188835620880127,,
20360,train,1783393152.6979065,3.231369733810425,3.231369733810425,,
20370,train,1783393155.0331912,3.200369119644165,3.200369119644165,,
20380,train,1783393157.4000897,3.211613416671753,3.211613416671753,,
20390,train,1783393160.1454191,3.245605230331421,3.245605230331421,,
20400,train,1783393162.5914867,3.1438519954681396,3.1438519954681396,,
20410,train,1783393164.9439352,3.28885555267334,3.28885555267334,,
20420,train,1783393167.283279,3.1416168212890625,3.1416168212890625,,
20430,train,1783393169.5980093,3.2024331092834473,3.2024331092834473,,
