architecture_name,variant_name,lane,baseline_variant,metric,statistical_unit,seed_handling,n,mean_delta,standard_deviation,standard_error,confidence_level,ci_lower,ci_upper,direction
vocos,fp16_weights,b200,baseline_b200,pesq,utterance,mean_within_label_before_pairing,525,0.0011090573810395741,0.029834915946981042,0.0013021024826636736,0.95,-0.0014489249214139164,0.0036670396834930646,higher_is_better
vocos,fp16_weights,b200,baseline_b200,stoi,utterance,mean_within_label_before_pairing,525,1.934467592263477e-06,4.0596233278698234e-05,1.7717648755211426e-06,0.95,-1.5461671934259869e-06,5.4151023779529405e-06,higher_is_better
vocos,fp16_weights,b200,baseline_b200,mel_error,utterance,mean_within_label_before_pairing,525,0.0037698241074879965,0.0015098968383751668,6.589730050884481e-05,0.95,0.0036403687606736215,0.0038992794543023716,lower_is_better
vocos,fp16_weights,b200,baseline_b200,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,0.005579165012117415,0.002300990297006527,0.00010042344961325078,0.95,0.0053818829930120295,0.005776447031222801,lower_is_better
vocos,fp16_weights,b200,baseline_b200,mcd,utterance,mean_within_label_before_pairing,525,0.1154737720041777,0.07895233615235084,0.003445762444873774,0.95,0.10870456645407767,0.12224297755427774,lower_is_better
vocos,fp16_weights,b200,baseline_b200,las_rmse,utterance,mean_within_label_before_pairing,525,0.05079595747448149,0.02543583646873945,0.0011101109141192075,0.95,0.04861514289968057,0.05297677204928241,lower_is_better
vocos,fp16_weights,b200,baseline_b200,utmos_strong,utterance,mean_within_label_before_pairing,525,-0.00018856638953799546,0.006757616697832247,0.00029492657176489334,0.95,-0.000767950087167223,0.0003908173080912321,higher_is_better
vocos,int8_dynamic,cpu,baseline_cpu,pesq,utterance,mean_within_label_before_pairing,525,-0.046884250035361646,0.08535965924004242,0.0037254009501250583,0.95,-0.054202805853233275,-0.03956569421749002,higher_is_better
vocos,int8_dynamic,cpu,baseline_cpu,stoi,utterance,mean_within_label_before_pairing,525,-0.00378061189541941,0.0014089425042745126,6.149129214931997e-05,0.95,-0.003901411632127681,-0.0036598121587111394,higher_is_better
vocos,int8_dynamic,cpu,baseline_cpu,mel_error,utterance,mean_within_label_before_pairing,525,0.02089521820583041,0.0017321425739792247,7.559689961633756e-05,0.95,0.020746707981855288,0.02104372842980553,lower_is_better
vocos,int8_dynamic,cpu,baseline_cpu,multi_resolution_stft_error,utterance,mean_within_label_before_pairing,525,0.021151211375281923,0.005767933617362415,0.0002517332610004164,0.95,0.02065668100217281,0.021645741748391036,lower_is_better
vocos,int8_dynamic,cpu,baseline_cpu,mcd,utterance,mean_within_label_before_pairing,525,0.7190760967630496,0.07758709912852228,0.0033861786162713873,0.95,0.7124239437346264,0.7257282497914729,lower_is_better
vocos,int8_dynamic,cpu,baseline_cpu,las_rmse,utterance,mean_within_label_before_pairing,525,0.05414623351324172,0.012641852600703855,0.0005517356806399977,0.95,0.053062347931653604,0.05523011909482984,lower_is_better
vocos,int8_dynamic,cpu,baseline_cpu,utmos_strong,utterance,mean_within_label_before_pairing,525,-0.07883494165208606,0.15894358304094838,0.006936866671549004,0.95,-0.09246242675141758,-0.06520745655275453,higher_is_better
